 ,Image,X (cm),Y (cm)
1,168_fs1-00001.jpg,278.000,222.000
2,168_fs1-00001.jpg,280.877,223.354
3,168_fs1-00001.jpg,283.754,224.708
4,168_fs1-00001.jpg,286.631,226.062
5,168_fs1-00001.jpg,289.508,227.416
6,168_fs1-00001.jpg,292.385,228.770
7,168_fs1-00001.jpg,295.317,230.000
8,168_fs1-00001.jpg,298.336,231.000
9,168_fs1-00001.jpg,301.354,232.000
10,168_fs1-00001.jpg,304.534,232.000
11,168_fs1-00001.jpg,307.713,232.000
12,168_fs1-00001.jpg,310.893,232.000
13,168_fs1-00001.jpg,313.365,234.000
14,168_fs1-00001.jpg,315.908,235.908
15,168_fs1-00001.jpg,318.895,237.000
16,168_fs1-00001.jpg,321.913,238.000
17,168_fs1-00001.jpg,324.385,240.000
18,168_fs1-00001.jpg,327.291,241.291
19,168_fs1-00001.jpg,330.391,242.000
20,168_fs1-00001.jpg,332.863,244.000
21,168_fs1-00001.jpg,335.881,245.000
22,168_fs1-00001.jpg,338.899,246.000
23,168_fs1-00001.jpg,341.918,247.000
24,168_fs1-00001.jpg,344.936,248.000
25,168_fs1-00001.jpg,347.954,249.000
26,168_fs1-00001.jpg,350.973,250.000
27,168_fs1-00001.jpg,353.991,251.000
28,168_fs1-00001.jpg,356.687,252.687
29,168_fs1-00001.jpg,359.582,254.000
30,168_fs1-00001.jpg,362.601,255.000
31,168_fs1-00001.jpg,365.619,256.000
32,168_fs1-00001.jpg,368.091,258.000
33,168_fs1-00001.jpg,371.000,259.284
34,168_fs1-00001.jpg,369.347,262.000
35,168_fs1-00001.jpg,366.167,262.000
36,168_fs1-00001.jpg,368.639,264.000
37,168_fs1-00001.jpg,371.819,264.000
38,168_fs1-00001.jpg,374.999,264.000
39,168_fs1-00001.jpg,378.017,265.000
40,168_fs1-00001.jpg,381.197,265.000
41,168_fs1-00001.jpg,384.215,266.000
42,168_fs1-00001.jpg,386.821,267.821
43,168_fs1-00001.jpg,389.775,269.000
44,168_fs1-00001.jpg,392.793,270.000
45,168_fs1-00001.jpg,395.811,271.000
46,168_fs1-00001.jpg,398.830,272.000
47,168_fs1-00001.jpg,401.586,273.586
48,168_fs1-00001.jpg,404.738,274.000
49,168_fs1-00001.jpg,407.000,276.235
50,168_fs1-00001.jpg,410.000,277.289
51,168_fs1-00001.jpg,412.680,279.000
52,168_fs1-00001.jpg,415.152,281.000
53,168_fs1-00001.jpg,413.000,283.341
54,168_fs1-00001.jpg,410.287,285.000
55,168_fs1-00001.jpg,409.000,287.907
56,168_fs1-00001.jpg,407.000,290.379
