 ,Image,X (cm),Y (cm)
1688,194_fs1-00001.jpg,238.500,122.833
1689,194_fs1-00001.jpg,239.414,123.687
1690,194_fs1-00001.jpg,240.328,124.540
1691,194_fs1-00001.jpg,241.243,125.393
1692,194_fs1-00001.jpg,242.157,126.246
1693,194_fs1-00001.jpg,243.071,127.100
1694,194_fs1-00001.jpg,243.500,128.274
1695,194_fs1-00001.jpg,243.500,129.525
1696,194_fs1-00001.jpg,243.833,130.730
1697,194_fs1-00001.jpg,244.953,131.286
1698,194_fs1-00001.jpg,246.185,131.500
1699,194_fs1-00001.jpg,247.243,130.833
1700,194_fs1-00001.jpg,248.448,130.500
1701,194_fs1-00001.jpg,249.506,129.833
1702,194_fs1-00001.jpg,250.564,129.167
1703,194_fs1-00001.jpg,251.815,129.167
1704,194_fs1-00001.jpg,253.020,128.833
1705,194_fs1-00001.jpg,254.271,128.833
1706,194_fs1-00001.jpg,255.521,128.833
1707,194_fs1-00001.jpg,256.772,128.833
1708,194_fs1-00001.jpg,258.022,128.833
1709,194_fs1-00001.jpg,259.227,129.167
1710,194_fs1-00001.jpg,260.478,129.167
1711,194_fs1-00001.jpg,261.536,129.833
1712,194_fs1-00001.jpg,262.677,130.344
1713,194_fs1-00001.jpg,263.918,130.500
1714,194_fs1-00001.jpg,265.169,130.500
1715,194_fs1-00001.jpg,266.419,130.500
1716,194_fs1-00001.jpg,267.670,130.500
1717,194_fs1-00001.jpg,268.920,130.500
1718,194_fs1-00001.jpg,270.171,130.500
1719,194_fs1-00001.jpg,271.421,130.500
1720,194_fs1-00001.jpg,272.672,130.500
1721,194_fs1-00001.jpg,273.922,130.500
1722,194_fs1-00001.jpg,275.173,130.500
1723,194_fs1-00001.jpg,276.423,130.500
1724,194_fs1-00001.jpg,277.674,130.500
1725,194_fs1-00001.jpg,278.879,130.167
1726,194_fs1-00001.jpg,280.100,129.900
1727,194_fs1-00001.jpg,281.285,129.500
1728,194_fs1-00001.jpg,282.491,129.167
1729,194_fs1-00001.jpg,283.741,129.167
1730,194_fs1-00001.jpg,284.946,128.833
1731,194_fs1-00001.jpg,286.197,128.833
1732,194_fs1-00001.jpg,287.402,128.500
1733,194_fs1-00001.jpg,288.607,128.167
1734,194_fs1-00001.jpg,289.846,127.994
1735,194_fs1-00001.jpg,291.086,127.833
1736,194_fs1-00001.jpg,292.337,127.833
1737,194_fs1-00001.jpg,293.395,127.167
1738,194_fs1-00001.jpg,294.600,126.833
1739,194_fs1-00001.jpg,295.805,126.500
1740,194_fs1-00001.jpg,297.039,126.295
1741,194_fs1-00001.jpg,298.201,125.833
1742,194_fs1-00001.jpg,299.343,125.324
1743,194_fs1-00001.jpg,300.583,125.167
1744,194_fs1-00001.jpg,301.834,125.167
1745,194_fs1-00001.jpg,302.986,124.681
1746,194_fs1-00001.jpg,304.167,124.268
1747,194_fs1-00001.jpg,305.378,123.956
1748,194_fs1-00001.jpg,306.615,123.776
1749,194_fs1-00001.jpg,307.750,123.250
1750,194_fs1-00001.jpg,308.902,122.765
1751,194_fs1-00001.jpg,310.124,122.500
1752,194_fs1-00001.jpg,311.182,121.833
1753,194_fs1-00001.jpg,312.387,121.500
1754,194_fs1-00001.jpg,313.593,121.167
1755,194_fs1-00001.jpg,314.798,120.833
1756,194_fs1-00001.jpg,316.003,120.500
1757,194_fs1-00001.jpg,317.167,120.042
1758,194_fs1-00001.jpg,318.353,119.647
1759,194_fs1-00001.jpg,319.388,118.945
1760,194_fs1-00001.jpg,320.557,118.500
1761,194_fs1-00001.jpg,321.762,118.167
1762,194_fs1-00001.jpg,322.967,117.833
1763,194_fs1-00001.jpg,324.173,117.500
1764,194_fs1-00001.jpg,325.378,117.167
1765,194_fs1-00001.jpg,326.628,117.167
1766,194_fs1-00001.jpg,327.834,116.833
1767,194_fs1-00001.jpg,329.063,116.604
1768,194_fs1-00001.jpg,330.215,116.118
1769,194_fs1-00001.jpg,331.433,115.833
1770,194_fs1-00001.jpg,332.491,115.167
1771,194_fs1-00001.jpg,333.549,114.500
1772,194_fs1-00001.jpg,334.607,113.833
1773,194_fs1-00001.jpg,335.812,113.500
1774,194_fs1-00001.jpg,337.017,113.167
1775,194_fs1-00001.jpg,338.075,112.500
1776,194_fs1-00001.jpg,339.133,111.833
1777,194_fs1-00001.jpg,339.833,110.797
1778,194_fs1-00001.jpg,340.556,109.777
1779,194_fs1-00001.jpg,340.833,108.557
1780,194_fs1-00001.jpg,340.833,107.307
1781,194_fs1-00001.jpg,340.167,106.249
1782,194_fs1-00001.jpg,339.500,105.191
1783,194_fs1-00001.jpg,338.500,104.440
1784,194_fs1-00001.jpg,337.441,103.775
1785,194_fs1-00001.jpg,336.349,103.167
1786,194_fs1-00001.jpg,335.098,103.167
1787,194_fs1-00001.jpg,333.848,103.167
1788,194_fs1-00001.jpg,332.597,103.167
1789,194_fs1-00001.jpg,331.347,103.167
1790,194_fs1-00001.jpg,330.098,103.235
