"ID" "trial_name" "treatment" "Distance.moved.Center.point.Total.cm" "In.zone.External.zone...Center.point.Frequency" "In.zone.External.zone...Center.point.Cumulative.Duration.s" "In.zone.External.zone...Center.point.Latency.to.First.s" "In.zone.External.zone...Center.point.Cumulative.Duration.." "In.zone.2.Transition.zone...Center.point.Frequency" "In.zone.2.Transition.zone...Center.point.Cumulative.Duration.s" "In.zone.2.Transition.zone...Center.point.Latency.to.First.s" "In.zone.2.Transition.zone...Center.point.Cumulative.Duration.." "In.zone.3.Center.zone...Center.point.Frequency" "In.zone.3.Center.zone...Center.point.Cumulative.Duration.s" "In.zone.3.Center.zone...Center.point.Latency.to.First.s" "In.zone.3.Center.zone...Center.point.Cumulative.Duration.." "Acceleration.Center.point.Minimum.cm.s." "Acceleration.Center.point.Mean.cm.s." "Acceleration.Center.point.Maximum.cm.s." "Acceleration.Center.point.Variance..cm.s..." "Turn.angle.Center.point...relative.Minimum.deg" "Turn.angle.Center.point...relative.Mean.deg" "Turn.angle.Center.point...relative.Maximum.deg" "Turn.angle.Center.point...relative.Variance.deg." "Head.direction.Head.direction.line.Mean.deg" "Head.direction.Head.direction.line.Standard.Deviation.deg" "Head.direction.Head.direction.line.Variance.deg." "Mobility.Body.fill.Minimum.." "Mobility.Body.fill.Mean.." "Mobility.Body.fill.Maximum.." "Mobility.Body.fill.Variance..." "Body.angle.Minimum.deg" "Body.angle.Mean.deg" "Body.angle.Maximum.deg" "Body.angle.Variance.deg." "freq1" "freq2" "freq3" "freq4" "max_cum_curvature_angle" "max_cum_head_center_angle" "max_cum_center_tail_angle" "var_curvature_angle" "var_head_center_angle" "var_center_tail_angle"
"105" 99 "Amont" 752.35 7 90.6854 196.51 30.2198 11 9.64313 196.11 3.21345 5 199.758 0 66.5668 -290.977 0.00205106 290.798 406.354 -179.858 8.66762 179.979 6301.34 31.1798 51.6746 1096.98 0.121988 5.36944 74.5679 68.2872 -66.0625 -8.60132 179.291 104.067 0.0208659450457952 0.0232139883430475 0.0238384679433805 0.0238717735220649 1016147.73333293 759102.416588648 370210.966149861 61.1595249032312 7214.00171398553 4364.89865767717
"118" 107 "Amont" 112.188 0 0 NA 0 27 124.23 160.845 41.4017 27 175.83 0 58.5983 -108.664 -0.0118022 179.789 72.307 -179.983 8.03671 179.958 12645.4 -113.442 5.29253 13.9756 0.354191 1.61383 29.287 2.32701 -13.4988 -4.44179 11.2898 7.79982 0.0207459207459207 0.0220695970695971 0.0227522477522478 0.0236013986013986 1053841.15061891 398383.238600525 656172.327590848 6.69461511909071 11.4813637982604 13.4118074834729
"119" 108 "Amont" 1875.1 15 279.184 0.299714 93.0415 20 14.8858 92.4119 4.96088 6 5.69457 93.3111 1.89779 -401.903 0.0194754 419.959 3912.32 -179.997 1.42052 179.975 2558.78 -55.8421 111.822 2794.01 0 13.6669 68.4914 67.5223 -64.8233 1.56966 97.0305 133.024 0.00896666666666667 0.0095 0.0111 0.017275 NA NA NA NA NA NA
"120" 109 "Amont" 530.366 3 296.96 0.549463 98.9679 3 1.44859 193.811 0.48277 1 1.09893 194.56 0.366239 -305.794 0.00355011 475.877 367.352 -179.988 2.55135 179.987 12206 -45.4338 36.7479 610.293 0.4313 5.47067 78.0303 82.5984 -70.0961 -13.3222 72.0571 94.892 0.0131192660550459 0.0208173477898249 0.0210842368640534 0.0219516263552961 NA NA NA NA NA NA
"121" 110 "Amont" 2146.86 29 272.384 0.499512 90.7774 34 23.9266 0.299707 7.97403 6 3.54654 0.199804 1.18195 -777.777 -0.244387 535.555 986.566 -179.964 7.84015 179.944 5003.35 100.21 80.5369 2060.43 0.277008 19.0342 98.1591 257.718 -60.8097 1.93528 70.9276 117.882 0.00977174275241586 0.0109796734421859 0.01526991002999 0.0242835721426191 NA NA NA NA NA NA
"122" 111 "Amont" 1069.42 5 289.827 1.34873 96.5873 7 8.44206 1.09896 2.81338 3 1.64845 0.149858 0.549359 -1136.23 0.049549 1056.72 1722.09 -180 21.5565 180 7140.96 -86.5879 66.6469 1613.89 0 7.19524 75.146 95.0122 -83.7729 -1.09751 78.5934 151.619 0.00596766127687948 0.00922653775629272 0.0109268211368561 0.0122437072845474 NA NA NA NA NA NA
"123" 112 "Amont" 2893.01 25 274.338 0 91.4252 30 22.3327 6.79475 7.44256 6 3.39737 94.5769 1.1322 -243.064 -0.0122792 220.792 994.28 -179.929 0.471488 179.905 3558.75 138.881 97.2189 2504.67 0.467836 20.496 82.4958 164.068 -73.4055 0.870096 76.7726 140.018 0.0094421315570358 0.0128143213988343 0.0131390507910075 0.0132306411323897 1036701.37648064 467023.42321454 615832.439207816 86.1682133897288 8253.08998008767 11894.915287013
"124" 113 "Amont" 152.772 1 2.44817 297.627 0.815851 1 0.049963 297.577 0.0166501 1 297.277 0.299775 99.0676 -1037.6 0.0208566 1723.79 860.883 -179.997 -0.221412 179.923 8185.34 -85.0545 9.04856 40.684 0.166852 1.08635 100 10.7904 -20.8861 -3.0962 60.0349 7.6769 0.0236456076012669 0.0239206534422404 0.024612435405901 0.0246707784630772 NA NA NA NA NA NA
"125" 114 "Amont" 453.321 13 285.893 0 95.2714 14 13.3903 0.849384 4.4622 1 0.799421 298.833 0.2664 -186.476 0.017673 150.783 149.694 -179.965 2.42683 179.995 8858.55 64.0288 28.4136 379.836 0.479616 3.56524 69.2624 50.3132 -56.8357 2.64928 62.2209 40.3587 0.0125312239800167 0.0125395503746878 0.0226477935054122 0.0248459616985845 1058632.51594764 693134.933267435 373505.462228311 33.407229724369 2657.76344741076 1586.88934321972
"126" 115 "Amont" 75.8535 0 0 NA 0 0 0 NA 0 1 300.093 0 100 -26.796 -0.000657299 52.0887 25.5918 -179.997 -10.048 179.941 9729.77 172.651 4.02262 8.08077 0.187517 0.766784 16.4259 0.302445 -13.1886 2.91889 13.5796 33.394 0.0210407993338884 0.0226727726894255 0.0227393838467943 0.0234721065778518 1046620.64728258 48047.8208379763 1014310.74280596 8.99102678154572 4.29906552358488 7135.42224825462
"127" 116 "Amont" 3976.85 64 219.888 0.399705 73.2767 86 61.105 1.59882 20.363 23 18.6862 3.29757 6.22711 -511.174 0.0232963 392.948 1950.39 -177.995 -0.283262 179.627 349.751 150.013 136.375 3089.59 2.88582 26.5587 100 121.482 -169.746 -1.82419 74.2338 302.209 0.00883286024378026 0.00993488061445984 0.0102103857071297 0.0106695608615796 NA NA NA NA NA NA
"138" 127 "Amont" 1314.23 2 274.985 22.4783 91.6431 3 1.3487 22.2286 0.449475 2 23.6772 0.049951 7.89079 -146.02 0.0302134 222.748 655.525 -179.874 -2.25622 179.997 6146.09 -51.1925 83.5216 2148.28 0.649819 13.1802 77.0677 142.814 -62.1134 5.39177 75.6421 133.55 0.015811823480433 0.0159616985845129 0.0191090757701915 0.0249875104079933 NA NA NA NA NA NA
"139" 128 "Amont" 2636.18 21 270.193 0.099904 90.0449 27 20.7802 56.3463 6.92525 7 8.99143 164.793 2.9965 -393.939 -0.0695758 609.128 1301.99 -169.244 0.264971 168.472 275.268 98.1824 158.865 3212.53 3.59915 23.6415 100 94.2144 -64.0908 -0.197576 65.6314 110.349 0.0120086608927382 0.0120586275816123 0.0130163224516989 0.0138657561625583 NA NA NA NA NA NA
"140" 129 "Amont" 2281.05 1 299.957 0.099902 99.9667 0 0 NA 0 0 0 NA 0 -366.489 -0.0831216 542.073 1266.62 -179.508 -0.617556 178.767 726.109 56.5355 172.349 3247.21 2.45376 21.6279 72.3944 99.2123 -173.27 0.061475 80.1466 356.366 0.00570951585976628 0.00951585976627713 0.0130717863105175 0.0150918196994992 NA NA NA NA NA NA
"141" 130 "Amont" 1041.8 18 65.1379 211.299 21.708 21 19.6313 210.849 6.54237 4 215.295 0 71.7496 -164.222 0.0338371 201.745 316.515 -179.995 -6.00609 179.956 10462.9 73.5216 50.3054 1050 0.306279 9.23535 84.0514 157.629 -57.586 -0.217617 53.3745 55.0072 0.00919080919080919 0.0091991341991342 0.00926573426573427 0.0247335997335997 1054166.22455003 592776.47717225 493319.265523892 34.7082370186456 5752.26815545804 4850.33513855595
"142" 131 "Amont" 2191.81 14 182.93 109.448 60.9622 15 7.79276 108.999 2.59697 2 109.348 0 36.4408 -213.846 -0.00540093 278.396 1173.54 -179.993 -0.61289 179.974 5658.82 37.5181 87.9558 2272.35 0 21.7242 89.1897 268.505 -72.3566 -3.3981 69.7699 164.975 0.0104728604728605 0.0112137862137862 0.0144938394938395 0.0173576423576424 1025874.66057396 622685.855799575 475924.358387336 91.4996312219873 11559.4397597928 8117.12062616563
"143" 132 "Amont" 336.059 9 260.976 0 86.9652 11 34.7702 234.999 11.5865 3 4.34627 237.047 1.44831 -140.692 -0.0117504 141.198 252.266 -179.994 4.45691 179.993 12997.7 -44.0669 40.1447 714.522 0 5.77839 68.32 63.3764 -36.2293 0.114688 42.1271 30.1147 0.0183483183483183 0.0205960705960706 0.0238344988344988 0.0239427239427239 1058418.58201214 756556.120037626 330605.419381251 15.6670003928517 6878.71013978464 2562.96730649245
"144" 133 "Amont" 1146.36 57 189.887 80.1813 63.2762 62 26.5273 79.6817 8.83969 6 83.2787 0.399657 27.751 -305.238 0.0309338 856.581 808.698 -179.982 1.96199 179.979 10675.1 -119.823 57.9973 1316.06 0 12.929 99.776 255.393 -60.9882 3.82595 67.4834 100.98 0.00991163721240414 0.0142297432477493 0.0201983994664888 0.0249166388796265 NA NA NA NA NA NA
"145" 134 "Amont" 2696.23 5 271.034 21.0332 90.3263 8 3.49721 20.6835 1.1655 4 25.3798 0.14988 8.45821 -285.244 0.0365443 387.829 1129.03 -179.868 -0.688901 178.717 1032.78 -75.4807 136.26 3088.67 0.910364 18.3241 69.5353 70.4387 -82.6775 -1.23124 74.9882 301.977 0.0098349724954159 0.0114185697616269 0.0119269878313052 0.0123520586764461 NA NA NA NA NA NA
"146" 135 "Amont" 2338.13 14 236.817 43.6163 78.9211 20 14.5887 42.9168 4.8618 7 48.1128 0.549575 16.034 -420.861 -0.00560412 403.587 1125.5 -179.822 0.15587 179.78 1622.18 143.524 109.39 2752.25 0.403078 19.5447 81.4461 158.948 -80.2853 -0.562701 80.4136 316.414 0.00478776737967914 0.00500501336898396 0.00776236631016043 0.00828877005347594 NA NA NA NA NA NA
"147" 136 "Amont" 2324.69 23 229.77 24.0811 76.5734 35 29.277 23.7813 9.75691 13 40.5682 0.449647 13.5198 -485.333 0.0212388 465.295 1322.01 -179.929 -0.276246 179.989 2588.84 78.1508 92.577 2392.92 0.462963 17.0481 87.1036 172.819 -76.0162 -5.40512 75.3581 292.1 0.00612074716477652 0.00702134756504336 0.008947631754503 0.00911440960640427 NA NA NA NA NA NA
"151" 138 "Amont" 1836.91 30 136.968 117.636 45.6467 40 35.1661 114.44 11.7197 11 127.927 0 42.6336 -182.38 0.028712 250.668 676.404 -179.996 0.223309 179.926 5657.07 79.1451 81.0391 2075.45 0.15528 15.4944 82.8136 187.969 -64.8191 -2.19641 66.2693 117.816 0.00764235764235764 0.00933233433233433 0.00934065934065934 0.00937395937395938 1039407.80956411 554428.391921285 539894.864615907 74.0904022499004 9188.10843947209 9026.81760295077
"152" 139 "Amont" 3570.17 63 201.056 18.8818 67.0052 86 64.238 18.3823 21.4084 24 34.3169 0.449566 11.4367 -228.543 0.0290896 292.222 1559.97 -179.496 0.144437 179.891 818.1 -87.1219 140.374 3119.57 0.618557 24.8205 78.6894 111.633 -68.4012 0.168973 74.6768 185.575 0.00856261464065366 0.00881273970318493 0.00927963981990996 0.0107053526763382 NA NA NA NA NA NA
"153" 140 "Amont" 2589.55 9 293.278 0 97.736 8 6.79369 1.14893 2.26402 0 0 NA 0 -829.724 -0.097544 1086.37 1311.84 -178.64 0.600356 179.849 354.751 3.86024 150.315 3177.69 3.875 22.6388 100 96.0537 -118.296 0.253969 71.2881 195.581 0.00930213191205863 0.0105512991339107 0.0108344437041972 0.011892071952032 NA NA 535060.10962026 NA NA 10903.9714838557
"154" 141 "Amont" 2850.06 8 292.924 0.249764 97.6194 9 5.29502 0.799247 1.76461 3 1.5985 0.549482 0.532712 -602.683 -0.132838 1825.29 2254.83 -176.702 0.0603733 179.912 411.034 -78.5898 149.726 3174.82 1.07681 26.1899 100 101.334 -79.1516 -1.02756 172.061 148.387 0.011610268378063 0.0134272378729788 0.0139189864977496 0.0146024337389565 NA NA NA NA NA NA
"155" 142 "Amont" 627.488 9 285.837 0.199955 95.2524 13 6.74851 65.8355 2.24888 5 7.29839 66.5354 2.43212 -411.047 -0.0240947 310.379 388.272 -179.972 0.293656 179.977 11272.9 -34.9949 75.0196 1889.73 0.358423 6.06332 78.1024 88.3259 -59.2092 -0.988836 49.6689 53.5943 0.00877792597532511 0.0103784594864955 0.0114454818272758 0.0125458486162054 NA NA NA NA NA NA
"177" 162 "Amont" 90.4787 0 0 NA 0 0 0 NA 0 1 299.511 0.549469 99.8169 -35.188 -0.0119472 33.1768 37.8539 -179.957 -4.14422 179.993 14681.2 40.493 11.1087 61.1258 0.352858 1.43495 16.4345 0.531125 -23.7828 -4.10788 13.573 25.0077 0.0152710592160133 0.0217097581317765 0.0224770642201835 0.024603836530442 NA NA NA NA NA NA
"178" 163 "Amont" 2668.63 19 274.335 0.199807 91.4267 23 21.5292 15.0355 7.17496 5 3.99614 15.535 1.33178 -1032.4 -0.0415642 1532.05 1599.25 -171.63 0.163219 179.29 201.138 148.67 155.741 3201.18 3.69393 23.548 100 81.2178 -64.047 -0.514235 66.5426 105.805 0.0102267044507418 0.0113435572595433 0.0125020836806134 0.0137356226037673 NA NA NA NA NA NA
"179" 164 "Amont" 2324.83 11 281.439 0 93.7906 18 11.5393 41.1118 3.84551 8 7.09341 41.8611 2.36391 -402.634 -0.0192679 343.45 1011.19 -178.921 0.208701 179.965 784.705 83.1811 124.658 2974.95 0.998967 15.8248 74.2918 71.2811 -82.7074 -1.67195 80.9889 206.523 0.00800299800133245 0.00806129247168554 0.00918554297135243 0.0110176548967355 NA NA 545189.159754334 NA NA 10753.4830173729
"180" 165 "Amont" 122.743 1 0.049952 0.249762 0.0166471 0 0 NA 0 1 299.764 0.299714 99.9001 -7730.49 -1.28929 53.4277 10011.5 -179.999 8.39442 179.999 11648 95.556 5.68136 16.0993 0.134771 1.10891 100 1.92242 -54.4599 -7.27049 8.62635 63.4556 0.0218130311614731 0.0219546742209632 0.0219630061656391 0.0243792701216464 NA NA NA NA NA NA
"182" 166 "Amont" 501.67 10 155.1 129.475 51.6897 13 7.09316 129.175 2.36391 4 131.523 0 43.8322 -1707.83 -0.00239344 1412 2611.29 -179.93 8.99715 179.732 2944.17 -97.404 67.0184 1626.47 0.340403 2.46306 100 36.4023 -177.614 -2.50088 179.571 925.167 0.0177104722792608 0.0208418891170431 0.0225359342915811 0.0245722108145106 NA NA NA NA NA NA
"183" 167 "Amont" 1510.79 22 265.85 0 88.5966 30 23.1282 135.722 7.70767 9 11.0896 136.222 3.69569 -14966.4 -2.51702 958.271 42972.8 -179.984 -0.298662 180 8373.06 55.2508 60.0848 1388.53 0.0163921 9.40114 100 124.957 -175.242 -8.13048 179.974 281.706 0.0209110592938041 0.021444037308461 0.0215772818121253 0.0219020652898068 NA NA 487073.769902172 NA NA 6097.07278249247
"184" 168 "Amont" 1140.85 14 165.95 114.796 55.3021 23 12.9383 113.997 4.31164 10 120.641 0.549502 40.2031 -1395.3 -0.00297029 858.033 7620.18 -179.976 -2.86316 179.992 9380.36 61.5338 52.787 1135.33 0.129889 6.61378 97.6563 90.4652 -177.585 -2.27183 174.537 208.133 0.0169677203545743 0.0219100183977254 0.0230389697273792 0.0242599096838936 NA NA NA NA NA NA
"185" 169 "Amont" 1691.04 23 274.068 0 91.3268 31 17.8849 0.049957 5.95971 9 8.14312 191.738 2.7135 -914.656 -0.374153 731.987 1316.59 -179.991 -2.36084 179.982 5203.05 -170.977 62.5973 1475.41 0.360538 11.7798 100 197.621 -78.4619 2.87083 71.5739 173.595 0.00744255744255744 0.00745088245088245 0.00764235764235764 0.00914918414918415 1022152.05870887 278336.437954102 826561.067360001 84.9993306414837 4861.97852689144 17166.6003833453
"186" 170 "Amont" 315.255 1 300.054 0 100 0 0 NA 0 0 0 NA 0 -444.813 -0.00105753 447.353 3173.4 -179.995 -1.11542 179.996 11728.3 -52.4007 89.4992 2313.63 0.0180848 2.85873 66.0788 32.6639 -68.1614 7.23097 93.7893 90.3502 0.0177577877727803 0.0201316008662335 0.0206979843411628 0.0229968349158754 NA NA NA NA NA NA
"194" 178 "Amont" 2931.53 51 233.484 0 77.8055 70 47.4162 41.3705 15.8009 20 19.1863 57.2592 6.39361 -536.48 -0.00356946 1382.84 2038.75 -179.7 0.0576144 179.908 2127.1 19.3286 119.52 2910.13 0.594732 25.2865 100 192.444 -64.4554 -1.22283 61.2012 119.767 0.00736885928393006 0.00835137385512073 0.012173189009159 0.0134721065778518 1038557.13155692 579795.375631224 504773.16034532 71.1258009034301 12116.6994677928 10067.8669031343
"195" 179 "Amont" 530.773 12 275.347 0.149889 91.7582 16 20.435 257.81 6.80986 4 4.14694 258.809 1.38195 -17762.3 -2.97497 655.729 52944 -179.974 8.13016 179.985 13733.8 27.712 35.3622 569.308 0.37679 5.04015 100 96.6225 -54.938 0.631946 45.7789 34.2026 0.00914014330944843 0.0213714380936511 0.0227212131311448 0.0229545075820697 NA NA NA NA NA NA
"196" 180 "Amont" 827.691 15 225.882 45.4062 75.2788 21 20.3803 44.9566 6.79207 7 53.7981 0 17.9291 -349.778 0.0241045 346.341 904.435 -179.972 -6.51129 179.98 8455.66 20.1878 114.944 2843.97 0.251477 6.32696 73.0185 90.9736 -69.7482 7.26579 87.245 136.099 0.00745088245088245 0.016042291042291 0.0194888444888445 0.0213702963702964 1017439.82712462 600933.846849413 485655.018410972 76.0049526334653 11402.5534033623 8049.56487081954
"197" 181 "Amont" 3285.43 10 239.022 54.9976 79.6571 11 5.74452 54.6479 1.91443 2 55.2973 0 18.4285 -484.433 0.0212998 766.35 2641.74 -179.945 -1.22204 179.981 2754.48 97.7862 106.723 2703.58 0.338409 29.6394 100 275.229 -80.0187 -0.879986 79.4609 232.879 0.0109878191223094 0.0119305856832972 0.0132654763891206 0.0193559152344402 NA NA 558036.07763153 NA NA 10772.4294987811
"198" 182 "Amont" 806.447 5 152.803 143.162 50.9239 5 5.04513 142.213 1.68137 1 142.213 0 47.3947 -478.478 -0.00299793 527.976 1828.65 -179.995 -6.09021 179.997 14245.3 140.601 74.7819 1882.15 0.0162456 7.79772 53.735 65.8381 -54.6612 4.54371 56.7138 106.403 0.0249333999333999 0.0249417249417249 0.0249666999667 0.024991674991675 1035970.26575644 424285.114330741 649197.743790411 70.199091268924 4948.64199458879 13390.9586216452
"199" 183 "Amont" 1767.16 21 150.109 124.283 50.025 26 20.9303 123.784 6.9752 6 129.029 0 42.9998 -310.132 0.0115794 281.674 807.901 -179.986 -1.66242 179.996 6467.29 -158.132 75.7236 1912.07 0.473293 16.3041 80.2419 214.524 -73.9678 -1.43036 76.4362 143.149 0.00737595737595738 0.00974025974025974 0.0107892107892108 0.0117882117882118 1039703.73046334 367962.131975029 709928.006618715 97.3291077139994 6207.58877178901 12984.6563455983
"200" 184 "Amont" 1503.87 24 248.766 0.249764 82.9033 41 32.969 0 10.9872 17 18.3328 89.2161 6.10954 -443.487 -0.0741232 482.585 2262.02 -179.998 3.86579 179.974 6348.42 -32.1016 113.569 2822.46 0.0244007 8.03234 72.436 101.117 -73.7356 3.62891 89.2496 123.551 0.00561938061938062 0.00775890775890776 0.00984848484848485 0.0121128871128871 1034262.44687222 603132.663210471 473792.729301529 75.5004845858763 10615.6755025953 9049.59962748684
"201" 185 "Amont" 180.768 1 102.957 197.122 34.31 1 0.499548 196.622 0.166472 1 196.622 0 65.5236 -156.389 -0.00767622 124.208 91.8836 -179.977 -0.541511 179.987 13925.2 82.4455 21.1957 217.116 0.123762 2.65732 72.5736 19.1121 -57.2096 -3.69171 27.9557 40.3158 0.019955044955045 0.0215534465534466 0.0238011988011988 0.0244921744921745 1048413.47021555 571930.89335301 529681.016615545 24.042369427482 832.485271236587 964.734571172446
"202" 186 "Amont" 3331.28 19 280.32 0.399672 93.4232 24 15.2375 14.2883 5.07826 6 4.09664 24.38 1.3653 -1338.85 -0.0334066 1240.88 6975.15 -179.348 -0.410651 178.953 1051.23 90.9109 142.374 3133.03 2.01643 27.6671 100 194.564 -162.507 -0.68651 90.2949 487.378 0.00827344141734916 0.00834865452114324 0.0114992478689621 0.0120591676416513 NA NA NA NA NA NA
"203" 187 "Amont" 153.139 1 183.697 116.353 61.2221 1 0.799334 115.554 0.2664 1 115.404 0.149875 38.4615 -213.411 -0.00080511 179.842 176.18 -179.99 -6.23193 179.998 14120.5 60.6874 33.1675 506.431 0.314465 2.15563 31.6256 5.57459 -179.002 -8.60609 179.281 60.3572 0.0184105298233922 0.020134955014995 0.0218593802065978 0.0219760079973342 NA NA NA NA NA NA
"204" 188 "Amont" 556.406 11 204.639 76.5399 68.1985 14 85.8327 5.64557 28.6047 4 9.34267 0.249803 3.11355 -199.584 -0.00684205 214.188 251.711 -179.998 1.11256 179.988 12236.6 133.357 102.217 2614.27 0.436205 6.57916 73.6249 95.2567 -76.7525 -0.144684 59.8506 89.203 0.0093015502583764 0.0107017836306051 0.0216536089348225 0.0241040173362227 NA NA NA NA NA NA
"205" 189 "Amont" 759.031 12 167.239 0.149855 55.735 15 8.54176 120.084 2.84668 5 124.13 0.199807 41.3684 -8445.46 -1.40962 148.661 12197.6 -179.988 2.84631 179.979 10751.7 6.32891 69.5946 1712.92 0.376223 7.6254 100 110.68 -57.5542 2.20084 60.154 54.2664 0.00713809761785774 0.021464267866067 0.0217641179410295 0.0248792270531401 NA NA NA NA NA NA
"206" 190 "Amont" 1685.15 19 189.018 97.1063 62.9932 20 15.9346 93.2101 5.31047 2 94.9084 0.199807 31.6298 -198.696 0.00133456 208.878 885.039 -179.959 0.527317 179.99 5945.63 52.6735 91.4916 2365.43 0.439239 18.5881 77.6531 217.338 -68.8265 -0.890398 174.966 189.196 0.0102666666666667 0.0107916666666667 0.011425 0.012125 NA NA NA NA NA NA
"207" 191 "Amont" 2819.44 12 286.89 0 95.6051 15 8.94191 63.3926 2.97986 4 4.24616 85.5226 1.41502 -1614.77 0.0247498 1497.63 32843.9 -179.998 -1.25958 179.995 11823.8 7.57912 125.367 2983.15 0.761035 17.5917 100 112.767 -179.183 -1.19973 179.927 292.657 0.0220359281437126 0.0225149700598802 0.0233704020530368 0.0244396920444825 NA NA NA NA NA NA
"208" 192 "Amont" 73.5938 1 300.064 0 100 0 0 NA 0 0 0 NA 0 -136.003 -0.00260811 155.04 36.5109 -179.883 -13.1216 179.914 11911.4 -88.9392 12.2665 74.3784 0.405885 1.22814 28.634 1.60182 -46.0458 -21.5066 44.1843 73.343 0.0236679986679987 0.0238677988677989 0.023959373959374 0.0243922743922744 951495.953621929 618148.225589759 333921.76831434 69.2223477966017 46.4065438370725 18.7051114290949
"209" 193 "Amont" 1265.78 14 212.25 77.9267 70.7341 14 9.09145 77.2273 3.0298 4 78.7259 0 26.2361 -7492.66 0.0352676 7138.71 37489.3 -179.996 -0.77798 179.994 3849.54 -104.816 107.925 2725.91 0.595026 19.7218 100 209.237 -179.758 -1.65431 179.938 2464.67 0.00323695217312239 0.00575559192580469 0.00580105473722495 0.00737406801236589 NA NA NA NA NA NA
"210" 194 "Amont" 2520.81 25 200.778 74.5861 66.9053 31 19.6831 74.1864 6.55902 7 79.332 0.299743 26.4358 -648.598 0.0187385 714.884 4678.46 -179.939 -3.17447 179.876 2784.45 111.563 99.1344 2547.99 0.465116 17.5458 69.4548 144.374 -175.889 -0.996143 98.8025 255.323 0.00749916583249917 0.00784117450784117 0.00794127460794128 0.00889222555889223 NA NA NA NA NA NA
"211" 195 "Amont" 986.988 2 296.981 1.44893 98.9677 2 1.09919 1.19912 0.366301 1 1.14915 0.049963 0.38295 -2313.24 -0.00705351 2655.22 7292.77 -179.988 0.386981 179.98 7966.16 178.564 60.8755 1415.93 0.0959233 5.30292 100 50.6464 -179.85 1.46234 179.993 369.018 0.00392502941670869 0.0157589510842158 0.0163809043536729 0.016599428475374 NA NA NA NA NA NA
"212" 196 "Amont" 717.563 3 251.815 0.199852 83.9161 4 1.04923 0.149889 0.34965 2 47.1153 0.099926 15.701 -3759.91 -0.612064 3604.01 19669.3 -179.996 -0.677827 179.996 12925.7 108.378 57.0714 1283.89 0 5.46513 88.3877 84.907 -179.54 15.4814 179.798 192.331 0.0211439052859763 0.022202768050692 0.0245956311489078 0.0246039686509922 NA NA NA NA NA NA
"213" 197 "Amont" 1020 18 90.933 175.621 30.303 25 199.153 0 66.367 7 9.99264 180.067 3.33 -214.813 0.018391 250.337 495.271 -179.981 -0.0531172 179.991 8723.75 -12.5445 58.8374 1345.24 0.148368 11.1069 75.272 168.19 -62.4329 -0.162236 58.1108 66.7324 0.00695253955037469 0.00726061615320566 0.00726894254787677 0.0122897585345545 1054650.75822659 827084.198976543 254173.430463017 47.3915235081702 10968.1892367725 4556.3152671337
"214" 198 "Amont" 2711.25 13 288.434 0 96.1205 16 7.49439 59.7553 2.4975 4 4.1469 60.2549 1.38195 -327.424 0.00821101 394.24 1401.68 -178.75 0.424622 179.567 610.287 162.861 120.833 2927.62 3.46696 25.9621 81.4954 97.576 -89.4714 -0.13938 83.044 364.904 0.00414792603698151 0.00920373146759953 0.0112443778110945 0.0141595868732301 NA NA 588167.655722241 NA NA 12166.0291777658
"11" 10 "Aval" 1109.84 9 113.493 170.54 37.8225 12 12.788 169.79 4.26169 4 173.786 0 57.9158 -1058.04 0.0219037 1240.62 1085.05 -179.995 -0.375664 180 8679.45 -89.5417 62.2152 1462.23 0 13.3982 90.5271 244.65 -133.06 -2.35857 172.851 81.7246 0.0134698634698635 0.0150932400932401 0.0207459207459207 0.0228771228771229 1046942.29555312 539513.536846636 537074.716475266 54.6459653379534 7223.53990410968 6781.03979974299
"12" 11 "Aval" 774.716 6 96.8077 195.714 32.2624 7 6.54376 195.364 2.18079 2 196.563 0.149857 65.5069 -618.543 0.000795877 795.25 674.066 -179.998 -3.25644 179.999 12177.8 40.157 46.0021 904.513 0.18622 7.59322 100 138.407 -63.0623 1.03469 66.1512 42.3242 0.0196651674162919 0.0231051141096119 0.02407962685324 0.0249208728968849 NA NA NA NA NA NA
"13" 12 "Aval" 1667.09 10 181.979 0.049952 60.6459 10 5.69464 110.196 1.89779 2 112.344 0.099905 37.4397 -8192.51 -1.32923 436.548 12801.6 -179.998 1.81725 179.98 6670.96 76.1885 82.3246 2113.45 0.263389 17.7138 100 225.307 -69.8945 -1.68222 64.0825 97.0702 0.0101831806827644 0.0101998334721066 0.0122564529558701 0.0161115736885928 NA NA NA NA NA NA
"14" 13 "Aval" 3035.85 22 278.998 0 92.9749 27 18.7331 0.799276 6.24272 6 2.34787 22.9792 0.78242 -673.303 -0.0174305 637.51 2724.75 -178.13 -0.350694 179.838 792.465 142.285 162.055 3222.67 1.35397 30.6148 100 167.657 -173.565 -0.157044 174.557 222.918 0.0110015047650894 0.0113526166192944 0.0154907206152817 0.0183832135094466 NA NA NA NA NA NA
"15" 14 "Aval" 920.542 7 200.321 94.8653 66.7555 7 6.14451 93.6164 2.04761 1 93.0669 0.549509 31.0138 -195.865 -6.64212e-05 283.836 349.249 -179.999 -0.539741 179.921 12148.9 149.485 63.2685 1498.51 0.272727 6.677 64.9688 103.354 -71.5879 0.876507 73.0254 79.1248 0.00986150508927082 0.011463373936259 0.0128566661104622 0.023811112965126 NA NA NA NA NA NA
