"ID" "trial_name" "treatment" "Distance.moved.Center.point.Total.cm" "In.zone.External.zone...Center.point.Frequency" "In.zone.External.zone...Center.point.Cumulative.Duration.s" "In.zone.External.zone...Center.point.Latency.to.First.s" "In.zone.External.zone...Center.point.Cumulative.Duration.." "In.zone.2.Transition.zone...Center.point.Frequency" "In.zone.2.Transition.zone...Center.point.Cumulative.Duration.s" "In.zone.2.Transition.zone...Center.point.Latency.to.First.s" "In.zone.2.Transition.zone...Center.point.Cumulative.Duration.." "In.zone.3.Center.zone...Center.point.Frequency" "In.zone.3.Center.zone...Center.point.Cumulative.Duration.s" "In.zone.3.Center.zone...Center.point.Latency.to.First.s" "In.zone.3.Center.zone...Center.point.Cumulative.Duration.." "Acceleration.Center.point.Minimum.cm.s." "Acceleration.Center.point.Mean.cm.s." "Acceleration.Center.point.Maximum.cm.s." "Acceleration.Center.point.Variance..cm.s..." "Turn.angle.Center.point...relative.Minimum.deg" "Turn.angle.Center.point...relative.Mean.deg" "Turn.angle.Center.point...relative.Maximum.deg" "Turn.angle.Center.point...relative.Variance.deg." "Head.direction.Head.direction.line.Mean.deg" "Head.direction.Head.direction.line.Standard.Deviation.deg" "Head.direction.Head.direction.line.Variance.deg." "Mobility.Body.fill.Minimum.." "Mobility.Body.fill.Mean.." "Mobility.Body.fill.Maximum.." "Mobility.Body.fill.Variance..." "Body.angle.Minimum.deg" "Body.angle.Mean.deg" "Body.angle.Maximum.deg" "Body.angle.Variance.deg." "freq1" "freq2" "freq3" "freq4" "max_cum_curvature_angle" "max_cum_head_center_angle" "max_cum_center_tail_angle" "var_curvature_angle" "var_head_center_angle" "var_center_tail_angle"
"16" 15 "Aval" 1679.43 39 121.145 119.047 40.3696 49 46.06 118.397 15.3488 11 132.885 0 44.2817 -656.905 0.0495074 613.37 1747.13 -179.975 1.43828 179.892 6326.63 67.9229 77.8198 1977.64 0.113599 10.0265 65.8901 111.452 -61.1331 -8.67076 169.979 219.813 0.0230519480519481 0.0237429237429237 0.0242840492840493 0.0242923742923743 1001733.27688875 587871.525556685 540533.195281412 119.706568691 10416.886497896 8633.5822310709
"27" 26 "Aval" 457.833 6 243.732 46.7083 81.2219 10 51.7538 0 17.2465 4 4.5959 59.7966 1.53155 -490.717 -0.00247453 506.672 677.205 -179.991 2.15208 179.97 10667.9 13.8167 64.595 1544.02 0.071936 3.50263 67.1776 37.6256 -50.0152 -5.80509 75.6303 98.4385 0.0222731057452123 0.0224729392173189 0.0239883430474605 0.0240799333888426 NA NA NA NA NA NA
"28" 27 "Aval" 494.065 6 32.2212 262.965 10.7375 7 5.79483 261.616 1.93108 2 262.066 0 87.3314 -482.585 0.000265434 453.599 2467.18 -179.963 -7.19547 179.99 8197.41 150.119 29.1994 399.782 0.0766401 3.20485 72.3598 48.2308 -73.0726 6.4268 70.275 38.3457 0.0197885447885448 0.0198801198801199 0.0210872460872461 0.0234598734598735 1037722.86664479 230796.302382834 815261.971162113 27.1178732334651 1496.84281080053 2891.81875672426
"29" 28 "Aval" 1007.97 11 115.598 169.75 38.5217 14 10.241 169.051 3.41269 4 174.247 0 58.0656 -150.361 0.0120202 209.143 410.529 -179.979 -1.42194 180 7844.9 133.458 60.5262 1403.83 0.163934 11.0954 79.519 171.492 -63.3602 0.504595 62.3324 87.5165 0.00807525807525808 0.00985680985680986 0.0102231102231102 0.0105561105561106 1046424.20739966 379095.598856516 698936.949493618 54.1346923131264 4848.50811332263 9185.03989503219
"30" 29 "Aval" 344.896 3 192.268 104.955 64.074 4 2.74883 104.606 0.916056 2 105.055 0 35.01 -334.427 -0.00321132 728.677 293.256 -179.946 -1.05396 179.988 10763.3 -98.9178 32.1476 478.117 0.28267 2.69556 87.6367 30.301 -55.1229 -10.6604 53.4882 53.6869 0.0218973846410128 0.0222805264034649 0.0234549391970681 0.0234632683658171 1012257.25428425 505563.004525861 513114.756639483 37.3033014654976 2131.6777736914 1898.66029515593
"31" 30 "Aval" 2289.33 10 168.012 122.849 55.994 14 6.74446 122.35 2.24775 5 125.297 0 41.7582 -676.143 0.0298378 935.69 1381.68 -179.967 -2.4807 179.955 6071.55 -150.269 77.0306 1953.12 0.444444 17.8817 94.6479 234.114 -78.5526 1.10002 72.0818 142.261 0.0111573688592839 0.0111906744379684 0.0122564529558701 0.0122647793505412 1036890.11899894 390393.062481114 701222.729020717 89.3270281108365 6700.46122477911 12793.4128616396
"32" 31 "Aval" 2127.97 9 227.643 62.3071 75.8575 11 7.89456 62.0073 2.6307 3 64.5556 0 21.5118 -777.999 0.0179502 509.611 1442.26 -179.872 -1.07359 179.889 3333.19 -123.56 95.2339 2458.05 0.294695 17.8965 100 168.082 -78.8559 -0.743093 77.0345 302.122 0.00500083347224537 0.0106184364060677 0.0114769128188031 0.0130521753625604 NA NA 596664.423538833 NA NA 11311.3290493029
"33" 32 "Aval" 948.456 17 181.629 92.2387 60.5329 21 21.6356 91.5891 7.21066 5 96.7857 0 32.2565 -834.801 0.02152 1065.69 870.147 -179.997 -0.0537866 179.997 10414.8 8.97481 77.1299 1956.22 0.3517 9.33507 100 139.681 -62.551 -0.338482 51.5874 52.9396 0.0101765489673551 0.0102098600932712 0.0109260493004664 0.0120419720186542 1054132.21826119 692984.167254456 388180.974523996 33.1808153580185 14599.1507375047 5720.89234692806
"34" 33 "Aval" 753.507 1 299.78 0.299829 99.9001 0 0 NA 0 0 0 NA 0 -559.586 -0.0413334 765.04 748.606 -179.995 -1.82221 179.991 7588.41 132.625 87.1613 2250.71 0.514259 7.18604 84.9206 130.105 -79.5876 -0.872687 85.659 190.987 0.00766922307435812 0.00907802600866956 0.00975325108369456 0.0114871623874625 NA NA NA NA NA NA
"35" 34 "Aval" 1782.03 26 113.176 151.451 37.7186 32 28.4315 150.752 9.47544 7 158.447 0 52.806 -279.228 0.0368989 273.024 1213.36 -179.988 2.32739 179.99 8217.05 91.963 72.834 1819.45 0.0586166 14.8232 79.6834 164.923 -171.348 3.13029 61.3386 135.67 0.0116755496335776 0.0207278481012658 0.023234510326449 0.0241838774150566 1025492.62061479 529550.777126399 535452.841000456 60.3214399047505 7255.03448439614 7508.99705019998
"47" 45 "Aval" 2630.52 26 209.653 45.8569 69.8685 38 30.771 45.2075 10.2547 12 59.6439 0 19.8768 -864.681 0.0253955 931.901 4242.09 -179.986 -0.0541947 179.276 1534.87 -23.1017 107.3 2714.38 0.416089 17.4474 100 134.604 -81.8153 1.30052 169.935 427.064 0.00649816483149817 0.00735735735735736 0.00779946613279947 0.00824157490824158 NA NA 483648.119335538 NA NA 9124.01606362972
"48" 46 "Aval" 543.256 2 296.678 2.19798 98.868 2 3.39688 0 1.13201 0 0 NA 0 -331.085 -0.0543918 334.459 6560.23 -179.996 1.49655 179.995 12454 35.2478 65.3253 1568.97 0.119997 4.32348 47.596 63.1154 -41.6424 7.21873 98.413 100.279 0.0171357202331391 0.0177435470441299 0.0210324729392173 0.0226061615320566 NA NA NA NA NA NA
"49" 47 "Aval" 100.964 0 0 NA 0 0 0 NA 0 1 300.071 0 100 -25.4807 0.000903195 24.0806 42.574 -179.987 20.6252 179.947 9338.09 16.8448 5.61532 15.7281 0.321543 0.949276 3.6151 0.0777447 -28.1613 -7.26576 4.98178 50.8783 0.0227439227439227 0.0227522477522478 0.0227605727605728 0.0248834498834499 1036128.01115299 962548.410283928 162357.011072596 47.2202574527371 38.3785540807702 136.037015321364
"50" 48 "Aval" 819.111 21 97.1133 111.85 32.3622 33 72.1855 111.051 24.0553 13 130.683 0.09991 43.5492 -366.576 0.0230057 488.298 401.203 -179.966 5.93019 179.969 8702.36 150.79 60.5534 1404.77 0.313873 9.16211 91.2106 125.228 -60.7733 -2.44622 58.3134 65.3063 0.00753664223850766 0.0104263824117255 0.0111758827448368 0.0132828114590273 NA NA NA NA NA NA
"51" 49 "Aval" 130.225 1 300.086 0 100 0 0 NA 0 0 0 NA 0 -388.398 -0.0793387 219.79 124.299 -179.993 1.61504 179.994 12294.6 23.9036 83.309 2142.14 0.323303 1.47079 53.7702 10.7562 -33.8379 -3.63316 80.4447 28.0262 0.0223064113238968 0.023022481265612 0.0237718567860117 0.024571190674438 1053419.74433971 661628.167694431 414539.432595536 20.0147141400458 12266.9438286914 4609.66179303086
"52" 50 "Aval" 2893.58 27 200.06 59.0087 66.6667 44 26.5314 58.2092 8.84116 18 73.4985 0 24.4922 -1620.22 0.0153741 1419.33 2526.41 -179.987 2.12515 179.858 1696.4 -108.579 105.72 2684.47 0.371221 14.4614 100 107.934 -76.5463 -1.62425 84.0453 310.782 0.00710241465445462 0.00772689425478768 0.00788509575353872 0.00881765195670275 1008050.68016495 516628.57587752 557301.709599897 165.545330261857 9554.27642008152 10779.0484032426
"53" 51 "Aval" 219.016 2 297.484 0 99.1342 3 2.3483 296.785 0.782551 1 0.249819 297.534 0.0832501 -437.338 -0.0655543 380.45 233.02 -179.991 -4.8191 179.995 8992.87 -80.6536 12.0195 71.4458 0.42735 2.02911 56.3568 13.0859 -59.8101 -7.14467 43.8184 28.0505 0.0226477935054122 0.0229142381348876 0.0238800999167361 0.0243963363863447 1034435.81646825 619958.468991154 418438.584835749 18.7808827805493 191.851062194143 389.339461856645
"54" 52 "Aval" 2666.72 20 193.812 78.0944 64.5854 30 18.187 77.7946 6.06061 11 88.0872 0 29.354 -493.729 0.0259426 588.651 2418.99 -179.995 -3.27819 179.821 2489.14 -149.213 95.047 2453.57 0.32955 14.9263 83.9916 134.534 -78.2162 1.42072 86.0723 344.405 0.00840965861781848 0.00850957535387177 0.00934221482098251 0.0101915070774355 1002465.50160499 451545.35738035 643221.20654456 175.065122562096 8418.00180161769 13186.9253605741
"55" 53 "Aval" 161.792 1 299.912 0.149905 99.95 0 0 NA 0 0 0 NA 0 -8222.17 -1.4939 135.074 11362.4 -179.98 -15.3282 179.974 10963.7 -160.223 9.59926 45.7511 0.42735 1.57684 100 3.90714 -4.50822 13.5491 36.5994 97.4142 0.0202833333333333 0.0230666666666667 0.023825 0.0243083333333333 NA NA NA NA NA NA
"56" 54 "Aval" 389.311 5 125.243 169.867 41.7357 7 4.41675 169.106 1.47183 3 170.273 0.152301 56.7417 -179.872 0.0122744 153.274 166.558 -179.958 4.88536 179.993 11430.7 -17.0134 61.1806 1426.48 0.333839 3.07154 68.3471 39.8925 -57.1988 1.05296 74.7599 76.8945 0.0205011003893685 0.021415270018622 0.0246487218554258 0.02465718638903 NA NA NA NA NA NA
"68" 66 "Aval" 2072.91 27 250.411 0.299714 83.4526 36 39.2126 84.2697 13.0681 10 10.1403 85.4686 3.37939 -467.401 -0.0250512 648.111 1538.21 -179.77 -2.29994 179.992 4384.91 156.254 83.8545 2157.87 0.326087 12.1898 79.7166 119.387 -77.3311 0.616759 72.6531 197.19 0.006975 0.009425 0.00976666666666667 0.0101833333333333 NA NA NA NA NA NA
"69" 67 "Aval" 2327.24 22 285.624 0 95.1889 24 13.6868 48.3034 4.56135 3 0.749277 132.222 0.249709 -1168.81 0.00181601 811.497 2455.08 -179.997 1.71984 179.968 3124.3 -6.19933 136.893 3093.72 0.55226 16.8635 100 204.519 -78.0875 -2.66677 77.2733 444.349 0.00728211964672555 0.00791534744209299 0.00850691551408099 0.00954840859856691 NA NA 534995.041366452 NA NA 11282.6831954946
"70" 68 "Aval" 290.296 2 183.123 116.238 61.0288 2 1.14889 115.788 0.382887 1 115.788 0 38.5883 -189.678 0.00316542 247.387 148.161 -179.973 -2.56858 179.995 11253.8 -163.09 131.956 3051.34 0.465116 3.22374 80.3614 36.8389 -62.1698 -9.55475 70.0776 66.1398 0.0164085914085914 0.0182317682317682 0.0213453213453213 0.0215867465867466 1016751.62222318 517913.639049116 556659.175116899 42.1055581439987 7921.4374352535 8857.16897079094
"71" 69 "Aval" 774.359 4 257.823 0.349692 85.9164 5 3.64679 36.6177 1.21525 2 38.2663 0.399648 12.7518 -7550.47 -1.24249 597.662 11511.1 -179.999 -0.86511 179.992 8935.88 -148.554 86.4458 2231 0.285551 5.57527 100 71.8693 -73.1649 -0.633516 69.9402 321.931 0.0216952825470912 0.0231621936989498 0.0239289881646941 0.0239623270545091 NA NA NA NA NA NA
"87" 81 "Aval" 137.359 0 0 NA 0 0 0 NA 0 1 299.761 0.29971 99.9001 -290.375 -0.000712256 247.019 110.376 -179.969 -11.0931 179.994 9997.42 65.7223 6.08541 18.464 0.450294 1.32967 23.9377 0.820275 -5.32857 7.679 25.5739 54.2335 0.0201833333333333 0.0218416666666667 0.0226 0.0232 NA NA NA NA NA NA
"88" 82 "Aval" 1796.84 11 286.177 1.24881 95.3721 13 10.7398 0.799238 3.57916 3 3.147 0 1.04878 -399.186 0.0122056 418.406 686.075 -176.489 0.0863017 177.058 381.086 -35.5175 150.833 3180.16 1.65017 15.603 81.0486 63.5896 -73.8804 -0.696448 78.5409 191.951 0.00692038640906063 0.00791972018654231 0.00816122584943371 0.0103181212524983 NA 547967.044844045 NA NA 10931.2234958616 NA
"89" 83 "Aval" 213.991 2 185.026 113.543 61.6614 3 1.44864 113.044 0.48277 2 113.593 0 37.8558 -242.711 -0.00266454 216.645 326.111 -179.997 9.24317 179.993 11705.1 -23.9106 17.3179 146.582 0.4914 2.15118 56.0606 15.8479 -69.1656 2.30328 109.702 60.3451 0.0235264735264735 0.0235347985347985 0.0235514485514486 0.0235930735930736 1050717.37305251 922213.722818935 175281.780041998 39.794374692991 501.604339488261 293.535408995594
"90" 84 "Aval" 299.731 3 299.522 0.14986 99.8169 3 0.499536 0.049953 0.166472 1 0.049953 0 0.016647 -695.474 -0.0695902 584.4 526.849 -179.972 2.8536 179.999 8529.89 -152.703 25.1899 302.417 0.581542 2.97721 76.9192 25.9671 -45.673 -4.83592 74.9775 45.885 0.0184398934398934 0.0213286713286713 0.0214951714951715 0.0235014985014985 1040514.09059714 198382.287452273 855127.139296527 23.2572463601508 612.841798822432 1054.96054614408
"91" 85 "Aval" 1305.34 10 273.546 0.499536 91.1603 15 18.1831 0.399628 6.0596 6 8.09248 0.249768 2.69685 -636.349 -0.142191 472.832 1816.8 -179.551 0.207651 179.462 1652.55 173.44 69.335 1704.27 1.30478 19.3563 78.3195 138.88 -78.8395 0.654323 168.388 521.14 0.00269817328640858 0.00496061672532261 0.00882352941176471 0.00890732361320597 NA NA NA NA NA NA
"92" 86 "Aval" 749.362 3 146.276 98.3669 48.7431 5 53.5048 97.6175 17.8292 3 100.265 0.049957 33.411 -1588.85 0.0466633 1437.7 2727.88 -179.985 7.729 179.989 4530.64 -69.7673 63.0818 1492.09 0.289108 4.01865 69.9923 47.3965 -176.633 -1.3436 179.802 383.53 0.0246830092983939 0.0247675401521555 0.0249450549450549 0.0249619611158073 NA NA NA NA NA NA
"93" 87 "Aval" 370.068 3 12.7392 284.61 4.24505 4 1.89839 284.16 0.632595 2 285.459 0 95.1224 -394.533 -0.000790359 552.175 2172.6 -179.971 1.53181 179.999 8115.53 46.8321 20.8233 209.801 0.452944 2.53701 72.4138 29.1014 -55.7476 -3.00444 67.7678 34.2836 0.0196886446886447 0.0211871461871462 0.0213952713952714 0.0243423243423243 1054674.71053078 783073.319428983 317346.504616521 23.7214472021525 1492.28719144206 665.436609137885
"94" 88 "Aval" 1621.87 14 286.169 0 95.3713 19 10.3416 0.699434 3.44655 6 3.54713 181.753 1.18215 -1228.23 -0.0374095 830.601 9513.03 -179.98 7.48684 179.96 5939.81 -81.6114 64.643 1545.66 0.310912 11.4742 91.5211 118 -179.588 2.73816 178.561 484.184 0.02069368017342 0.0210021677505419 0.0212606303151576 0.0232949808237452 NA 563479.617761083 NA NA 6953.45787194647 NA
"95" 89 "Aval" 322.275 2 295.943 0.09993 98.618 3 2.44828 0 0.815851 1 1.69881 225.092 0.566101 -1459.26 -0.504717 348.065 928.068 -180 -1.31546 179.873 8214.47 52.2163 98.9517 2543.93 0.467765 2.32464 100 21.6727 -67.123 0.318724 100.001 51.5142 0.0172439633638634 0.0190091590341382 0.0191007493755204 0.0203746877601998 1057469.7697958 636834.231232242 456794.916678051 36.1597576936235 7504.33006398863 10000.9843915059
"96" 90 "Aval" 315.545 7 77.8417 207.844 25.9407 10 10.8918 204.947 3.6297 4 211.042 0.299775 70.3297 -91.4754 -6.58621e-05 106.244 120.533 -179.999 -12.9785 179.995 8704.96 69.3728 68.1321 1664.01 0.347464 2.85416 57.7654 31.6352 -58.2623 0.897827 59.3976 43.5682 0.00769294882480414 0.00905984330721787 0.017011168528088 0.0212118686447741 NA NA NA NA NA NA
"107" 100 "Aval" 2854.58 41 231.38 0.249762 77.11 55 52.3501 0.299714 17.4463 15 16.0847 35.4662 5.36041 -11642.8 -1.9372 234.678 23190.8 -179.898 0.466534 179.368 1582.28 -88.5456 126.473 2995.59 0.319744 18.0516 100 86.9444 -70.1804 0.508157 72.6782 168.24 0.00800699883352775 0.00826528911848025 0.00864022662889519 0.00955674054324279 NA NA NA NA NA NA
"110" 101 "Aval" 1170.39 20 41.9595 165.241 13.9837 40 64.0882 162.193 21.3584 20 194.013 0 64.6579 -102.969 0.0188787 114.355 255.201 -179.975 2.13949 179.948 6517.3 -75.1288 65.2975 1568.02 0.392157 8.17072 80.47 98.9641 -68.5864 -0.202337 67.1968 152.914 0.00512820512820513 0.00631868131868132 0.00632700632700633 0.00753413253413253 1031563.28947748 584813.246744675 502035.61516102 84.4983493291772 7342.76331224535 6963.57257408515
"111" 102 "Aval" 1753.61 11 265.244 15.7848 88.3969 15 14.8357 15.3352 4.94423 5 19.3813 0.599421 6.45913 -199.002 -0.000908947 199.663 742.984 -179.07 -0.461517 179.37 1117.34 170.731 160.17 3216.85 0.770416 18.4633 72.5509 106.044 -87.9858 -0.537332 84.1108 362.327 0.00725967957276369 0.00752670226969292 0.00786882510013351 0.00962116154873164 NA NA NA NA NA NA
"112" 103 "Aval" 276.089 0 0 NA 0 0 0 NA 0 1 299.722 0.349675 99.8835 -226.21 -0.00164626 150.726 600.705 -179.994 1.70525 179.993 18075 -108.686 27.8562 365.933 0 4.4163 34.7427 20.2692 -179.065 0.93813 173.422 54.2433 0.0183030505084181 0.0183863977329555 0.0217619603267211 0.0224287381230205 NA NA NA NA NA NA
"114" 104 "Aval" 1239.9 16 195.038 65.9451 65.0017 26 22.0317 64.846 7.34266 11 82.6312 0.349708 27.5391 -544.532 0.0144638 631.965 5016.16 -179.993 1.97473 180 7069.24 -12.2263 72.0116 1792.66 0.122382 7.30325 61.071 95.644 -70.4593 -4.81564 69.8116 149.181 0.00568522840946982 0.00723574524841614 0.00725241747249083 0.0249833277759253 NA NA NA NA NA NA
"128" 117 "Aval" 1915.39 8 281.728 8.89142 93.8905 11 5.99421 8.64166 1.99767 4 12.3381 0 4.11187 -352.534 -0.0155271 352.82 1861.89 -179.965 3.12195 179.958 5912.7 -76.3054 74.5271 1874.02 0.0164042 10.9774 74.1647 116.936 -160.535 -6.88001 71.5051 222.486 0.00934065934065934 0.0135364635364635 0.0202963702963703 0.0237595737595738 1004120.2031921 584066.065184826 458506.452076608 104.8926101366 8103.5733963004 6872.32617446487
"129" 118 "Aval" 3334.51 24 266.417 0.049947 88.7816 33 24.1244 0.699258 8.03928 10 9.48993 24.0745 3.16245 -313.898 0.0128179 419.543 1093.77 -179.716 0.631564 179.795 1047.42 -80.9542 124.549 2973.67 0.43554 19.8785 73.8585 85.9902 -74.2512 0.833255 81.6165 143.564 0.00782550782550783 0.00816683316683317 0.00997335997335997 0.011963036963037 NA NA NA NA NA NA
"130" 119 "Aval" 3627.75 29 261.498 0 87.1483 40 26.3746 47.0546 8.78975 12 12.1882 136.468 4.06193 -387.766 -0.0122017 405.601 926.816 -158.814 0.874134 166.666 89.7119 -119.185 192.148 3270.95 4.21537 19.2774 71.7373 45.8471 -63.5562 1.4134 70.9416 156.953 0.00826673326673327 0.00832500832500833 0.00914918414918415 0.0103313353313353 1029694.82735157 536009.745952551 549031.263297964 85.2507545662126 10760.6582308005 11148.1927794559
"131" 120 "Aval" 3104.8 63 226.687 0.34967 75.5452 76 63.2405 46.1066 21.0754 14 9.79079 54.5986 3.26286 -10016.1 -1.80363 266.043 17667.4 -179.808 0.693921 179.969 1933.24 -7.57723 114.576 2838.29 0.579216 16.6814 100 106.477 -63.2286 1.45403 69.0055 164.02 0.00745957659609935 0.00806801133522254 0.00813468911485248 0.00887647941323554 NA NA NA NA NA NA
"132" 121 "Aval" 3128.66 32 246.918 0 82.2873 47 33.6184 12.4383 11.2036 16 19.5316 49.6533 6.50907 -1870.08 0.00764458 1548.98 7253.13 -179.217 -0.35345 179.96 941.847 167.382 149.923 3175.79 2.00239 17.7596 100 125.661 -173.865 -1.95413 179.188 446.404 0.00430717863105175 0.00517529215358932 0.00545075125208681 0.007779632721202 NA NA NA NA NA NA
"134" 122 "Aval" 2172.07 10 224.211 65.9943 74.7128 14 7.59359 65.4947 2.53038 5 67.9426 0.349704 22.6403 -314.543 0.00979445 326.669 1386.82 -179.992 -1.04507 179.989 3718.67 -16.7493 107.863 2724.77 0.429185 21.9823 83.713 213.31 -83.2011 4.22589 88.2087 344.354 0.0106558744993324 0.0125834445927904 0.0140520694259012 0.0146779038718291 NA NA NA NA NA NA
"135" 123 "Aval" 2616.48 11 289.445 2.0482 96.4541 13 7.4934 1.84837 2.49709 3 3.04732 0.099912 1.01548 -243.014 0.021363 306.041 1076.55 -179.916 -0.193203 179.985 4265.52 -46.6196 90.1021 2329.49 0.368227 18.9044 80.5505 181.989 -68.3894 -1.51043 72.5106 119.918 0.00793637574950033 0.0116339107261825 0.011917055296469 0.0125832778147901 NA NA NA NA NA NA
"136" 124 "Aval" 232.515 2 298.719 0.399691 99.5504 1 0.949266 223.078 0.31635 0 0 NA 0 -16243.5 -2.89781 217.639 44168.7 -179.944 2.49752 179.992 10074 -150.404 28.5279 382.71 0.376049 1.8962 100 18.0063 -67.8708 -11.3855 33.7075 109.624 0.0198766049691512 0.0207937301984326 0.021669167917292 0.0239453059863265 NA NA NA NA NA NA
"137" 125 "Aval" 756.762 5 293.78 0.049962 97.9021 7 4.59656 93.9796 1.5318 3 1.64877 94.4293 0.54945 -342.191 -0.145786 642.647 480.861 -179.998 -1.29981 179.936 8403.82 10.5428 54.9427 1209.96 0.38475 5.93708 82.0442 74.304 -70.5256 -0.339845 74.9019 102.877 0.014645118293902 0.0202682439186938 0.0245418193935355 0.0245834721759414 NA NA NA NA NA NA
"150" 137 "Aval" 1340.16 14 278.585 1.09895 92.8417 22 15.4353 0.599428 5.144 7 5.44481 95.1094 1.81455 -591.011 0.00392096 396.157 1151.01 -179.961 -0.430138 179.982 6140.83 109.648 55.1926 1218.63 0.366143 7.38414 74.9055 91.6647 -77.942 2.00342 128.611 127.944 0.00851685018351685 0.00917584250917584 0.00920086753420087 0.00964297630964298 NA NA NA NA NA NA
"157" 143 "Aval" 2600.75 13 293.574 0.249764 97.8359 12 6.24412 42.9596 2.08091 0 0 NA 0 -227.19 0.00267655 274.263 1436.61 -179.994 0.500072 178.229 488.45 -53.7088 132.882 3059.83 3.23661 22.5746 84.8635 131.924 -76.0702 1.05757 75.4949 242.729 0.0107815364105982 0.0112981169805032 0.0119396767205466 0.012872854524246 NA NA NA NA NA NA
"158" 144 "Aval" 3911.44 44 250.162 1.84824 83.3694 58 36.715 1.29876 12.2357 15 13.1375 0.049952 4.37823 -388.352 0.0366985 342.637 1534.32 -179.742 -0.238337 177.675 259.697 -164.629 179.101 3258.01 4.01606 25.9268 74.0212 77.5755 -70.9838 0.339098 74.386 232.548 0.00805162364696087 0.00861781848459617 0.00970857618651124 0.0107327227310575 NA NA NA NA NA NA
"159" 145 "Aval" 2273.69 26 217.29 55.3466 72.4155 30 23.1277 54.2976 7.70767 5 59.6424 0 19.8768 -165.718 0.0194797 176.589 800.673 -179.955 -0.327598 179.907 3052.92 32.8164 103.963 2649.94 0.364964 22.7174 80.4154 169.374 -177.512 -1.21064 134.728 198.783 0.00907728181212525 0.00984343770819454 0.0115839440373085 0.0128497668221186 NA NA 493677.900052926 NA NA 9168.77171778352
"160" 146 "Aval" 228.436 1 299.711 0.349662 99.8835 0 0 NA 0 0 0 NA 0 -547.063 -0.190619 158.775 207.97 -179.993 -2.02931 179.992 14261.8 -140.594 24.0336 276.468 0.441014 3.01488 84.9305 32.68 -65.3013 12.4071 58.8644 37.8836 0.0226871145190865 0.0243040506751125 0.0244457409568261 0.0249874979163194 NA NA NA NA NA NA
"161" 147 "Aval" 1342.71 23 233.342 0 77.7593 33 45.3595 124.439 15.1157 11 21.3809 125.038 7.12502 -377.225 -0.0145305 550.009 604.573 -179.999 1.3596 179.974 5227.35 -23.5394 75.2863 1898.21 0.483092 11.1789 85.4107 119.674 -59.4655 -0.842846 70.7207 69.2284 0.00552780552780553 0.00666833166833167 0.00903263403263403 0.0107309357309357 1052643.9902637 703031.807901176 377493.150726899 47.241777402362 12472.9894816719 6299.87115721251
"162" 148 "Aval" 92.1308 0 0 NA 0 0 0 NA 0 1 300.05 0 100 -31.7715 0.000987446 28.3693 32.1726 -179.984 30.9817 179.795 6313.1 91.6626 5.71396 16.2841 0.356234 0.925905 7.10966 0.117795 -29.0019 -18.9555 0.609328 33.6255 0.0187260616153206 0.0211573688592839 0.0238884263114072 0.0240716069941715 967231.797580598 482442.859979114 712484.12409849 33.6179196789302 9.36951780086486 8.37682872765195
"163" 149 "Aval" 276.042 3 201.549 94.5792 67.1662 4 6.69499 90.3324 2.2311 2 91.7813 0.049962 30.5861 -147.617 -0.00518716 145.282 190.1 -179.987 -2.60218 179.988 13805.9 101.857 36.9303 615.756 0.0983284 4.13503 71.3115 57.9804 -38.2072 3.10369 51.0464 31.7038 0.0231762158560959 0.023184543637575 0.0235842771485676 0.0242671552298468 NA NA NA NA NA NA
"164" 150 "Aval" 682.434 14 144.332 124.798 48.1019 20 25.0295 124.348 8.34166 7 130.493 0.199836 43.4898 -283.19 -0.00848771 500.087 286.786 -179.939 1.28985 179.992 10450.1 79.1278 52.1099 1111.97 0.18018 4.63156 73.3004 80.786 -65.7335 -6.69819 66.0985 180.026 0.0222462922846192 0.0223712714547575 0.0245209131811365 0.0246458923512748 NA NA NA NA NA NA
"165" 151 "Aval" 1489.71 21 162.768 105.065 54.2458 23 32.9733 102.967 10.989 3 103.716 0.599515 34.5654 -218.871 0.0186869 244.115 807.68 -179.982 -3.06017 179.981 5265.58 72.6705 86.2344 2225.13 0.0776398 15.1556 78.1056 119.835 -42.3802 -0.39805 55.7973 70.6049 0.00857667278491574 0.0128399799766394 0.0231269814783915 0.0243450692474554 NA NA NA NA NA NA
"167" 152 "Aval" 4062.63 17 290.27 0.599421 96.7371 18 8.74157 3.34677 2.91327 2 0.449566 171.584 0.149825 -298.794 -0.0367369 586.376 2201.11 -179.818 -0.410667 174.547 288.361 -7.2768 149.763 3175 5.03597 27.9782 94.449 82.854 -173.755 -0.709551 80.9305 222.252 0.00693052772211089 0.00850868403473614 0.00891783567134269 0.0132181028724115 NA NA NA NA NA NA
"168" 153 "Aval" 527.459 7 166.491 125.93 55.4853 11 5.69457 125.281 1.89779 5 127.878 0 42.6169 -394.611 -0.00988545 402.857 469.059 -179.962 4.68306 179.988 9929.87 -25.4802 42.4215 787.015 0.321356 2.5285 74.179 37.109 -81.7211 -9.0507 73.091 65.6847 0.0235770322149891 0.0238691370388917 0.0239525955600067 0.0245451510599232 NA NA NA NA NA NA
"169" 154 "Aval" 389.191 5 293.224 0.499529 97.7193 4 6.34403 225.238 2.1142 0 0 NA 0 -419.56 -0.125878 554.544 1960.53 -179.985 10.7798 179.969 6549.99 9.37834 128.124 3013.4 0.219552 3.72584 53.7806 39.5739 -59.578 -5.67386 174.949 223.049 0.0219062708472315 0.0219396264176117 0.0219563042028019 0.0219896597731821 NA NA NA NA NA NA
