"treatment" "trial_name" "Distance moved Center-point Total cm" "In zone External zone / Center-point Frequency" "In zone External zone / Center-point Cumulative Duration s" "In zone External zone / Center-point Latency to First s" "In zone External zone / Center-point Cumulative Duration %" "In zone 2 Transition zone / Center-point Frequency" "In zone 2 Transition zone / Center-point Cumulative Duration s" "In zone 2 Transition zone / Center-point Latency to First s" "In zone 2 Transition zone / Center-point Cumulative Duration %" "In zone 3 Center zone / Center-point Frequency" "In zone 3 Center zone / Center-point Cumulative Duration s" "In zone 3 Center zone / Center-point Latency to First s" "In zone 3 Center zone / Center-point Cumulative Duration %" "Acceleration Center-point Minimum cm/s²" "Acceleration Center-point Mean cm/s²" "Acceleration Center-point Maximum cm/s²" "Acceleration Center-point Variance (cm/s²)²" "Turn angle Center-point / relative Minimum deg" "Turn angle Center-point / relative Mean deg" "Turn angle Center-point / relative Maximum deg" "Turn angle Center-point / relative Variance deg²" "Head direction Head direction line Mean deg" "Head direction Head direction line Standard Deviation deg" "Head direction Head direction line Variance deg²" "Mobility Body fill Minimum %" "Mobility Body fill Mean %" "Mobility Body fill Maximum %" "Mobility Body fill Variance %²" "Body angle Minimum deg" "Body angle Mean deg" "Body angle Maximum deg" "Body angle Variance deg²" "ID"
"Amont" 141 2850.06 8 292.924 "0.249764" 97.6194 9 5.29502 "0.799247" 1.76461 3 1.5985 "0.549482" 0.532712 -602.683 -0.132838 1825.29 2254.83 -176.702 0.0603733 179.912 411.034 -78.5898 149.726 3174.82 1.07681 26.1899 100 101.334 -79.1516 -1.02756 172.061 148.387 154
"Amont" 142 627.488 9 285.837 "0.199955" 95.2524 13 6.74851 "65.8355" 2.24888 5 7.29839 "66.5354" 2.43212 -411.047 -0.0240947 310.379 388.272 -179.972 0.293656 179.977 11272.9 -34.9949 75.0196 1889.73 0.358423 6.06332 78.1024 88.3259 -59.2092 -0.988836 49.6689 53.5943 155
"Amont" 162 90.4787 0 0 "-" 0 0 0 "-" 0 1 299.511 "0.549469" 99.8169 -35.188 -0.0119472 33.1768 37.8539 -179.957 -4.14422 179.993 14681.2 40.493 11.1087 61.1258 0.352858 1.43495 16.4345 0.531125 -23.7828 -4.10788 13.573 25.0077 177
"Amont" 163 2668.63 19 274.335 "0.199807" 91.4267 23 21.5292 "15.0355" 7.17496 5 3.99614 "15.535" 1.33178 -1032.4 -0.0415642 1532.05 1599.25 -171.63 0.163219 179.29 201.138 148.67 155.741 3201.18 3.69393 23.548 100 81.2178 -64.047 -0.514235 66.5426 105.805 178
"Amont" 164 2324.83 11 281.439 "0" 93.7906 18 11.5393 "41.1118" 3.84551 8 7.09341 "41.8611" 2.36391 -402.634 -0.0192679 343.45 1011.19 -178.921 0.208701 179.965 784.705 83.1811 124.658 2974.95 0.998967 15.8248 74.2918 71.2811 -82.7074 -1.67195 80.9889 206.523 179
"Amont" 165 122.743 1 0.049952 "0.249762" 0.0166471 0 0 "-" 0 1 299.764 "0.299714" 99.9001 -7730.49 -1.28929 53.4277 10011.5 -179.999 8.39442 179.999 11648 95.556 5.68136 16.0993 0.134771 1.10891 100 1.92242 -54.4599 -7.27049 8.62635 63.4556 180
"Amont" 166 501.67 10 155.1 "129.475" 51.6897 13 7.09316 "129.175" 2.36391 4 131.523 "0" 43.8322 -1707.83 -0.00239344 1412 2611.29 -179.93 8.99715 179.732 2944.17 -97.404 67.0184 1626.47 0.340403 2.46306 100 36.4023 -177.614 -2.50088 179.571 925.167 182
"Amont" 167 1510.79 22 265.85 "0" 88.5966 30 23.1282 "135.722" 7.70767 9 11.0896 "136.222" 3.69569 -14966.4 -2.51702 958.271 42972.8 -179.984 -0.298662 180 8373.06 55.2508 60.0848 1388.53 0.0163921 9.40114 100 124.957 -175.242 -8.13048 179.974 281.706 183
"Amont" 168 1140.85 14 165.95 "114.796" 55.3021 23 12.9383 "113.997" 4.31164 10 120.641 "0.549502" 40.2031 -1395.3 -0.00297029 858.033 7620.18 -179.976 -2.86316 179.992 9380.36 61.5338 52.787 1135.33 0.129889 6.61378 97.6563 90.4652 -177.585 -2.27183 174.537 208.133 184
"Amont" 169 1691.04 23 274.068 "0" 91.3268 31 17.8849 "0.049957" 5.95971 9 8.14312 "191.738" 2.7135 -914.656 -0.374153 731.987 1316.59 -179.991 -2.36084 179.982 5203.05 -170.977 62.5973 1475.41 0.360538 11.7798 100 197.621 -78.4619 2.87083 71.5739 173.595 185
"Amont" 170 315.255 1 300.054 "0" 100 0 0 "-" 0 0 0 "-" 0 -444.813 -0.00105753 447.353 3173.4 -179.995 -1.11542 179.996 11728.3 -52.4007 89.4992 2313.63 0.0180848 2.85873 66.0788 32.6639 -68.1614 7.23097 93.7893 90.3502 186
"Amont" 178 2931.53 51 233.484 "0" 77.8055 70 47.4162 "41.3705" 15.8009 20 19.1863 "57.2592" 6.39361 -536.48 -0.00356946 1382.84 2038.75 -179.7 0.0576144 179.908 2127.1 19.3286 119.52 2910.13 0.594732 25.2865 100 192.444 -64.4554 -1.22283 61.2012 119.767 194
"Amont" 179 530.773 12 275.347 "0.149889" 91.7582 16 20.435 "257.81" 6.80986 4 4.14694 "258.809" 1.38195 -17762.3 -2.97497 655.729 52944 -179.974 8.13016 179.985 13733.8 27.712 35.3622 569.308 0.37679 5.04015 100 96.6225 -54.938 0.631946 45.7789 34.2026 195
"Amont" 180 827.691 15 225.882 "45.4062" 75.2788 21 20.3803 "44.9566" 6.79207 7 53.7981 "0" 17.9291 -349.778 0.0241045 346.341 904.435 -179.972 -6.51129 179.98 8455.66 20.1878 114.944 2843.97 0.251477 6.32696 73.0185 90.9736 -69.7482 7.26579 87.245 136.099 196
"Amont" 181 3285.43 10 239.022 "54.9976" 79.6571 11 5.74452 "54.6479" 1.91443 2 55.2973 "0" 18.4285 -484.433 0.0212998 766.35 2641.74 -179.945 -1.22204 179.981 2754.48 97.7862 106.723 2703.58 0.338409 29.6394 100 275.229 -80.0187 -0.879986 79.4609 232.879 197
"Amont" 182 806.447 5 152.803 "143.162" 50.9239 5 5.04513 "142.213" 1.68137 1 142.213 "0" 47.3947 -478.478 -0.00299793 527.976 1828.65 -179.995 -6.09021 179.997 14245.3 140.601 74.7819 1882.15 0.0162456 7.79772 53.735 65.8381 -54.6612 4.54371 56.7138 106.403 198
"Amont" 183 1767.16 21 150.109 "124.283" 50.025 26 20.9303 "123.784" 6.9752 6 129.029 "0" 42.9998 -310.132 0.0115794 281.674 807.901 -179.986 -1.66242 179.996 6467.29 -158.132 75.7236 1912.07 0.473293 16.3041 80.2419 214.524 -73.9678 -1.43036 76.4362 143.149 199
"Amont" 184 1503.87 24 248.766 "0.249764" 82.9033 41 32.969 "0" 10.9872 17 18.3328 "89.2161" 6.10954 -443.487 -0.0741232 482.585 2262.02 -179.998 3.86579 179.974 6348.42 -32.1016 113.569 2822.46 0.0244007 8.03234 72.436 101.117 -73.7356 3.62891 89.2496 123.551 200
"Amont" 185 180.768 1 102.957 "197.122" 34.31 1 0.499548 "196.622" 0.166472 1 196.622 "0" 65.5236 -156.389 -0.00767622 124.208 91.8836 -179.977 -0.541511 179.987 13925.2 82.4455 21.1957 217.116 0.123762 2.65732 72.5736 19.1121 -57.2096 -3.69171 27.9557 40.3158 201
"Amont" 186 3331.28 19 280.32 "0.399672" 93.4232 24 15.2375 "14.2883" 5.07826 6 4.09664 "24.38" 1.3653 -1338.85 -0.0334066 1240.88 6975.15 -179.348 -0.410651 178.953 1051.23 90.9109 142.374 3133.03 2.01643 27.6671 100 194.564 -162.507 -0.68651 90.2949 487.378 202
"Amont" 187 153.139 1 183.697 "116.353" 61.2221 1 0.799334 "115.554" 0.2664 1 115.404 "0.149875" 38.4615 -213.411 -0.00080511 179.842 176.18 -179.99 -6.23193 179.998 14120.5 60.6874 33.1675 506.431 0.314465 2.15563 31.6256 5.57459 -179.002 -8.60609 179.281 60.3572 203
"Amont" 188 556.406 11 204.639 "76.5399" 68.1985 14 85.8327 "5.64557" 28.6047 4 9.34267 "0.249803" 3.11355 -199.584 -0.00684205 214.188 251.711 -179.998 1.11256 179.988 12236.6 133.357 102.217 2614.27 0.436205 6.57916 73.6249 95.2567 -76.7525 -0.144684 59.8506 89.203 204
"Amont" 189 759.031 12 167.239 "0.149855" 55.735 15 8.54176 "120.084" 2.84668 5 124.13 "0.199807" 41.3684 -8445.46 -1.40962 148.661 12197.6 -179.988 2.84631 179.979 10751.7 6.32891 69.5946 1712.92 0.376223 7.6254 100 110.68 -57.5542 2.20084 60.154 54.2664 205
"Amont" 190 1685.15 19 189.018 "97.1063" 62.9932 20 15.9346 "93.2101" 5.31047 2 94.9084 "0.199807" 31.6298 -198.696 0.00133456 208.878 885.039 -179.959 0.527317 179.99 5945.63 52.6735 91.4916 2365.43 0.439239 18.5881 77.6531 217.338 -68.8265 -0.890398 174.966 189.196 206
"Amont" 191 2819.44 12 286.89 "0" 95.6051 15 8.94191 "63.3926" 2.97986 4 4.24616 "85.5226" 1.41502 -1614.77 0.0247498 1497.63 32843.9 -179.998 -1.25958 179.995 11823.8 7.57912 125.367 2983.15 0.761035 17.5917 100 112.767 -179.183 -1.19973 179.927 292.657 207
"Amont" 192 73.5938 1 300.064 "0" 100 0 0 "-" 0 0 0 "-" 0 -136.003 -0.00260811 155.04 36.5109 -179.883 -13.1216 179.914 11911.4 -88.9392 12.2665 74.3784 0.405885 1.22814 28.634 1.60182 -46.0458 -21.5066 44.1843 73.343 208
"Amont" 193 1265.78 14 212.25 "77.9267" 70.7341 14 9.09145 "77.2273" 3.0298 4 78.7259 "0" 26.2361 -7492.66 0.0352676 7138.71 37489.3 -179.996 -0.77798 179.994 3849.54 -104.816 107.925 2725.91 0.595026 19.7218 100 209.237 -179.758 -1.65431 179.938 2464.67 209
"Amont" 194 2520.81 25 200.778 "74.5861" 66.9053 31 19.6831 "74.1864" 6.55902 7 79.332 "0.299743" 26.4358 -648.598 0.0187385 714.884 4678.46 -179.939 -3.17447 179.876 2784.45 111.563 99.1344 2547.99 0.465116 17.5458 69.4548 144.374 -175.889 -0.996143 98.8025 255.323 210
"Amont" 195 986.988 2 296.981 "1.44893" 98.9677 2 1.09919 "1.19912" 0.366301 1 1.14915 "0.049963" 0.38295 -2313.24 -0.00705351 2655.22 7292.77 -179.988 0.386981 179.98 7966.16 178.564 60.8755 1415.93 0.0959233 5.30292 100 50.6464 -179.85 1.46234 179.993 369.018 211
"Amont" 196 717.563 3 251.815 "0.199852" 83.9161 4 1.04923 "0.149889" 0.34965 2 47.1153 "0.099926" 15.701 -3759.91 -0.612064 3604.01 19669.3 -179.996 -0.677827 179.996 12925.7 108.378 57.0714 1283.89 0 5.46513 88.3877 84.907 -179.54 15.4814 179.798 192.331 212
"Amont" 197 1020 18 90.933 "175.621" 30.303 25 199.153 "0" 66.367 7 9.99264 "180.067" 3.33 -214.813 0.018391 250.337 495.271 -179.981 -0.0531172 179.991 8723.75 -12.5445 58.8374 1345.24 0.148368 11.1069 75.272 168.19 -62.4329 -0.162236 58.1108 66.7324 213
"Amont" 198 2711.25 13 288.434 "0" 96.1205 16 7.49439 "59.7553" 2.4975 4 4.1469 "60.2549" 1.38195 -327.424 0.00821101 394.24 1401.68 -178.75 0.424622 179.567 610.287 162.861 120.833 2927.62 3.46696 25.9621 81.4954 97.576 -89.4714 -0.13938 83.044 364.904 214
"Aval" 10 1109.84 9 113.493 "170.54" 37.8225 12 12.788 "169.79" 4.26169 4 173.786 "0" 57.9158 -1058.04 0.0219037 1240.62 1085.05 -179.995 -0.375664 180 8679.45 -89.5417 62.2152 1462.23 0 13.3982 90.5271 244.65 -133.06 -2.35857 172.851 81.7246 11
"Aval" 11 774.716 6 96.8077 "195.714" 32.2624 7 6.54376 "195.364" 2.18079 2 196.563 "0.149857" 65.5069 -618.543 0.000795877 795.25 674.066 -179.998 -3.25644 179.999 12177.8 40.157 46.0021 904.513 0.18622 7.59322 100 138.407 -63.0623 1.03469 66.1512 42.3242 12
"Aval" 12 1667.09 10 181.979 "0.049952" 60.6459 10 5.69464 "110.196" 1.89779 2 112.344 "0.099905" 37.4397 -8192.51 -1.32923 436.548 12801.6 -179.998 1.81725 179.98 6670.96 76.1885 82.3246 2113.45 0.263389 17.7138 100 225.307 -69.8945 -1.68222 64.0825 97.0702 13
"Aval" 13 3035.85 22 278.998 "0" 92.9749 27 18.7331 "0.799276" 6.24272 6 2.34787 "22.9792" 0.78242 -673.303 -0.0174305 637.51 2724.75 -178.13 -0.350694 179.838 792.465 142.285 162.055 3222.67 1.35397 30.6148 100 167.657 -173.565 -0.157044 174.557 222.918 14
"Aval" 14 920.542 7 200.321 "94.8653" 66.7555 7 6.14451 "93.6164" 2.04761 1 93.0669 "0.549509" 31.0138 -195.865 -6.64212e-05 283.836 349.249 -179.999 -0.539741 179.921 12148.9 149.485 63.2685 1498.51 0.272727 6.677 64.9688 103.354 -71.5879 0.876507 73.0254 79.1248 15
"Aval" 15 1679.43 39 121.145 "119.047" 40.3696 49 46.06 "118.397" 15.3488 11 132.885 "0" 44.2817 -656.905 0.0495074 613.37 1747.13 -179.975 1.43828 179.892 6326.63 67.9229 77.8198 1977.64 0.113599 10.0265 65.8901 111.452 -61.1331 -8.67076 169.979 219.813 16
"Aval" 26 457.833 6 243.732 "46.7083" 81.2219 10 51.7538 "0" 17.2465 4 4.5959 "59.7966" 1.53155 -490.717 -0.00247453 506.672 677.205 -179.991 2.15208 179.97 10667.9 13.8167 64.595 1544.02 0.071936 3.50263 67.1776 37.6256 -50.0152 -5.80509 75.6303 98.4385 27
"Aval" 27 494.065 6 32.2212 "262.965" 10.7375 7 5.79483 "261.616" 1.93108 2 262.066 "0" 87.3314 -482.585 0.000265434 453.599 2467.18 -179.963 -7.19547 179.99 8197.41 150.119 29.1994 399.782 0.0766401 3.20485 72.3598 48.2308 -73.0726 6.4268 70.275 38.3457 28
"Aval" 28 1007.97 11 115.598 "169.75" 38.5217 14 10.241 "169.051" 3.41269 4 174.247 "0" 58.0656 -150.361 0.0120202 209.143 410.529 -179.979 -1.42194 180 7844.9 133.458 60.5262 1403.83 0.163934 11.0954 79.519 171.492 -63.3602 0.504595 62.3324 87.5165 29
"Aval" 29 344.896 3 192.268 "104.955" 64.074 4 2.74883 "104.606" 0.916056 2 105.055 "0" 35.01 -334.427 -0.00321132 728.677 293.256 -179.946 -1.05396 179.988 10763.3 -98.9178 32.1476 478.117 0.28267 2.69556 87.6367 30.301 -55.1229 -10.6604 53.4882 53.6869 30
"Aval" 30 2289.33 10 168.012 "122.849" 55.994 14 6.74446 "122.35" 2.24775 5 125.297 "0" 41.7582 -676.143 0.0298378 935.69 1381.68 -179.967 -2.4807 179.955 6071.55 -150.269 77.0306 1953.12 0.444444 17.8817 94.6479 234.114 -78.5526 1.10002 72.0818 142.261 31
"Aval" 31 2127.97 9 227.643 "62.3071" 75.8575 11 7.89456 "62.0073" 2.6307 3 64.5556 "0" 21.5118 -777.999 0.0179502 509.611 1442.26 -179.872 -1.07359 179.889 3333.19 -123.56 95.2339 2458.05 0.294695 17.8965 100 168.082 -78.8559 -0.743093 77.0345 302.122 32
"Aval" 32 948.456 17 181.629 "92.2387" 60.5329 21 21.6356 "91.5891" 7.21066 5 96.7857 "0" 32.2565 -834.801 0.02152 1065.69 870.147 -179.997 -0.0537866 179.997 10414.8 8.97481 77.1299 1956.22 0.3517 9.33507 100 139.681 -62.551 -0.338482 51.5874 52.9396 33
"Aval" 33 753.507 1 299.78 "0.299829" 99.9001 0 0 "-" 0 0 0 "-" 0 -559.586 -0.0413334 765.04 748.606 -179.995 -1.82221 179.991 7588.41 132.625 87.1613 2250.71 0.514259 7.18604 84.9206 130.105 -79.5876 -0.872687 85.659 190.987 34
"Aval" 34 1782.03 26 113.176 "151.451" 37.7186 32 28.4315 "150.752" 9.47544 7 158.447 "0" 52.806 -279.228 0.0368989 273.024 1213.36 -179.988 2.32739 179.99 8217.05 91.963 72.834 1819.45 0.0586166 14.8232 79.6834 164.923 -171.348 3.13029 61.3386 135.67 35
"Aval" 45 2630.52 26 209.653 "45.8569" 69.8685 38 30.771 "45.2075" 10.2547 12 59.6439 "0" 19.8768 -864.681 0.0253955 931.901 4242.09 -179.986 -0.0541947 179.276 1534.87 -23.1017 107.3 2714.38 0.416089 17.4474 100 134.604 -81.8153 1.30052 169.935 427.064 47
"Aval" 46 543.256 2 296.678 "2.19798" 98.868 2 3.39688 "0" 1.13201 0 0 "-" 0 -331.085 -0.0543918 334.459 6560.23 -179.996 1.49655 179.995 12454 35.2478 65.3253 1568.97 0.119997 4.32348 47.596 63.1154 -41.6424 7.21873 98.413 100.279 48
"Aval" 47 100.964 0 0 "-" 0 0 0 "-" 0 1 300.071 "0" 100 -25.4807 0.000903195 24.0806 42.574 -179.987 20.6252 179.947 9338.09 16.8448 5.61532 15.7281 0.321543 0.949276 3.6151 0.0777447 -28.1613 -7.26576 4.98178 50.8783 49
"Aval" 48 819.111 21 97.1133 "111.85" 32.3622 33 72.1855 "111.051" 24.0553 13 130.683 "0.09991" 43.5492 -366.576 0.0230057 488.298 401.203 -179.966 5.93019 179.969 8702.36 150.79 60.5534 1404.77 0.313873 9.16211 91.2106 125.228 -60.7733 -2.44622 58.3134 65.3063 50
"Aval" 49 130.225 1 300.086 "0" 100 0 0 "-" 0 0 0 "-" 0 -388.398 -0.0793387 219.79 124.299 -179.993 1.61504 179.994 12294.6 23.9036 83.309 2142.14 0.323303 1.47079 53.7702 10.7562 -33.8379 -3.63316 80.4447 28.0262 51
"Aval" 50 2893.58 27 200.06 "59.0087" 66.6667 44 26.5314 "58.2092" 8.84116 18 73.4985 "0" 24.4922 -1620.22 0.0153741 1419.33 2526.41 -179.987 2.12515 179.858 1696.4 -108.579 105.72 2684.47 0.371221 14.4614 100 107.934 -76.5463 -1.62425 84.0453 310.782 52
"Aval" 51 219.016 2 297.484 "0" 99.1342 3 2.3483 "296.785" 0.782551 1 0.249819 "297.534" 0.0832501 -437.338 -0.0655543 380.45 233.02 -179.991 -4.8191 179.995 8992.87 -80.6536 12.0195 71.4458 0.42735 2.02911 56.3568 13.0859 -59.8101 -7.14467 43.8184 28.0505 53
"Aval" 52 2666.72 20 193.812 "78.0944" 64.5854 30 18.187 "77.7946" 6.06061 11 88.0872 "0" 29.354 -493.729 0.0259426 588.651 2418.99 -179.995 -3.27819 179.821 2489.14 -149.213 95.047 2453.57 0.32955 14.9263 83.9916 134.534 -78.2162 1.42072 86.0723 344.405 54
"Aval" 53 161.792 1 299.912 "0.149905" 99.95 0 0 "-" 0 0 0 "-" 0 -8222.17 -1.4939 135.074 11362.4 -179.98 -15.3282 179.974 10963.7 -160.223 9.59926 45.7511 0.42735 1.57684 100 3.90714 -4.50822 13.5491 36.5994 97.4142 55
"Aval" 54 389.311 5 125.243 "169.867" 41.7357 7 4.41675 "169.106" 1.47183 3 170.273 "0.152301" 56.7417 -179.872 0.0122744 153.274 166.558 -179.958 4.88536 179.993 11430.7 -17.0134 61.1806 1426.48 0.333839 3.07154 68.3471 39.8925 -57.1988 1.05296 74.7599 76.8945 56
"Aval" 66 2072.91 27 250.411 "0.299714" 83.4526 36 39.2126 "84.2697" 13.0681 10 10.1403 "85.4686" 3.37939 -467.401 -0.0250512 648.111 1538.21 -179.77 -2.29994 179.992 4384.91 156.254 83.8545 2157.87 0.326087 12.1898 79.7166 119.387 -77.3311 0.616759 72.6531 197.19 68
"Aval" 67 2327.24 22 285.624 "0" 95.1889 24 13.6868 "48.3034" 4.56135 3 0.749277 "132.222" 0.249709 -1168.81 0.00181601 811.497 2455.08 -179.997 1.71984 179.968 3124.3 -6.19933 136.893 3093.72 0.55226 16.8635 100 204.519 -78.0875 -2.66677 77.2733 444.349 69
"Aval" 68 290.296 2 183.123 "116.238" 61.0288 2 1.14889 "115.788" 0.382887 1 115.788 "0" 38.5883 -189.678 0.00316542 247.387 148.161 -179.973 -2.56858 179.995 11253.8 -163.09 131.956 3051.34 0.465116 3.22374 80.3614 36.8389 -62.1698 -9.55475 70.0776 66.1398 70
"Aval" 69 774.359 4 257.823 "0.349692" 85.9164 5 3.64679 "36.6177" 1.21525 2 38.2663 "0.399648" 12.7518 -7550.47 -1.24249 597.662 11511.1 -179.999 -0.86511 179.992 8935.88 -148.554 86.4458 2231 0.285551 5.57527 100 71.8693 -73.1649 -0.633516 69.9402 321.931 71
"Aval" 81 137.359 0 0 "-" 0 0 0 "-" 0 1 299.761 "0.29971" 99.9001 -290.375 -0.000712256 247.019 110.376 -179.969 -11.0931 179.994 9997.42 65.7223 6.08541 18.464 0.450294 1.32967 23.9377 0.820275 -5.32857 7.679 25.5739 54.2335 87
"Aval" 82 1796.84 11 286.177 "1.24881" 95.3721 13 10.7398 "0.799238" 3.57916 3 3.147 "0" 1.04878 -399.186 0.0122056 418.406 686.075 -176.489 0.0863017 177.058 381.086 -35.5175 150.833 3180.16 1.65017 15.603 81.0486 63.5896 -73.8804 -0.696448 78.5409 191.951 88
"Aval" 83 213.991 2 185.026 "113.543" 61.6614 3 1.44864 "113.044" 0.48277 2 113.593 "0" 37.8558 -242.711 -0.00266454 216.645 326.111 -179.997 9.24317 179.993 11705.1 -23.9106 17.3179 146.582 0.4914 2.15118 56.0606 15.8479 -69.1656 2.30328 109.702 60.3451 89
"Aval" 84 299.731 3 299.522 "0.14986" 99.8169 3 0.499536 "0.049953" 0.166472 1 0.049953 "0" 0.016647 -695.474 -0.0695902 584.4 526.849 -179.972 2.8536 179.999 8529.89 -152.703 25.1899 302.417 0.581542 2.97721 76.9192 25.9671 -45.673 -4.83592 74.9775 45.885 90
"Aval" 85 1305.34 10 273.546 "0.499536" 91.1603 15 18.1831 "0.399628" 6.0596 6 8.09248 "0.249768" 2.69685 -636.349 -0.142191 472.832 1816.8 -179.551 0.207651 179.462 1652.55 173.44 69.335 1704.27 1.30478 19.3563 78.3195 138.88 -78.8395 0.654323 168.388 521.14 91
"Aval" 86 749.362 3 146.276 "98.3669" 48.7431 5 53.5048 "97.6175" 17.8292 3 100.265 "0.049957" 33.411 -1588.85 0.0466633 1437.7 2727.88 -179.985 7.729 179.989 4530.64 -69.7673 63.0818 1492.09 0.289108 4.01865 69.9923 47.3965 -176.633 -1.3436 179.802 383.53 92
"Aval" 87 370.068 3 12.7392 "284.61" 4.24505 4 1.89839 "284.16" 0.632595 2 285.459 "0" 95.1224 -394.533 -0.000790359 552.175 2172.6 -179.971 1.53181 179.999 8115.53 46.8321 20.8233 209.801 0.452944 2.53701 72.4138 29.1014 -55.7476 -3.00444 67.7678 34.2836 93
"Aval" 88 1621.87 14 286.169 "0" 95.3713 19 10.3416 "0.699434" 3.44655 6 3.54713 "181.753" 1.18215 -1228.23 -0.0374095 830.601 9513.03 -179.98 7.48684 179.96 5939.81 -81.6114 64.643 1545.66 0.310912 11.4742 91.5211 118 -179.588 2.73816 178.561 484.184 94
"Aval" 89 322.275 2 295.943 "0.09993" 98.618 3 2.44828 "0" 0.815851 1 1.69881 "225.092" 0.566101 -1459.26 -0.504717 348.065 928.068 -180 -1.31546 179.873 8214.47 52.2163 98.9517 2543.93 0.467765 2.32464 100 21.6727 -67.123 0.318724 100.001 51.5142 95
"Aval" 90 315.545 7 77.8417 "207.844" 25.9407 10 10.8918 "204.947" 3.6297 4 211.042 "0.299775" 70.3297 -91.4754 -6.58621e-05 106.244 120.533 -179.999 -12.9785 179.995 8704.96 69.3728 68.1321 1664.01 0.347464 2.85416 57.7654 31.6352 -58.2623 0.897827 59.3976 43.5682 96
"Aval" 100 2854.58 41 231.38 "0.249762" 77.11 55 52.3501 "0.299714" 17.4463 15 16.0847 "35.4662" 5.36041 -11642.8 -1.9372 234.678 23190.8 -179.898 0.466534 179.368 1582.28 -88.5456 126.473 2995.59 0.319744 18.0516 100 86.9444 -70.1804 0.508157 72.6782 168.24 107
"Aval" 101 1170.39 20 41.9595 "165.241" 13.9837 40 64.0882 "162.193" 21.3584 20 194.013 "0" 64.6579 -102.969 0.0188787 114.355 255.201 -179.975 2.13949 179.948 6517.3 -75.1288 65.2975 1568.02 0.392157 8.17072 80.47 98.9641 -68.5864 -0.202337 67.1968 152.914 110
"Aval" 102 1753.61 11 265.244 "15.7848" 88.3969 15 14.8357 "15.3352" 4.94423 5 19.3813 "0.599421" 6.45913 -199.002 -0.000908947 199.663 742.984 -179.07 -0.461517 179.37 1117.34 170.731 160.17 3216.85 0.770416 18.4633 72.5509 106.044 -87.9858 -0.537332 84.1108 362.327 111
"Aval" 103 276.089 0 0 "-" 0 0 0 "-" 0 1 299.722 "0.349675" 99.8835 -226.21 -0.00164626 150.726 600.705 -179.994 1.70525 179.993 18075 -108.686 27.8562 365.933 0 4.4163 34.7427 20.2692 -179.065 0.93813 173.422 54.2433 112
"Aval" 104 1239.9 16 195.038 "65.9451" 65.0017 26 22.0317 "64.846" 7.34266 11 82.6312 "0.349708" 27.5391 -544.532 0.0144638 631.965 5016.16 -179.993 1.97473 180 7069.24 -12.2263 72.0116 1792.66 0.122382 7.30325 61.071 95.644 -70.4593 -4.81564 69.8116 149.181 114
"Aval" 117 1915.39 8 281.728 "8.89142" 93.8905 11 5.99421 "8.64166" 1.99767 4 12.3381 "0" 4.11187 -352.534 -0.0155271 352.82 1861.89 -179.965 3.12195 179.958 5912.7 -76.3054 74.5271 1874.02 0.0164042 10.9774 74.1647 116.936 -160.535 -6.88001 71.5051 222.486 128
"Aval" 118 3334.51 24 266.417 "0.049947" 88.7816 33 24.1244 "0.699258" 8.03928 10 9.48993 "24.0745" 3.16245 -313.898 0.0128179 419.543 1093.77 -179.716 0.631564 179.795 1047.42 -80.9542 124.549 2973.67 0.43554 19.8785 73.8585 85.9902 -74.2512 0.833255 81.6165 143.564 129
"Aval" 119 3627.75 29 261.498 "0" 87.1483 40 26.3746 "47.0546" 8.78975 12 12.1882 "136.468" 4.06193 -387.766 -0.0122017 405.601 926.816 -158.814 0.874134 166.666 89.7119 -119.185 192.148 3270.95 4.21537 19.2774 71.7373 45.8471 -63.5562 1.4134 70.9416 156.953 130
"Aval" 120 3104.8 63 226.687 "0.34967" 75.5452 76 63.2405 "46.1066" 21.0754 14 9.79079 "54.5986" 3.26286 -10016.1 -1.80363 266.043 17667.4 -179.808 0.693921 179.969 1933.24 -7.57723 114.576 2838.29 0.579216 16.6814 100 106.477 -63.2286 1.45403 69.0055 164.02 131
"Aval" 121 3128.66 32 246.918 "0" 82.2873 47 33.6184 "12.4383" 11.2036 16 19.5316 "49.6533" 6.50907 -1870.08 0.00764458 1548.98 7253.13 -179.217 -0.35345 179.96 941.847 167.382 149.923 3175.79 2.00239 17.7596 100 125.661 -173.865 -1.95413 179.188 446.404 132
"Aval" 122 2172.07 10 224.211 "65.9943" 74.7128 14 7.59359 "65.4947" 2.53038 5 67.9426 "0.349704" 22.6403 -314.543 0.00979445 326.669 1386.82 -179.992 -1.04507 179.989 3718.67 -16.7493 107.863 2724.77 0.429185 21.9823 83.713 213.31 -83.2011 4.22589 88.2087 344.354 134
"Aval" 123 2616.48 11 289.445 "2.0482" 96.4541 13 7.4934 "1.84837" 2.49709 3 3.04732 "0.099912" 1.01548 -243.014 0.021363 306.041 1076.55 -179.916 -0.193203 179.985 4265.52 -46.6196 90.1021 2329.49 0.368227 18.9044 80.5505 181.989 -68.3894 -1.51043 72.5106 119.918 135
"Aval" 124 232.515 2 298.719 "0.399691" 99.5504 1 0.949266 "223.078" 0.31635 0 0 "-" 0 -16243.5 -2.89781 217.639 44168.7 -179.944 2.49752 179.992 10074 -150.404 28.5279 382.71 0.376049 1.8962 100 18.0063 -67.8708 -11.3855 33.7075 109.624 136
