"ID" "treatment" "Distance cumulated" "Latency to externe zone" "Time spent in external zone" "Latency to transition zone" "Time spent in transition zone" "Time spent in centre zone" "Acceleration Variance" "Mobility Variance" "Cumulated difference of Curvature angle" "Cumulated difference of Head center angle" "Cumulated difference of Center tail" "Variance of difference of Curvature angle" "Variance of difference of Head center angle" "Variance of difference of Center tail" "pool" "origin_treatment" "weight" "height"
"55" "Aval" 161.792 0.149905 99.95 NA 0 0 11362.4 3.90714 NA NA NA NA NA NA "Cauterets" "Cauterets.Aval" 4.884 80.379
"56" "Aval" 389.311 169.867 41.7357 169.106 1.47183 56.7417 166.558 39.8925 NA NA NA NA NA NA "Cauterets" "Cauterets.Aval" 6.897 88.118
"68" "Aval" 2072.91 0.299714 83.4526 84.2697 13.0681 3.37939 1538.21 119.387 NA NA NA NA NA NA "Lees Athas" "Lees Athas.Aval" 7.347 95.096
"69" "Aval" 2327.24 0 95.1889 48.3034 4.56135 0.249709 2455.08 204.519 NA NA 534995.041366452 NA NA 11282.6831954946 "Lees Athas" "Lees Athas.Aval" 12.279 112.583
"70" "Aval" 290.296 116.238 61.0288 115.788 0.382887 38.5883 148.161 36.8389 1016751.62222318 517913.639049116 556659.175116899 42.1055581439987 7921.4374352535 8857.16897079094 "Cauterets" "Cauterets.Aval" 4.954 82.252
"71" "Aval" 774.359 0.349692 85.9164 36.6177 1.21525 12.7518 11511.1 71.8693 NA NA NA NA NA NA "Lees Athas" "Lees Athas.Aval" 7.828 95.649
"87" "Aval" 137.359 NA 0 NA 0 99.9001 110.376 0.820275 NA NA NA NA NA NA "Cauterets" "Cauterets.Aval" 5.374 82.978
"88" "Aval" 1796.84 1.24881 95.3721 0.799238 3.57916 1.04878 686.075 63.5896 NA 547967.044844045 NA NA 10931.2234958616 NA "Lees Athas" "Lees Athas.Aval" 4.732 81.207
"89" "Aval" 213.991 113.543 61.6614 113.044 0.48277 37.8558 326.111 15.8479 1050717.37305251 922213.722818935 175281.780041998 39.794374692991 501.604339488261 293.535408995594 "Lees Athas" "Lees Athas.Aval" 11.107 106.739
"90" "Aval" 299.731 0.14986 99.8169 0.049953 0.166472 0.016647 526.849 25.9671 1040514.09059714 198382.287452273 855127.139296527 23.2572463601508 612.841798822432 1054.96054614408 "Lees Athas" "Lees Athas.Aval" 6.623 91.634
"91" "Aval" 1305.34 0.499536 91.1603 0.399628 6.0596 2.69685 1816.8 138.88 NA NA NA NA NA NA "Lees Athas" "Lees Athas.Aval" 5.182 81.039
"92" "Aval" 749.362 98.3669 48.7431 97.6175 17.8292 33.411 2727.88 47.3965 NA NA NA NA NA NA "Lees Athas" "Lees Athas.Aval" 17.592 123.995
"93" "Aval" 370.068 284.61 4.24505 284.16 0.632595 95.1224 2172.6 29.1014 1054674.71053078 783073.319428983 317346.504616521 23.7214472021525 1492.28719144206 665.436609137885 "Lees Athas" "Lees Athas.Aval" 7.158 91.554
"94" "Aval" 1621.87 0 95.3713 0.699434 3.44655 1.18215 9513.03 118 NA 563479.617761083 NA NA 6953.45787194647 NA "Lees Athas" "Lees Athas.Aval" 11.915 111.997
"95" "Aval" 322.275 0.09993 98.618 0 0.815851 0.566101 928.068 21.6727 1057469.7697958 636834.231232242 456794.916678051 36.1597576936235 7504.33006398863 10000.9843915059 "Lees Athas" "Lees Athas.Aval" 12.102 107.682
"96" "Aval" 315.545 207.844 25.9407 204.947 3.6297 70.3297 120.533 31.6352 NA NA NA NA NA NA "Lees Athas" "Lees Athas.Aval" 4.77 79.769
"107" "Aval" 2854.58 0.249762 77.11 0.299714 17.4463 5.36041 23190.8 86.9444 NA NA NA NA NA NA "Cauterets" "Cauterets.Aval" 4.443 79.485
"110" "Aval" 1170.39 165.241 13.9837 162.193 21.3584 64.6579 255.201 98.9641 1031563.28947748 584813.246744675 502035.61516102 84.4983493291772 7342.76331224535 6963.57257408515 "Lees Athas" "Lees Athas.Aval" 8.374 97.671
"111" "Aval" 1753.61 15.7848 88.3969 15.3352 4.94423 6.45913 742.984 106.044 NA NA NA NA NA NA "Cauterets" "Cauterets.Aval" 3.532 71.505
"112" "Aval" 276.089 NA 0 NA 0 99.8835 600.705 20.2692 NA NA NA NA NA NA "Cauterets" "Cauterets.Aval" 1.338 54.498
"114" "Aval" 1239.9 65.9451 65.0017 64.846 7.34266 27.5391 5016.16 95.644 NA NA NA NA NA NA "Lees Athas" "Lees Athas.Aval" 10.475 105.777
"128" "Aval" 1915.39 8.89142 93.8905 8.64166 1.99767 4.11187 1861.89 116.936 1004120.2031921 584066.065184826 458506.452076608 104.8926101366 8103.5733963004 6872.32617446487 "Cauterets" "Cauterets.Aval" 6.9 89.097
"129" "Aval" 3334.51 0.049947 88.7816 0.699258 8.03928 3.16245 1093.77 85.9902 NA NA NA NA NA NA "Cauterets" "Cauterets.Aval" 3.826 75.519
"130" "Aval" 3627.75 0 87.1483 47.0546 8.78975 4.06193 926.816 45.8471 1029694.82735157 536009.745952551 549031.263297964 85.2507545662126 10760.6582308005 11148.1927794559 "Cauterets" "Cauterets.Aval" 5.27 83.44
"131" "Aval" 3104.8 0.34967 75.5452 46.1066 21.0754 3.26286 17667.4 106.477 NA NA NA NA NA NA "Lees Athas" "Lees Athas.Aval" 5.483 83.042
"132" "Aval" 3128.66 0 82.2873 12.4383 11.2036 6.50907 7253.13 125.661 NA NA NA NA NA NA "Lees Athas" "Lees Athas.Aval" 14.555 117.454
"134" "Aval" 2172.07 65.9943 74.7128 65.4947 2.53038 22.6403 1386.82 213.31 NA NA NA NA NA NA "Cauterets" "Cauterets.Aval" 3.176 71.707
"135" "Aval" 2616.48 2.0482 96.4541 1.84837 2.49709 1.01548 1076.55 181.989 NA NA NA NA NA NA "Lees Athas" "Lees Athas.Aval" 3.267 71.076
"136" "Aval" 232.515 0.399691 99.5504 223.078 0.31635 0 44168.7 18.0063 NA NA NA NA NA NA "Lees Athas" "Lees Athas.Aval" 7.261 90.339
"137" "Aval" 756.762 0.049962 97.9021 93.9796 1.5318 0.54945 480.861 74.304 NA NA NA NA NA NA "Lees Athas" "Lees Athas.Aval" 6.336 87.058
"150" "Aval" 1340.16 1.09895 92.8417 0.599428 5.144 1.81455 1151.01 91.6647 NA NA NA NA NA NA "Lees Athas" "Lees Athas.Aval" 10.416 103.842
"157" "Aval" 2600.75 0.249764 97.8359 42.9596 2.08091 0 1436.61 131.924 NA NA NA NA NA NA "Cauterets" "Cauterets.Aval" 2.877 67.255
"158" "Aval" 3911.44 1.84824 83.3694 1.29876 12.2357 4.37823 1534.32 77.5755 NA NA NA NA NA NA "Cauterets" "Cauterets.Aval" 3.415 71.998
"159" "Aval" 2273.69 55.3466 72.4155 54.2976 7.70767 19.8768 800.673 169.374 NA NA 493677.900052926 NA NA 9168.77171778352 "Cauterets" "Cauterets.Aval" 1.665 56.512
"160" "Aval" 228.436 0.349662 99.8835 NA 0 0 207.97 32.68 NA NA NA NA NA NA "Cauterets" "Cauterets.Aval" 2.03 61.201
"161" "Aval" 1342.71 0 77.7593 124.439 15.1157 7.12502 604.573 119.674 1052643.9902637 703031.807901176 377493.150726899 47.241777402362 12472.9894816719 6299.87115721251 "Lees Athas" "Lees Athas.Aval" 2.961 67.597
"162" "Aval" 92.1308 NA 0 NA 0 100 32.1726 0.117795 967231.797580598 482442.859979114 712484.12409849 33.6179196789302 9.36951780086486 8.37682872765195 "Lees Athas" "Lees Athas.Aval" 8.93 99.034
"163" "Aval" 276.042 94.5792 67.1662 90.3324 2.2311 30.5861 190.1 57.9804 NA NA NA NA NA NA "Cauterets" "Cauterets.Aval" 1.48 55.331
"164" "Aval" 682.434 124.798 48.1019 124.348 8.34166 43.4898 286.786 80.786 NA NA NA NA NA NA "Lees Athas" "Lees Athas.Aval" 7.167 97.331
"165" "Aval" 1489.71 105.065 54.2458 102.967 10.989 34.5654 807.68 119.835 NA NA NA NA NA NA "Cauterets" "Cauterets.Aval" 2.024 67.005
"167" "Aval" 4062.63 0.599421 96.7371 3.34677 2.91327 0.149825 2201.11 82.854 NA NA NA NA NA NA "Cauterets" "Cauterets.Aval" 4.136 76.319
"168" "Aval" 527.459 125.93 55.4853 125.281 1.89779 42.6169 469.059 37.109 NA NA NA NA NA NA "Lees Athas" "Lees Athas.Aval" 16.622 119.652
"169" "Aval" 389.191 0.499529 97.7193 225.238 2.1142 0 1960.53 39.5739 NA NA NA NA NA NA "Lees Athas" "Lees Athas.Aval" 13.534 113.838
"170" "Aval" 1202.5 165.94 38.8547 165.59 4.04528 56.9669 565.233 197.747 NA NA NA NA NA NA "Cauterets" "Cauterets.Aval" 2.561 68.693
"171" "Aval" 2430.68 83.6213 61.7779 82.5723 8.27368 29.8985 1267.54 118.042 NA NA NA NA NA NA "Cauterets" "Cauterets.Aval" 5.604 83.219
"172" "Aval" 140.723 1.44867 99.5172 0.399633 0.316297 0.0332947 12163.3 8.23963 NA NA NA NA NA NA "Cauterets" "Cauterets.Aval" 1.404 53.6
"173" "Aval" 397.58 191.59 34.8152 191.091 0.749251 64.4356 187.687 36.0221 1046931.69555274 679563.78755984 408370.048440674 21.1987374720346 1933.16712701185 1247.24104029136 "Cauterets" "Cauterets.Aval" 5.598 84.504
"174" "Aval" 2658.05 0 90.9091 80.5387 5.89411 3.1968 970.804 77.9738 NA NA 536583.592379028 NA NA 10810.222155413 "Cauterets" "Cauterets.Aval" 1.872 60.633
"175" "Aval" 1702.12 5.39602 91.7416 4.79647 5.07825 2.9637 5799.26 92.4642 NA NA NA NA NA NA "Lees Athas" "Lees Athas.Aval" 10.149 102.67
"176" "Aval" 3916.41 0.449701 92.6395 0 6.01166 1.34888 6093.77 160.555 NA NA NA NA NA NA "Lees Athas" "Lees Athas.Aval" 8.603 98.595
"181" "Aval" 1823.94 47.2538 79.5905 46.9042 3.04644 17.3631 1818.04 161.463 NA NA NA NA NA NA "Cauterets" "Cauterets.Aval" 2.262 69.277
"188" "Aval" 804.701 0.249762 93.0415 0.949095 4.71117 2.16414 14561.4 78.1552 NA NA NA NA NA NA "Lees Athas" "Lees Athas.Aval" 3.672 75.823
"189" "Aval" 367.802 0.299714 21.2585 0 28.4501 50.2913 1288.63 64.8679 1065380.73523752 197237.072129616 875764.649436962 17.166645748208 2563.79357638752 16028.2315339969 "Lees Athas" "Lees Athas.Aval" 3.638 77.426
"190" "Aval" 2138.14 0.199811 91.3101 0.649388 6.79208 1.8312 16918.1 148.318 NA NA NA NA NA NA "Lees Athas" "Lees Athas.Aval" 9.128 97.663
"191" "Aval" 385.623 119.904 51.4652 116.008 4.1958 44.339 619.972 61.2195 1054849.20235324 541154.486349514 537815.757597328 25.8010895402561 8735.98923077457 8077.82208329123 "Lees Athas" "Lees Athas.Aval" 3.526 75.941
"192" "Aval" 866.096 52.4563 77.8721 51.8568 2.78055 19.3307 464.44 82.8898 NA NA NA NA NA NA "Lees Athas" "Lees Athas.Aval" 5.939 84.346
"193" "Aval" 2729.46 0.349742 50.9824 106.522 9.79021 39.1109 7200.66 214.055 NA NA NA NA NA NA "Cauterets" "Cauterets.Aval" 2.258 64.321
