"poisson" "fs" "time" "treatment" "Y" "poisson_fs" "pool" "origin_treatment" "weight" "height" "temperature_ellerby" "bief" "weight_class" "height_class"
"2" "002_fs1" 0.0083 "amont" 0 "2.002_fs1" "Lees Athas" "Lees Athas.amont" 9.96 103.141 "15.5" "5-6" "lourd" "grand"
"2" "002_fs1" 0.0166 "amont" 0.189599266059921 "2.002_fs1" "Lees Athas" "Lees Athas.amont" 9.96 103.141 "15.5" "5-6" "lourd" "grand"
"2" "002_fs1" 0.0249 "amont" 1.17777609332023 "2.002_fs1" "Lees Athas" "Lees Athas.amont" 9.96 103.141 "15.5" "5-6" "lourd" "grand"
"2" "002_fs1" 0.0332 "amont" 1.95374363457084 "2.002_fs1" "Lees Athas" "Lees Athas.amont" 9.96 103.141 "15.5" "5-6" "lourd" "grand"
"2" "002_fs1" 0.0415 "amont" 2.38692648471846 "2.002_fs1" "Lees Athas" "Lees Athas.amont" 9.96 103.141 "15.5" "5-6" "lourd" "grand"
"2" "002_fs1" 0.0498 "amont" 2.89014552787804 "2.002_fs1" "Lees Athas" "Lees Athas.amont" 9.96 103.141 "15.5" "5-6" "lourd" "grand"
"2" "002_fs1" 0.0581 "amont" 4.02651170771134 "2.002_fs1" "Lees Athas" "Lees Athas.amont" 9.96 103.141 "15.5" "5-6" "lourd" "grand"
"2" "002_fs1" 0.0664 "amont" 4.69986637790345 "2.002_fs1" "Lees Athas" "Lees Athas.amont" 9.96 103.141 "15.5" "5-6" "lourd" "grand"
"2" "002_fs1" 0.0747 "amont" 5.03408722296054 "2.002_fs1" "Lees Athas" "Lees Athas.amont" 9.96 103.141 "15.5" "5-6" "lourd" "grand"
"2" "002_fs1" 0.083 "amont" 5.45971088442143 "2.002_fs1" "Lees Athas" "Lees Athas.amont" 9.96 103.141 "15.5" "5-6" "lourd" "grand"
"2" "002_fs1" 0.0913 "amont" 6.0553466591802 "2.002_fs1" "Lees Athas" "Lees Athas.amont" 9.96 103.141 "15.5" "5-6" "lourd" "grand"
"2" "002_fs2" 0.0083 "amont" 0 "2.002_fs2" "Lees Athas" "Lees Athas.amont" 9.96 103.141 "15.5" "5-6" "lourd" "grand"
"2" "002_fs2" 0.0166 "amont" 0.395562400272035 "2.002_fs2" "Lees Athas" "Lees Athas.amont" 9.96 103.141 "15.5" "5-6" "lourd" "grand"
"2" "002_fs2" 0.0249 "amont" 1.32374105134968 "2.002_fs2" "Lees Athas" "Lees Athas.amont" 9.96 103.141 "15.5" "5-6" "lourd" "grand"
"2" "002_fs2" 0.0332 "amont" 2.16303079642752 "2.002_fs2" "Lees Athas" "Lees Athas.amont" 9.96 103.141 "15.5" "5-6" "lourd" "grand"
"2" "002_fs2" 0.0415 "amont" 2.87203561568641 "2.002_fs2" "Lees Athas" "Lees Athas.amont" 9.96 103.141 "15.5" "5-6" "lourd" "grand"
"2" "002_fs2" 0.0498 "amont" 3.3390010092564 "2.002_fs2" "Lees Athas" "Lees Athas.amont" 9.96 103.141 "15.5" "5-6" "lourd" "grand"
"2" "002_fs2" 0.0581 "amont" 4.54948088873763 "2.002_fs2" "Lees Athas" "Lees Athas.amont" 9.96 103.141 "15.5" "5-6" "lourd" "grand"
"2" "002_fs2" 0.0664 "amont" 5.22887926769068 "2.002_fs2" "Lees Athas" "Lees Athas.amont" 9.96 103.141 "15.5" "5-6" "lourd" "grand"
"2" "002_fs2" 0.0747 "amont" 6.25054216896524 "2.002_fs2" "Lees Athas" "Lees Athas.amont" 9.96 103.141 "15.5" "5-6" "lourd" "grand"
"2" "002_fs2" 0.083 "amont" 7.08661449583234 "2.002_fs2" "Lees Athas" "Lees Athas.amont" 9.96 103.141 "15.5" "5-6" "lourd" "grand"
"2" "002_fs2" 0.0913 "amont" 7.87795333012084 "2.002_fs2" "Lees Athas" "Lees Athas.amont" 9.96 103.141 "15.5" "5-6" "lourd" "grand"
"2" "002_fs2" 0.0996 "amont" 8.44342464462026 "2.002_fs2" "Lees Athas" "Lees Athas.amont" 9.96 103.141 "15.5" "5-6" "lourd" "grand"
"2" "002_fs2" 0.1079 "amont" 8.88094956977089 "2.002_fs2" "Lees Athas" "Lees Athas.amont" 9.96 103.141 "15.5" "5-6" "lourd" "grand"
"2" "002_fs2" 0.1162 "amont" 9.45898727089374 "2.002_fs2" "Lees Athas" "Lees Athas.amont" 9.96 103.141 "15.5" "5-6" "lourd" "grand"
"3" "003_fs1" 0.0083 "amont" 0 "3.003_fs1" "Cauterets" "Cauterets.amont" 2.26 61.894 "15.6" "5-6" "léger" "petit"
"3" "003_fs1" 0.0166 "amont" 0.279033502476961 "3.003_fs1" "Cauterets" "Cauterets.amont" 2.26 61.894 "15.6" "5-6" "léger" "petit"
"3" "003_fs1" 0.0249 "amont" 1.22534474809216 "3.003_fs1" "Cauterets" "Cauterets.amont" 2.26 61.894 "15.6" "5-6" "léger" "petit"
"3" "003_fs1" 0.0332 "amont" 1.78702187881667 "3.003_fs1" "Cauterets" "Cauterets.amont" 2.26 61.894 "15.6" "5-6" "léger" "petit"
"3" "003_fs1" 0.0415 "amont" 2.88630198597772 "3.003_fs1" "Cauterets" "Cauterets.amont" 2.26 61.894 "15.6" "5-6" "léger" "petit"
"3" "003_fs1" 0.0498 "amont" 4.33320286004253 "3.003_fs1" "Cauterets" "Cauterets.amont" 2.26 61.894 "15.6" "5-6" "léger" "petit"
"3" "003_fs1" 0.0581 "amont" 5.31616070104651 "3.003_fs1" "Cauterets" "Cauterets.amont" 2.26 61.894 "15.6" "5-6" "léger" "petit"
"3" "003_fs1" 0.0664 "amont" 6.5659717099293 "3.003_fs1" "Cauterets" "Cauterets.amont" 2.26 61.894 "15.6" "5-6" "léger" "petit"
"3" "003_fs1" 0.0747 "amont" 7.99082937251994 "3.003_fs1" "Cauterets" "Cauterets.amont" 2.26 61.894 "15.6" "5-6" "léger" "petit"
"3" "003_fs1" 0.083 "amont" 9.29985227713856 "3.003_fs1" "Cauterets" "Cauterets.amont" 2.26 61.894 "15.6" "5-6" "léger" "petit"
"3" "003_fs1" 0.0913 "amont" 10.6537823139585 "3.003_fs1" "Cauterets" "Cauterets.amont" 2.26 61.894 "15.6" "5-6" "léger" "petit"
"3" "003_fs1" 0.0996 "amont" 11.9725540840045 "3.003_fs1" "Cauterets" "Cauterets.amont" 2.26 61.894 "15.6" "5-6" "léger" "petit"
"3" "003_fs2" 0.0083 "amont" 0 "3.003_fs2" "Cauterets" "Cauterets.amont" 2.26 61.894 "15.6" "5-6" "léger" "petit"
"3" "003_fs2" 0.0166 "amont" 0.16351582796528 "3.003_fs2" "Cauterets" "Cauterets.amont" 2.26 61.894 "15.6" "5-6" "léger" "petit"
"3" "003_fs2" 0.0249 "amont" 0.773840587103969 "3.003_fs2" "Cauterets" "Cauterets.amont" 2.26 61.894 "15.6" "5-6" "léger" "petit"
"3" "003_fs2" 0.0332 "amont" 1.67495897474988 "3.003_fs2" "Cauterets" "Cauterets.amont" 2.26 61.894 "15.6" "5-6" "léger" "petit"
"3" "003_fs2" 0.0415 "amont" 2.17191823966374 "3.003_fs2" "Cauterets" "Cauterets.amont" 2.26 61.894 "15.6" "5-6" "léger" "petit"
"3" "003_fs2" 0.0498 "amont" 2.91270064298813 "3.003_fs2" "Cauterets" "Cauterets.amont" 2.26 61.894 "15.6" "5-6" "léger" "petit"
"3" "003_fs2" 0.0581 "amont" 4.07681627403046 "3.003_fs2" "Cauterets" "Cauterets.amont" 2.26 61.894 "15.6" "5-6" "léger" "petit"
"3" "003_fs2" 0.0664 "amont" 4.95706153446777 "3.003_fs2" "Cauterets" "Cauterets.amont" 2.26 61.894 "15.6" "5-6" "léger" "petit"
"3" "003_fs2" 0.0747 "amont" 5.73337387574627 "3.003_fs2" "Cauterets" "Cauterets.amont" 2.26 61.894 "15.6" "5-6" "léger" "petit"
"4" "004_fs1" 0.0083 "amont" 0 "4.004_fs1" "Cauterets" "Cauterets.amont" 3.086 67.551 "15.7" "5-6" "léger" "petit"
"4" "004_fs1" 0.0166 "amont" 0.0781842178145011 "4.004_fs1" "Cauterets" "Cauterets.amont" 3.086 67.551 "15.7" "5-6" "léger" "petit"
"4" "004_fs1" 0.0249 "amont" 0.556072754158526 "4.004_fs1" "Cauterets" "Cauterets.amont" 3.086 67.551 "15.7" "5-6" "léger" "petit"
"4" "004_fs1" 0.0332 "amont" 1.24732286580871 "4.004_fs1" "Cauterets" "Cauterets.amont" 3.086 67.551 "15.7" "5-6" "léger" "petit"
"4" "004_fs1" 0.0415 "amont" 1.90156507416764 "4.004_fs1" "Cauterets" "Cauterets.amont" 3.086 67.551 "15.7" "5-6" "léger" "petit"
"4" "004_fs1" 0.0498 "amont" 3.25902196953763 "4.004_fs1" "Cauterets" "Cauterets.amont" 3.086 67.551 "15.7" "5-6" "léger" "petit"
"4" "004_fs1" 0.0581 "amont" 4.01800691257632 "4.004_fs1" "Cauterets" "Cauterets.amont" 3.086 67.551 "15.7" "5-6" "léger" "petit"
"4" "004_fs1" 0.0664 "amont" 4.69893966750208 "4.004_fs1" "Cauterets" "Cauterets.amont" 3.086 67.551 "15.7" "5-6" "léger" "petit"
"4" "004_fs1" 0.0747 "amont" 5.24699143087873 "4.004_fs1" "Cauterets" "Cauterets.amont" 3.086 67.551 "15.7" "5-6" "léger" "petit"
"4" "004_fs1" 0.083 "amont" 5.80044088336531 "4.004_fs1" "Cauterets" "Cauterets.amont" 3.086 67.551 "15.7" "5-6" "léger" "petit"
"4" "004_fs1" 0.0913 "amont" 6.26539828980881 "4.004_fs1" "Cauterets" "Cauterets.amont" 3.086 67.551 "15.7" "5-6" "léger" "petit"
"4" "004_fs1" 0.0996 "amont" 6.63309503858324 "4.004_fs1" "Cauterets" "Cauterets.amont" 3.086 67.551 "15.7" "5-6" "léger" "petit"
"4" "004_fs1" 0.1079 "amont" 6.99487412274901 "4.004_fs1" "Cauterets" "Cauterets.amont" 3.086 67.551 "15.7" "5-6" "léger" "petit"
"4" "004_fs1" 0.1162 "amont" 7.38299188271438 "4.004_fs1" "Cauterets" "Cauterets.amont" 3.086 67.551 "15.7" "5-6" "léger" "petit"
"4" "004_fs1" 0.1245 "amont" 7.72091419067476 "4.004_fs1" "Cauterets" "Cauterets.amont" 3.086 67.551 "15.7" "5-6" "léger" "petit"
"4" "004_fs1" 0.1328 "amont" 8.08194443325388 "4.004_fs1" "Cauterets" "Cauterets.amont" 3.086 67.551 "15.7" "5-6" "léger" "petit"
"4" "004_fs1" 0.1411 "amont" 8.39628763965707 "4.004_fs1" "Cauterets" "Cauterets.amont" 3.086 67.551 "15.7" "5-6" "léger" "petit"
"4" "004_fs2" 0.0083 "amont" 0 "4.004_fs2" "Cauterets" "Cauterets.amont" 3.086 67.551 "15.7" "5-6" "léger" "petit"
"4" "004_fs2" 0.0166 "amont" 0.158818826062686 "4.004_fs2" "Cauterets" "Cauterets.amont" 3.086 67.551 "15.7" "5-6" "léger" "petit"
"4" "004_fs2" 0.0249 "amont" 0.888684121263596 "4.004_fs2" "Cauterets" "Cauterets.amont" 3.086 67.551 "15.7" "5-6" "léger" "petit"
"4" "004_fs2" 0.0332 "amont" 1.54281690122402 "4.004_fs2" "Cauterets" "Cauterets.amont" 3.086 67.551 "15.7" "5-6" "léger" "petit"
"4" "004_fs2" 0.0415 "amont" 2.76912823181397 "4.004_fs2" "Cauterets" "Cauterets.amont" 3.086 67.551 "15.7" "5-6" "léger" "petit"
"4" "004_fs2" 0.0498 "amont" 3.79954135761773 "4.004_fs2" "Cauterets" "Cauterets.amont" 3.086 67.551 "15.7" "5-6" "léger" "petit"
"4" "004_fs2" 0.0581 "amont" 5.03860474958516 "4.004_fs2" "Cauterets" "Cauterets.amont" 3.086 67.551 "15.7" "5-6" "léger" "petit"
"4" "004_fs2" 0.0664 "amont" 6.48459959744194 "4.004_fs2" "Cauterets" "Cauterets.amont" 3.086 67.551 "15.7" "5-6" "léger" "petit"
"4" "004_fs2" 0.0747 "amont" 7.71614107882732 "4.004_fs2" "Cauterets" "Cauterets.amont" 3.086 67.551 "15.7" "5-6" "léger" "petit"
"4" "004_fs2" 0.083 "amont" 8.84877123926142 "4.004_fs2" "Cauterets" "Cauterets.amont" 3.086 67.551 "15.7" "5-6" "léger" "petit"
"5" "005_fs1" 0.0083 "amont" 0 "5.005_fs1" "Cauterets" "Cauterets.amont" 4.163 75.327 "16.2" "5-6" "moyen-" "moyen-"
"5" "005_fs1" 0.0166 "amont" 0.27911798822396 "5.005_fs1" "Cauterets" "Cauterets.amont" 4.163 75.327 "16.2" "5-6" "moyen-" "moyen-"
"5" "005_fs1" 0.0249 "amont" 0.920090426175414 "5.005_fs1" "Cauterets" "Cauterets.amont" 4.163 75.327 "16.2" "5-6" "moyen-" "moyen-"
"5" "005_fs1" 0.0332 "amont" 1.12496199321709 "5.005_fs1" "Cauterets" "Cauterets.amont" 4.163 75.327 "16.2" "5-6" "moyen-" "moyen-"
"5" "005_fs1" 0.0415 "amont" 1.74478126418194 "5.005_fs1" "Cauterets" "Cauterets.amont" 4.163 75.327 "16.2" "5-6" "moyen-" "moyen-"
"5" "005_fs1" 0.0498 "amont" 2.26177838260126 "5.005_fs1" "Cauterets" "Cauterets.amont" 4.163 75.327 "16.2" "5-6" "moyen-" "moyen-"
"5" "005_fs1" 0.0581 "amont" 2.72708136760764 "5.005_fs1" "Cauterets" "Cauterets.amont" 4.163 75.327 "16.2" "5-6" "moyen-" "moyen-"
"5" "005_fs1" 0.0664 "amont" 3.05327472965927 "5.005_fs1" "Cauterets" "Cauterets.amont" 4.163 75.327 "16.2" "5-6" "moyen-" "moyen-"
"5" "005_fs1" 0.0747 "amont" 3.52070764438942 "5.005_fs1" "Cauterets" "Cauterets.amont" 4.163 75.327 "16.2" "5-6" "moyen-" "moyen-"
"5" "005_fs1" 0.083 "amont" 3.71646011654332 "5.005_fs1" "Cauterets" "Cauterets.amont" 4.163 75.327 "16.2" "5-6" "moyen-" "moyen-"
"5" "005_fs1" 0.0913 "amont" 3.96439700135577 "5.005_fs1" "Cauterets" "Cauterets.amont" 4.163 75.327 "16.2" "5-6" "moyen-" "moyen-"
"5" "005_fs1" 0.0996 "amont" 4.25459903446442 "5.005_fs1" "Cauterets" "Cauterets.amont" 4.163 75.327 "16.2" "5-6" "moyen-" "moyen-"
"5" "005_fs1" 0.1079 "amont" 4.48096543247646 "5.005_fs1" "Cauterets" "Cauterets.amont" 4.163 75.327 "16.2" "5-6" "moyen-" "moyen-"
"5" "005_fs1" 0.1162 "amont" 4.72174915695454 "5.005_fs1" "Cauterets" "Cauterets.amont" 4.163 75.327 "16.2" "5-6" "moyen-" "moyen-"
"5" "005_fs1" 0.1245 "amont" 4.85760881091283 "5.005_fs1" "Cauterets" "Cauterets.amont" 4.163 75.327 "16.2" "5-6" "moyen-" "moyen-"
"5" "005_fs2" 0.0083 "amont" 0 "5.005_fs2" "Cauterets" "Cauterets.amont" 4.163 75.327 "16.2" "5-6" "moyen-" "moyen-"
"5" "005_fs2" 0.0166 "amont" 0.468819978677535 "5.005_fs2" "Cauterets" "Cauterets.amont" 4.163 75.327 "16.2" "5-6" "moyen-" "moyen-"
"5" "005_fs2" 0.0249 "amont" 1.43919987131679 "5.005_fs2" "Cauterets" "Cauterets.amont" 4.163 75.327 "16.2" "5-6" "moyen-" "moyen-"
"5" "005_fs2" 0.0332 "amont" 2.12414659461084 "5.005_fs2" "Cauterets" "Cauterets.amont" 4.163 75.327 "16.2" "5-6" "moyen-" "moyen-"
"5" "005_fs2" 0.0415 "amont" 2.8417192368395 "5.005_fs2" "Cauterets" "Cauterets.amont" 4.163 75.327 "16.2" "5-6" "moyen-" "moyen-"
"5" "005_fs2" 0.0498 "amont" 3.60018866777106 "5.005_fs2" "Cauterets" "Cauterets.amont" 4.163 75.327 "16.2" "5-6" "moyen-" "moyen-"
"5" "005_fs2" 0.0581 "amont" 4.28005708290884 "5.005_fs2" "Cauterets" "Cauterets.amont" 4.163 75.327 "16.2" "5-6" "moyen-" "moyen-"
"5" "005_fs2" 0.0664 "amont" 4.65179833602855 "5.005_fs2" "Cauterets" "Cauterets.amont" 4.163 75.327 "16.2" "5-6" "moyen-" "moyen-"
"5" "005_fs2" 0.0747 "amont" 5.21128830369664 "5.005_fs2" "Cauterets" "Cauterets.amont" 4.163 75.327 "16.2" "5-6" "moyen-" "moyen-"
"5" "005_fs2" 0.083 "amont" 5.59612538995289 "5.005_fs2" "Cauterets" "Cauterets.amont" 4.163 75.327 "16.2" "5-6" "moyen-" "moyen-"
"5" "005_fs2" 0.0913 "amont" 5.92687226638272 "5.005_fs2" "Cauterets" "Cauterets.amont" 4.163 75.327 "16.2" "5-6" "moyen-" "moyen-"
"5" "005_fs2" 0.0996 "amont" 6.26012468093686 "5.005_fs2" "Cauterets" "Cauterets.amont" 4.163 75.327 "16.2" "5-6" "moyen-" "moyen-"
"7" "007_fs1" 0.0083 "amont" 0 "7.007_fs1" "Cauterets" "Cauterets.amont" 4.097 71.677 "17.6" "5-6" "moyen-" "moyen-"
"7" "007_fs1" 0.0166 "amont" 0.282186542299989 "7.007_fs1" "Cauterets" "Cauterets.amont" 4.097 71.677 "17.6" "5-6" "moyen-" "moyen-"
"7" "007_fs1" 0.0249 "amont" 1.03436672008657 "7.007_fs1" "Cauterets" "Cauterets.amont" 4.097 71.677 "17.6" "5-6" "moyen-" "moyen-"
"7" "007_fs1" 0.0332 "amont" 1.65820131644984 "7.007_fs1" "Cauterets" "Cauterets.amont" 4.097 71.677 "17.6" "5-6" "moyen-" "moyen-"
"7" "007_fs1" 0.0415 "amont" 2.44569021057243 "7.007_fs1" "Cauterets" "Cauterets.amont" 4.097 71.677 "17.6" "5-6" "moyen-" "moyen-"
"7" "007_fs1" 0.0498 "amont" 3.32271513795044 "7.007_fs1" "Cauterets" "Cauterets.amont" 4.097 71.677 "17.6" "5-6" "moyen-" "moyen-"
"7" "007_fs1" 0.0581 "amont" 5.09907056287124 "7.007_fs1" "Cauterets" "Cauterets.amont" 4.097 71.677 "17.6" "5-6" "moyen-" "moyen-"
"7" "007_fs1" 0.0664 "amont" 5.82913138554533 "7.007_fs1" "Cauterets" "Cauterets.amont" 4.097 71.677 "17.6" "5-6" "moyen-" "moyen-"
"7" "007_fs2" 0.0083 "amont" 0 "7.007_fs2" "Cauterets" "Cauterets.amont" 4.097 71.677 "17.6" "5-6" "moyen-" "moyen-"
"7" "007_fs2" 0.0166 "amont" 0.2221119990047 "7.007_fs2" "Cauterets" "Cauterets.amont" 4.097 71.677 "17.6" "5-6" "moyen-" "moyen-"
"7" "007_fs2" 0.0249 "amont" 0.835248957753105 "7.007_fs2" "Cauterets" "Cauterets.amont" 4.097 71.677 "17.6" "5-6" "moyen-" "moyen-"
"7" "007_fs2" 0.0332 "amont" 1.6512784114172 "7.007_fs2" "Cauterets" "Cauterets.amont" 4.097 71.677 "17.6" "5-6" "moyen-" "moyen-"
"7" "007_fs2" 0.0415 "amont" 2.55495909453913 "7.007_fs2" "Cauterets" "Cauterets.amont" 4.097 71.677 "17.6" "5-6" "moyen-" "moyen-"
"7" "007_fs2" 0.0498 "amont" 3.71210217395534 "7.007_fs2" "Cauterets" "Cauterets.amont" 4.097 71.677 "17.6" "5-6" "moyen-" "moyen-"
"7" "007_fs2" 0.0581 "amont" 4.96320963806812 "7.007_fs2" "Cauterets" "Cauterets.amont" 4.097 71.677 "17.6" "5-6" "moyen-" "moyen-"
"7" "007_fs2" 0.0664 "amont" 6.02592660412166 "7.007_fs2" "Cauterets" "Cauterets.amont" 4.097 71.677 "17.6" "5-6" "moyen-" "moyen-"
"7" "007_fs2" 0.0747 "amont" 7.5532641529195 "7.007_fs2" "Cauterets" "Cauterets.amont" 4.097 71.677 "17.6" "5-6" "moyen-" "moyen-"
"8" "008_fs1" 0.0083 "amont" 0 "8.008_fs1" "Lees Athas" "Lees Athas.amont" 5.469 80.665 "17.7" "5-6" "moyen+" "moyen-"
"8" "008_fs1" 0.0166 "amont" 0.27631840279757 "8.008_fs1" "Lees Athas" "Lees Athas.amont" 5.469 80.665 "17.7" "5-6" "moyen+" "moyen-"
"8" "008_fs1" 0.0249 "amont" 1.1055946649277 "8.008_fs1" "Lees Athas" "Lees Athas.amont" 5.469 80.665 "17.7" "5-6" "moyen+" "moyen-"
"8" "008_fs1" 0.0332 "amont" 1.55925695754656 "8.008_fs1" "Lees Athas" "Lees Athas.amont" 5.469 80.665 "17.7" "5-6" "moyen+" "moyen-"
"8" "008_fs1" 0.0415 "amont" 2.4064120136204 "8.008_fs1" "Lees Athas" "Lees Athas.amont" 5.469 80.665 "17.7" "5-6" "moyen+" "moyen-"
"8" "008_fs1" 0.0498 "amont" 3.57621572931607 "8.008_fs1" "Lees Athas" "Lees Athas.amont" 5.469 80.665 "17.7" "5-6" "moyen+" "moyen-"
"8" "008_fs1" 0.0581 "amont" 4.25181393284941 "8.008_fs1" "Lees Athas" "Lees Athas.amont" 5.469 80.665 "17.7" "5-6" "moyen+" "moyen-"
"8" "008_fs1" 0.0664 "amont" 4.49809594681651 "8.008_fs1" "Lees Athas" "Lees Athas.amont" 5.469 80.665 "17.7" "5-6" "moyen+" "moyen-"
"8" "008_fs1" 0.0747 "amont" 5.10285628294572 "8.008_fs1" "Lees Athas" "Lees Athas.amont" 5.469 80.665 "17.7" "5-6" "moyen+" "moyen-"
"8" "008_fs1" 0.083 "amont" 5.60049439899714 "8.008_fs1" "Lees Athas" "Lees Athas.amont" 5.469 80.665 "17.7" "5-6" "moyen+" "moyen-"
"8" "008_fs1" 0.0913 "amont" 6.14549464157723 "8.008_fs1" "Lees Athas" "Lees Athas.amont" 5.469 80.665 "17.7" "5-6" "moyen+" "moyen-"
"8" "008_fs1" 0.0996 "amont" 6.58217372890574 "8.008_fs1" "Lees Athas" "Lees Athas.amont" 5.469 80.665 "17.7" "5-6" "moyen+" "moyen-"
"8" "008_fs2" 0.0083 "amont" 0 "8.008_fs2" "Lees Athas" "Lees Athas.amont" 5.469 80.665 "17.7" "5-6" "moyen+" "moyen-"
"8" "008_fs2" 0.0166 "amont" 0.318180484917262 "8.008_fs2" "Lees Athas" "Lees Athas.amont" 5.469 80.665 "17.7" "5-6" "moyen+" "moyen-"
"8" "008_fs2" 0.0249 "amont" 1.09374210079301 "8.008_fs2" "Lees Athas" "Lees Athas.amont" 5.469 80.665 "17.7" "5-6" "moyen+" "moyen-"
"8" "008_fs2" 0.0332 "amont" 1.80670178104998 "8.008_fs2" "Lees Athas" "Lees Athas.amont" 5.469 80.665 "17.7" "5-6" "moyen+" "moyen-"
"8" "008_fs2" 0.0415 "amont" 2.89049221775138 "8.008_fs2" "Lees Athas" "Lees Athas.amont" 5.469 80.665 "17.7" "5-6" "moyen+" "moyen-"
"8" "008_fs2" 0.0498 "amont" 4.19967908176472 "8.008_fs2" "Lees Athas" "Lees Athas.amont" 5.469 80.665 "17.7" "5-6" "moyen+" "moyen-"
"8" "008_fs2" 0.0581 "amont" 5.02068864685902 "8.008_fs2" "Lees Athas" "Lees Athas.amont" 5.469 80.665 "17.7" "5-6" "moyen+" "moyen-"
"8" "008_fs2" 0.0664 "amont" 5.87686095589593 "8.008_fs2" "Lees Athas" "Lees Athas.amont" 5.469 80.665 "17.7" "5-6" "moyen+" "moyen-"
"8" "008_fs3" 0.0083 "amont" 0 "8.008_fs3" "Lees Athas" "Lees Athas.amont" 5.469 80.665 "17.7" "5-6" "moyen+" "moyen-"
"8" "008_fs3" 0.0166 "amont" 0.25289161903698 "8.008_fs3" "Lees Athas" "Lees Athas.amont" 5.469 80.665 "17.7" "5-6" "moyen+" "moyen-"
"8" "008_fs3" 0.0249 "amont" 1.25498081198014 "8.008_fs3" "Lees Athas" "Lees Athas.amont" 5.469 80.665 "17.7" "5-6" "moyen+" "moyen-"
"8" "008_fs3" 0.0332 "amont" 2.06781123751257 "8.008_fs3" "Lees Athas" "Lees Athas.amont" 5.469 80.665 "17.7" "5-6" "moyen+" "moyen-"
"8" "008_fs3" 0.0415 "amont" 2.92460788193256 "8.008_fs3" "Lees Athas" "Lees Athas.amont" 5.469 80.665 "17.7" "5-6" "moyen+" "moyen-"
"8" "008_fs3" 0.0498 "amont" 3.72217908081494 "8.008_fs3" "Lees Athas" "Lees Athas.amont" 5.469 80.665 "17.7" "5-6" "moyen+" "moyen-"
"8" "008_fs3" 0.0581 "amont" 4.71788634020503 "8.008_fs3" "Lees Athas" "Lees Athas.amont" 5.469 80.665 "17.7" "5-6" "moyen+" "moyen-"
"8" "008_fs3" 0.0664 "amont" 5.65599905763696 "8.008_fs3" "Lees Athas" "Lees Athas.amont" 5.469 80.665 "17.7" "5-6" "moyen+" "moyen-"
"8" "008_fs3" 0.0747 "amont" 6.8894774204308 "8.008_fs3" "Lees Athas" "Lees Athas.amont" 5.469 80.665 "17.7" "5-6" "moyen+" "moyen-"
"8" "008_fs3" 0.083 "amont" 8.20874614997023 "8.008_fs3" "Lees Athas" "Lees Athas.amont" 5.469 80.665 "17.7" "5-6" "moyen+" "moyen-"
"11" "011_fs1" 0.0083 "aval" 0 "11.011_fs1" "Cauterets" "Cauterets.aval" 1.033 49.689 "17.3" "11-12" "léger" "petit"
"11" "011_fs1" 0.0166 "aval" 0.305637304419572 "11.011_fs1" "Cauterets" "Cauterets.aval" 1.033 49.689 "17.3" "11-12" "léger" "petit"
"11" "011_fs1" 0.0249 "aval" 1.17233083890574 "11.011_fs1" "Cauterets" "Cauterets.aval" 1.033 49.689 "17.3" "11-12" "léger" "petit"
"11" "011_fs1" 0.0332 "aval" 2.12460201844959 "11.011_fs1" "Cauterets" "Cauterets.aval" 1.033 49.689 "17.3" "11-12" "léger" "petit"
"11" "011_fs1" 0.0415 "aval" 2.96439536914069 "11.011_fs1" "Cauterets" "Cauterets.aval" 1.033 49.689 "17.3" "11-12" "léger" "petit"
"11" "011_fs1" 0.0498 "aval" 3.48037183932884 "11.011_fs1" "Cauterets" "Cauterets.aval" 1.033 49.689 "17.3" "11-12" "léger" "petit"
"11" "011_fs1" 0.0581 "aval" 4.16871267805256 "11.011_fs1" "Cauterets" "Cauterets.aval" 1.033 49.689 "17.3" "11-12" "léger" "petit"
"11" "011_fs1" 0.0664 "aval" 4.71109002821033 "11.011_fs1" "Cauterets" "Cauterets.aval" 1.033 49.689 "17.3" "11-12" "léger" "petit"
"11" "011_fs1" 0.0747 "aval" 5.43824558257555 "11.011_fs1" "Cauterets" "Cauterets.aval" 1.033 49.689 "17.3" "11-12" "léger" "petit"
"11" "011_fs2" 0.0083 "aval" 0 "11.011_fs2" "Cauterets" "Cauterets.aval" 1.033 49.689 "17.3" "11-12" "léger" "petit"
"11" "011_fs2" 0.0166 "aval" 0.393318242479504 "11.011_fs2" "Cauterets" "Cauterets.aval" 1.033 49.689 "17.3" "11-12" "léger" "petit"
"11" "011_fs2" 0.0249 "aval" 1.15104349752058 "11.011_fs2" "Cauterets" "Cauterets.aval" 1.033 49.689 "17.3" "11-12" "léger" "petit"
"11" "011_fs2" 0.0332 "aval" 1.84508366284293 "11.011_fs2" "Cauterets" "Cauterets.aval" 1.033 49.689 "17.3" "11-12" "léger" "petit"
"11" "011_fs2" 0.0415 "aval" 2.66306731898242 "11.011_fs2" "Cauterets" "Cauterets.aval" 1.033 49.689 "17.3" "11-12" "léger" "petit"
"11" "011_fs2" 0.0498 "aval" 3.1864316672503 "11.011_fs2" "Cauterets" "Cauterets.aval" 1.033 49.689 "17.3" "11-12" "léger" "petit"
"11" "011_fs2" 0.0581 "aval" 3.68511685549095 "11.011_fs2" "Cauterets" "Cauterets.aval" 1.033 49.689 "17.3" "11-12" "léger" "petit"
