"poisson" "fs" "time" "treatment" "Y" "poisson_fs" "pool" "origin_treatment" "weight" "height" "temperature_ellerby" "bief" "weight_class" "height_class"
"168" "168_fs3" 0.0913 "aval" 8.37912399124507 "168.168_fs3" "Lees Athas" "Lees Athas.aval" 16.622 119.652 "18.5" "9-10" "lourd" "grand"
"170" "170_fs1" 0.0083 "aval" 0 "170.170_fs1" "Cauterets" "Cauterets.aval" 2.561 68.693 "18.5" "9-10" "léger" "petit"
"170" "170_fs1" 0.0166 "aval" 0.228381972172901 "170.170_fs1" "Cauterets" "Cauterets.aval" 2.561 68.693 "18.5" "9-10" "léger" "petit"
"170" "170_fs1" 0.0249 "aval" 0.653414436783229 "170.170_fs1" "Cauterets" "Cauterets.aval" 2.561 68.693 "18.5" "9-10" "léger" "petit"
"170" "170_fs1" 0.0332 "aval" 1.052549863864 "170.170_fs1" "Cauterets" "Cauterets.aval" 2.561 68.693 "18.5" "9-10" "léger" "petit"
"170" "170_fs1" 0.0415 "aval" 1.86996833133538 "170.170_fs1" "Cauterets" "Cauterets.aval" 2.561 68.693 "18.5" "9-10" "léger" "petit"
"170" "170_fs1" 0.0498 "aval" 2.41034673817461 "170.170_fs1" "Cauterets" "Cauterets.aval" 2.561 68.693 "18.5" "9-10" "léger" "petit"
"170" "170_fs1" 0.0581 "aval" 2.97707042471772 "170.170_fs1" "Cauterets" "Cauterets.aval" 2.561 68.693 "18.5" "9-10" "léger" "petit"
"170" "170_fs1" 0.0664 "aval" 3.49483227296036 "170.170_fs1" "Cauterets" "Cauterets.aval" 2.561 68.693 "18.5" "9-10" "léger" "petit"
"170" "170_fs1" 0.0747 "aval" 4.02924792990184 "170.170_fs1" "Cauterets" "Cauterets.aval" 2.561 68.693 "18.5" "9-10" "léger" "petit"
"170" "170_fs1" 0.083 "aval" 4.39145079698829 "170.170_fs1" "Cauterets" "Cauterets.aval" 2.561 68.693 "18.5" "9-10" "léger" "petit"
"170" "170_fs1" 0.0913 "aval" 4.94244434838445 "170.170_fs1" "Cauterets" "Cauterets.aval" 2.561 68.693 "18.5" "9-10" "léger" "petit"
"170" "170_fs1" 0.0996 "aval" 5.4172447115155 "170.170_fs1" "Cauterets" "Cauterets.aval" 2.561 68.693 "18.5" "9-10" "léger" "petit"
"170" "170_fs1" 0.1079 "aval" 5.78230661782368 "170.170_fs1" "Cauterets" "Cauterets.aval" 2.561 68.693 "18.5" "9-10" "léger" "petit"
"170" "170_fs2" 0.0083 "aval" 0 "170.170_fs2" "Cauterets" "Cauterets.aval" 2.561 68.693 "18.5" "9-10" "léger" "petit"
"170" "170_fs2" 0.0166 "aval" 0.423557636742399 "170.170_fs2" "Cauterets" "Cauterets.aval" 2.561 68.693 "18.5" "9-10" "léger" "petit"
"170" "170_fs2" 0.0249 "aval" 1.10763194179597 "170.170_fs2" "Cauterets" "Cauterets.aval" 2.561 68.693 "18.5" "9-10" "léger" "petit"
"170" "170_fs2" 0.0332 "aval" 1.84807455172379 "170.170_fs2" "Cauterets" "Cauterets.aval" 2.561 68.693 "18.5" "9-10" "léger" "petit"
"170" "170_fs2" 0.0415 "aval" 2.2412010713727 "170.170_fs2" "Cauterets" "Cauterets.aval" 2.561 68.693 "18.5" "9-10" "léger" "petit"
"170" "170_fs2" 0.0498 "aval" 2.79399748833774 "170.170_fs2" "Cauterets" "Cauterets.aval" 2.561 68.693 "18.5" "9-10" "léger" "petit"
"170" "170_fs2" 0.0581 "aval" 3.27735056207262 "170.170_fs2" "Cauterets" "Cauterets.aval" 2.561 68.693 "18.5" "9-10" "léger" "petit"
"170" "170_fs2" 0.0664 "aval" 3.56462099810118 "170.170_fs2" "Cauterets" "Cauterets.aval" 2.561 68.693 "18.5" "9-10" "léger" "petit"
"170" "170_fs2" 0.0747 "aval" 3.7197550632356 "170.170_fs2" "Cauterets" "Cauterets.aval" 2.561 68.693 "18.5" "9-10" "léger" "petit"
"170" "170_fs2" 0.083 "aval" 3.98889411310135 "170.170_fs2" "Cauterets" "Cauterets.aval" 2.561 68.693 "18.5" "9-10" "léger" "petit"
"170" "170_fs3" 0.0083 "aval" 0 "170.170_fs3" "Cauterets" "Cauterets.aval" 2.561 68.693 "18.5" "9-10" "léger" "petit"
"170" "170_fs3" 0.0166 "aval" 0.25428109908358 "170.170_fs3" "Cauterets" "Cauterets.aval" 2.561 68.693 "18.5" "9-10" "léger" "petit"
"170" "170_fs3" 0.0249 "aval" 0.75164468367199 "170.170_fs3" "Cauterets" "Cauterets.aval" 2.561 68.693 "18.5" "9-10" "léger" "petit"
"170" "170_fs3" 0.0332 "aval" 1.16220171375128 "170.170_fs3" "Cauterets" "Cauterets.aval" 2.561 68.693 "18.5" "9-10" "léger" "petit"
"170" "170_fs3" 0.0415 "aval" 1.74574402357695 "170.170_fs3" "Cauterets" "Cauterets.aval" 2.561 68.693 "18.5" "9-10" "léger" "petit"
"170" "170_fs3" 0.0498 "aval" 2.65273592512522 "170.170_fs3" "Cauterets" "Cauterets.aval" 2.561 68.693 "18.5" "9-10" "léger" "petit"
"170" "170_fs3" 0.0581 "aval" 3.26363210696205 "170.170_fs3" "Cauterets" "Cauterets.aval" 2.561 68.693 "18.5" "9-10" "léger" "petit"
"170" "170_fs3" 0.0664 "aval" 3.68535931029503 "170.170_fs3" "Cauterets" "Cauterets.aval" 2.561 68.693 "18.5" "9-10" "léger" "petit"
"170" "170_fs3" 0.0747 "aval" 4.12283255535059 "170.170_fs3" "Cauterets" "Cauterets.aval" 2.561 68.693 "18.5" "9-10" "léger" "petit"
"170" "170_fs3" 0.083 "aval" 4.48182767139877 "170.170_fs3" "Cauterets" "Cauterets.aval" 2.561 68.693 "18.5" "9-10" "léger" "petit"
"170" "170_fs3" 0.0913 "aval" 4.85935978500668 "170.170_fs3" "Cauterets" "Cauterets.aval" 2.561 68.693 "18.5" "9-10" "léger" "petit"
"170" "170_fs3" 0.0996 "aval" 5.08296185696914 "170.170_fs3" "Cauterets" "Cauterets.aval" 2.561 68.693 "18.5" "9-10" "léger" "petit"
"170" "170_fs3" 0.1079 "aval" 5.35816967006035 "170.170_fs3" "Cauterets" "Cauterets.aval" 2.561 68.693 "18.5" "9-10" "léger" "petit"
"170" "170_fs3" 0.1162 "aval" 5.49513040447327 "170.170_fs3" "Cauterets" "Cauterets.aval" 2.561 68.693 "18.5" "9-10" "léger" "petit"
"170" "170_fs3" 0.1245 "aval" 5.713180152774 "170.170_fs3" "Cauterets" "Cauterets.aval" 2.561 68.693 "18.5" "9-10" "léger" "petit"
"171" "171_fs1" 0.0083 "aval" 0 "171.171_fs1" "Cauterets" "Cauterets.aval" 5.604 83.219 "18.5" "9-10" "moyen+" "moyen+"
"171" "171_fs1" 0.0166 "aval" 0.27255846413933 "171.171_fs1" "Cauterets" "Cauterets.aval" 5.604 83.219 "18.5" "9-10" "moyen+" "moyen+"
"171" "171_fs1" 0.0249 "aval" 1.02544510334946 "171.171_fs1" "Cauterets" "Cauterets.aval" 5.604 83.219 "18.5" "9-10" "moyen+" "moyen+"
"171" "171_fs1" 0.0332 "aval" 2.08192919330509 "171.171_fs1" "Cauterets" "Cauterets.aval" 5.604 83.219 "18.5" "9-10" "moyen+" "moyen+"
"171" "171_fs1" 0.0415 "aval" 3.07963031690968 "171.171_fs1" "Cauterets" "Cauterets.aval" 5.604 83.219 "18.5" "9-10" "moyen+" "moyen+"
"171" "171_fs1" 0.0498 "aval" 4.09770337295835 "171.171_fs1" "Cauterets" "Cauterets.aval" 5.604 83.219 "18.5" "9-10" "moyen+" "moyen+"
"171" "171_fs1" 0.0581 "aval" 5.67212495979563 "171.171_fs1" "Cauterets" "Cauterets.aval" 5.604 83.219 "18.5" "9-10" "moyen+" "moyen+"
"171" "171_fs1" 0.0664 "aval" 7.08741898547181 "171.171_fs1" "Cauterets" "Cauterets.aval" 5.604 83.219 "18.5" "9-10" "moyen+" "moyen+"
"171" "171_fs1" 0.0747 "aval" 8.29871352347388 "171.171_fs1" "Cauterets" "Cauterets.aval" 5.604 83.219 "18.5" "9-10" "moyen+" "moyen+"
"171" "171_fs1" 0.083 "aval" 9.31037259474767 "171.171_fs1" "Cauterets" "Cauterets.aval" 5.604 83.219 "18.5" "9-10" "moyen+" "moyen+"
"171" "171_fs1" 0.0913 "aval" 10.3740343380088 "171.171_fs1" "Cauterets" "Cauterets.aval" 5.604 83.219 "18.5" "9-10" "moyen+" "moyen+"
"171" "171_fs1" 0.0996 "aval" 11.3834321616095 "171.171_fs1" "Cauterets" "Cauterets.aval" 5.604 83.219 "18.5" "9-10" "moyen+" "moyen+"
"171" "171_fs1" 0.1079 "aval" 12.1243339468412 "171.171_fs1" "Cauterets" "Cauterets.aval" 5.604 83.219 "18.5" "9-10" "moyen+" "moyen+"
"171" "171_fs1" 0.1162 "aval" 12.9727178499437 "171.171_fs1" "Cauterets" "Cauterets.aval" 5.604 83.219 "18.5" "9-10" "moyen+" "moyen+"
"171" "171_fs2" 0.0083 "aval" 0 "171.171_fs2" "Cauterets" "Cauterets.aval" 5.604 83.219 "18.5" "9-10" "moyen+" "moyen+"
"171" "171_fs2" 0.0166 "aval" 0.0779455658521334 "171.171_fs2" "Cauterets" "Cauterets.aval" 5.604 83.219 "18.5" "9-10" "moyen+" "moyen+"
"171" "171_fs2" 0.0249 "aval" 0.583050399729854 "171.171_fs2" "Cauterets" "Cauterets.aval" 5.604 83.219 "18.5" "9-10" "moyen+" "moyen+"
"171" "171_fs2" 0.0332 "aval" 1.13946230632222 "171.171_fs2" "Cauterets" "Cauterets.aval" 5.604 83.219 "18.5" "9-10" "moyen+" "moyen+"
"171" "171_fs2" 0.0415 "aval" 1.52499720159904 "171.171_fs2" "Cauterets" "Cauterets.aval" 5.604 83.219 "18.5" "9-10" "moyen+" "moyen+"
"171" "171_fs2" 0.0498 "aval" 2.02072907488907 "171.171_fs2" "Cauterets" "Cauterets.aval" 5.604 83.219 "18.5" "9-10" "moyen+" "moyen+"
"171" "171_fs2" 0.0581 "aval" 3.04150624991565 "171.171_fs2" "Cauterets" "Cauterets.aval" 5.604 83.219 "18.5" "9-10" "moyen+" "moyen+"
"171" "171_fs2" 0.0664 "aval" 3.46209055141834 "171.171_fs2" "Cauterets" "Cauterets.aval" 5.604 83.219 "18.5" "9-10" "moyen+" "moyen+"
"171" "171_fs2" 0.0747 "aval" 4.19460205178252 "171.171_fs2" "Cauterets" "Cauterets.aval" 5.604 83.219 "18.5" "9-10" "moyen+" "moyen+"
"171" "171_fs2" 0.083 "aval" 4.86745003683305 "171.171_fs2" "Cauterets" "Cauterets.aval" 5.604 83.219 "18.5" "9-10" "moyen+" "moyen+"
"171" "171_fs2" 0.0913 "aval" 5.46040193402525 "171.171_fs2" "Cauterets" "Cauterets.aval" 5.604 83.219 "18.5" "9-10" "moyen+" "moyen+"
"171" "171_fs2" 0.0996 "aval" 6.12220388775687 "171.171_fs2" "Cauterets" "Cauterets.aval" 5.604 83.219 "18.5" "9-10" "moyen+" "moyen+"
"171" "171_fs2" 0.1079 "aval" 6.77535748112379 "171.171_fs2" "Cauterets" "Cauterets.aval" 5.604 83.219 "18.5" "9-10" "moyen+" "moyen+"
"171" "171_fs2" 0.1162 "aval" 7.38074381762159 "171.171_fs2" "Cauterets" "Cauterets.aval" 5.604 83.219 "18.5" "9-10" "moyen+" "moyen+"
"171" "171_fs2" 0.1245 "aval" 7.98401088646898 "171.171_fs2" "Cauterets" "Cauterets.aval" 5.604 83.219 "18.5" "9-10" "moyen+" "moyen+"
"171" "171_fs2" 0.1328 "aval" 8.54866147396776 "171.171_fs2" "Cauterets" "Cauterets.aval" 5.604 83.219 "18.5" "9-10" "moyen+" "moyen+"
"171" "171_fs2" 0.1411 "aval" 9.06480000241568 "171.171_fs2" "Cauterets" "Cauterets.aval" 5.604 83.219 "18.5" "9-10" "moyen+" "moyen+"
"171" "171_fs2" 0.1494 "aval" 9.4421127754549 "171.171_fs2" "Cauterets" "Cauterets.aval" 5.604 83.219 "18.5" "9-10" "moyen+" "moyen+"
"171" "171_fs3" 0.0083 "aval" 0 "171.171_fs3" "Cauterets" "Cauterets.aval" 5.604 83.219 "18.5" "9-10" "moyen+" "moyen+"
"171" "171_fs3" 0.0166 "aval" 0.507818687420389 "171.171_fs3" "Cauterets" "Cauterets.aval" 5.604 83.219 "18.5" "9-10" "moyen+" "moyen+"
"171" "171_fs3" 0.0249 "aval" 1.44989769505478 "171.171_fs3" "Cauterets" "Cauterets.aval" 5.604 83.219 "18.5" "9-10" "moyen+" "moyen+"
"171" "171_fs3" 0.0332 "aval" 2.30303664609587 "171.171_fs3" "Cauterets" "Cauterets.aval" 5.604 83.219 "18.5" "9-10" "moyen+" "moyen+"
"171" "171_fs3" 0.0415 "aval" 3.36386669379964 "171.171_fs3" "Cauterets" "Cauterets.aval" 5.604 83.219 "18.5" "9-10" "moyen+" "moyen+"
"171" "171_fs3" 0.0498 "aval" 4.23137412129649 "171.171_fs3" "Cauterets" "Cauterets.aval" 5.604 83.219 "18.5" "9-10" "moyen+" "moyen+"
"171" "171_fs3" 0.0581 "aval" 5.43258902411316 "171.171_fs3" "Cauterets" "Cauterets.aval" 5.604 83.219 "18.5" "9-10" "moyen+" "moyen+"
"171" "171_fs3" 0.0664 "aval" 6.55530867522727 "171.171_fs3" "Cauterets" "Cauterets.aval" 5.604 83.219 "18.5" "9-10" "moyen+" "moyen+"
"171" "171_fs3" 0.0747 "aval" 7.49111587847392 "171.171_fs3" "Cauterets" "Cauterets.aval" 5.604 83.219 "18.5" "9-10" "moyen+" "moyen+"
"171" "171_fs3" 0.083 "aval" 8.21216061097956 "171.171_fs3" "Cauterets" "Cauterets.aval" 5.604 83.219 "18.5" "9-10" "moyen+" "moyen+"
"171" "171_fs3" 0.0913 "aval" 9.16225635496034 "171.171_fs3" "Cauterets" "Cauterets.aval" 5.604 83.219 "18.5" "9-10" "moyen+" "moyen+"
"171" "171_fs3" 0.0996 "aval" 9.92934578530731 "171.171_fs3" "Cauterets" "Cauterets.aval" 5.604 83.219 "18.5" "9-10" "moyen+" "moyen+"
"171" "171_fs3" 0.1079 "aval" 10.6849548231995 "171.171_fs3" "Cauterets" "Cauterets.aval" 5.604 83.219 "18.5" "9-10" "moyen+" "moyen+"
"172" "172_fs1" 0.0083 "aval" 0 "172.172_fs1" "Cauterets" "Cauterets.aval" 1.404 53.6 "18.5" "9-10" "léger" "petit"
"172" "172_fs1" 0.0166 "aval" 0.511817523688076 "172.172_fs1" "Cauterets" "Cauterets.aval" 1.404 53.6 "18.5" "9-10" "léger" "petit"
"172" "172_fs1" 0.0249 "aval" 1.23974860314264 "172.172_fs1" "Cauterets" "Cauterets.aval" 1.404 53.6 "18.5" "9-10" "léger" "petit"
"172" "172_fs1" 0.0332 "aval" 2.2531170897118 "172.172_fs1" "Cauterets" "Cauterets.aval" 1.404 53.6 "18.5" "9-10" "léger" "petit"
"172" "172_fs1" 0.0415 "aval" 2.98700459544737 "172.172_fs1" "Cauterets" "Cauterets.aval" 1.404 53.6 "18.5" "9-10" "léger" "petit"
"172" "172_fs1" 0.0498 "aval" 3.72195359631664 "172.172_fs1" "Cauterets" "Cauterets.aval" 1.404 53.6 "18.5" "9-10" "léger" "petit"
"172" "172_fs1" 0.0581 "aval" 4.40077984023147 "172.172_fs1" "Cauterets" "Cauterets.aval" 1.404 53.6 "18.5" "9-10" "léger" "petit"
"172" "172_fs1" 0.0664 "aval" 4.90375286012008 "172.172_fs1" "Cauterets" "Cauterets.aval" 1.404 53.6 "18.5" "9-10" "léger" "petit"
"172" "172_fs1" 0.0747 "aval" 5.47986662839444 "172.172_fs1" "Cauterets" "Cauterets.aval" 1.404 53.6 "18.5" "9-10" "léger" "petit"
"172" "172_fs1" 0.083 "aval" 5.93254560446507 "172.172_fs1" "Cauterets" "Cauterets.aval" 1.404 53.6 "18.5" "9-10" "léger" "petit"
"172" "172_fs1" 0.0913 "aval" 6.38644901882252 "172.172_fs1" "Cauterets" "Cauterets.aval" 1.404 53.6 "18.5" "9-10" "léger" "petit"
"172" "172_fs2" 0.0083 "aval" 0 "172.172_fs2" "Cauterets" "Cauterets.aval" 1.404 53.6 "18.5" "9-10" "léger" "petit"
"172" "172_fs2" 0.0166 "aval" 0.55554824458061 "172.172_fs2" "Cauterets" "Cauterets.aval" 1.404 53.6 "18.5" "9-10" "léger" "petit"
"172" "172_fs2" 0.0249 "aval" 0.773807197023865 "172.172_fs2" "Cauterets" "Cauterets.aval" 1.404 53.6 "18.5" "9-10" "léger" "petit"
"172" "172_fs2" 0.0332 "aval" 1.98494436492237 "172.172_fs2" "Cauterets" "Cauterets.aval" 1.404 53.6 "18.5" "9-10" "léger" "petit"
"172" "172_fs2" 0.0415 "aval" 2.78397546233733 "172.172_fs2" "Cauterets" "Cauterets.aval" 1.404 53.6 "18.5" "9-10" "léger" "petit"
"172" "172_fs2" 0.0498 "aval" 3.87411025300632 "172.172_fs2" "Cauterets" "Cauterets.aval" 1.404 53.6 "18.5" "9-10" "léger" "petit"
"172" "172_fs2" 0.0581 "aval" 4.89866605403346 "172.172_fs2" "Cauterets" "Cauterets.aval" 1.404 53.6 "18.5" "9-10" "léger" "petit"
"172" "172_fs2" 0.0664 "aval" 5.66913648290516 "172.172_fs2" "Cauterets" "Cauterets.aval" 1.404 53.6 "18.5" "9-10" "léger" "petit"
"172" "172_fs2" 0.0747 "aval" 6.76842255654574 "172.172_fs2" "Cauterets" "Cauterets.aval" 1.404 53.6 "18.5" "9-10" "léger" "petit"
"172" "172_fs2" 0.083 "aval" 7.80516738285694 "172.172_fs2" "Cauterets" "Cauterets.aval" 1.404 53.6 "18.5" "9-10" "léger" "petit"
"172" "172_fs2" 0.0913 "aval" 8.50422135229084 "172.172_fs2" "Cauterets" "Cauterets.aval" 1.404 53.6 "18.5" "9-10" "léger" "petit"
"172" "172_fs2" 0.0996 "aval" 9.67005355989331 "172.172_fs2" "Cauterets" "Cauterets.aval" 1.404 53.6 "18.5" "9-10" "léger" "petit"
"172" "172_fs3" 0.0083 "aval" 0 "172.172_fs3" "Cauterets" "Cauterets.aval" 1.404 53.6 "18.5" "9-10" "léger" "petit"
"172" "172_fs3" 0.0166 "aval" 0.303075970733301 "172.172_fs3" "Cauterets" "Cauterets.aval" 1.404 53.6 "18.5" "9-10" "léger" "petit"
"172" "172_fs3" 0.0249 "aval" 0.795647411334277 "172.172_fs3" "Cauterets" "Cauterets.aval" 1.404 53.6 "18.5" "9-10" "léger" "petit"
"172" "172_fs3" 0.0332 "aval" 1.50276530417204 "172.172_fs3" "Cauterets" "Cauterets.aval" 1.404 53.6 "18.5" "9-10" "léger" "petit"
"172" "172_fs3" 0.0415 "aval" 2.64123247959297 "172.172_fs3" "Cauterets" "Cauterets.aval" 1.404 53.6 "18.5" "9-10" "léger" "petit"
"172" "172_fs3" 0.0498 "aval" 3.28846616089811 "172.172_fs3" "Cauterets" "Cauterets.aval" 1.404 53.6 "18.5" "9-10" "léger" "petit"
"172" "172_fs3" 0.0581 "aval" 4.64192307112147 "172.172_fs3" "Cauterets" "Cauterets.aval" 1.404 53.6 "18.5" "9-10" "léger" "petit"
"172" "172_fs3" 0.0664 "aval" 5.49570238123399 "172.172_fs3" "Cauterets" "Cauterets.aval" 1.404 53.6 "18.5" "9-10" "léger" "petit"
"172" "172_fs3" 0.0747 "aval" 6.40096084896448 "172.172_fs3" "Cauterets" "Cauterets.aval" 1.404 53.6 "18.5" "9-10" "léger" "petit"
"172" "172_fs3" 0.083 "aval" 7.50385122434563 "172.172_fs3" "Cauterets" "Cauterets.aval" 1.404 53.6 "18.5" "9-10" "léger" "petit"
"172" "172_fs3" 0.0913 "aval" 8.46935943586264 "172.172_fs3" "Cauterets" "Cauterets.aval" 1.404 53.6 "18.5" "9-10" "léger" "petit"
"172" "172_fs3" 0.0996 "aval" 9.3945801102364 "172.172_fs3" "Cauterets" "Cauterets.aval" 1.404 53.6 "18.5" "9-10" "léger" "petit"
"172" "172_fs3" 0.1079 "aval" 10.3603219992383 "172.172_fs3" "Cauterets" "Cauterets.aval" 1.404 53.6 "18.5" "9-10" "léger" "petit"
"172" "172_fs3" 0.1162 "aval" 11.2321753900376 "172.172_fs3" "Cauterets" "Cauterets.aval" 1.404 53.6 "18.5" "9-10" "léger" "petit"
"172" "172_fs3" 0.1245 "aval" 12.017307442276 "172.172_fs3" "Cauterets" "Cauterets.aval" 1.404 53.6 "18.5" "9-10" "léger" "petit"
"173" "173_fs1" 0.0083 "aval" 0 "173.173_fs1" "Cauterets" "Cauterets.aval" 5.598 84.504 "18.5" "9-10" "moyen+" "moyen+"
"173" "173_fs1" 0.0166 "aval" 0.225581554174028 "173.173_fs1" "Cauterets" "Cauterets.aval" 5.598 84.504 "18.5" "9-10" "moyen+" "moyen+"
"173" "173_fs1" 0.0249 "aval" 1.12098307487854 "173.173_fs1" "Cauterets" "Cauterets.aval" 5.598 84.504 "18.5" "9-10" "moyen+" "moyen+"
"173" "173_fs1" 0.0332 "aval" 2.14371280219545 "173.173_fs1" "Cauterets" "Cauterets.aval" 5.598 84.504 "18.5" "9-10" "moyen+" "moyen+"
"173" "173_fs1" 0.0415 "aval" 2.77321316087066 "173.173_fs1" "Cauterets" "Cauterets.aval" 5.598 84.504 "18.5" "9-10" "moyen+" "moyen+"
"173" "173_fs1" 0.0498 "aval" 4.06201194710872 "173.173_fs1" "Cauterets" "Cauterets.aval" 5.598 84.504 "18.5" "9-10" "moyen+" "moyen+"
"173" "173_fs1" 0.0581 "aval" 5.12424418190275 "173.173_fs1" "Cauterets" "Cauterets.aval" 5.598 84.504 "18.5" "9-10" "moyen+" "moyen+"
"173" "173_fs1" 0.0664 "aval" 6.36532372248539 "173.173_fs1" "Cauterets" "Cauterets.aval" 5.598 84.504 "18.5" "9-10" "moyen+" "moyen+"
"173" "173_fs1" 0.0747 "aval" 7.14261500660898 "173.173_fs1" "Cauterets" "Cauterets.aval" 5.598 84.504 "18.5" "9-10" "moyen+" "moyen+"
"173" "173_fs1" 0.083 "aval" 8.13223061982913 "173.173_fs1" "Cauterets" "Cauterets.aval" 5.598 84.504 "18.5" "9-10" "moyen+" "moyen+"
"173" "173_fs1" 0.0913 "aval" 9.01441983689136 "173.173_fs1" "Cauterets" "Cauterets.aval" 5.598 84.504 "18.5" "9-10" "moyen+" "moyen+"
"173" "173_fs1" 0.0996 "aval" 9.63531432567565 "173.173_fs1" "Cauterets" "Cauterets.aval" 5.598 84.504 "18.5" "9-10" "moyen+" "moyen+"
"173" "173_fs1" 0.1079 "aval" 10.7483609169996 "173.173_fs1" "Cauterets" "Cauterets.aval" 5.598 84.504 "18.5" "9-10" "moyen+" "moyen+"
"173" "173_fs1" 0.1162 "aval" 11.3113468265257 "173.173_fs1" "Cauterets" "Cauterets.aval" 5.598 84.504 "18.5" "9-10" "moyen+" "moyen+"
"173" "173_fs2" 0.0083 "aval" 0 "173.173_fs2" "Cauterets" "Cauterets.aval" 5.598 84.504 "18.5" "9-10" "moyen+" "moyen+"
"173" "173_fs2" 0.0166 "aval" 0.113228493563144 "173.173_fs2" "Cauterets" "Cauterets.aval" 5.598 84.504 "18.5" "9-10" "moyen+" "moyen+"
"173" "173_fs2" 0.0249 "aval" 0.730896917612392 "173.173_fs2" "Cauterets" "Cauterets.aval" 5.598 84.504 "18.5" "9-10" "moyen+" "moyen+"
"173" "173_fs2" 0.0332 "aval" 1.276186165128 "173.173_fs2" "Cauterets" "Cauterets.aval" 5.598 84.504 "18.5" "9-10" "moyen+" "moyen+"
"173" "173_fs2" 0.0415 "aval" 2.19641209423447 "173.173_fs2" "Cauterets" "Cauterets.aval" 5.598 84.504 "18.5" "9-10" "moyen+" "moyen+"
"173" "173_fs2" 0.0498 "aval" 3.54115585393637 "173.173_fs2" "Cauterets" "Cauterets.aval" 5.598 84.504 "18.5" "9-10" "moyen+" "moyen+"
"173" "173_fs2" 0.0581 "aval" 4.70354211481709 "173.173_fs2" "Cauterets" "Cauterets.aval" 5.598 84.504 "18.5" "9-10" "moyen+" "moyen+"
"173" "173_fs2" 0.0664 "aval" 6.21310485501031 "173.173_fs2" "Cauterets" "Cauterets.aval" 5.598 84.504 "18.5" "9-10" "moyen+" "moyen+"
"173" "173_fs2" 0.0747 "aval" 7.70983827682192 "173.173_fs2" "Cauterets" "Cauterets.aval" 5.598 84.504 "18.5" "9-10" "moyen+" "moyen+"
"173" "173_fs2" 0.083 "aval" 9.0084287493922 "173.173_fs2" "Cauterets" "Cauterets.aval" 5.598 84.504 "18.5" "9-10" "moyen+" "moyen+"
"173" "173_fs2" 0.0913 "aval" 11.0926459081007 "173.173_fs2" "Cauterets" "Cauterets.aval" 5.598 84.504 "18.5" "9-10" "moyen+" "moyen+"
"173" "173_fs2" 0.0996 "aval" 12.5089009348734 "173.173_fs2" "Cauterets" "Cauterets.aval" 5.598 84.504 "18.5" "9-10" "moyen+" "moyen+"
"173" "173_fs3" 0.0083 "aval" 0 "173.173_fs3" "Cauterets" "Cauterets.aval" 5.598 84.504 "18.5" "9-10" "moyen+" "moyen+"
"173" "173_fs3" 0.0166 "aval" 0.544830136057075 "173.173_fs3" "Cauterets" "Cauterets.aval" 5.598 84.504 "18.5" "9-10" "moyen+" "moyen+"
"173" "173_fs3" 0.0249 "aval" 1.69622272565401 "173.173_fs3" "Cauterets" "Cauterets.aval" 5.598 84.504 "18.5" "9-10" "moyen+" "moyen+"
"173" "173_fs3" 0.0332 "aval" 2.47322686168625 "173.173_fs3" "Cauterets" "Cauterets.aval" 5.598 84.504 "18.5" "9-10" "moyen+" "moyen+"
"173" "173_fs3" 0.0415 "aval" 3.20399720213123 "173.173_fs3" "Cauterets" "Cauterets.aval" 5.598 84.504 "18.5" "9-10" "moyen+" "moyen+"
"173" "173_fs3" 0.0498 "aval" 4.57924603964652 "173.173_fs3" "Cauterets" "Cauterets.aval" 5.598 84.504 "18.5" "9-10" "moyen+" "moyen+"
"173" "173_fs3" 0.0581 "aval" 5.5814924666431 "173.173_fs3" "Cauterets" "Cauterets.aval" 5.598 84.504 "18.5" "9-10" "moyen+" "moyen+"
"173" "173_fs3" 0.0664 "aval" 7.01211139633124 "173.173_fs3" "Cauterets" "Cauterets.aval" 5.598 84.504 "18.5" "9-10" "moyen+" "moyen+"
"173" "173_fs3" 0.0747 "aval" 8.42022676567075 "173.173_fs3" "Cauterets" "Cauterets.aval" 5.598 84.504 "18.5" "9-10" "moyen+" "moyen+"
"173" "173_fs3" 0.083 "aval" 9.66971759063418 "173.173_fs3" "Cauterets" "Cauterets.aval" 5.598 84.504 "18.5" "9-10" "moyen+" "moyen+"
"173" "173_fs3" 0.0913 "aval" 10.7564629410055 "173.173_fs3" "Cauterets" "Cauterets.aval" 5.598 84.504 "18.5" "9-10" "moyen+" "moyen+"
"173" "173_fs3" 0.0996 "aval" 11.9616428982416 "173.173_fs3" "Cauterets" "Cauterets.aval" 5.598 84.504 "18.5" "9-10" "moyen+" "moyen+"
"173" "173_fs3" 0.1079 "aval" 13.0529278850036 "173.173_fs3" "Cauterets" "Cauterets.aval" 5.598 84.504 "18.5" "9-10" "moyen+" "moyen+"
"173" "173_fs3" 0.1162 "aval" 14.0736500908909 "173.173_fs3" "Cauterets" "Cauterets.aval" 5.598 84.504 "18.5" "9-10" "moyen+" "moyen+"
"174" "174_fs1" 0.0083 "aval" 0 "174.174_fs1" "Cauterets" "Cauterets.aval" 1.872 60.633 "18.5" "11-12" "léger" "petit"
"174" "174_fs1" 0.0166 "aval" 0.402923065843939 "174.174_fs1" "Cauterets" "Cauterets.aval" 1.872 60.633 "18.5" "11-12" "léger" "petit"
