"poisson" "fs" "frame" "pts" "X" "Y" "d_travelled" "d_cum" "d_tot" "d_travelled_cm" "d_cum_cm" "d_tot_cm" "time" "traitement"
3 "003_fs2" "5" 76 78.0631983577893 4.79630122118607 8.71858359497996 38.1038287660305 78.569889885708 0.496959264913858 2.17191823966374 4.47848372348536 0.0415 "amont"
3 "003_fs2" "6" 76 73.360460494882 -7.3191854195565 12.996182514463 51.1000112804935 78.569889885708 0.740782403324391 2.91270064298813 4.47848372348536 0.0498 "amont"
3 "003_fs2" "7" 76 72.2289604597973 -27.7108983261735 20.4230812463567 71.5230925268502 78.569889885708 1.16411563104233 4.07681627403046 4.47848372348536 0.0581 "amont"
3 "003_fs2" "8" 76 74.951784777811 -42.9118643055429 15.4428993059177 86.9659918327679 78.569889885708 0.880245260437308 4.95706153446777 4.47848372348536 0.0664 "amont"
3 "003_fs2" "9" 76 78.2215700654545 -56.1330475525422 13.6195147592719 100.58550659204 78.569889885708 0.776312341278498 5.73337387574627 4.47848372348536 0.0747 "amont"
4 "004_fs1" "1" 76 83.8418378797505 16.4351890593325 0 0 49.0734684655668 0 0 2.79718770253731 0.0083 "amont"
4 "004_fs1" "2" 76 82.8471812307425 17.3796941941417 1.37165294411405 1.37165294411405 49.0734684655668 0.0781842178145011 0.0781842178145011 2.79718770253731 0.0166 "amont"
4 "004_fs1" "3" 76 85.6672264641099 25.2751966266085 8.3840094095443 9.75566235365835 49.0734684655668 0.477888536344025 0.556072754158526 2.79718770253731 0.0249 "amont"
4 "004_fs1" "4" 76 73.5647862900945 26.0496635251934 12.1271949412313 21.8828572948896 49.0734684655668 0.691250111650183 1.24732286580871 2.79718770253731 0.0332 "amont"
4 "004_fs1" "5" 76 69.802877930003 15.2057250127733 11.4779334799812 33.3607907748709 49.0734684655668 0.65424220835893 1.90156507416764 2.79718770253731 0.0415 "amont"
4 "004_fs1" "6" 76 57.5227762251241 -5.19905165634771 23.8150332521052 57.175824026976 49.0734684655668 1.35745689536999 3.25902196953763 2.79718770253731 0.0498 "amont"
4 "004_fs1" "7" 76 47.9754189350442 -14.4808178260519 13.3155253164683 70.4913493434443 49.0734684655668 0.75898494303869 4.01800691257632 2.79718770253731 0.0581 "amont"
4 "004_fs1" "8" 76 37.4513608112233 -20.1337484513188 11.9461886829081 82.4375380263524 49.0734684655668 0.680932754925761 4.69893966750208 2.79718770253731 0.0664 "amont"
4 "004_fs1" "9" 76 27.8415471233617 -19.8197198645599 9.61494321713415 92.0524812434865 49.0734684655668 0.548051763376647 5.24699143087873 2.79718770253731 0.0747 "amont"
4 "004_fs1" "10" 76 18.2635380851474 -18.226345326053 9.7096395173084 101.762120760795 49.0734684655668 0.553449452486579 5.80044088336531 2.79718770253731 0.083 "amont"
4 "004_fs1" "11" 76 13.7060869495514 -11.4610889243322 8.15714748146492 109.91926824226 49.0734684655668 0.464957406443501 6.26539828980881 2.79718770253731 0.0913 "amont"
4 "004_fs1" "12" 76 11.6554081924421 -5.34489752006886 6.45082015393734 116.370088396197 49.0734684655668 0.367696748774428 6.63309503858324 2.79718770253731 0.0996 "amont"
4 "004_fs1" "13" 76 13.3082336809463 0.783119748870376 6.34700147659244 122.71708987279 49.0734684655668 0.361779084165769 6.99487412274901 2.79718770253731 0.1079 "amont"
4 "004_fs1" "14" 76 18.1942830743186 5.52549674218102 6.80908350816437 129.526173380954 49.0734684655668 0.388117759965369 7.38299188271438 2.79718770253731 0.1162 "amont"
4 "004_fs1" "15" 76 23.9305772171655 7.0226893735823 5.92846154316463 135.454634924119 49.0734684655668 0.337922307960384 7.72091419067476 2.79718770253731 0.1245 "amont"
4 "004_fs1" "16" 76 29.7131726337321 9.60714719178299 6.33386390489689 141.788498829016 49.0734684655668 0.361030242579123 8.08194443325388 2.79718770253731 0.1328 "amont"
4 "004_fs1" "17" 76 35.0883748825759 10.8400882537964 5.51479309479279 147.303291923808 49.0734684655668 0.314343206403189 8.39628763965707 2.79718770253731 0.1411 "amont"
4 "004_fs2" "1" 76 103.221522685748 -22.1514658930653 0 0 134.549996676373 0 0 7.66934981055328 0.0083 "amont"
4 "004_fs2" "2" 76 105.432465746594 -20.4558327693435 2.78629519408222 2.78629519408222 134.549996676373 0.158818826062686 0.158818826062686 7.66934981055328 0.0166 "amont"
4 "004_fs2" "3" 76 101.567021963721 -8.2485596852639 12.8046543017703 15.5909494958526 134.549996676373 0.72986529520091 0.888684121263596 7.66934981055328 0.0249 "amont"
4 "004_fs2" "4" 76 90.0934418913083 -8.48488654828759 11.4760136835163 27.0669631793688 134.549996676373 0.654132779960427 1.54281690122402 7.66934981055328 0.0332 "amont"
4 "004_fs2" "5" 76 68.7513190306689 -11.2007751348077 21.5142338699991 48.5811970493679 134.549996676373 1.22631133058995 2.76912823181397 7.66934981055328 0.0415 "amont"
4 "004_fs2" "6" 76 51.5516005684777 -5.6363419622154 18.077423259715 66.658620309083 134.549996676373 1.03041312580376 3.79954135761773 7.66934981055328 0.0498 "amont"
4 "004_fs2" "7" 76 38.8623246571052 12.013613607265 21.7379542450427 88.3965745541257 134.549996676373 1.23906339196743 5.03860474958516 7.66934981055328 0.0581 "amont"
4 "004_fs2" "8" 76 22.8026100939858 31.6512756075385 25.368330664154 113.76490521828 134.549996676373 1.44599484785678 6.48459959744194 7.66934981055328 0.0664 "amont"
4 "004_fs2" "9" 76 8.45969085318416 47.8098495077145 21.6059909014978 135.370896119778 134.549996676373 1.23154148138538 7.71614107882732 7.66934981055328 0.0747 "amont"
4 "004_fs2" "10" 76 2.13481990203292 66.647070839974 19.8707045690194 155.241600688797 134.549996676373 1.13263016043411 8.84877123926142 7.66934981055328 0.083 "amont"
5 "005_fs1" "1" 76 78.7769050025267 -14.038838878097 0 0 61.8808036398076 0 0 3.52720580746903 0.0083 "amont"
5 "005_fs1" "2" 76 73.9285242531593 -14.7258039812116 4.89680681094667 4.89680681094667 61.8808036398076 0.27911798822396 0.27911798822396 3.52720580746903 0.0166 "amont"
5 "005_fs1" "3" 76 81.9493880974829 -22.6073458948485 11.2451304903764 16.1419373013231 61.8808036398076 0.640972437951454 0.920090426175414 3.52720580746903 0.0249 "amont"
5 "005_fs1" "4" 76 85.201817198368 -21.0775577148286 3.59423801827493 19.736175319598 61.8808036398076 0.204871567041671 1.12496199321709 3.52720580746903 0.0332 "amont"
5 "005_fs1" "5" 76 89.6755311867967 -11.1664405185147 10.874022297629 30.610197617227 61.8808036398076 0.619819270964851 1.74478126418194 3.52720580746903 0.0415 "amont"
5 "005_fs1" "6" 76 92.7085782199391 -2.61847051879718 9.07012488454953 39.6803225017765 61.8808036398076 0.516997118419323 2.26177838260126 3.52720580746903 0.0498 "amont"
5 "005_fs1" "7" 76 95.1385844347122 5.17467208213847 8.16321026326984 47.8435327650463 61.8808036398076 0.465302985006381 2.72708136760764 3.52720580746903 0.0581 "amont"
5 "005_fs1" "8" 76 97.3861105047987 10.4375433361428 5.72269056230927 53.5662233273556 61.8808036398076 0.326193362051628 3.05327472965927 3.52720580746903 0.0664 "amont"
5 "005_fs1" "9" 76 101.436877301327 17.5678139408713 8.20057745140618 61.7668007787618 61.8808036398076 0.467432914730152 3.52070764438942 3.52720580746903 0.0747 "amont"
5 "005_fs1" "10" 76 103.362859277549 20.4111734431727 3.43425389743678 65.2010546761985 61.8808036398076 0.195752472153896 3.71646011654332 3.52720580746903 0.083 "amont"
5 "005_fs1" "11" 76 105.719044745802 24.0675224829051 4.34976990899043 69.550824585189 61.8808036398076 0.247936884812454 3.96439700135577 3.52720580746903 0.0913 "amont"
5 "005_fs1" "12" 76 108.428306674433 28.3780753777857 5.09126373874826 74.6420883239372 61.8808036398076 0.290202033108651 4.25459903446442 3.52720580746903 0.0996 "amont"
5 "005_fs1" "13" 76 111.684685439216 30.6512980342281 3.97134031600072 78.613428639938 61.8808036398076 0.226366398012041 4.48096543247646 3.52720580746903 0.1079 "amont"
5 "005_fs1" "14" 76 115.034503237877 33.2248611916131 4.2242758680365 82.8377045079745 61.8808036398076 0.240783724478081 4.72174915695454 3.52720580746903 0.1162 "amont"
5 "005_fs1" "15" 76 115.970534868966 35.4168762260923 2.38350270102259 85.221207208997 61.8808036398076 0.135859653958287 4.85760881091283 3.52720580746903 0.1245 "amont"
5 "005_fs2" "1" 76 70.2661428504167 20.648145625956 0 0 72.6938635811684 0 0 4.1435502241266 0.0083 "amont"
5 "005_fs2" "2" 76 68.8548894734458 28.751079648747 8.22491190662342 8.22491190662342 72.6938635811684 0.468819978677535 0.468819978677535 4.1435502241266 0.0166 "amont"
5 "005_fs2" "3" 76 84.8793075823814 23.0028882650685 17.0242086427939 25.2491205494173 72.6938635811684 0.970379892639253 1.43919987131679 4.1435502241266 0.0249 "amont"
5 "005_fs2" "4" 76 83.4396157124083 11.072834471445 12.0166091805974 37.2657297300147 72.6938635811684 0.68494672329405 2.12414659461084 4.1435502241266 0.0332 "amont"
5 "005_fs2" "5" 76 74.9220920551955 1.80274527476763 12.5889937233098 49.8547234533245 72.6938635811684 0.71757264222866 2.8417192368395 4.1435502241266 0.0415 "amont"
5 "005_fs2" "6" 76 68.5215443760347 -9.86324943270228 13.3064812444134 63.161204697738 72.6938635811684 0.758469430931566 3.60018866777106 4.1435502241266 0.0498 "amont"
5 "005_fs2" "7" 76 64.5536810127904 -21.1114359342708 11.9275160550487 75.0887207527867 72.6938635811684 0.679868415137776 4.28005708290884 4.1435502241266 0.0581 "amont"
5 "005_fs2" "8" 76 61.6977421115384 -26.974641543782 6.52177637052115 81.6104971233078 72.6938635811684 0.371741253119706 4.65179833602855 4.1435502241266 0.0664 "amont"
5 "005_fs2" "9" 76 60.6003169500044 -36.7287138095227 9.81561346786129 91.4261105911691 72.6938635811684 0.559489967668093 5.21128830369664 4.1435502241266 0.0747 "amont"
5 "005_fs2" "10" 76 62.3592509001299 -43.2470939292785 6.75152782905704 98.1776384202262 72.6938635811684 0.384837086256251 5.59612538995289 4.1435502241266 0.083 "amont"
5 "005_fs2" "11" 76 65.2539678606669 -48.2760611194709 5.80257677947067 103.980215199697 72.6938635811684 0.330746876429828 5.92687226638272 4.1435502241266 0.0913 "amont"
5 "005_fs2" "12" 76 69.7246327512794 -52.043701022551 5.84653358866916 109.826748788366 72.6938635811684 0.333252414554142 6.26012468093686 4.1435502241266 0.0996 "amont"
7 "007_fs1" "1" 76 44.0105640746742 14.0241061763526 0 0 77.5791293815172 0 0 4.42201037474648 0.0083 "amont"
7 "007_fs1" "2" 76 41.2992493508936 18.1662818969293 4.95064109298226 4.95064109298226 77.5791293815172 0.282186542299989 0.282186542299989 4.42201037474648 0.0166 "amont"
7 "007_fs1" "3" 76 51.599103416291 26.4155975479854 13.1961434699401 18.1467845629224 77.5791293815172 0.752180177786585 1.03436672008657 4.42201037474648 0.0249 "amont"
7 "007_fs1" "4" 76 60.8696936696171 20.5985961231834 10.9444666028644 29.0912511657867 77.5791293815172 0.623834596363269 1.65820131644984 4.42201037474648 0.0332 "amont"
7 "007_fs1" "5" 76 64.8188958812029 7.35947013331747 13.8155946337296 42.9068457995163 77.5791293815172 0.787488894122586 2.44569021057243 4.42201037474648 0.0415 "amont"
7 "007_fs1" "6" 76 70.9459312707967 -6.75438161107553 15.3864022347019 58.2932480342182 77.5791293815172 0.877024927378009 3.32271513795044 4.42201037474648 0.0498 "amont"
7 "007_fs1" "7" 76 90.8603973329739 -30.7255529723349 31.1641302617684 89.4573782959866 77.5791293815172 1.7763554249208 5.09907056287124 4.42201037474648 0.0581 "amont"
7 "007_fs1" "8" 76 100.600624193673 -39.0427046503995 12.8080846083174 102.265462904304 77.5791293815172 0.730060822674092 5.82913138554533 4.42201037474648 0.0664 "amont"
7 "007_fs2" "1" 76 32.6169285667537 25.5661258788421 0 0 115.646125156504 0 0 6.59182913392073 0.0083 "amont"
7 "007_fs2" "2" 76 35.6868229204763 27.9661327712349 3.89670173692456 3.89670173692456 115.646125156504 0.2221119990047 0.2221119990047 6.59182913392073 0.0166 "amont"
7 "007_fs2" "3" 76 40.8695123508614 18.5401986276235 10.756788749972 14.6534904868966 115.646125156504 0.613136958748405 0.835248957753105 6.59182913392073 0.0249 "amont"
7 "007_fs2" "4" 76 30.6588822570662 8.50527678276069 14.3163062046333 28.9697966915298 115.646125156504 0.816029453664096 1.6512784114172 6.59182913392073 0.0332 "amont"
7 "007_fs2" "5" 76 17.4001333160649 -0.187040807540541 15.8540470723145 44.8238437638443 115.646125156504 0.903680683121925 2.55495909453913 6.59182913392073 0.0415 "amont"
7 "007_fs2" "6" 76 9.4589119816429 -18.870126444708 20.3007557792318 65.1245995430761 115.646125156504 1.15714307941621 3.71210217395534 6.59182913392073 0.0498 "amont"
7 "007_fs2" "7" 76 8.18217119535458 -40.7822161083141 21.9492537563646 87.0738532994407 115.646125156504 1.25110746411278 4.96320963806812 6.59182913392073 0.0581 "amont"
7 "007_fs2" "8" 76 5.30811764073516 -59.2035194705068 18.644157299185 105.718010598626 115.646125156504 1.06271696605354 6.02592660412166 6.59182913392073 0.0664 "amont"
7 "007_fs2" "9" 76 0.798845630437711 -85.6167678682245 26.7953955929445 132.51340619157 115.646125156504 1.52733754879784 7.5532641529195 6.59182913392073 0.0747 "amont"
8 "008_fs1" "1" 76 101.290769674967 -23.2835894977532 0 0 96.3672253086628 0 0 5.49293184259378 0.0083 "amont"
8 "008_fs1" "2" 76 104.316643501636 -19.4962159614303 4.84769127715034 4.84769127715034 96.3672253086628 0.27631840279757 0.27631840279757 5.49293184259378 0.0166 "amont"
8 "008_fs1" "3" 76 109.370243257223 -5.85341617323377 14.5487063531602 19.3963976303106 96.3672253086628 0.829276262130132 1.1055946649277 5.49293184259378 0.0249 "amont"
8 "008_fs1" "4" 76 102.901161568288 -1.21698806999001 7.95898758980453 27.3553852201151 96.3672253086628 0.453662292618858 1.55925695754656 5.49293184259378 0.0332 "amont"
8 "008_fs1" "5" 76 88.5352092144571 2.59213745856925 14.8623694048043 42.2177546249193 96.3672253086628 0.847155056073843 2.4064120136204 5.49293184259378 0.0415 "amont"
8 "008_fs1" "6" 76 69.5343525771262 10.3481500035591 20.5228722051871 62.7406268301065 96.3672253086628 1.16980371569567 3.57621572931607 5.49293184259378 0.0498 "amont"
8 "008_fs1" "7" 76 58.9975966779444 15.7759399175579 11.8526000619885 74.5932268920949 96.3672253086628 0.675598203533344 4.25181393284941 5.49293184259378 0.0581 "amont"
8 "008_fs1" "8" 76 54.8055059909566 14.7294483273982 4.32073708714206 78.913963979237 96.3672253086628 0.246282013967097 4.49809594681651 5.49293184259378 0.0664 "amont"
8 "008_fs1" "9" 76 45.3723758213773 19.5858417999163 10.6098304584071 89.5237944376441 96.3672253086628 0.604760336129206 5.10285628294572 5.49293184259378 0.0747 "amont"
8 "008_fs1" "10" 76 37.9693609051067 24.2136796085774 8.73049326406007 98.2542877017042 96.3672253086628 0.497638116051424 5.60049439899714 5.49293184259378 0.083 "amont"
8 "008_fs1" "11" 76 30.5393907215951 30.2316577999947 9.561407764563 107.815695466267 96.3672253086628 0.545000242580091 6.14549464157723 5.49293184259378 0.0913 "amont"
8 "008_fs1" "12" 76 24.2630291163778 34.6246940040849 7.66103661979847 115.476732086066 96.3672253086628 0.436679087328513 6.58217372890574 5.49293184259378 0.0996 "amont"
8 "008_fs2" "1" 76 70.7671075990805 17.3211466701242 0 0 87.3075972783906 0 0 4.97653304486826 0.0083 "amont"
8 "008_fs2" "2" 76 73.9790486836245 21.8866070648688 5.58211377047827 5.58211377047827 87.3075972783906 0.318180484917262 0.318180484917262 4.97653304486826 0.0166 "amont"
8 "008_fs2" "3" 76 87.1936643894948 18.6452288776612 13.606344138171 19.1884579086492 87.3075972783906 0.775561615875745 1.09374210079301 4.97653304486826 0.0249 "amont"
8 "008_fs2" "4" 76 88.8940754620422 6.25328466501335 12.5080645659118 31.696522474561 87.3075972783906 0.712959680256973 1.80670178104998 4.97653304486826 0.0332 "amont"
8 "008_fs2" "5" 76 90.0842646965023 -12.7232956299031 19.0138673105509 50.7103897851119 87.3075972783906 1.0837904367014 2.89049221775138 4.97653304486826 0.0415 "amont"
8 "008_fs2" "6" 76 99.8149266493978 -33.5283910934181 22.9681905967253 73.6785803818372 87.3075972783906 1.30918686401334 4.19967908176472 4.97653304486826 0.0498 "amont"
8 "008_fs2" "7" 76 109.871828396374 -43.8397744288508 14.4036765806016 88.0822569624389 87.3075972783906 0.821009565094293 5.02068864685902 4.97653304486826 0.0581 "amont"
8 "008_fs2" "8" 76 120.553449340702 -54.400096476604 15.020566825209 103.102823787648 87.3075972783906 0.856172309036913 5.87686095589593 4.97653304486826 0.0664 "amont"
8 "008_fs3" "1" 76 90.3521133785739 18.4315555271699 0 0 95.1357601197111 0 0 5.42273832682353 0.0083 "amont"
8 "008_fs3" "2" 76 90.5844980813361 22.8621605085915 4.4366950708242 4.4366950708242 95.1357601197111 0.25289161903698 0.25289161903698 5.42273832682353 0.0166 "amont"
8 "008_fs3" "3" 76 108.004790501116 20.494076956818 17.5805121568975 22.0172072277217 95.1357601197111 1.00208919294316 1.25498081198014 5.42273832682353 0.0249 "amont"
8 "008_fs3" "4" 76 111.842869369385 6.76010567904484 14.2601829040777 36.2773901317995 95.1357601197111 0.812830425532431 2.06781123751257 5.42273832682353 0.0332 "amont"
8 "008_fs3" "5" 76 102.345389846309 -4.89083756819275 15.0315200775437 51.3089102093432 95.1357601197111 0.85679664441999 2.92460788193256 5.42273832682353 0.0415 "amont"
8 "008_fs3" "6" 76 89.2278240499675 -9.76104136537367 13.9924771733751 65.3013873827183 95.1357601197111 0.797571198882382 3.72217908081494 5.42273832682353 0.0498 "amont"
8 "008_fs3" "7" 76 71.9765585478266 -12.5076796996774 17.4685484103523 82.7699357930706 95.1357601197111 0.995707259390083 4.71788634020503 5.42273832682353 0.0581 "amont"
8 "008_fs3" "8" 76 57.8217295172183 -20.9047302692707 16.4581178496831 99.2280536427538 95.1357601197111 0.938112717431939 5.65599905763696 5.42273832682353 0.0664 "amont"
8 "008_fs3" "9" 76 49.3760708955643 -40.8285654251723 21.6399712770849 120.868024919839 95.1357601197111 1.23347836279384 6.8894774204308 5.42273832682353 0.0747 "amont"
8 "008_fs3" "10" 76 37.7825245215216 -60.860633123136 23.1450654305163 144.013090350355 95.1357601197111 1.31926872953943 8.20874614997023 5.42273832682353 0.083 "amont"
11 "011_fs1" "1" 76 48.0274768622056 17.8218854507376 0 0 69.5773109900111 0 0 3.96590672643064 0.0083 "aval"
11 "011_fs1" "2" 76 50.7576146372191 22.4368625284123 5.3620579722732 5.3620579722732 69.5773109900111 0.305637304419572 0.305637304419572 3.96590672643064 0.0166 "aval"
11 "011_fs1" "3" 76 60.046262886543 10.3986902441333 15.2051497278274 20.5672077001006 69.5773109900111 0.866693534486164 1.17233083890574 3.96590672643064 0.0249 "aval"
11 "011_fs1" "4" 76 45.3880875375027 2.38336517082718 16.7065119218221 37.2737196219227 69.5773109900111 0.952271179543857 2.12460201844959 3.96590672643064 0.0332 "aval"
11 "011_fs1" "5" 76 32.4236404314387 -4.61597657952888 14.7332166787911 52.0069363007138 69.5773109900111 0.839793350691094 2.96439536914069 3.96590672643064 0.0415 "aval"
11 "011_fs1" "6" 76 24.9812404495082 -9.76897058918985 9.0522187752308 61.0591550759446 69.5773109900111 0.515976470188155 3.48037183932884 3.96590672643064 0.0498 "aval"
11 "011_fs1" "7" 76 16.7050624180896 -18.5631958736661 12.0761550653284 73.135310141273 69.5773109900111 0.68834083872372 4.16871267805256 3.96590672643064 0.0581 "aval"
11 "011_fs1" "8" 76 11.0110007396036 -26.1868661558318 9.51539210803103 82.6507022493041 69.5773109900111 0.542377350157769 4.71109002821033 3.96590672643064 0.0664 "aval"
11 "011_fs1" "9" 76 6.80917666661628 -38.2321414660416 12.7571149888635 95.4078172381675 69.5773109900111 0.727155554365219 5.43824558257555 3.96590672643064 0.0747 "aval"
11 "011_fs2" "1" 76 79.4258775169271 10.3138922586261 0 0 75.7397150923492 0 0 4.31716376026391 0.0083 "aval"
11 "011_fs2" "2" 76 80.9367342677334 3.58100813803767 6.90032004350007 6.90032004350007 75.7397150923492 0.393318242479504 0.393318242479504 4.31716376026391 0.0166 "aval"
11 "011_fs2" "3" 76 67.8324318787205 1.34663548779025 13.2934255270364 20.1937455705365 75.7397150923492 0.757725255041075 1.15104349752058 4.31716376026391 0.0249 "aval"
11 "011_fs2" "4" 76 56.1735412712672 4.85786522662397 12.1761432512694 32.3698888218059 75.7397150923492 0.694040165322355 1.84508366284293 4.31716376026391 0.0332 "aval"
