"poisson" "fs" "time" "treatment" "Y" "poisson_fs" "pool" "origin_treatment" "weight" "height" "temperature_ellerby" "bief"
"171" "171_fs1" 49.8 "aval" 0.000295716830368446 "171.171_fs1" "Cauterets" "Cauterets.aval" 5.604 83.219 "18.5" "9-10"
"171" "171_fs1" 58.1 "aval" 0.00807589680343458 "171.171_fs1" "Cauterets" "Cauterets.aval" 5.604 83.219 "18.5" "9-10"
"171" "171_fs1" 66.4 "aval" -0.00230987895429088 "171.171_fs1" "Cauterets" "Cauterets.aval" 5.604 83.219 "18.5" "9-10"
"171" "171_fs1" 74.7 "aval" -0.00296123512373502 "171.171_fs1" "Cauterets" "Cauterets.aval" 5.604 83.219 "18.5" "9-10"
"171" "171_fs1" 83 "aval" -0.00289788745432263 "171.171_fs1" "Cauterets" "Cauterets.aval" 5.604 83.219 "18.5" "9-10"
"171" "171_fs1" 91.3 "aval" 0.000754865321343522 "171.171_fs1" "Cauterets" "Cauterets.aval" 5.604 83.219 "18.5" "9-10"
"171" "171_fs1" 99.6 "aval" -0.000787689354919984 "171.171_fs1" "Cauterets" "Cauterets.aval" 5.604 83.219 "18.5" "9-10"
"171" "171_fs1" 107.9 "aval" -0.0038974602753521 "171.171_fs1" "Cauterets" "Cauterets.aval" 5.604 83.219 "18.5" "9-10"
"171" "171_fs1" 116.2 "aval" 0.00156019912717027 "171.171_fs1" "Cauterets" "Cauterets.aval" 5.604 83.219 "18.5" "9-10"
"171" "171_fs2" 24.9 "aval" 0.00620059904232237 "171.171_fs2" "Cauterets" "Cauterets.aval" 5.604 83.219 "18.5" "9-10"
"171" "171_fs2" 33.2 "aval" 0.000744768075404968 "171.171_fs2" "Cauterets" "Cauterets.aval" 5.604 83.219 "18.5" "9-10"
"171" "171_fs2" 41.5 "aval" -0.00248043273792354 "171.171_fs2" "Cauterets" "Cauterets.aval" 5.604 83.219 "18.5" "9-10"
"171" "171_fs2" 49.8 "aval" 0.00159960775167965 "171.171_fs2" "Cauterets" "Cauterets.aval" 5.604 83.219 "18.5" "9-10"
"171" "171_fs2" 58.1 "aval" 0.00762150242033031 "171.171_fs2" "Cauterets" "Cauterets.aval" 5.604 83.219 "18.5" "9-10"
"171" "171_fs2" 66.4 "aval" -0.0087123366747553 "171.171_fs2" "Cauterets" "Cauterets.aval" 5.604 83.219 "18.5" "9-10"
"171" "171_fs2" 74.7 "aval" 0.00452790243665975 "171.171_fs2" "Cauterets" "Cauterets.aval" 5.604 83.219 "18.5" "9-10"
"171" "171_fs2" 83 "aval" -0.000866069317951136 "171.171_fs2" "Cauterets" "Cauterets.aval" 5.604 83.219 "18.5" "9-10"
"171" "171_fs2" 91.3 "aval" -0.0011597632146658 "171.171_fs2" "Cauterets" "Cauterets.aval" 5.604 83.219 "18.5" "9-10"
"171" "171_fs2" 99.6 "aval" 0.000999420184924049 "171.171_fs2" "Cauterets" "Cauterets.aval" 5.604 83.219 "18.5" "9-10"
"171" "171_fs2" 107.9 "aval" -0.000125538690153715 "171.171_fs2" "Cauterets" "Cauterets.aval" 5.604 83.219 "18.5" "9-10"
"171" "171_fs2" 116.2 "aval" -0.000693384480608689 "171.171_fs2" "Cauterets" "Cauterets.aval" 5.604 83.219 "18.5" "9-10"
"171" "171_fs2" 124.5 "aval" -3.07630664886087e-05 "171.171_fs2" "Cauterets" "Cauterets.aval" 5.604 83.219 "18.5" "9-10"
"171" "171_fs2" 132.8 "aval" -0.000560552784854392 "171.171_fs2" "Cauterets" "Cauterets.aval" 5.604 83.219 "18.5" "9-10"
"171" "171_fs2" 141.1 "aval" -0.000704195950803536 "171.171_fs2" "Cauterets" "Cauterets.aval" 5.604 83.219 "18.5" "9-10"
"171" "171_fs2" 149.4 "aval" -0.00201518007560898 "171.171_fs2" "Cauterets" "Cauterets.aval" 5.604 83.219 "18.5" "9-10"
"171" "171_fs3" 24.9 "aval" 0.00630367716960375 "171.171_fs3" "Cauterets" "Cauterets.aval" 5.604 83.219 "18.5" "9-10"
"171" "171_fs3" 33.2 "aval" -0.00129104451434611 "171.171_fs3" "Cauterets" "Cauterets.aval" 5.604 83.219 "18.5" "9-10"
"171" "171_fs3" 41.5 "aval" 0.00301482213184332 "171.171_fs3" "Cauterets" "Cauterets.aval" 5.604 83.219 "18.5" "9-10"
"171" "171_fs3" 49.8 "aval" -0.00280625083766754 "171.171_fs3" "Cauterets" "Cauterets.aval" 5.604 83.219 "18.5" "9-10"
"171" "171_fs3" 58.1 "aval" 0.00484406264072882 "171.171_fs3" "Cauterets" "Cauterets.aval" 5.604 83.219 "18.5" "9-10"
"171" "171_fs3" 66.4 "aval" -0.0011394288242496 "171.171_fs3" "Cauterets" "Cauterets.aval" 5.604 83.219 "18.5" "9-10"
"171" "171_fs3" 74.7 "aval" -0.00271320144966559 "171.171_fs3" "Cauterets" "Cauterets.aval" 5.604 83.219 "18.5" "9-10"
"171" "171_fs3" 83 "aval" -0.00311746945479748 "171.171_fs3" "Cauterets" "Cauterets.aval" 5.604 83.219 "18.5" "9-10"
"171" "171_fs3" 91.3 "aval" 0.00332488041043878 "171.171_fs3" "Cauterets" "Cauterets.aval" 5.604 83.219 "18.5" "9-10"
"171" "171_fs3" 99.6 "aval" -0.00265650041564539 "171.171_fs3" "Cauterets" "Cauterets.aval" 5.604 83.219 "18.5" "9-10"
"171" "171_fs3" 107.9 "aval" -0.000166648170340745 "171.171_fs3" "Cauterets" "Cauterets.aval" 5.604 83.219 "18.5" "9-10"
"172" "172_fs1" 24.9 "aval" 0.00313708166303509 "172.172_fs1" "Cauterets" "Cauterets.aval" 1.404 53.6 "18.5" "9-10"
"172" "172_fs1" 33.2 "aval" 0.00414337940360861 "172.172_fs1" "Cauterets" "Cauterets.aval" 1.404 53.6 "18.5" "9-10"
"172" "172_fs1" 41.5 "aval" -0.00405691654570462 "172.172_fs1" "Cauterets" "Cauterets.aval" 1.404 53.6 "18.5" "9-10"
"172" "172_fs1" 49.8 "aval" 1.54085518029305e-05 "172.172_fs1" "Cauterets" "Cauterets.aval" 1.404 53.6 "18.5" "9-10"
"172" "172_fs1" 58.1 "aval" -0.000814672041725061 "172.172_fs1" "Cauterets" "Cauterets.aval" 1.404 53.6 "18.5" "9-10"
"172" "172_fs1" 66.4 "aval" -0.00255266691865621 "172.172_fs1" "Cauterets" "Cauterets.aval" 1.404 53.6 "18.5" "9-10"
"172" "172_fs1" 74.7 "aval" 0.00106170341683478 "172.172_fs1" "Cauterets" "Cauterets.aval" 1.404 53.6 "18.5" "9-10"
"172" "172_fs1" 83 "aval" -0.00179176647124002 "172.172_fs1" "Cauterets" "Cauterets.aval" 1.404 53.6 "18.5" "9-10"
"172" "172_fs1" 91.3 "aval" 1.77738174891301e-05 "172.172_fs1" "Cauterets" "Cauterets.aval" 1.404 53.6 "18.5" "9-10"
"172" "172_fs2" 24.9 "aval" -0.00489605591722102 "172.172_fs2" "Cauterets" "Cauterets.aval" 1.404 53.6 "18.5" "9-10"
"172" "172_fs2" 33.2 "aval" 0.0144125158289338 "172.172_fs2" "Cauterets" "Cauterets.aval" 1.404 53.6 "18.5" "9-10"
"172" "172_fs2" 41.5 "aval" -0.00598208840881902 "172.172_fs2" "Cauterets" "Cauterets.aval" 1.404 53.6 "18.5" "9-10"
"172" "172_fs2" 49.8 "aval" 0.00422563061770971 "172.172_fs2" "Cauterets" "Cauterets.aval" 1.404 53.6 "18.5" "9-10"
"172" "172_fs2" 58.1 "aval" -0.000951937721611928 "172.172_fs2" "Cauterets" "Cauterets.aval" 1.404 53.6 "18.5" "9-10"
"172" "172_fs2" 66.4 "aval" -0.003688276559086 "172.172_fs2" "Cauterets" "Cauterets.aval" 1.404 53.6 "18.5" "9-10"
"172" "172_fs2" 74.7 "aval" 0.00477305334255869 "172.172_fs2" "Cauterets" "Cauterets.aval" 1.404 53.6 "18.5" "9-10"
"172" "172_fs2" 83 "aval" -0.000907842173455839 "172.172_fs2" "Cauterets" "Cauterets.aval" 1.404 53.6 "18.5" "9-10"
"172" "172_fs2" 91.3 "aval" -0.00490188498878357 "172.172_fs2" "Cauterets" "Cauterets.aval" 1.404 53.6 "18.5" "9-10"
"172" "172_fs2" 99.6 "aval" 0.0067757038491592 "172.172_fs2" "Cauterets" "Cauterets.aval" 1.404 53.6 "18.5" "9-10"
"172" "172_fs3" 24.9 "aval" 0.00275069632555778 "172.172_fs3" "Cauterets" "Cauterets.aval" 1.404 53.6 "18.5" "9-10"
"172" "172_fs3" 33.2 "aval" 0.00311433375289275 "172.172_fs3" "Cauterets" "Cauterets.aval" 1.404 53.6 "18.5" "9-10"
"172" "172_fs3" 41.5 "aval" 0.00626142085329048 "172.172_fs3" "Cauterets" "Cauterets.aval" 1.404 53.6 "18.5" "9-10"
"172" "172_fs3" 49.8 "aval" -0.00713069377436205 "172.172_fs3" "Cauterets" "Cauterets.aval" 1.404 53.6 "18.5" "9-10"
"172" "172_fs3" 58.1 "aval" 0.0102514621703908 "172.172_fs3" "Cauterets" "Cauterets.aval" 1.404 53.6 "18.5" "9-10"
"172" "172_fs3" 66.4 "aval" -0.00725326752955218 "172.172_fs3" "Cauterets" "Cauterets.aval" 1.404 53.6 "18.5" "9-10"
"172" "172_fs3" 74.7 "aval" 0.000747266041776434 "172.172_fs3" "Cauterets" "Cauterets.aval" 1.404 53.6 "18.5" "9-10"
"172" "172_fs3" 83 "aval" 0.00286880400131603 "172.172_fs3" "Cauterets" "Cauterets.aval" 1.404 53.6 "18.5" "9-10"
"172" "172_fs3" 91.3 "aval" -0.00199422505246253 "172.172_fs3" "Cauterets" "Cauterets.aval" 1.404 53.6 "18.5" "9-10"
"172" "172_fs3" 99.6 "aval" -0.000584809655149368 "172.172_fs3" "Cauterets" "Cauterets.aval" 1.404 53.6 "18.5" "9-10"
"172" "172_fs3" 107.9 "aval" 0.000588201692962175 "172.172_fs3" "Cauterets" "Cauterets.aval" 1.404 53.6 "18.5" "9-10"
"172" "172_fs3" 116.2 "aval" -0.00136287557269052 "172.172_fs3" "Cauterets" "Cauterets.aval" 1.404 53.6 "18.5" "9-10"
"172" "172_fs3" 124.5 "aval" -0.00125883783656436 "172.172_fs3" "Cauterets" "Cauterets.aval" 1.404 53.6 "18.5" "9-10"
"173" "173_fs1" 24.9 "aval" 0.00972303623937419 "173.173_fs1" "Cauterets" "Cauterets.aval" 5.598 84.504 "18.5" "9-10"
"173" "173_fs1" 33.2 "aval" 0.00184828286561749 "173.173_fs1" "Cauterets" "Cauterets.aval" 5.598 84.504 "18.5" "9-10"
"173" "173_fs1" 41.5 "aval" -0.00570807618873116 "173.173_fs1" "Cauterets" "Cauterets.aval" 5.598 84.504 "18.5" "9-10"
"173" "173_fs1" 49.8 "aval" 0.0095703066854818 "173.173_fs1" "Cauterets" "Cauterets.aval" 5.598 84.504 "18.5" "9-10"
"173" "173_fs1" 58.1 "aval" -0.00328881624973186 "173.173_fs1" "Cauterets" "Cauterets.aval" 5.598 84.504 "18.5" "9-10"
"173" "173_fs1" 66.4 "aval" 0.0025961286948557 "173.173_fs1" "Cauterets" "Cauterets.aval" 5.598 84.504 "18.5" "9-10"
"173" "173_fs1" 74.7 "aval" -0.00673230158889593 "173.173_fs1" "Cauterets" "Cauterets.aval" 5.598 84.504 "18.5" "9-10"
"173" "173_fs1" 83 "aval" 0.00308207764692341 "173.173_fs1" "Cauterets" "Cauterets.aval" 5.598 84.504 "18.5" "9-10"
"173" "173_fs1" 91.3 "aval" -0.00155939027664279 "173.173_fs1" "Cauterets" "Cauterets.aval" 5.598 84.504 "18.5" "9-10"
"173" "173_fs1" 99.6 "aval" -0.00379292681489252 "173.173_fs1" "Cauterets" "Cauterets.aval" 5.598 84.504 "18.5" "9-10"
"173" "173_fs1" 107.9 "aval" 0.00714402819770114 "173.173_fs1" "Cauterets" "Cauterets.aval" 5.598 84.504 "18.5" "9-10"
"173" "173_fs1" 116.2 "aval" -0.00798462304830543 "173.173_fs1" "Cauterets" "Cauterets.aval" 5.598 84.504 "18.5" "9-10"
"173" "173_fs2" 24.9 "aval" 0.00732239701678187 "173.173_fs2" "Cauterets" "Cauterets.aval" 5.598 84.504 "18.5" "9-10"
"173" "173_fs2" 33.2 "aval" -0.00105064851986706 "173.173_fs2" "Cauterets" "Cauterets.aval" 5.598 84.504 "18.5" "9-10"
"173" "173_fs2" 41.5 "aval" 0.00544254146597287 "173.173_fs2" "Cauterets" "Cauterets.aval" 5.598 84.504 "18.5" "9-10"
"173" "173_fs2" 49.8 "aval" 0.00616225621418814 "173.173_fs2" "Cauterets" "Cauterets.aval" 5.598 84.504 "18.5" "9-10"
"173" "173_fs2" 58.1 "aval" -0.00264708228801239 "173.173_fs2" "Cauterets" "Cauterets.aval" 5.598 84.504 "18.5" "9-10"
"173" "173_fs2" 66.4 "aval" 0.00503957728716051 "173.173_fs2" "Cauterets" "Cauterets.aval" 5.598 84.504 "18.5" "9-10"
"173" "173_fs2" 74.7 "aval" -0.000186229037329017 "173.173_fs2" "Cauterets" "Cauterets.aval" 5.598 84.504 "18.5" "9-10"
"173" "173_fs2" 83 "aval" -0.00287622222733827 "173.173_fs2" "Cauterets" "Cauterets.aval" 5.598 84.504 "18.5" "9-10"
"173" "173_fs2" 91.3 "aval" 0.0114040744104828 "173.173_fs2" "Cauterets" "Cauterets.aval" 5.598 84.504 "18.5" "9-10"
"173" "173_fs2" 99.6 "aval" -0.00969606810764496 "173.173_fs2" "Cauterets" "Cauterets.aval" 5.598 84.504 "18.5" "9-10"
"173" "173_fs3" 24.9 "aval" 0.00880479682885556 "173.173_fs3" "Cauterets" "Cauterets.aval" 5.598 84.504 "18.5" "9-10"
"173" "173_fs3" 33.2 "aval" -0.00543458344556096 "173.173_fs3" "Cauterets" "Cauterets.aval" 5.598 84.504 "18.5" "9-10"
"173" "173_fs3" 41.5 "aval" -0.000671124917800277 "173.173_fs3" "Cauterets" "Cauterets.aval" 5.598 84.504 "18.5" "9-10"
"173" "173_fs3" 49.8 "aval" 0.00935518213195407 "173.173_fs3" "Cauterets" "Cauterets.aval" 5.598 84.504 "18.5" "9-10"
"173" "173_fs3" 58.1 "aval" -0.00541446379037189 "173.173_fs3" "Cauterets" "Cauterets.aval" 5.598 84.504 "18.5" "9-10"
"173" "173_fs3" 66.4 "aval" 0.00621821022922878 "173.173_fs3" "Cauterets" "Cauterets.aval" 5.598 84.504 "18.5" "9-10"
"173" "173_fs3" 74.7 "aval" -0.000326659317007336 "173.173_fs3" "Cauterets" "Cauterets.aval" 5.598 84.504 "18.5" "9-10"
"173" "173_fs3" 83 "aval" -0.0023025772155042 "173.173_fs3" "Cauterets" "Cauterets.aval" 5.598 84.504 "18.5" "9-10"
"173" "173_fs3" 91.3 "aval" -0.00236239620543017 "173.173_fs3" "Cauterets" "Cauterets.aval" 5.598 84.504 "18.5" "9-10"
"173" "173_fs3" 99.6 "aval" 0.00171918430635421 "173.173_fs3" "Cauterets" "Cauterets.aval" 5.598 84.504 "18.5" "9-10"
"173" "173_fs3" 107.9 "aval" -0.0016532874216007 "173.173_fs3" "Cauterets" "Cauterets.aval" 5.598 84.504 "18.5" "9-10"
"173" "173_fs3" 116.2 "aval" -0.00102428191137632 "173.173_fs3" "Cauterets" "Cauterets.aval" 5.598 84.504 "18.5" "9-10"
"174" "174_fs1" 24.9 "aval" 0.00111899724522466 "174.174_fs1" "Cauterets" "Cauterets.aval" 1.872 60.633 "18.5" "11-12"
"174" "174_fs1" 33.2 "aval" 0.00650748690041446 "174.174_fs1" "Cauterets" "Cauterets.aval" 1.872 60.633 "18.5" "11-12"
"174" "174_fs1" 41.5 "aval" 0.000415598919566632 "174.174_fs1" "Cauterets" "Cauterets.aval" 1.872 60.633 "18.5" "11-12"
"174" "174_fs1" 49.8 "aval" -0.000840435921610983 "174.174_fs1" "Cauterets" "Cauterets.aval" 1.872 60.633 "18.5" "11-12"
"174" "174_fs1" 58.1 "aval" -0.00114327746637061 "174.174_fs1" "Cauterets" "Cauterets.aval" 1.872 60.633 "18.5" "11-12"
"174" "174_fs1" 66.4 "aval" -0.000224777375618396 "174.174_fs1" "Cauterets" "Cauterets.aval" 1.872 60.633 "18.5" "11-12"
"174" "174_fs1" 74.7 "aval" 2.8650732541631e-05 "174.174_fs1" "Cauterets" "Cauterets.aval" 1.872 60.633 "18.5" "11-12"
"174" "174_fs1" 83 "aval" -0.00406042048382791 "174.174_fs1" "Cauterets" "Cauterets.aval" 1.872 60.633 "18.5" "11-12"
"174" "174_fs2" 24.9 "aval" 0.0072941084828203 "174.174_fs2" "Cauterets" "Cauterets.aval" 1.872 60.633 "18.5" "11-12"
"174" "174_fs2" 33.2 "aval" 0.0011939271242686 "174.174_fs2" "Cauterets" "Cauterets.aval" 1.872 60.633 "18.5" "11-12"
"174" "174_fs2" 41.5 "aval" 0.00788679550932977 "174.174_fs2" "Cauterets" "Cauterets.aval" 1.872 60.633 "18.5" "11-12"
"174" "174_fs2" 49.8 "aval" -0.00280592195431365 "174.174_fs2" "Cauterets" "Cauterets.aval" 1.872 60.633 "18.5" "11-12"
"174" "174_fs2" 58.1 "aval" -0.000626490260175242 "174.174_fs2" "Cauterets" "Cauterets.aval" 1.872 60.633 "18.5" "11-12"
"174" "174_fs2" 66.4 "aval" -0.00125239502171704 "174.174_fs2" "Cauterets" "Cauterets.aval" 1.872 60.633 "18.5" "11-12"
"174" "174_fs2" 74.7 "aval" -0.000469336350154579 "174.174_fs2" "Cauterets" "Cauterets.aval" 1.872 60.633 "18.5" "11-12"
"174" "174_fs2" 83 "aval" 0.00113837988230057 "174.174_fs2" "Cauterets" "Cauterets.aval" 1.872 60.633 "18.5" "11-12"
"174" "174_fs2" 91.3 "aval" -0.00428801309647332 "174.174_fs2" "Cauterets" "Cauterets.aval" 1.872 60.633 "18.5" "11-12"
"174" "174_fs2" 99.6 "aval" -0.000617830995761814 "174.174_fs2" "Cauterets" "Cauterets.aval" 1.872 60.633 "18.5" "11-12"
"174" "174_fs2" 107.9 "aval" 0.00196969531547344 "174.174_fs2" "Cauterets" "Cauterets.aval" 1.872 60.633 "18.5" "11-12"
"174" "174_fs2" 116.2 "aval" -0.00191574462466959 "174.174_fs2" "Cauterets" "Cauterets.aval" 1.872 60.633 "18.5" "11-12"
"174" "174_fs2" 124.5 "aval" -0.00221107154066937 "174.174_fs2" "Cauterets" "Cauterets.aval" 1.872 60.633 "18.5" "11-12"
"174" "174_fs3" 24.9 "aval" 0.00568956765465149 "174.174_fs3" "Cauterets" "Cauterets.aval" 1.872 60.633 "18.5" "11-12"
"174" "174_fs3" 33.2 "aval" 0.000713127669827315 "174.174_fs3" "Cauterets" "Cauterets.aval" 1.872 60.633 "18.5" "11-12"
"174" "174_fs3" 41.5 "aval" 0.00990359999622389 "174.174_fs3" "Cauterets" "Cauterets.aval" 1.872 60.633 "18.5" "11-12"
"174" "174_fs3" 49.8 "aval" -0.010021427939032 "174.174_fs3" "Cauterets" "Cauterets.aval" 1.872 60.633 "18.5" "11-12"
"174" "174_fs3" 58.1 "aval" 0.00875581954803134 "174.174_fs3" "Cauterets" "Cauterets.aval" 1.872 60.633 "18.5" "11-12"
"174" "174_fs3" 66.4 "aval" -0.00686243392273477 "174.174_fs3" "Cauterets" "Cauterets.aval" 1.872 60.633 "18.5" "11-12"
"174" "174_fs3" 74.7 "aval" 0.00992582967501052 "174.174_fs3" "Cauterets" "Cauterets.aval" 1.872 60.633 "18.5" "11-12"
"174" "174_fs3" 83 "aval" -0.00737512300207792 "174.174_fs3" "Cauterets" "Cauterets.aval" 1.872 60.633 "18.5" "11-12"
"174" "174_fs3" 91.3 "aval" -0.00191120624892218 "174.174_fs3" "Cauterets" "Cauterets.aval" 1.872 60.633 "18.5" "11-12"
"174" "174_fs3" 99.6 "aval" 0.000269445885249921 "174.174_fs3" "Cauterets" "Cauterets.aval" 1.872 60.633 "18.5" "11-12"
"174" "174_fs3" 107.9 "aval" -0.00168648984434848 "174.174_fs3" "Cauterets" "Cauterets.aval" 1.872 60.633 "18.5" "11-12"
"174" "174_fs3" 116.2 "aval" 0.00284414308415253 "174.174_fs3" "Cauterets" "Cauterets.aval" 1.872 60.633 "18.5" "11-12"
"174" "174_fs3" 124.5 "aval" -0.00318859161235624 "174.174_fs3" "Cauterets" "Cauterets.aval" 1.872 60.633 "18.5" "11-12"
"175" "175_fs1" 24.9 "aval" 0.00243638754648323 "175.175_fs1" "Lees Athas" "Lees Athas.aval" 10.149 102.67 "18.5" "11-12"
"175" "175_fs1" 33.2 "aval" 0.00315856014972853 "175.175_fs1" "Lees Athas" "Lees Athas.aval" 10.149 102.67 "18.5" "11-12"
"175" "175_fs1" 41.5 "aval" 0.0106256891488198 "175.175_fs1" "Lees Athas" "Lees Athas.aval" 10.149 102.67 "18.5" "11-12"
"175" "175_fs1" 49.8 "aval" -0.00960201252146171 "175.175_fs1" "Lees Athas" "Lees Athas.aval" 10.149 102.67 "18.5" "11-12"
"175" "175_fs1" 58.1 "aval" -0.000314064034393114 "175.175_fs1" "Lees Athas" "Lees Athas.aval" 10.149 102.67 "18.5" "11-12"
"175" "175_fs1" 66.4 "aval" 0.00928531811492295 "175.175_fs1" "Lees Athas" "Lees Athas.aval" 10.149 102.67 "18.5" "11-12"
"175" "175_fs1" 74.7 "aval" -0.0190019651017739 "175.175_fs1" "Lees Athas" "Lees Athas.aval" 10.149 102.67 "18.5" "11-12"
"175" "175_fs1" 83 "aval" 0.00859814950348126 "175.175_fs1" "Lees Athas" "Lees Athas.aval" 10.149 102.67 "18.5" "11-12"
"175" "175_fs1" 91.3 "aval" 0.00202137814925238 "175.175_fs1" "Lees Athas" "Lees Athas.aval" 10.149 102.67 "18.5" "11-12"
"175" "175_fs1" 99.6 "aval" -0.00254017778731912 "175.175_fs1" "Lees Athas" "Lees Athas.aval" 10.149 102.67 "18.5" "11-12"
"175" "175_fs1" 107.9 "aval" -0.00240659684446414 "175.175_fs1" "Lees Athas" "Lees Athas.aval" 10.149 102.67 "18.5" "11-12"
"175" "175_fs1" 116.2 "aval" -0.000642442058692372 "175.175_fs1" "Lees Athas" "Lees Athas.aval" 10.149 102.67 "18.5" "11-12"
"175" "175_fs1" 124.5 "aval" -0.00154624195470838 "175.175_fs1" "Lees Athas" "Lees Athas.aval" 10.149 102.67 "18.5" "11-12"
"175" "175_fs2" 24.9 "aval" 0.00684526691222469 "175.175_fs2" "Lees Athas" "Lees Athas.aval" 10.149 102.67 "18.5" "11-12"
"175" "175_fs2" 33.2 "aval" 0.00301319195556701 "175.175_fs2" "Lees Athas" "Lees Athas.aval" 10.149 102.67 "18.5" "11-12"
"175" "175_fs2" 41.5 "aval" -0.00878663923833996 "175.175_fs2" "Lees Athas" "Lees Athas.aval" 10.149 102.67 "18.5" "11-12"
"175" "175_fs2" 49.8 "aval" 0.0229942099811271 "175.175_fs2" "Lees Athas" "Lees Athas.aval" 10.149 102.67 "18.5" "11-12"
"175" "175_fs2" 58.1 "aval" -0.0111636829673622 "175.175_fs2" "Lees Athas" "Lees Athas.aval" 10.149 102.67 "18.5" "11-12"
"175" "175_fs2" 66.4 "aval" 0.00126049611046623 "175.175_fs2" "Lees Athas" "Lees Athas.aval" 10.149 102.67 "18.5" "11-12"
"175" "175_fs2" 74.7 "aval" -0.000823053059383965 "175.175_fs2" "Lees Athas" "Lees Athas.aval" 10.149 102.67 "18.5" "11-12"
"175" "175_fs2" 83 "aval" -0.00356043888619723 "175.175_fs2" "Lees Athas" "Lees Athas.aval" 10.149 102.67 "18.5" "11-12"
"175" "175_fs2" 91.3 "aval" -0.001437250069837 "175.175_fs2" "Lees Athas" "Lees Athas.aval" 10.149 102.67 "18.5" "11-12"
"175" "175_fs2" 99.6 "aval" -0.00584158096250985 "175.175_fs2" "Lees Athas" "Lees Athas.aval" 10.149 102.67 "18.5" "11-12"
"175" "175_fs3" 24.9 "aval" 0.00604296324314115 "175.175_fs3" "Lees Athas" "Lees Athas.aval" 10.149 102.67 "18.5" "11-12"
"175" "175_fs3" 33.2 "aval" -0.00336744249753894 "175.175_fs3" "Lees Athas" "Lees Athas.aval" 10.149 102.67 "18.5" "11-12"
"175" "175_fs3" 41.5 "aval" 0.00443978573372649 "175.175_fs3" "Lees Athas" "Lees Athas.aval" 10.149 102.67 "18.5" "11-12"
"175" "175_fs3" 49.8 "aval" 0.00242580520636613 "175.175_fs3" "Lees Athas" "Lees Athas.aval" 10.149 102.67 "18.5" "11-12"
"175" "175_fs3" 58.1 "aval" -0.00336976835952928 "175.175_fs3" "Lees Athas" "Lees Athas.aval" 10.149 102.67 "18.5" "11-12"
"175" "175_fs3" 66.4 "aval" 0.00421068210968603 "175.175_fs3" "Lees Athas" "Lees Athas.aval" 10.149 102.67 "18.5" "11-12"
"175" "175_fs3" 74.7 "aval" -0.00881222765084038 "175.175_fs3" "Lees Athas" "Lees Athas.aval" 10.149 102.67 "18.5" "11-12"
"175" "175_fs3" 83 "aval" 0.00142517116746395 "175.175_fs3" "Lees Athas" "Lees Athas.aval" 10.149 102.67 "18.5" "11-12"
"175" "175_fs3" 91.3 "aval" -4.72716315536084e-05 "175.175_fs3" "Lees Athas" "Lees Athas.aval" 10.149 102.67 "18.5" "11-12"
"176" "176_fs1" 24.9 "aval" 0.00738258965137792 "176.176_fs1" "Lees Athas" "Lees Athas.aval" 8.603 98.595 "18.5" "11-12"
"176" "176_fs1" 33.2 "aval" -0.00608591256840492 "176.176_fs1" "Lees Athas" "Lees Athas.aval" 8.603 98.595 "18.5" "11-12"
"176" "176_fs1" 41.5 "aval" 0.0097031428602954 "176.176_fs1" "Lees Athas" "Lees Athas.aval" 8.603 98.595 "18.5" "11-12"
"176" "176_fs1" 49.8 "aval" -0.0117244227378524 "176.176_fs1" "Lees Athas" "Lees Athas.aval" 8.603 98.595 "18.5" "11-12"
"176" "176_fs1" 58.1 "aval" 0.0233667648978374 "176.176_fs1" "Lees Athas" "Lees Athas.aval" 8.603 98.595 "18.5" "11-12"
"176" "176_fs1" 66.4 "aval" -0.0175553890206063 "176.176_fs1" "Lees Athas" "Lees Athas.aval" 8.603 98.595 "18.5" "11-12"
"176" "176_fs1" 74.7 "aval" -0.00153948591036661 "176.176_fs1" "Lees Athas" "Lees Athas.aval" 8.603 98.595 "18.5" "11-12"
"176" "176_fs1" 83 "aval" -0.00131428415385229 "176.176_fs1" "Lees Athas" "Lees Athas.aval" 8.603 98.595 "18.5" "11-12"
"176" "176_fs1" 91.3 "aval" 0.00307675617794911 "176.176_fs1" "Lees Athas" "Lees Athas.aval" 8.603 98.595 "18.5" "11-12"
"176" "176_fs1" 99.6 "aval" 0.000528777473694168 "176.176_fs1" "Lees Athas" "Lees Athas.aval" 8.603 98.595 "18.5" "11-12"
"176" "176_fs2" 24.9 "aval" 0.00836936452587625 "176.176_fs2" "Lees Athas" "Lees Athas.aval" 8.603 98.595 "18.5" "11-12"
"176" "176_fs2" 33.2 "aval" -0.0050730190818009 "176.176_fs2" "Lees Athas" "Lees Athas.aval" 8.603 98.595 "18.5" "11-12"
"176" "176_fs2" 41.5 "aval" 0.00131977471270201 "176.176_fs2" "Lees Athas" "Lees Athas.aval" 8.603 98.595 "18.5" "11-12"
"176" "176_fs2" 49.8 "aval" -0.00453211136837416 "176.176_fs2" "Lees Athas" "Lees Athas.aval" 8.603 98.595 "18.5" "11-12"
"176" "176_fs2" 58.1 "aval" 0.00456756212937958 "176.176_fs2" "Lees Athas" "Lees Athas.aval" 8.603 98.595 "18.5" "11-12"
"176" "176_fs2" 66.4 "aval" 0.00563315561311177 "176.176_fs2" "Lees Athas" "Lees Athas.aval" 8.603 98.595 "18.5" "11-12"
