"poisson" "fs" "time" "treatment" "Y" "poisson_fs" "pool" "origin_treatment" "weight" "height" "temperature_ellerby" "bief"
"37" "037_fs1" 99.6 "amont" 0.000892741627792584 "37.037_fs1" "Lees Athas" "Lees Athas.amont" 5.52 84.271 "15.2" "1"
"37" "037_fs1" 107.9 "amont" 0.000236997836459474 "37.037_fs1" "Lees Athas" "Lees Athas.amont" 5.52 84.271 "15.2" "1"
"37" "037_fs1" 116.2 "amont" -0.00300992078371692 "37.037_fs1" "Lees Athas" "Lees Athas.amont" 5.52 84.271 "15.2" "1"
"37" "037_fs1" 124.5 "amont" 0.000468499624351862 "37.037_fs1" "Lees Athas" "Lees Athas.amont" 5.52 84.271 "15.2" "1"
"37" "037_fs1" 132.8 "amont" 0.00133611325096584 "37.037_fs1" "Lees Athas" "Lees Athas.amont" 5.52 84.271 "15.2" "1"
"37" "037_fs1" 141.1 "amont" -0.00178751403142429 "37.037_fs1" "Lees Athas" "Lees Athas.amont" 5.52 84.271 "15.2" "1"
"37" "037_fs1" 149.4 "amont" 0.000771399798552409 "37.037_fs1" "Lees Athas" "Lees Athas.amont" 5.52 84.271 "15.2" "1"
"37" "037_fs1" 157.7 "amont" -0.00146011147286217 "37.037_fs1" "Lees Athas" "Lees Athas.amont" 5.52 84.271 "15.2" "1"
"37" "037_fs1" 166 "amont" -0.000737718908015301 "37.037_fs1" "Lees Athas" "Lees Athas.amont" 5.52 84.271 "15.2" "1"
"37" "037_fs1" 174.3 "amont" 0.00231313380747583 "37.037_fs1" "Lees Athas" "Lees Athas.amont" 5.52 84.271 "15.2" "1"
"37" "037_fs1" 182.6 "amont" -0.00309354019082685 "37.037_fs1" "Lees Athas" "Lees Athas.amont" 5.52 84.271 "15.2" "1"
"37" "037_fs2" 24.9 "amont" 0.00513662853034872 "37.037_fs2" "Lees Athas" "Lees Athas.amont" 5.52 84.271 "15.2" "1"
"37" "037_fs2" 33.2 "amont" 0.00144534773166746 "37.037_fs2" "Lees Athas" "Lees Athas.amont" 5.52 84.271 "15.2" "1"
"37" "037_fs2" 41.5 "amont" 0.00328094508355552 "37.037_fs2" "Lees Athas" "Lees Athas.amont" 5.52 84.271 "15.2" "1"
"37" "037_fs2" 49.8 "amont" 0.00381933351735011 "37.037_fs2" "Lees Athas" "Lees Athas.amont" 5.52 84.271 "15.2" "1"
"37" "037_fs2" 58.1 "amont" 0.00152989560914054 "37.037_fs2" "Lees Athas" "Lees Athas.amont" 5.52 84.271 "15.2" "1"
"37" "037_fs2" 66.4 "amont" -0.000680256686240142 "37.037_fs2" "Lees Athas" "Lees Athas.amont" 5.52 84.271 "15.2" "1"
"37" "037_fs2" 74.7 "amont" -0.000751222811356689 "37.037_fs2" "Lees Athas" "Lees Athas.amont" 5.52 84.271 "15.2" "1"
"37" "037_fs2" 83 "amont" 0.0010179256365381 "37.037_fs2" "Lees Athas" "Lees Athas.amont" 5.52 84.271 "15.2" "1"
"37" "037_fs2" 91.3 "amont" 0.00215427372181983 "37.037_fs2" "Lees Athas" "Lees Athas.amont" 5.52 84.271 "15.2" "1"
"37" "037_fs2" 99.6 "amont" -0.000469317495611115 "37.037_fs2" "Lees Athas" "Lees Athas.amont" 5.52 84.271 "15.2" "1"
"37" "037_fs3" 24.9 "amont" 0.00433337928571751 "37.037_fs3" "Lees Athas" "Lees Athas.amont" 5.52 84.271 "15.2" "1"
"37" "037_fs3" 33.2 "amont" -0.00338427315250312 "37.037_fs3" "Lees Athas" "Lees Athas.amont" 5.52 84.271 "15.2" "1"
"37" "037_fs3" 41.5 "amont" 0.00386725473880641 "37.037_fs3" "Lees Athas" "Lees Athas.amont" 5.52 84.271 "15.2" "1"
"37" "037_fs3" 49.8 "amont" 0.00435397379768751 "37.037_fs3" "Lees Athas" "Lees Athas.amont" 5.52 84.271 "15.2" "1"
"37" "037_fs3" 58.1 "amont" -0.00423723855420647 "37.037_fs3" "Lees Athas" "Lees Athas.amont" 5.52 84.271 "15.2" "1"
"37" "037_fs3" 66.4 "amont" 5.55831465018698e-05 "37.037_fs3" "Lees Athas" "Lees Athas.amont" 5.52 84.271 "15.2" "1"
"37" "037_fs3" 74.7 "amont" 0.00186521261374564 "37.037_fs3" "Lees Athas" "Lees Athas.amont" 5.52 84.271 "15.2" "1"
"37" "037_fs3" 83 "amont" -0.00354299188304665 "37.037_fs3" "Lees Athas" "Lees Athas.amont" 5.52 84.271 "15.2" "1"
"37" "037_fs3" 91.3 "amont" -0.000563364146668101 "37.037_fs3" "Lees Athas" "Lees Athas.amont" 5.52 84.271 "15.2" "1"
"37" "037_fs3" 99.6 "amont" 0.00074714812221216 "37.037_fs3" "Lees Athas" "Lees Athas.amont" 5.52 84.271 "15.2" "1"
"37" "037_fs3" 107.9 "amont" -0.0013024999995499 "37.037_fs3" "Lees Athas" "Lees Athas.amont" 5.52 84.271 "15.2" "1"
"37" "037_fs3" 116.2 "amont" 0.00187897696121527 "37.037_fs3" "Lees Athas" "Lees Athas.amont" 5.52 84.271 "15.2" "1"
"37" "037_fs3" 124.5 "amont" -0.00291073699581253 "37.037_fs3" "Lees Athas" "Lees Athas.amont" 5.52 84.271 "15.2" "1"
"37" "037_fs3" 132.8 "amont" 0.0017510370476849 "37.037_fs3" "Lees Athas" "Lees Athas.amont" 5.52 84.271 "15.2" "1"
"37" "037_fs3" 141.1 "amont" -0.00207794393140475 "37.037_fs3" "Lees Athas" "Lees Athas.amont" 5.52 84.271 "15.2" "1"
"38" "038_fs1" 24.9 "amont" 0.00209601369122356 "38.038_fs1" "Lees Athas" "Lees Athas.amont" 7.06 89.897 "15.2" "1"
"38" "038_fs1" 33.2 "amont" 0.00661879822967308 "38.038_fs1" "Lees Athas" "Lees Athas.amont" 7.06 89.897 "15.2" "1"
"38" "038_fs1" 41.5 "amont" -0.00106661889701987 "38.038_fs1" "Lees Athas" "Lees Athas.amont" 7.06 89.897 "15.2" "1"
"38" "038_fs1" 49.8 "amont" -0.00516108675291935 "38.038_fs1" "Lees Athas" "Lees Athas.amont" 7.06 89.897 "15.2" "1"
"38" "038_fs1" 58.1 "amont" 0.00215790088650999 "38.038_fs1" "Lees Athas" "Lees Athas.amont" 7.06 89.897 "15.2" "1"
"38" "038_fs1" 66.4 "amont" -0.00539677957395118 "38.038_fs1" "Lees Athas" "Lees Athas.amont" 7.06 89.897 "15.2" "1"
"38" "038_fs1" 74.7 "amont" 0.00165949473896829 "38.038_fs1" "Lees Athas" "Lees Athas.amont" 7.06 89.897 "15.2" "1"
"38" "038_fs1" 83 "amont" 0.000314002331517716 "38.038_fs1" "Lees Athas" "Lees Athas.amont" 7.06 89.897 "15.2" "1"
"38" "038_fs1" 91.3 "amont" -0.000980031909468091 "38.038_fs1" "Lees Athas" "Lees Athas.amont" 7.06 89.897 "15.2" "1"
"38" "038_fs1" 99.6 "amont" 0.000139363761794076 "38.038_fs1" "Lees Athas" "Lees Athas.amont" 7.06 89.897 "15.2" "1"
"38" "038_fs1" 107.9 "amont" 0.00123332808886049 "38.038_fs1" "Lees Athas" "Lees Athas.amont" 7.06 89.897 "15.2" "1"
"38" "038_fs1" 116.2 "amont" -0.00308067751913012 "38.038_fs1" "Lees Athas" "Lees Athas.amont" 7.06 89.897 "15.2" "1"
"38" "038_fs1" 124.5 "amont" 0.0048214653915386 "38.038_fs1" "Lees Athas" "Lees Athas.amont" 7.06 89.897 "15.2" "1"
"38" "038_fs1" 132.8 "amont" -0.00487642510799547 "38.038_fs1" "Lees Athas" "Lees Athas.amont" 7.06 89.897 "15.2" "1"
"38" "038_fs1" 141.1 "amont" -0.000189198327818934 "38.038_fs1" "Lees Athas" "Lees Athas.amont" 7.06 89.897 "15.2" "1"
"38" "038_fs2" 24.9 "amont" 0.00303130956532607 "38.038_fs2" "Lees Athas" "Lees Athas.amont" 7.06 89.897 "15.2" "1"
"38" "038_fs2" 33.2 "amont" 0.00896333222194677 "38.038_fs2" "Lees Athas" "Lees Athas.amont" 7.06 89.897 "15.2" "1"
"38" "038_fs2" 41.5 "amont" -0.00236553295543456 "38.038_fs2" "Lees Athas" "Lees Athas.amont" 7.06 89.897 "15.2" "1"
"38" "038_fs2" 49.8 "amont" 0.010278661663183 "38.038_fs2" "Lees Athas" "Lees Athas.amont" 7.06 89.897 "15.2" "1"
"38" "038_fs2" 58.1 "amont" -0.0139521778305612 "38.038_fs2" "Lees Athas" "Lees Athas.amont" 7.06 89.897 "15.2" "1"
"38" "038_fs2" 66.4 "amont" 0.0139355399234961 "38.038_fs2" "Lees Athas" "Lees Athas.amont" 7.06 89.897 "15.2" "1"
"38" "038_fs2" 74.7 "amont" -0.0129980065726491 "38.038_fs2" "Lees Athas" "Lees Athas.amont" 7.06 89.897 "15.2" "1"
"38" "038_fs2" 83 "amont" 0.00929076554313954 "38.038_fs2" "Lees Athas" "Lees Athas.amont" 7.06 89.897 "15.2" "1"
"38" "038_fs2" 91.3 "amont" -0.000989701500916449 "38.038_fs2" "Lees Athas" "Lees Athas.amont" 7.06 89.897 "15.2" "1"
"38" "038_fs2" 99.6 "amont" -0.00399242779230738 "38.038_fs2" "Lees Athas" "Lees Athas.amont" 7.06 89.897 "15.2" "1"
"38" "038_fs2" 107.9 "amont" 0.000157525033616757 "38.038_fs2" "Lees Athas" "Lees Athas.amont" 7.06 89.897 "15.2" "1"
"38" "038_fs2" 116.2 "amont" 0.00291932176144877 "38.038_fs2" "Lees Athas" "Lees Athas.amont" 7.06 89.897 "15.2" "1"
"38" "038_fs2" 124.5 "amont" -0.00287024201732277 "38.038_fs2" "Lees Athas" "Lees Athas.amont" 7.06 89.897 "15.2" "1"
"38" "038_fs2" 132.8 "amont" -0.000510037012293671 "38.038_fs2" "Lees Athas" "Lees Athas.amont" 7.06 89.897 "15.2" "1"
"38" "038_fs2" 141.1 "amont" -0.00124875278410761 "38.038_fs2" "Lees Athas" "Lees Athas.amont" 7.06 89.897 "15.2" "1"
"38" "038_fs3" 24.9 "amont" 0.00301798693175672 "38.038_fs3" "Lees Athas" "Lees Athas.amont" 7.06 89.897 "15.2" "1"
"38" "038_fs3" 33.2 "amont" 0.00598790328108321 "38.038_fs3" "Lees Athas" "Lees Athas.amont" 7.06 89.897 "15.2" "1"
"38" "038_fs3" 41.5 "amont" -0.00168170853245027 "38.038_fs3" "Lees Athas" "Lees Athas.amont" 7.06 89.897 "15.2" "1"
"38" "038_fs3" 49.8 "amont" 0.00722371236793408 "38.038_fs3" "Lees Athas" "Lees Athas.amont" 7.06 89.897 "15.2" "1"
"38" "038_fs3" 58.1 "amont" -0.00556718594416102 "38.038_fs3" "Lees Athas" "Lees Athas.amont" 7.06 89.897 "15.2" "1"
"38" "038_fs3" 66.4 "amont" 0.000570623934430782 "38.038_fs3" "Lees Athas" "Lees Athas.amont" 7.06 89.897 "15.2" "1"
"38" "038_fs3" 74.7 "amont" -0.00242496239172689 "38.038_fs3" "Lees Athas" "Lees Athas.amont" 7.06 89.897 "15.2" "1"
"38" "038_fs3" 83 "amont" -0.000345339173937106 "38.038_fs3" "Lees Athas" "Lees Athas.amont" 7.06 89.897 "15.2" "1"
"38" "038_fs3" 91.3 "amont" -0.0020279009979458 "38.038_fs3" "Lees Athas" "Lees Athas.amont" 7.06 89.897 "15.2" "1"
"38" "038_fs3" 99.6 "amont" 0.000200882733241638 "38.038_fs3" "Lees Athas" "Lees Athas.amont" 7.06 89.897 "15.2" "1"
"38" "038_fs3" 107.9 "amont" -0.00303757480478955 "38.038_fs3" "Lees Athas" "Lees Athas.amont" 7.06 89.897 "15.2" "1"
"39" "039_fs1" 24.9 "amont" 0.00396936460984843 "39.039_fs1" "Lees Athas" "Lees Athas.amont" 9.399 98.874 "15.3" "1"
"39" "039_fs1" 33.2 "amont" -0.000267864244281736 "39.039_fs1" "Lees Athas" "Lees Athas.amont" 9.399 98.874 "15.3" "1"
"39" "039_fs1" 41.5 "amont" 0.00331604545925383 "39.039_fs1" "Lees Athas" "Lees Athas.amont" 9.399 98.874 "15.3" "1"
"39" "039_fs1" 49.8 "amont" -4.67567788532017e-05 "39.039_fs1" "Lees Athas" "Lees Athas.amont" 9.399 98.874 "15.3" "1"
"39" "039_fs1" 58.1 "amont" 0.00283012593059606 "39.039_fs1" "Lees Athas" "Lees Athas.amont" 9.399 98.874 "15.3" "1"
"39" "039_fs1" 66.4 "amont" -0.00564672369484804 "39.039_fs1" "Lees Athas" "Lees Athas.amont" 9.399 98.874 "15.3" "1"
"39" "039_fs1" 74.7 "amont" -3.76211580262337e-05 "39.039_fs1" "Lees Athas" "Lees Athas.amont" 9.399 98.874 "15.3" "1"
"39" "039_fs1" 83 "amont" -0.0018082569867812 "39.039_fs1" "Lees Athas" "Lees Athas.amont" 9.399 98.874 "15.3" "1"
"39" "039_fs1" 91.3 "amont" -0.00022186726064615 "39.039_fs1" "Lees Athas" "Lees Athas.amont" 9.399 98.874 "15.3" "1"
"39" "039_fs1" 99.6 "amont" -0.00105044889306921 "39.039_fs1" "Lees Athas" "Lees Athas.amont" 9.399 98.874 "15.3" "1"
"39" "039_fs1" 107.9 "amont" -0.00137225930199563 "39.039_fs1" "Lees Athas" "Lees Athas.amont" 9.399 98.874 "15.3" "1"
"39" "039_fs1" 116.2 "amont" -0.000353123665721839 "39.039_fs1" "Lees Athas" "Lees Athas.amont" 9.399 98.874 "15.3" "1"
"39" "039_fs1" 124.5 "amont" -0.00061394657480571 "39.039_fs1" "Lees Athas" "Lees Athas.amont" 9.399 98.874 "15.3" "1"
"39" "039_fs1" 132.8 "amont" 0.00111863548983235 "39.039_fs1" "Lees Athas" "Lees Athas.amont" 9.399 98.874 "15.3" "1"
"39" "039_fs1" 141.1 "amont" -0.00109283116228417 "39.039_fs1" "Lees Athas" "Lees Athas.amont" 9.399 98.874 "15.3" "1"
"39" "039_fs1" 149.4 "amont" -0.00128980108679647 "39.039_fs1" "Lees Athas" "Lees Athas.amont" 9.399 98.874 "15.3" "1"
"39" "039_fs1" 157.7 "amont" 0.000777123571020019 "39.039_fs1" "Lees Athas" "Lees Athas.amont" 9.399 98.874 "15.3" "1"
"39" "039_fs1" 166 "amont" -0.000172369314161255 "39.039_fs1" "Lees Athas" "Lees Athas.amont" 9.399 98.874 "15.3" "1"
"39" "039_fs2" 24.9 "amont" 0.00655472494254388 "39.039_fs2" "Lees Athas" "Lees Athas.amont" 9.399 98.874 "15.3" "1"
"39" "039_fs2" 33.2 "amont" 0.00435401036399582 "39.039_fs2" "Lees Athas" "Lees Athas.amont" 9.399 98.874 "15.3" "1"
"39" "039_fs2" 41.5 "amont" -0.00169865680751918 "39.039_fs2" "Lees Athas" "Lees Athas.amont" 9.399 98.874 "15.3" "1"
"39" "039_fs2" 49.8 "amont" 0.0051382161883212 "39.039_fs2" "Lees Athas" "Lees Athas.amont" 9.399 98.874 "15.3" "1"
"39" "039_fs2" 58.1 "amont" 0.00060766451762666 "39.039_fs2" "Lees Athas" "Lees Athas.amont" 9.399 98.874 "15.3" "1"
"39" "039_fs2" 66.4 "amont" -0.000510866630463561 "39.039_fs2" "Lees Athas" "Lees Athas.amont" 9.399 98.874 "15.3" "1"
"39" "039_fs2" 74.7 "amont" -0.00454824698059641 "39.039_fs2" "Lees Athas" "Lees Athas.amont" 9.399 98.874 "15.3" "1"
"39" "039_fs2" 83 "amont" -0.00109801208352137 "39.039_fs2" "Lees Athas" "Lees Athas.amont" 9.399 98.874 "15.3" "1"
"39" "039_fs2" 91.3 "amont" -0.00056973906115208 "39.039_fs2" "Lees Athas" "Lees Athas.amont" 9.399 98.874 "15.3" "1"
"39" "039_fs2" 99.6 "amont" -0.00261085093592212 "39.039_fs2" "Lees Athas" "Lees Athas.amont" 9.399 98.874 "15.3" "1"
"39" "039_fs2" 107.9 "amont" -0.00152163472332107 "39.039_fs2" "Lees Athas" "Lees Athas.amont" 9.399 98.874 "15.3" "1"
"39" "039_fs2" 116.2 "amont" -0.000585642185355488 "39.039_fs2" "Lees Athas" "Lees Athas.amont" 9.399 98.874 "15.3" "1"
"39" "039_fs2" 124.5 "amont" -0.00237928716189907 "39.039_fs2" "Lees Athas" "Lees Athas.amont" 9.399 98.874 "15.3" "1"
"39" "039_fs2" 132.8 "amont" 0.000408917088434523 "39.039_fs2" "Lees Athas" "Lees Athas.amont" 9.399 98.874 "15.3" "1"
"39" "039_fs2" 141.1 "amont" -2.04548709268477e-05 "39.039_fs2" "Lees Athas" "Lees Athas.amont" 9.399 98.874 "15.3" "1"
"39" "039_fs3" 24.9 "amont" 0.0053842498983958 "39.039_fs3" "Lees Athas" "Lees Athas.amont" 9.399 98.874 "15.3" "1"
"39" "039_fs3" 33.2 "amont" 0.00702274023149461 "39.039_fs3" "Lees Athas" "Lees Athas.amont" 9.399 98.874 "15.3" "1"
"39" "039_fs3" 41.5 "amont" -0.0101782326503487 "39.039_fs3" "Lees Athas" "Lees Athas.amont" 9.399 98.874 "15.3" "1"
"39" "039_fs3" 49.8 "amont" 0.0120317671145263 "39.039_fs3" "Lees Athas" "Lees Athas.amont" 9.399 98.874 "15.3" "1"
"39" "039_fs3" 58.1 "amont" 0.00130918836349711 "39.039_fs3" "Lees Athas" "Lees Athas.amont" 9.399 98.874 "15.3" "1"
"39" "039_fs3" 66.4 "amont" -0.00189423995144398 "39.039_fs3" "Lees Athas" "Lees Athas.amont" 9.399 98.874 "15.3" "1"
"39" "039_fs3" 74.7 "amont" -0.00521512754900275 "39.039_fs3" "Lees Athas" "Lees Athas.amont" 9.399 98.874 "15.3" "1"
"39" "039_fs3" 83 "amont" 0.00134629709759908 "39.039_fs3" "Lees Athas" "Lees Athas.amont" 9.399 98.874 "15.3" "1"
"39" "039_fs3" 91.3 "amont" 0.00190059004350794 "39.039_fs3" "Lees Athas" "Lees Athas.amont" 9.399 98.874 "15.3" "1"
"39" "039_fs3" 99.6 "amont" -0.00197174012770594 "39.039_fs3" "Lees Athas" "Lees Athas.amont" 9.399 98.874 "15.3" "1"
"39" "039_fs3" 107.9 "amont" -0.00067242026713114 "39.039_fs3" "Lees Athas" "Lees Athas.amont" 9.399 98.874 "15.3" "1"
"39" "039_fs3" 116.2 "amont" -0.00289709770274652 "39.039_fs3" "Lees Athas" "Lees Athas.amont" 9.399 98.874 "15.3" "1"
"39" "039_fs3" 124.5 "amont" -0.000352750493165469 "39.039_fs3" "Lees Athas" "Lees Athas.amont" 9.399 98.874 "15.3" "1"
"39" "039_fs3" 132.8 "amont" -0.00102861493793756 "39.039_fs3" "Lees Athas" "Lees Athas.amont" 9.399 98.874 "15.3" "1"
"40" "040_fs1" 24.9 "amont" 0.00224315750448742 "40.040_fs1" "Lees Athas" "Lees Athas.amont" 7.092 89.745 "15.4" "1"
"40" "040_fs1" 33.2 "amont" 0.0039435441589951 "40.040_fs1" "Lees Athas" "Lees Athas.amont" 7.092 89.745 "15.4" "1"
"40" "040_fs1" 41.5 "amont" -0.00136162004715035 "40.040_fs1" "Lees Athas" "Lees Athas.amont" 7.092 89.745 "15.4" "1"
"40" "040_fs1" 49.8 "amont" 0.00713236412676481 "40.040_fs1" "Lees Athas" "Lees Athas.amont" 7.092 89.745 "15.4" "1"
"40" "040_fs1" 58.1 "amont" -0.00442295010090287 "40.040_fs1" "Lees Athas" "Lees Athas.amont" 7.092 89.745 "15.4" "1"
"40" "040_fs1" 66.4 "amont" -0.00163320381850551 "40.040_fs1" "Lees Athas" "Lees Athas.amont" 7.092 89.745 "15.4" "1"
"40" "040_fs1" 74.7 "amont" -0.0029671516457474 "40.040_fs1" "Lees Athas" "Lees Athas.amont" 7.092 89.745 "15.4" "1"
"40" "040_fs1" 83 "amont" -0.000686518639518967 "40.040_fs1" "Lees Athas" "Lees Athas.amont" 7.092 89.745 "15.4" "1"
"40" "040_fs1" 91.3 "amont" 0.00013526594446103 "40.040_fs1" "Lees Athas" "Lees Athas.amont" 7.092 89.745 "15.4" "1"
"40" "040_fs1" 99.6 "amont" -0.00158184198798221 "40.040_fs1" "Lees Athas" "Lees Athas.amont" 7.092 89.745 "15.4" "1"
"40" "040_fs1" 107.9 "amont" 0.00043960957002136 "40.040_fs1" "Lees Athas" "Lees Athas.amont" 7.092 89.745 "15.4" "1"
"40" "040_fs1" 116.2 "amont" -0.000722511153678512 "40.040_fs1" "Lees Athas" "Lees Athas.amont" 7.092 89.745 "15.4" "1"
"40" "040_fs1" 124.5 "amont" -0.000862624162052611 "40.040_fs1" "Lees Athas" "Lees Athas.amont" 7.092 89.745 "15.4" "1"
"40" "040_fs1" 132.8 "amont" 6.88545976744292e-05 "40.040_fs1" "Lees Athas" "Lees Athas.amont" 7.092 89.745 "15.4" "1"
"40" "040_fs1" 141.1 "amont" -0.00164096338102837 "40.040_fs1" "Lees Athas" "Lees Athas.amont" 7.092 89.745 "15.4" "1"
"40" "040_fs1" 149.4 "amont" 0.00118387707892767 "40.040_fs1" "Lees Athas" "Lees Athas.amont" 7.092 89.745 "15.4" "1"
"40" "040_fs1" 157.7 "amont" -0.00147741115163473 "40.040_fs1" "Lees Athas" "Lees Athas.amont" 7.092 89.745 "15.4" "1"
"40" "040_fs2" 24.9 "amont" 0.00779909176461079 "40.040_fs2" "Lees Athas" "Lees Athas.amont" 7.092 89.745 "15.4" "1"
"40" "040_fs2" 33.2 "amont" -9.37809651734764e-06 "40.040_fs2" "Lees Athas" "Lees Athas.amont" 7.092 89.745 "15.4" "1"
"40" "040_fs2" 41.5 "amont" 0.00137893410184677 "40.040_fs2" "Lees Athas" "Lees Athas.amont" 7.092 89.745 "15.4" "1"
"40" "040_fs2" 49.8 "amont" 0.00442064899398422 "40.040_fs2" "Lees Athas" "Lees Athas.amont" 7.092 89.745 "15.4" "1"
"40" "040_fs2" 58.1 "amont" -0.00464020041454149 "40.040_fs2" "Lees Athas" "Lees Athas.amont" 7.092 89.745 "15.4" "1"
"40" "040_fs2" 66.4 "amont" 0.00262608266021933 "40.040_fs2" "Lees Athas" "Lees Athas.amont" 7.092 89.745 "15.4" "1"
"40" "040_fs2" 74.7 "amont" -0.0047600381042158 "40.040_fs2" "Lees Athas" "Lees Athas.amont" 7.092 89.745 "15.4" "1"
"40" "040_fs2" 83 "amont" -0.00199587680831908 "40.040_fs2" "Lees Athas" "Lees Athas.amont" 7.092 89.745 "15.4" "1"
"40" "040_fs2" 91.3 "amont" 0.00293389106115487 "40.040_fs2" "Lees Athas" "Lees Athas.amont" 7.092 89.745 "15.4" "1"
"40" "040_fs2" 99.6 "amont" -0.00137282925779618 "40.040_fs2" "Lees Athas" "Lees Athas.amont" 7.092 89.745 "15.4" "1"
"40" "040_fs2" 107.9 "amont" -0.00240180947714539 "40.040_fs2" "Lees Athas" "Lees Athas.amont" 7.092 89.745 "15.4" "1"
"40" "040_fs2" 116.2 "amont" 0.0030359312218718 "40.040_fs2" "Lees Athas" "Lees Athas.amont" 7.092 89.745 "15.4" "1"
"40" "040_fs2" 124.5 "amont" -0.00253442979961184 "40.040_fs2" "Lees Athas" "Lees Athas.amont" 7.092 89.745 "15.4" "1"
"40" "040_fs2" 132.8 "amont" -0.000476524806555551 "40.040_fs2" "Lees Athas" "Lees Athas.amont" 7.092 89.745 "15.4" "1"
"40" "040_fs2" 141.1 "amont" -0.000766420469497294 "40.040_fs2" "Lees Athas" "Lees Athas.amont" 7.092 89.745 "15.4" "1"
"40" "040_fs2" 149.4 "amont" 0.000807252934192549 "40.040_fs2" "Lees Athas" "Lees Athas.amont" 7.092 89.745 "15.4" "1"
"40" "040_fs3" 24.9 "amont" 0.00719778325938039 "40.040_fs3" "Lees Athas" "Lees Athas.amont" 7.092 89.745 "15.4" "1"
"40" "040_fs3" 33.2 "amont" 0.00157692601618763 "40.040_fs3" "Lees Athas" "Lees Athas.amont" 7.092 89.745 "15.4" "1"
"40" "040_fs3" 41.5 "amont" 1.57917998804761e-05 "40.040_fs3" "Lees Athas" "Lees Athas.amont" 7.092 89.745 "15.4" "1"
"40" "040_fs3" 49.8 "amont" 0.00662730568139727 "40.040_fs3" "Lees Athas" "Lees Athas.amont" 7.092 89.745 "15.4" "1"
"40" "040_fs3" 58.1 "amont" -0.000971263869782147 "40.040_fs3" "Lees Athas" "Lees Athas.amont" 7.092 89.745 "15.4" "1"
"40" "040_fs3" 66.4 "amont" -0.00355578817042279 "40.040_fs3" "Lees Athas" "Lees Athas.amont" 7.092 89.745 "15.4" "1"
"40" "040_fs3" 74.7 "amont" -0.0042686711188657 "40.040_fs3" "Lees Athas" "Lees Athas.amont" 7.092 89.745 "15.4" "1"
"40" "040_fs3" 83 "amont" 0.00241460303589896 "40.040_fs3" "Lees Athas" "Lees Athas.amont" 7.092 89.745 "15.4" "1"
"40" "040_fs3" 91.3 "amont" -0.00211654727654247 "40.040_fs3" "Lees Athas" "Lees Athas.amont" 7.092 89.745 "15.4" "1"
"40" "040_fs3" 99.6 "amont" -0.000487184457174871 "40.040_fs3" "Lees Athas" "Lees Athas.amont" 7.092 89.745 "15.4" "1"
"40" "040_fs3" 107.9 "amont" -0.00244812845793535 "40.040_fs3" "Lees Athas" "Lees Athas.amont" 7.092 89.745 "15.4" "1"
"40" "040_fs3" 116.2 "amont" -0.00230735261193232 "40.040_fs3" "Lees Athas" "Lees Athas.amont" 7.092 89.745 "15.4" "1"
"40" "040_fs3" 124.5 "amont" 0.00184969292294549 "40.040_fs3" "Lees Athas" "Lees Athas.amont" 7.092 89.745 "15.4" "1"
"40" "040_fs3" 132.8 "amont" -0.00271995098652902 "40.040_fs3" "Lees Athas" "Lees Athas.amont" 7.092 89.745 "15.4" "1"
"40" "040_fs3" 141.1 "amont" -0.000686202477730348 "40.040_fs3" "Lees Athas" "Lees Athas.amont" 7.092 89.745 "15.4" "1"
"40" "040_fs4" 24.9 "amont" 0.0039060768837883 "40.040_fs4" "Lees Athas" "Lees Athas.amont" 7.092 89.745 "15.4" "1"
"40" "040_fs4" 33.2 "amont" -0.00138187153047623 "40.040_fs4" "Lees Athas" "Lees Athas.amont" 7.092 89.745 "15.4" "1"
"40" "040_fs4" 41.5 "amont" 0.00362995558611906 "40.040_fs4" "Lees Athas" "Lees Athas.amont" 7.092 89.745 "15.4" "1"
"40" "040_fs4" 49.8 "amont" 0.00094159978073225 "40.040_fs4" "Lees Athas" "Lees Athas.amont" 7.092 89.745 "15.4" "1"
"40" "040_fs4" 58.1 "amont" -0.00312135789385591 "40.040_fs4" "Lees Athas" "Lees Athas.amont" 7.092 89.745 "15.4" "1"
"40" "040_fs4" 66.4 "amont" 0.000523349583255977 "40.040_fs4" "Lees Athas" "Lees Athas.amont" 7.092 89.745 "15.4" "1"
"40" "040_fs4" 74.7 "amont" 0.0016815131897337 "40.040_fs4" "Lees Athas" "Lees Athas.amont" 7.092 89.745 "15.4" "1"
"40" "040_fs4" 83 "amont" -0.00299353417709087 "40.040_fs4" "Lees Athas" "Lees Athas.amont" 7.092 89.745 "15.4" "1"
"40" "040_fs4" 91.3 "amont" -0.00126395635195006 "40.040_fs4" "Lees Athas" "Lees Athas.amont" 7.092 89.745 "15.4" "1"
"40" "040_fs4" 99.6 "amont" -0.0010702898761187 "40.040_fs4" "Lees Athas" "Lees Athas.amont" 7.092 89.745 "15.4" "1"
"40" "040_fs4" 107.9 "amont" 0.000529284087489529 "40.040_fs4" "Lees Athas" "Lees Athas.amont" 7.092 89.745 "15.4" "1"
"40" "040_fs4" 116.2 "amont" -0.000425710155613557 "40.040_fs4" "Lees Athas" "Lees Athas.amont" 7.092 89.745 "15.4" "1"
"40" "040_fs4" 124.5 "amont" -0.00143920165581229 "40.040_fs4" "Lees Athas" "Lees Athas.amont" 7.092 89.745 "15.4" "1"
"40" "040_fs4" 132.8 "amont" 0.0010375947026664 "40.040_fs4" "Lees Athas" "Lees Athas.amont" 7.092 89.745 "15.4" "1"
