"treatment" "poisson" "fs" "time" "Y" "poisson_fs" "pool" "origin_treatment" "weight" "height" "temperature_ellerby" "bief" "absY"
"amont" "2" "002_fs1" 1 -10.9934079779666 "2.002_fs1" "Lees Athas" "Lees Athas.amont" 9.96 103.141 "15.5" "5-6" 10.9934079779666
"amont" "2" "002_fs1" 2 -26.4634839979919 "2.002_fs1" "Lees Athas" "Lees Athas.amont" 9.96 103.141 "15.5" "5-6" 26.4634839979919
"amont" "2" "002_fs1" 3 -89.4777918291288 "2.002_fs1" "Lees Athas" "Lees Athas.amont" 9.96 103.141 "15.5" "5-6" 89.4777918291288
"amont" "2" "002_fs1" 4 -146.305645978757 "2.002_fs1" "Lees Athas" "Lees Athas.amont" 9.96 103.141 "15.5" "5-6" 146.305645978757
"amont" "2" "002_fs1" 5 -172.136355669529 "2.002_fs1" "Lees Athas" "Lees Athas.amont" 9.96 103.141 "15.5" "5-6" 172.136355669529
"amont" "2" "002_fs1" 6 -149.322239049781 "2.002_fs1" "Lees Athas" "Lees Athas.amont" 9.96 103.141 "15.5" "5-6" 149.322239049781
"amont" "2" "002_fs1" 7 -88.7057416974978 "2.002_fs1" "Lees Athas" "Lees Athas.amont" 9.96 103.141 "15.5" "5-6" 88.7057416974978
"amont" "2" "002_fs1" 8 -51.4682618335859 "2.002_fs1" "Lees Athas" "Lees Athas.amont" 9.96 103.141 "15.5" "5-6" 51.4682618335859
"amont" "2" "002_fs1" 9 -52.5691982444706 "2.002_fs1" "Lees Athas" "Lees Athas.amont" 9.96 103.141 "15.5" "5-6" 52.5691982444706
"amont" "2" "002_fs1" 10 -37.623446448341 "2.002_fs1" "Lees Athas" "Lees Athas.amont" 9.96 103.141 "15.5" "5-6" 37.623446448341
"amont" "2" "002_fs1" 11 -28.6271051395701 "2.002_fs1" "Lees Athas" "Lees Athas.amont" 9.96 103.141 "15.5" "5-6" 28.6271051395701
"amont" "2" "002_fs2" 1 23.0458783411963 "2.002_fs2" "Lees Athas" "Lees Athas.amont" 9.96 103.141 "15.5" "5-6" 23.0458783411963
"amont" "2" "002_fs2" 2 -10.5401808798375 "2.002_fs2" "Lees Athas" "Lees Athas.amont" 9.96 103.141 "15.5" "5-6" 10.5401808798375
"amont" "2" "002_fs2" 3 -63.7422678815118 "2.002_fs2" "Lees Athas" "Lees Athas.amont" 9.96 103.141 "15.5" "5-6" 63.7422678815118
"amont" "2" "002_fs2" 4 -126.353327298503 "2.002_fs2" "Lees Athas" "Lees Athas.amont" 9.96 103.141 "15.5" "5-6" 126.353327298503
"amont" "2" "002_fs2" 5 -140.577230905955 "2.002_fs2" "Lees Athas" "Lees Athas.amont" 9.96 103.141 "15.5" "5-6" 140.577230905955
"amont" "2" "002_fs2" 6 -111.035141322431 "2.002_fs2" "Lees Athas" "Lees Athas.amont" 9.96 103.141 "15.5" "5-6" 111.035141322431
"amont" "2" "002_fs2" 7 -23.8125130469552 "2.002_fs2" "Lees Athas" "Lees Athas.amont" 9.96 103.141 "15.5" "5-6" 23.8125130469552
"amont" "2" "002_fs2" 8 16.1267133298455 "2.002_fs2" "Lees Athas" "Lees Athas.amont" 9.96 103.141 "15.5" "5-6" 16.1267133298455
"amont" "2" "002_fs2" 9 71.5676758109866 "2.002_fs2" "Lees Athas" "Lees Athas.amont" 9.96 103.141 "15.5" "5-6" 71.5676758109866
"amont" "2" "002_fs2" 10 108.786823478107 "2.002_fs2" "Lees Athas" "Lees Athas.amont" 9.96 103.141 "15.5" "5-6" 108.786823478107
"amont" "2" "002_fs2" 11 117.956438698825 "2.002_fs2" "Lees Athas" "Lees Athas.amont" 9.96 103.141 "15.5" "5-6" 117.956438698825
"amont" "2" "002_fs2" 12 129.635211906259 "2.002_fs2" "Lees Athas" "Lees Athas.amont" 9.96 103.141 "15.5" "5-6" 129.635211906259
"amont" "2" "002_fs2" 13 137.250037320507 "2.002_fs2" "Lees Athas" "Lees Athas.amont" 9.96 103.141 "15.5" "5-6" 137.250037320507
"amont" "2" "002_fs2" 14 128.208508123345 "2.002_fs2" "Lees Athas" "Lees Athas.amont" 9.96 103.141 "15.5" "5-6" 128.208508123345
"amont" "3" "003_fs1" 1 27.484817368401 "3.003_fs1" "Cauterets" "Cauterets.amont" 2.26 61.894 "15.6" "5-6" 27.484817368401
"amont" "3" "003_fs1" 2 -11.0940831957853 "3.003_fs1" "Cauterets" "Cauterets.amont" 2.26 61.894 "15.6" "5-6" 11.0940831957853
"amont" "3" "003_fs1" 3 -139.597764700249 "3.003_fs1" "Cauterets" "Cauterets.amont" 2.26 61.894 "15.6" "5-6" 139.597764700249
"amont" "3" "003_fs1" 4 -165.656540124876 "3.003_fs1" "Cauterets" "Cauterets.amont" 2.26 61.894 "15.6" "5-6" 165.656540124876
"amont" "3" "003_fs1" 5 -55.0685864615675 "3.003_fs1" "Cauterets" "Cauterets.amont" 2.26 61.894 "15.6" "5-6" 55.0685864615675
"amont" "3" "003_fs1" 6 50.4027196988146 "3.003_fs1" "Cauterets" "Cauterets.amont" 2.26 61.894 "15.6" "5-6" 50.4027196988146
"amont" "3" "003_fs1" 7 62.5281041948113 "3.003_fs1" "Cauterets" "Cauterets.amont" 2.26 61.894 "15.6" "5-6" 62.5281041948113
"amont" "3" "003_fs1" 8 -0.726700038990145 "3.003_fs1" "Cauterets" "Cauterets.amont" 2.26 61.894 "15.6" "5-6" 0.726700038990145
"amont" "3" "003_fs1" 9 -4.12564096121261 "3.003_fs1" "Cauterets" "Cauterets.amont" 2.26 61.894 "15.6" "5-6" 4.12564096121261
"amont" "3" "003_fs1" 10 46.6892582441975 "3.003_fs1" "Cauterets" "Cauterets.amont" 2.26 61.894 "15.6" "5-6" 46.6892582441975
"amont" "3" "003_fs1" 11 53.5388106642125 "3.003_fs1" "Cauterets" "Cauterets.amont" 2.26 61.894 "15.6" "5-6" 53.5388106642125
"amont" "3" "003_fs1" 12 10.0860851927512 "3.003_fs1" "Cauterets" "Cauterets.amont" 2.26 61.894 "15.6" "5-6" 10.0860851927512
"amont" "3" "003_fs2" 1 -5.47934012954741 "3.003_fs2" "Cauterets" "Cauterets.amont" 2.26 61.894 "15.6" "5-6" 5.47934012954741
"amont" "3" "003_fs2" 2 -41.808731852221 "3.003_fs2" "Cauterets" "Cauterets.amont" 2.26 61.894 "15.6" "5-6" 41.808731852221
"amont" "3" "003_fs2" 3 -112.068713175236 "3.003_fs2" "Cauterets" "Cauterets.amont" 2.26 61.894 "15.6" "5-6" 112.068713175236
"amont" "3" "003_fs2" 4 -163.00549253313 "3.003_fs2" "Cauterets" "Cauterets.amont" 2.26 61.894 "15.6" "5-6" 163.00549253313
"amont" "3" "003_fs2" 5 -118.40283887909 "3.003_fs2" "Cauterets" "Cauterets.amont" 2.26 61.894 "15.6" "5-6" 118.40283887909
"amont" "3" "003_fs2" 6 -63.3945612350491 "3.003_fs2" "Cauterets" "Cauterets.amont" 2.26 61.894 "15.6" "5-6" 63.3945612350491
"amont" "3" "003_fs2" 7 18.2355849697765 "3.003_fs2" "Cauterets" "Cauterets.amont" 2.26 61.894 "15.6" "5-6" 18.2355849697765
"amont" "3" "003_fs2" 8 56.9585977081282 "3.003_fs2" "Cauterets" "Cauterets.amont" 2.26 61.894 "15.6" "5-6" 56.9585977081282
"amont" "3" "003_fs2" 9 40.4594633691115 "3.003_fs2" "Cauterets" "Cauterets.amont" 2.26 61.894 "15.6" "5-6" 40.4594633691115
"amont" "4" "004_fs1" 1 6.49688253311541 "4.004_fs1" "Cauterets" "Cauterets.amont" 3.086 67.551 "15.7" "5-6" 6.49688253311541
"amont" "4" "004_fs1" 2 7.9227141823809 "4.004_fs1" "Cauterets" "Cauterets.amont" 3.086 67.551 "15.7" "5-6" 7.9227141823809
"amont" "4" "004_fs1" 3 68.5276608457647 "4.004_fs1" "Cauterets" "Cauterets.amont" 3.086 67.551 "15.7" "5-6" 68.5276608457647
"amont" "4" "004_fs1" 4 137.998293772221 "4.004_fs1" "Cauterets" "Cauterets.amont" 3.086 67.551 "15.7" "5-6" 137.998293772221
"amont" "4" "004_fs1" 5 121.496329408237 "4.004_fs1" "Cauterets" "Cauterets.amont" 3.086 67.551 "15.7" "5-6" 121.496329408237
"amont" "4" "004_fs1" 6 -27.4360687240796 "4.004_fs1" "Cauterets" "Cauterets.amont" 3.086 67.551 "15.7" "5-6" 27.4360687240796
"amont" "4" "004_fs1" 7 -112.545780303087 "4.004_fs1" "Cauterets" "Cauterets.amont" 3.086 67.551 "15.7" "5-6" 112.545780303087
"amont" "4" "004_fs1" 8 -130.211846069372 "4.004_fs1" "Cauterets" "Cauterets.amont" 3.086 67.551 "15.7" "5-6" 130.211846069372
"amont" "4" "004_fs1" 9 -148.478353491649 "4.004_fs1" "Cauterets" "Cauterets.amont" 3.086 67.551 "15.7" "5-6" 148.478353491649
"amont" "4" "004_fs1" 10 -158.784017739605 "4.004_fs1" "Cauterets" "Cauterets.amont" 3.086 67.551 "15.7" "5-6" 158.784017739605
"amont" "4" "004_fs1" 11 -157.783242170235 "4.004_fs1" "Cauterets" "Cauterets.amont" 3.086 67.551 "15.7" "5-6" 157.783242170235
"amont" "4" "004_fs1" 12 -152.598115981233 "4.004_fs1" "Cauterets" "Cauterets.amont" 3.086 67.551 "15.7" "5-6" 152.598115981233
"amont" "4" "004_fs1" 13 -148.536570927485 "4.004_fs1" "Cauterets" "Cauterets.amont" 3.086 67.551 "15.7" "5-6" 148.536570927485
"amont" "4" "004_fs1" 14 -136.131713037775 "4.004_fs1" "Cauterets" "Cauterets.amont" 3.086 67.551 "15.7" "5-6" 136.131713037775
"amont" "4" "004_fs1" 15 -121.591482044604 "4.004_fs1" "Cauterets" "Cauterets.amont" 3.086 67.551 "15.7" "5-6" 121.591482044604
"amont" "4" "004_fs1" 16 -91.6369122005237 "4.004_fs1" "Cauterets" "Cauterets.amont" 3.086 67.551 "15.7" "5-6" 91.6369122005237
"amont" "4" "004_fs1" 17 -58.2231064442687 "4.004_fs1" "Cauterets" "Cauterets.amont" 3.086 67.551 "15.7" "5-6" 58.2231064442687
"amont" "4" "004_fs2" 1 -20.9803315694005 "4.004_fs2" "Cauterets" "Cauterets.amont" 3.086 67.551 "15.7" "5-6" 20.9803315694005
"amont" "4" "004_fs2" 2 -8.03933746695495 "4.004_fs2" "Cauterets" "Cauterets.amont" 3.086 67.551 "15.7" "5-6" 8.03933746695495
"amont" "4" "004_fs2" 3 75.4158602640509 "4.004_fs2" "Cauterets" "Cauterets.amont" 3.086 67.551 "15.7" "5-6" 75.4158602640509
"amont" "4" "004_fs2" 4 89.8848484962854 "4.004_fs2" "Cauterets" "Cauterets.amont" 3.086 67.551 "15.7" "5-6" 89.8848484962854
"amont" "4" "004_fs2" 5 -7.4845755161891 "4.004_fs2" "Cauterets" "Cauterets.amont" 3.086 67.551 "15.7" "5-6" 7.4845755161891
"amont" "4" "004_fs2" 6 -64.7327360109097 "4.004_fs2" "Cauterets" "Cauterets.amont" 3.086 67.551 "15.7" "5-6" 64.7327360109097
"amont" "4" "004_fs2" 7 -82.4576745459618 "4.004_fs2" "Cauterets" "Cauterets.amont" 3.086 67.551 "15.7" "5-6" 82.4576745459618
"amont" "4" "004_fs2" 8 0.197371058174838 "4.004_fs2" "Cauterets" "Cauterets.amont" 3.086 67.551 "15.7" "5-6" 0.197371058174838
"amont" "4" "004_fs2" 9 -49.4000440077741 "4.004_fs2" "Cauterets" "Cauterets.amont" 3.086 67.551 "15.7" "5-6" 49.4000440077741
"amont" "4" "004_fs2" 10 -94.4527936462905 "4.004_fs2" "Cauterets" "Cauterets.amont" 3.086 67.551 "15.7" "5-6" 94.4527936462905
"amont" "5" "005_fs1" 1 9.49457877478437 "5.005_fs1" "Cauterets" "Cauterets.amont" 4.163 75.327 "16.2" "5-6" 9.49457877478437
"amont" "5" "005_fs1" 2 23.5896240342194 "5.005_fs1" "Cauterets" "Cauterets.amont" 4.163 75.327 "16.2" "5-6" 23.5896240342194
"amont" "5" "005_fs1" 3 91.2034938261839 "5.005_fs1" "Cauterets" "Cauterets.amont" 4.163 75.327 "16.2" "5-6" 91.2034938261839
"amont" "5" "005_fs1" 4 115.681330531442 "5.005_fs1" "Cauterets" "Cauterets.amont" 4.163 75.327 "16.2" "5-6" 115.681330531442
"amont" "5" "005_fs1" 5 118.311859674428 "5.005_fs1" "Cauterets" "Cauterets.amont" 4.163 75.327 "16.2" "5-6" 118.311859674428
"amont" "5" "005_fs1" 6 72.5248752090804 "5.005_fs1" "Cauterets" "Cauterets.amont" 4.163 75.327 "16.2" "5-6" 72.5248752090804
"amont" "5" "005_fs1" 7 18.9920412568841 "5.005_fs1" "Cauterets" "Cauterets.amont" 4.163 75.327 "16.2" "5-6" 18.9920412568841
"amont" "5" "005_fs1" 8 -2.95542792371899 "5.005_fs1" "Cauterets" "Cauterets.amont" 4.163 75.327 "16.2" "5-6" 2.95542792371899
"amont" "5" "005_fs1" 9 -49.2367237005749 "5.005_fs1" "Cauterets" "Cauterets.amont" 4.163 75.327 "16.2" "5-6" 49.2367237005749
"amont" "5" "005_fs1" 10 -70.0979825335197 "5.005_fs1" "Cauterets" "Cauterets.amont" 4.163 75.327 "16.2" "5-6" 70.0979825335197
"amont" "5" "005_fs1" 11 -68.3403993723824 "5.005_fs1" "Cauterets" "Cauterets.amont" 4.163 75.327 "16.2" "5-6" 68.3403993723824
"amont" "5" "005_fs1" 12 -63.6912011048674 "5.005_fs1" "Cauterets" "Cauterets.amont" 4.163 75.327 "16.2" "5-6" 63.6912011048674
"amont" "5" "005_fs1" 13 -66.6330963825777 "5.005_fs1" "Cauterets" "Cauterets.amont" 4.163 75.327 "16.2" "5-6" 66.6330963825777
"amont" "5" "005_fs1" 14 -69.9766139378983 "5.005_fs1" "Cauterets" "Cauterets.amont" 4.163 75.327 "16.2" "5-6" 69.9766139378983
"amont" "5" "005_fs1" 15 -68.2331546855039 "5.005_fs1" "Cauterets" "Cauterets.amont" 4.163 75.327 "16.2" "5-6" 68.2331546855039
"amont" "5" "005_fs2" 1 5.16083077631228 "5.005_fs2" "Cauterets" "Cauterets.amont" 4.163 75.327 "16.2" "5-6" 5.16083077631228
"amont" "5" "005_fs2" 2 -21.5462423486975 "5.005_fs2" "Cauterets" "Cauterets.amont" 4.163 75.327 "16.2" "5-6" 21.5462423486975
"amont" "5" "005_fs2" 3 -91.6255539477923 "5.005_fs2" "Cauterets" "Cauterets.amont" 4.163 75.327 "16.2" "5-6" 91.6255539477923
"amont" "5" "005_fs2" 4 -127.932093209269 "5.005_fs2" "Cauterets" "Cauterets.amont" 4.163 75.327 "16.2" "5-6" 127.932093209269
"amont" "5" "005_fs2" 5 -92.32764712519 "5.005_fs2" "Cauterets" "Cauterets.amont" 4.163 75.327 "16.2" "5-6" 92.32764712519
"amont" "5" "005_fs2" 6 -12.1217552227132 "5.005_fs2" "Cauterets" "Cauterets.amont" 4.163 75.327 "16.2" "5-6" 12.1217552227132
"amont" "5" "005_fs2" 7 45.9466206909933 "5.005_fs2" "Cauterets" "Cauterets.amont" 4.163 75.327 "16.2" "5-6" 45.9466206909933
"amont" "5" "005_fs2" 8 91.4169542726252 "5.005_fs2" "Cauterets" "Cauterets.amont" 4.163 75.327 "16.2" "5-6" 91.4169542726252
"amont" "5" "005_fs2" 9 107.886062758791 "5.005_fs2" "Cauterets" "Cauterets.amont" 4.163 75.327 "16.2" "5-6" 107.886062758791
"amont" "5" "005_fs2" 10 115.629767080824 "5.005_fs2" "Cauterets" "Cauterets.amont" 4.163 75.327 "16.2" "5-6" 115.629767080824
"amont" "5" "005_fs2" 11 118.02803564581 "5.005_fs2" "Cauterets" "Cauterets.amont" 4.163 75.327 "16.2" "5-6" 118.02803564581
"amont" "5" "005_fs2" 12 110.849987890266 "5.005_fs2" "Cauterets" "Cauterets.amont" 4.163 75.327 "16.2" "5-6" 110.849987890266
"amont" "7" "007_fs1" 1 -10.4371300541701 "7.007_fs1" "Cauterets" "Cauterets.amont" 4.097 71.677 "17.6" "5-6" 10.4371300541701
"amont" "7" "007_fs1" 2 -89.0440294333429 "7.007_fs1" "Cauterets" "Cauterets.amont" 4.097 71.677 "17.6" "5-6" 89.0440294333429
"amont" "7" "007_fs1" 3 -156.072823114964 "7.007_fs1" "Cauterets" "Cauterets.amont" 4.097 71.677 "17.6" "5-6" 156.072823114964
"amont" "7" "007_fs1" 4 -164.736635069753 "7.007_fs1" "Cauterets" "Cauterets.amont" 4.097 71.677 "17.6" "5-6" 164.736635069753
"amont" "7" "007_fs1" 5 -111.164080496683 "7.007_fs1" "Cauterets" "Cauterets.amont" 4.097 71.677 "17.6" "5-6" 111.164080496683
"amont" "7" "007_fs1" 6 -71.9121655456792 "7.007_fs1" "Cauterets" "Cauterets.amont" 4.097 71.677 "17.6" "5-6" 71.9121655456792
"amont" "7" "007_fs1" 7 41.7089849070543 "7.007_fs1" "Cauterets" "Cauterets.amont" 4.097 71.677 "17.6" "5-6" 41.7089849070543
"amont" "7" "007_fs1" 8 42.0295337238355 "7.007_fs1" "Cauterets" "Cauterets.amont" 4.097 71.677 "17.6" "5-6" 42.0295337238355
"amont" "7" "007_fs2" 1 -19.0192635087634 "7.007_fs2" "Cauterets" "Cauterets.amont" 4.097 71.677 "17.6" "5-6" 19.0192635087634
"amont" "7" "007_fs2" 2 -29.4673092246096 "7.007_fs2" "Cauterets" "Cauterets.amont" 4.097 71.677 "17.6" "5-6" 29.4673092246096
"amont" "7" "007_fs2" 3 -69.0441363537399 "7.007_fs2" "Cauterets" "Cauterets.amont" 4.097 71.677 "17.6" "5-6" 69.0441363537399
"amont" "7" "007_fs2" 4 -75.8111675913524 "7.007_fs2" "Cauterets" "Cauterets.amont" 4.097 71.677 "17.6" "5-6" 75.8111675913524
"amont" "7" "007_fs2" 5 -14.0402849740813 "7.007_fs2" "Cauterets" "Cauterets.amont" 4.097 71.677 "17.6" "5-6" 14.0402849740813
"amont" "7" "007_fs2" 6 53.3274747888061 "7.007_fs2" "Cauterets" "Cauterets.amont" 4.097 71.677 "17.6" "5-6" 53.3274747888061
"amont" "7" "007_fs2" 7 64.0211975588801 "7.007_fs2" "Cauterets" "Cauterets.amont" 4.097 71.677 "17.6" "5-6" 64.0211975588801
"amont" "7" "007_fs2" 8 40.9342790044466 "7.007_fs2" "Cauterets" "Cauterets.amont" 4.097 71.677 "17.6" "5-6" 40.9342790044466
"amont" "7" "007_fs2" 9 -7.17603581323482 "7.007_fs2" "Cauterets" "Cauterets.amont" 4.097 71.677 "17.6" "5-6" 7.17603581323482
"amont" "8" "008_fs1" 1 -11.8362427940051 "8.008_fs1" "Lees Athas" "Lees Athas.amont" 5.469 80.665 "17.7" "5-6" 11.8362427940051
"amont" "8" "008_fs1" 2 -11.2221611904408 "8.008_fs1" "Lees Athas" "Lees Athas.amont" 5.469 80.665 "17.7" "5-6" 11.2221611904408
"amont" "8" "008_fs1" 3 55.0782137644799 "8.008_fs1" "Lees Athas" "Lees Athas.amont" 5.469 80.665 "17.7" "5-6" 55.0782137644799
"amont" "8" "008_fs1" 4 125.751356149276 "8.008_fs1" "Lees Athas" "Lees Athas.amont" 5.469 80.665 "17.7" "5-6" 125.751356149276
"amont" "8" "008_fs1" 5 71.9234802606517 "8.008_fs1" "Lees Athas" "Lees Athas.amont" 5.469 80.665 "17.7" "5-6" 71.9234802606517
"amont" "8" "008_fs1" 6 -3.39203406733333 "8.008_fs1" "Lees Athas" "Lees Athas.amont" 5.469 80.665 "17.7" "5-6" 3.39203406733333
"amont" "8" "008_fs1" 7 -56.8778980291894 "8.008_fs1" "Lees Athas" "Lees Athas.amont" 5.469 80.665 "17.7" "5-6" 56.8778980291894
"amont" "8" "008_fs1" 8 -36.5759319441759 "8.008_fs1" "Lees Athas" "Lees Athas.amont" 5.469 80.665 "17.7" "5-6" 36.5759319441759
"amont" "8" "008_fs1" 9 -43.7910094248531 "8.008_fs1" "Lees Athas" "Lees Athas.amont" 5.469 80.665 "17.7" "5-6" 43.7910094248531
"amont" "8" "008_fs1" 10 -56.4637792602212 "8.008_fs1" "Lees Athas" "Lees Athas.amont" 5.469 80.665 "17.7" "5-6" 56.4637792602212
"amont" "8" "008_fs1" 11 -61.7529632380426 "8.008_fs1" "Lees Athas" "Lees Athas.amont" 5.469 80.665 "17.7" "5-6" 61.7529632380426
"amont" "8" "008_fs1" 12 -60.3009167887798 "8.008_fs1" "Lees Athas" "Lees Athas.amont" 5.469 80.665 "17.7" "5-6" 60.3009167887798
"amont" "8" "008_fs2" 1 29.8249773771412 "8.008_fs2" "Lees Athas" "Lees Athas.amont" 5.469 80.665 "17.7" "5-6" 29.8249773771412
"amont" "8" "008_fs2" 2 2.33037112741016 "8.008_fs2" "Lees Athas" "Lees Athas.amont" 5.469 80.665 "17.7" "5-6" 2.33037112741016
"amont" "8" "008_fs2" 3 -58.6802341638976 "8.008_fs2" "Lees Athas" "Lees Athas.amont" 5.469 80.665 "17.7" "5-6" 58.6802341638976
"amont" "8" "008_fs2" 4 -101.026565593894 "8.008_fs2" "Lees Athas" "Lees Athas.amont" 5.469 80.665 "17.7" "5-6" 101.026565593894
"amont" "8" "008_fs2" 5 -57.0039070743779 "8.008_fs2" "Lees Athas" "Lees Athas.amont" 5.469 80.665 "17.7" "5-6" 57.0039070743779
"amont" "8" "008_fs2" 6 51.8709927039918 "8.008_fs2" "Lees Athas" "Lees Athas.amont" 5.469 80.665 "17.7" "5-6" 51.8709927039918
"amont" "8" "008_fs2" 7 71.510296525951 "8.008_fs2" "Lees Athas" "Lees Athas.amont" 5.469 80.665 "17.7" "5-6" 71.510296525951
"amont" "8" "008_fs2" 8 70.927014069331 "8.008_fs2" "Lees Athas" "Lees Athas.amont" 5.469 80.665 "17.7" "5-6" 70.927014069331
"amont" "8" "008_fs3" 1 12.6617899251056 "8.008_fs3" "Lees Athas" "Lees Athas.amont" 5.469 80.665 "17.7" "5-6" 12.6617899251056
"amont" "8" "008_fs3" 2 -3.96299723883581 "8.008_fs3" "Lees Athas" "Lees Athas.amont" 5.469 80.665 "17.7" "5-6" 3.96299723883581
"amont" "8" "008_fs3" 3 -96.395824776163 "8.008_fs3" "Lees Athas" "Lees Athas.amont" 5.469 80.665 "17.7" "5-6" 96.395824776163
"amont" "8" "008_fs3" 4 -156.779943646978 "8.008_fs3" "Lees Athas" "Lees Athas.amont" 5.469 80.665 "17.7" "5-6" 156.779943646978
"amont" "8" "008_fs3" 5 -161.462095594492 "8.008_fs3" "Lees Athas" "Lees Athas.amont" 5.469 80.665 "17.7" "5-6" 161.462095594492
"amont" "8" "008_fs3" 6 -102.130673976869 "8.008_fs3" "Lees Athas" "Lees Athas.amont" 5.469 80.665 "17.7" "5-6" 102.130673976869
"amont" "8" "008_fs3" 7 -15.8453298265418 "8.008_fs3" "Lees Athas" "Lees Athas.amont" 5.469 80.665 "17.7" "5-6" 15.8453298265418
"amont" "8" "008_fs3" 8 33.5141673103691 "8.008_fs3" "Lees Athas" "Lees Athas.amont" 5.469 80.665 "17.7" "5-6" 33.5141673103691
"amont" "8" "008_fs3" 9 72.5861918644185 "8.008_fs3" "Lees Athas" "Lees Athas.amont" 5.469 80.665 "17.7" "5-6" 72.5861918644185
"amont" "8" "008_fs3" 10 31.2002528986147 "8.008_fs3" "Lees Athas" "Lees Athas.amont" 5.469 80.665 "17.7" "5-6" 31.2002528986147
"aval" "11" "011_fs1" 1 4.46616587800011 "11.011_fs1" "Cauterets" "Cauterets.aval" 1.033 49.689 "17.3" "11-12" 4.46616587800011
"aval" "11" "011_fs1" 2 -75.1337136905602 "11.011_fs1" "Cauterets" "Cauterets.aval" 1.033 49.689 "17.3" "11-12" 75.1337136905602
"aval" "11" "011_fs1" 3 -161.641833179587 "11.011_fs1" "Cauterets" "Cauterets.aval" 1.033 49.689 "17.3" "11-12" 161.641833179587
"aval" "11" "011_fs1" 4 -56.1986710494989 "11.011_fs1" "Cauterets" "Cauterets.aval" 1.033 49.689 "17.3" "11-12" 56.1986710494989
"aval" "11" "011_fs1" 5 -1.85731252902119 "11.011_fs1" "Cauterets" "Cauterets.aval" 1.033 49.689 "17.3" "11-12" 1.85731252902119
"aval" "11" "011_fs1" 6 35.0507093420709 "11.011_fs1" "Cauterets" "Cauterets.aval" 1.033 49.689 "17.3" "11-12" 35.0507093420709
"aval" "11" "011_fs1" 7 63.3583882710547 "11.011_fs1" "Cauterets" "Cauterets.aval" 1.033 49.689 "17.3" "11-12" 63.3583882710547
"aval" "11" "011_fs1" 8 71.8009836718325 "11.011_fs1" "Cauterets" "Cauterets.aval" 1.033 49.689 "17.3" "11-12" 71.8009836718325
"aval" "11" "011_fs1" 9 39.3698483238338 "11.011_fs1" "Cauterets" "Cauterets.aval" 1.033 49.689 "17.3" "11-12" 39.3698483238338
"aval" "11" "011_fs2" 1 -28.569766254411 "11.011_fs2" "Cauterets" "Cauterets.aval" 1.033 49.689 "17.3" "11-12" 28.569766254411
"aval" "11" "011_fs2" 2 -89.6843828661222 "11.011_fs2" "Cauterets" "Cauterets.aval" 1.033 49.689 "17.3" "11-12" 89.6843828661222
"aval" "11" "011_fs2" 3 -71.5921221164857 "11.011_fs2" "Cauterets" "Cauterets.aval" 1.033 49.689 "17.3" "11-12" 71.5921221164857
"aval" "11" "011_fs2" 4 30.8205009586513 "11.011_fs2" "Cauterets" "Cauterets.aval" 1.033 49.689 "17.3" "11-12" 30.8205009586513
"aval" "11" "011_fs2" 5 87.4565348399794 "11.011_fs2" "Cauterets" "Cauterets.aval" 1.033 49.689 "17.3" "11-12" 87.4565348399794
"aval" "11" "011_fs2" 6 87.4893593758791 "11.011_fs2" "Cauterets" "Cauterets.aval" 1.033 49.689 "17.3" "11-12" 87.4893593758791
"aval" "11" "011_fs2" 7 72.4732789583427 "11.011_fs2" "Cauterets" "Cauterets.aval" 1.033 49.689 "17.3" "11-12" 72.4732789583427
"aval" "11" "011_fs2" 8 42.5720442037984 "11.011_fs2" "Cauterets" "Cauterets.aval" 1.033 49.689 "17.3" "11-12" 42.5720442037984
"aval" "11" "011_fs2" 9 22.4443417578202 "11.011_fs2" "Cauterets" "Cauterets.aval" 1.033 49.689 "17.3" "11-12" 22.4443417578202
"aval" "11" "011_fs3" 1 48.2628936643612 "11.011_fs3" "Cauterets" "Cauterets.aval" 1.033 49.689 "17.3" "11-12" 48.2628936643612
"aval" "11" "011_fs3" 2 -91.9301599820965 "11.011_fs3" "Cauterets" "Cauterets.aval" 1.033 49.689 "17.3" "11-12" 91.9301599820965
"aval" "11" "011_fs3" 3 -83.2216467547891 "11.011_fs3" "Cauterets" "Cauterets.aval" 1.033 49.689 "17.3" "11-12" 83.2216467547891
"aval" "11" "011_fs3" 4 -25.977561907875 "11.011_fs3" "Cauterets" "Cauterets.aval" 1.033 49.689 "17.3" "11-12" 25.977561907875
"aval" "11" "011_fs3" 5 61.1713329097489 "11.011_fs3" "Cauterets" "Cauterets.aval" 1.033 49.689 "17.3" "11-12" 61.1713329097489
"aval" "11" "011_fs3" 6 72.7751415721559 "11.011_fs3" "Cauterets" "Cauterets.aval" 1.033 49.689 "17.3" "11-12" 72.7751415721559
"aval" "11" "011_fs3" 7 87.7257414338907 "11.011_fs3" "Cauterets" "Cauterets.aval" 1.033 49.689 "17.3" "11-12" 87.7257414338907
"aval" "11" "011_fs3" 8 80.9818872481765 "11.011_fs3" "Cauterets" "Cauterets.aval" 1.033 49.689 "17.3" "11-12" 80.9818872481765
"aval" "11" "011_fs3" 9 64.572379738443 "11.011_fs3" "Cauterets" "Cauterets.aval" 1.033 49.689 "17.3" "11-12" 64.572379738443
"aval" "14" "014_fs1" 1 -9.18489275710712 "14.014_fs1" "Cauterets" "Cauterets.aval" 1.704 56.881 "16.8" "11-12" 9.18489275710712
