"treatment" "poisson" "fs" "time" "Y" "poisson_fs" "pool" "origin_treatment" "weight" "height" "temperature_ellerby" "bief" "absY"
"amont" "25" "025_fs1" 3 -88.2044528683989 "25.025_fs1" "Lees Athas" "Lees Athas.amont" 5.249 81.787 "17.2" "3-4" 88.2044528683989
"amont" "25" "025_fs1" 4 -136.853760822077 "25.025_fs1" "Lees Athas" "Lees Athas.amont" 5.249 81.787 "17.2" "3-4" 136.853760822077
"amont" "25" "025_fs1" 5 -69.3759794308613 "25.025_fs1" "Lees Athas" "Lees Athas.amont" 5.249 81.787 "17.2" "3-4" 69.3759794308613
"amont" "25" "025_fs1" 6 10.0566870280441 "25.025_fs1" "Lees Athas" "Lees Athas.amont" 5.249 81.787 "17.2" "3-4" 10.0566870280441
"amont" "25" "025_fs1" 7 56.9445452523486 "25.025_fs1" "Lees Athas" "Lees Athas.amont" 5.249 81.787 "17.2" "3-4" 56.9445452523486
"amont" "25" "025_fs1" 8 74.7562234390638 "25.025_fs1" "Lees Athas" "Lees Athas.amont" 5.249 81.787 "17.2" "3-4" 74.7562234390638
"amont" "25" "025_fs1" 9 68.0356750210088 "25.025_fs1" "Lees Athas" "Lees Athas.amont" 5.249 81.787 "17.2" "3-4" 68.0356750210088
"amont" "25" "025_fs1" 10 66.4641828901068 "25.025_fs1" "Lees Athas" "Lees Athas.amont" 5.249 81.787 "17.2" "3-4" 66.4641828901068
"amont" "25" "025_fs1" 11 58.2853436946048 "25.025_fs1" "Lees Athas" "Lees Athas.amont" 5.249 81.787 "17.2" "3-4" 58.2853436946048
"amont" "25" "025_fs1" 12 60.1390510016519 "25.025_fs1" "Lees Athas" "Lees Athas.amont" 5.249 81.787 "17.2" "3-4" 60.1390510016519
"amont" "25" "025_fs2" 1 -56.4250325308695 "25.025_fs2" "Lees Athas" "Lees Athas.amont" 5.249 81.787 "17.2" "3-4" 56.4250325308695
"amont" "25" "025_fs2" 2 -57.1301010458299 "25.025_fs2" "Lees Athas" "Lees Athas.amont" 5.249 81.787 "17.2" "3-4" 57.1301010458299
"amont" "25" "025_fs2" 3 -133.822948995437 "25.025_fs2" "Lees Athas" "Lees Athas.amont" 5.249 81.787 "17.2" "3-4" 133.822948995437
"amont" "25" "025_fs2" 4 -173.193947358634 "25.025_fs2" "Lees Athas" "Lees Athas.amont" 5.249 81.787 "17.2" "3-4" 173.193947358634
"amont" "25" "025_fs2" 5 -127.910863880736 "25.025_fs2" "Lees Athas" "Lees Athas.amont" 5.249 81.787 "17.2" "3-4" 127.910863880736
"amont" "25" "025_fs2" 6 -57.4103860492557 "25.025_fs2" "Lees Athas" "Lees Athas.amont" 5.249 81.787 "17.2" "3-4" 57.4103860492557
"amont" "25" "025_fs2" 7 -15.7561944258339 "25.025_fs2" "Lees Athas" "Lees Athas.amont" 5.249 81.787 "17.2" "3-4" 15.7561944258339
"amont" "25" "025_fs2" 8 16.6334399295823 "25.025_fs2" "Lees Athas" "Lees Athas.amont" 5.249 81.787 "17.2" "3-4" 16.6334399295823
"amont" "25" "025_fs2" 9 17.2867957064304 "25.025_fs2" "Lees Athas" "Lees Athas.amont" 5.249 81.787 "17.2" "3-4" 17.2867957064304
"amont" "25" "025_fs2" 10 -19.1241174630007 "25.025_fs2" "Lees Athas" "Lees Athas.amont" 5.249 81.787 "17.2" "3-4" 19.1241174630007
"amont" "25" "025_fs2" 11 -46.5788744055163 "25.025_fs2" "Lees Athas" "Lees Athas.amont" 5.249 81.787 "17.2" "3-4" 46.5788744055163
"amont" "25" "025_fs2" 12 -66.7323174629253 "25.025_fs2" "Lees Athas" "Lees Athas.amont" 5.249 81.787 "17.2" "3-4" 66.7323174629253
"amont" "25" "025_fs2" 13 -102.102213414582 "25.025_fs2" "Lees Athas" "Lees Athas.amont" 5.249 81.787 "17.2" "3-4" 102.102213414582
"amont" "25" "025_fs3" 1 -12.7900673216718 "25.025_fs3" "Lees Athas" "Lees Athas.amont" 5.249 81.787 "17.2" "3-4" 12.7900673216718
"amont" "25" "025_fs3" 2 0.0409808325491952 "25.025_fs3" "Lees Athas" "Lees Athas.amont" 5.249 81.787 "17.2" "3-4" 0.0409808325491952
"amont" "25" "025_fs3" 3 34.2154806171646 "25.025_fs3" "Lees Athas" "Lees Athas.amont" 5.249 81.787 "17.2" "3-4" 34.2154806171646
"amont" "25" "025_fs3" 4 138.415494985864 "25.025_fs3" "Lees Athas" "Lees Athas.amont" 5.249 81.787 "17.2" "3-4" 138.415494985864
"amont" "25" "025_fs3" 5 127.773209792436 "25.025_fs3" "Lees Athas" "Lees Athas.amont" 5.249 81.787 "17.2" "3-4" 127.773209792436
"amont" "25" "025_fs3" 6 30.5753042685515 "25.025_fs3" "Lees Athas" "Lees Athas.amont" 5.249 81.787 "17.2" "3-4" 30.5753042685515
"amont" "25" "025_fs3" 7 -57.4030501504745 "25.025_fs3" "Lees Athas" "Lees Athas.amont" 5.249 81.787 "17.2" "3-4" 57.4030501504745
"amont" "25" "025_fs3" 8 -87.3508415434121 "25.025_fs3" "Lees Athas" "Lees Athas.amont" 5.249 81.787 "17.2" "3-4" 87.3508415434121
"amont" "25" "025_fs3" 9 -106.053384486276 "25.025_fs3" "Lees Athas" "Lees Athas.amont" 5.249 81.787 "17.2" "3-4" 106.053384486276
"amont" "25" "025_fs3" 10 -82.8782123148469 "25.025_fs3" "Lees Athas" "Lees Athas.amont" 5.249 81.787 "17.2" "3-4" 82.8782123148469
"amont" "25" "025_fs3" 11 -54.2373211519367 "25.025_fs3" "Lees Athas" "Lees Athas.amont" 5.249 81.787 "17.2" "3-4" 54.2373211519367
"amont" "25" "025_fs3" 12 -34.3555132276418 "25.025_fs3" "Lees Athas" "Lees Athas.amont" 5.249 81.787 "17.2" "3-4" 34.3555132276418
"amont" "25" "025_fs3" 13 -18.5527168902609 "25.025_fs3" "Lees Athas" "Lees Athas.amont" 5.249 81.787 "17.2" "3-4" 18.5527168902609
"amont" "26" "026_fs1" 1 43.1758836856679 "26.026_fs1" "Cauterets" "Cauterets.amont" 5.031 78.637 "17.3" "3-4" 43.1758836856679
"amont" "26" "026_fs1" 2 49.8581235513355 "26.026_fs1" "Cauterets" "Cauterets.amont" 5.031 78.637 "17.3" "3-4" 49.8581235513355
"amont" "26" "026_fs1" 3 122.993495365837 "26.026_fs1" "Cauterets" "Cauterets.amont" 5.031 78.637 "17.3" "3-4" 122.993495365837
"amont" "26" "026_fs1" 4 166.750915805796 "26.026_fs1" "Cauterets" "Cauterets.amont" 5.031 78.637 "17.3" "3-4" 166.750915805796
"amont" "26" "026_fs1" 5 157.887834958062 "26.026_fs1" "Cauterets" "Cauterets.amont" 5.031 78.637 "17.3" "3-4" 157.887834958062
"amont" "26" "026_fs1" 6 136.96129134598 "26.026_fs1" "Cauterets" "Cauterets.amont" 5.031 78.637 "17.3" "3-4" 136.96129134598
"amont" "26" "026_fs1" 7 74.1792211482563 "26.026_fs1" "Cauterets" "Cauterets.amont" 5.031 78.637 "17.3" "3-4" 74.1792211482563
"amont" "26" "026_fs1" 8 37.2179351189 "26.026_fs1" "Cauterets" "Cauterets.amont" 5.031 78.637 "17.3" "3-4" 37.2179351189
"amont" "26" "026_fs1" 9 19.1648432726109 "26.026_fs1" "Cauterets" "Cauterets.amont" 5.031 78.637 "17.3" "3-4" 19.1648432726109
"amont" "26" "026_fs1" 10 20.7917132696107 "26.026_fs1" "Cauterets" "Cauterets.amont" 5.031 78.637 "17.3" "3-4" 20.7917132696107
"amont" "26" "026_fs2" 1 21.6769619826942 "26.026_fs2" "Cauterets" "Cauterets.amont" 5.031 78.637 "17.3" "3-4" 21.6769619826942
"amont" "26" "026_fs2" 2 53.428788291222 "26.026_fs2" "Cauterets" "Cauterets.amont" 5.031 78.637 "17.3" "3-4" 53.428788291222
"amont" "26" "026_fs2" 3 112.223859151387 "26.026_fs2" "Cauterets" "Cauterets.amont" 5.031 78.637 "17.3" "3-4" 112.223859151387
"amont" "26" "026_fs2" 4 127.248252532907 "26.026_fs2" "Cauterets" "Cauterets.amont" 5.031 78.637 "17.3" "3-4" 127.248252532907
"amont" "26" "026_fs2" 5 67.8860041700845 "26.026_fs2" "Cauterets" "Cauterets.amont" 5.031 78.637 "17.3" "3-4" 67.8860041700845
"amont" "26" "026_fs2" 6 18.9282446736046 "26.026_fs2" "Cauterets" "Cauterets.amont" 5.031 78.637 "17.3" "3-4" 18.9282446736046
"amont" "26" "026_fs2" 7 -22.5761355999648 "26.026_fs2" "Cauterets" "Cauterets.amont" 5.031 78.637 "17.3" "3-4" 22.5761355999648
"amont" "26" "026_fs2" 8 -55.856085452624 "26.026_fs2" "Cauterets" "Cauterets.amont" 5.031 78.637 "17.3" "3-4" 55.856085452624
"amont" "26" "026_fs2" 9 -87.3275789946236 "26.026_fs2" "Cauterets" "Cauterets.amont" 5.031 78.637 "17.3" "3-4" 87.3275789946236
"amont" "26" "026_fs2" 10 -95.3697748125179 "26.026_fs2" "Cauterets" "Cauterets.amont" 5.031 78.637 "17.3" "3-4" 95.3697748125179
"aval" "27" "027_fs1" 1 -26.3178480392715 "27.027_fs1" "Lees Athas" "Lees Athas.aval" 10.67 102.345 "16" "9-10" 26.3178480392715
"aval" "27" "027_fs1" 2 -8.32065467819177 "27.027_fs1" "Lees Athas" "Lees Athas.aval" 10.67 102.345 "16" "9-10" 8.32065467819177
"aval" "27" "027_fs1" 3 54.3981351284667 "27.027_fs1" "Lees Athas" "Lees Athas.aval" 10.67 102.345 "16" "9-10" 54.3981351284667
"aval" "27" "027_fs1" 4 97.2434752563833 "27.027_fs1" "Lees Athas" "Lees Athas.aval" 10.67 102.345 "16" "9-10" 97.2434752563833
"aval" "27" "027_fs1" 5 107.494981027048 "27.027_fs1" "Lees Athas" "Lees Athas.aval" 10.67 102.345 "16" "9-10" 107.494981027048
"aval" "27" "027_fs1" 6 55.6304577987077 "27.027_fs1" "Lees Athas" "Lees Athas.aval" 10.67 102.345 "16" "9-10" 55.6304577987077
"aval" "27" "027_fs1" 7 11.0425173402693 "27.027_fs1" "Lees Athas" "Lees Athas.aval" 10.67 102.345 "16" "9-10" 11.0425173402693
"aval" "27" "027_fs1" 8 -34.5760401809811 "27.027_fs1" "Lees Athas" "Lees Athas.aval" 10.67 102.345 "16" "9-10" 34.5760401809811
"aval" "27" "027_fs1" 9 -77.249613479523 "27.027_fs1" "Lees Athas" "Lees Athas.aval" 10.67 102.345 "16" "9-10" 77.249613479523
"aval" "27" "027_fs1" 10 -85.224940436837 "27.027_fs1" "Lees Athas" "Lees Athas.aval" 10.67 102.345 "16" "9-10" 85.224940436837
"aval" "27" "027_fs1" 11 -103.964144583494 "27.027_fs1" "Lees Athas" "Lees Athas.aval" 10.67 102.345 "16" "9-10" 103.964144583494
"aval" "27" "027_fs1" 12 -107.887901524906 "27.027_fs1" "Lees Athas" "Lees Athas.aval" 10.67 102.345 "16" "9-10" 107.887901524906
"aval" "27" "027_fs2" 1 -19.0601846445311 "27.027_fs2" "Lees Athas" "Lees Athas.aval" 10.67 102.345 "16" "9-10" 19.0601846445311
"aval" "27" "027_fs2" 2 -2.3964233850715 "27.027_fs2" "Lees Athas" "Lees Athas.aval" 10.67 102.345 "16" "9-10" 2.3964233850715
"aval" "27" "027_fs2" 3 57.2379668988398 "27.027_fs2" "Lees Athas" "Lees Athas.aval" 10.67 102.345 "16" "9-10" 57.2379668988398
"aval" "27" "027_fs2" 4 108.220708095059 "27.027_fs2" "Lees Athas" "Lees Athas.aval" 10.67 102.345 "16" "9-10" 108.220708095059
"aval" "27" "027_fs2" 5 121.990157183934 "27.027_fs2" "Lees Athas" "Lees Athas.aval" 10.67 102.345 "16" "9-10" 121.990157183934
"aval" "27" "027_fs2" 6 56.3804157899001 "27.027_fs2" "Lees Athas" "Lees Athas.aval" 10.67 102.345 "16" "9-10" 56.3804157899001
"aval" "27" "027_fs2" 7 -0.582159829900775 "27.027_fs2" "Lees Athas" "Lees Athas.aval" 10.67 102.345 "16" "9-10" 0.582159829900775
"aval" "27" "027_fs2" 8 -54.7773662206066 "27.027_fs2" "Lees Athas" "Lees Athas.aval" 10.67 102.345 "16" "9-10" 54.7773662206066
"aval" "27" "027_fs2" 9 -84.7571779244277 "27.027_fs2" "Lees Athas" "Lees Athas.aval" 10.67 102.345 "16" "9-10" 84.7571779244277
"aval" "27" "027_fs2" 10 -93.6456190232541 "27.027_fs2" "Lees Athas" "Lees Athas.aval" 10.67 102.345 "16" "9-10" 93.6456190232541
"aval" "27" "027_fs2" 11 -107.40292809297 "27.027_fs2" "Lees Athas" "Lees Athas.aval" 10.67 102.345 "16" "9-10" 107.40292809297
"aval" "27" "027_fs3" 1 48.2300742949339 "27.027_fs3" "Lees Athas" "Lees Athas.aval" 10.67 102.345 "16" "9-10" 48.2300742949339
"aval" "27" "027_fs3" 2 12.9278001852562 "27.027_fs3" "Lees Athas" "Lees Athas.aval" 10.67 102.345 "16" "9-10" 12.9278001852562
"aval" "27" "027_fs3" 3 -39.5128112030766 "27.027_fs3" "Lees Athas" "Lees Athas.aval" 10.67 102.345 "16" "9-10" 39.5128112030766
"aval" "27" "027_fs3" 4 -80.211612347276 "27.027_fs3" "Lees Athas" "Lees Athas.aval" 10.67 102.345 "16" "9-10" 80.211612347276
"aval" "27" "027_fs3" 5 -39.1637764436987 "27.027_fs3" "Lees Athas" "Lees Athas.aval" 10.67 102.345 "16" "9-10" 39.1637764436987
"aval" "27" "027_fs3" 6 26.1325293451467 "27.027_fs3" "Lees Athas" "Lees Athas.aval" 10.67 102.345 "16" "9-10" 26.1325293451467
"aval" "27" "027_fs3" 7 55.3519080268711 "27.027_fs3" "Lees Athas" "Lees Athas.aval" 10.67 102.345 "16" "9-10" 55.3519080268711
"aval" "27" "027_fs3" 8 48.7894248332972 "27.027_fs3" "Lees Athas" "Lees Athas.aval" 10.67 102.345 "16" "9-10" 48.7894248332972
"aval" "29" "029_fs1" 1 -10.2527801212902 "29.029_fs1" "Cauterets" "Cauterets.aval" 1.844 60.564 "15.8" "9-10" 10.2527801212902
"aval" "29" "029_fs1" 2 -75.7263819422574 "29.029_fs1" "Cauterets" "Cauterets.aval" 1.844 60.564 "15.8" "9-10" 75.7263819422574
"aval" "29" "029_fs1" 3 -162.222937945111 "29.029_fs1" "Cauterets" "Cauterets.aval" 1.844 60.564 "15.8" "9-10" 162.222937945111
"aval" "29" "029_fs1" 4 -175.349254930981 "29.029_fs1" "Cauterets" "Cauterets.aval" 1.844 60.564 "15.8" "9-10" 175.349254930981
"aval" "29" "029_fs1" 5 -62.1856740566805 "29.029_fs1" "Cauterets" "Cauterets.aval" 1.844 60.564 "15.8" "9-10" 62.1856740566805
"aval" "29" "029_fs1" 6 12.5501027955392 "29.029_fs1" "Cauterets" "Cauterets.aval" 1.844 60.564 "15.8" "9-10" 12.5501027955392
"aval" "29" "029_fs1" 7 49.0984435378593 "29.029_fs1" "Cauterets" "Cauterets.aval" 1.844 60.564 "15.8" "9-10" 49.0984435378593
"aval" "29" "029_fs1" 8 13.457896716645 "29.029_fs1" "Cauterets" "Cauterets.aval" 1.844 60.564 "15.8" "9-10" 13.457896716645
"aval" "29" "029_fs1" 9 -36.0972366094334 "29.029_fs1" "Cauterets" "Cauterets.aval" 1.844 60.564 "15.8" "9-10" 36.0972366094334
"aval" "29" "029_fs2" 1 21.7302957639837 "29.029_fs2" "Cauterets" "Cauterets.aval" 1.844 60.564 "15.8" "9-10" 21.7302957639837
"aval" "29" "029_fs2" 2 96.6351388827681 "29.029_fs2" "Cauterets" "Cauterets.aval" 1.844 60.564 "15.8" "9-10" 96.6351388827681
"aval" "29" "029_fs2" 3 173.655205915534 "29.029_fs2" "Cauterets" "Cauterets.aval" 1.844 60.564 "15.8" "9-10" 173.655205915534
"aval" "29" "029_fs2" 4 157.528067053854 "29.029_fs2" "Cauterets" "Cauterets.aval" 1.844 60.564 "15.8" "9-10" 157.528067053854
"aval" "29" "029_fs2" 5 56.0322562953627 "29.029_fs2" "Cauterets" "Cauterets.aval" 1.844 60.564 "15.8" "9-10" 56.0322562953627
"aval" "29" "029_fs2" 6 -11.4859017122673 "29.029_fs2" "Cauterets" "Cauterets.aval" 1.844 60.564 "15.8" "9-10" 11.4859017122673
"aval" "29" "029_fs2" 7 -63.4306756725959 "29.029_fs2" "Cauterets" "Cauterets.aval" 1.844 60.564 "15.8" "9-10" 63.4306756725959
"aval" "29" "029_fs2" 8 -47.0728396496756 "29.029_fs2" "Cauterets" "Cauterets.aval" 1.844 60.564 "15.8" "9-10" 47.0728396496756
"aval" "29" "029_fs2" 9 -11.1811258422037 "29.029_fs2" "Cauterets" "Cauterets.aval" 1.844 60.564 "15.8" "9-10" 11.1811258422037
"amont" "37" "037_fs1" 1 40.8229585494398 "37.037_fs1" "Lees Athas" "Lees Athas.amont" 5.52 84.271 "15.2" "1" 40.8229585494398
"amont" "37" "037_fs1" 2 30.5134167880914 "37.037_fs1" "Lees Athas" "Lees Athas.amont" 5.52 84.271 "15.2" "1" 30.5134167880914
"amont" "37" "037_fs1" 3 10.3922268850838 "37.037_fs1" "Lees Athas" "Lees Athas.amont" 5.52 84.271 "15.2" "1" 10.3922268850838
"amont" "37" "037_fs1" 4 -40.4098611006381 "37.037_fs1" "Lees Athas" "Lees Athas.amont" 5.52 84.271 "15.2" "1" 40.4098611006381
"amont" "37" "037_fs1" 5 -90.6933534256417 "37.037_fs1" "Lees Athas" "Lees Athas.amont" 5.52 84.271 "15.2" "1" 90.6933534256417
"amont" "37" "037_fs1" 6 -71.4695844611522 "37.037_fs1" "Lees Athas" "Lees Athas.amont" 5.52 84.271 "15.2" "1" 71.4695844611522
"amont" "37" "037_fs1" 7 -22.3472586858654 "37.037_fs1" "Lees Athas" "Lees Athas.amont" 5.52 84.271 "15.2" "1" 22.3472586858654
"amont" "37" "037_fs1" 8 17.2031263197998 "37.037_fs1" "Lees Athas" "Lees Athas.amont" 5.52 84.271 "15.2" "1" 17.2031263197998
"amont" "37" "037_fs1" 9 58.9097507366801 "37.037_fs1" "Lees Athas" "Lees Athas.amont" 5.52 84.271 "15.2" "1" 58.9097507366801
"amont" "37" "037_fs1" 10 86.2649420432937 "37.037_fs1" "Lees Athas" "Lees Athas.amont" 5.52 84.271 "15.2" "1" 86.2649420432937
"amont" "37" "037_fs1" 11 108.46397869295 "37.037_fs1" "Lees Athas" "Lees Athas.amont" 5.52 84.271 "15.2" "1" 108.46397869295
"amont" "37" "037_fs1" 12 120.623755921388 "37.037_fs1" "Lees Athas" "Lees Athas.amont" 5.52 84.271 "15.2" "1" 120.623755921388
"amont" "37" "037_fs1" 13 120.266785131482 "37.037_fs1" "Lees Athas" "Lees Athas.amont" 5.52 84.271 "15.2" "1" 120.266785131482
"amont" "37" "037_fs1" 14 133.125804255018 "37.037_fs1" "Lees Athas" "Lees Athas.amont" 5.52 84.271 "15.2" "1" 133.125804255018
"amont" "37" "037_fs1" 15 137.133610684994 "37.037_fs1" "Lees Athas" "Lees Athas.amont" 5.52 84.271 "15.2" "1" 137.133610684994
"amont" "37" "037_fs1" 16 132.134082034444 "37.037_fs1" "Lees Athas" "Lees Athas.amont" 5.52 84.271 "15.2" "1" 132.134082034444
"amont" "37" "037_fs1" 17 124.329507252103 "37.037_fs1" "Lees Athas" "Lees Athas.amont" 5.52 84.271 "15.2" "1" 124.329507252103
"amont" "37" "037_fs1" 18 122.236357958275 "37.037_fs1" "Lees Athas" "Lees Athas.amont" 5.52 84.271 "15.2" "1" 122.236357958275
"amont" "37" "037_fs1" 19 117.574799192006 "37.037_fs1" "Lees Athas" "Lees Athas.amont" 5.52 84.271 "15.2" "1" 117.574799192006
"amont" "37" "037_fs1" 20 109.040552288615 "37.037_fs1" "Lees Athas" "Lees Athas.amont" 5.52 84.271 "15.2" "1" 109.040552288615
"amont" "37" "037_fs1" 21 101.192397992819 "37.037_fs1" "Lees Athas" "Lees Athas.amont" 5.52 84.271 "15.2" "1" 101.192397992819
"amont" "37" "037_fs1" 22 95.7714219495037 "37.037_fs1" "Lees Athas" "Lees Athas.amont" 5.52 84.271 "15.2" "1" 95.7714219495037
"amont" "37" "037_fs2" 1 38.7312148929037 "37.037_fs2" "Lees Athas" "Lees Athas.amont" 5.52 84.271 "15.2" "1" 38.7312148929037
"amont" "37" "037_fs2" 2 37.5583379402412 "37.037_fs2" "Lees Athas" "Lees Athas.amont" 5.52 84.271 "15.2" "1" 37.5583379402412
"amont" "37" "037_fs2" 3 52.812822377121 "37.037_fs2" "Lees Athas" "Lees Athas.amont" 5.52 84.271 "15.2" "1" 52.812822377121
"amont" "37" "037_fs2" 4 92.0482102352533 "37.037_fs2" "Lees Athas" "Lees Athas.amont" 5.52 84.271 "15.2" "1" 92.0482102352533
"amont" "37" "037_fs2" 5 132.936547585313 "37.037_fs2" "Lees Athas" "Lees Athas.amont" 5.52 84.271 "15.2" "1" 132.936547585313
"amont" "37" "037_fs2" 6 75.2194779251018 "37.037_fs2" "Lees Athas" "Lees Athas.amont" 5.52 84.271 "15.2" "1" 75.2194779251018
"amont" "37" "037_fs2" 7 1.66489605204771 "37.037_fs2" "Lees Athas" "Lees Athas.amont" 5.52 84.271 "15.2" "1" 1.66489605204771
"amont" "37" "037_fs2" 8 -54.4310677353976 "37.037_fs2" "Lees Athas" "Lees Athas.amont" 5.52 84.271 "15.2" "1" 54.4310677353976
"amont" "37" "037_fs2" 9 -46.444920453018 "37.037_fs2" "Lees Athas" "Lees Athas.amont" 5.52 84.271 "15.2" "1" 46.444920453018
"amont" "37" "037_fs2" 10 -24.5176630852126 "37.037_fs2" "Lees Athas" "Lees Athas.amont" 5.52 84.271 "15.2" "1" 24.5176630852126
"amont" "37" "037_fs2" 11 -18.6551776691623 "37.037_fs2" "Lees Athas" "Lees Athas.amont" 5.52 84.271 "15.2" "1" 18.6551776691623
"amont" "37" "037_fs2" 12 -57.1389626593836 "37.037_fs2" "Lees Athas" "Lees Athas.amont" 5.52 84.271 "15.2" "1" 57.1389626593836
"amont" "37" "037_fs3" 1 41.6195441806571 "37.037_fs3" "Lees Athas" "Lees Athas.amont" 5.52 84.271 "15.2" "1" 41.6195441806571
"amont" "37" "037_fs3" 2 54.0284326920749 "37.037_fs3" "Lees Athas" "Lees Athas.amont" 5.52 84.271 "15.2" "1" 54.0284326920749
"amont" "37" "037_fs3" 3 88.1644063243588 "37.037_fs3" "Lees Athas" "Lees Athas.amont" 5.52 84.271 "15.2" "1" 88.1644063243588
"amont" "37" "037_fs3" 4 128.893497604298 "37.037_fs3" "Lees Athas" "Lees Athas.amont" 5.52 84.271 "15.2" "1" 128.893497604298
"amont" "37" "037_fs3" 5 123.637936096949 "37.037_fs3" "Lees Athas" "Lees Athas.amont" 5.52 84.271 "15.2" "1" 123.637936096949
"amont" "37" "037_fs3" 6 52.9380492099574 "37.037_fs3" "Lees Athas" "Lees Athas.amont" 5.52 84.271 "15.2" "1" 52.9380492099574
"amont" "37" "037_fs3" 7 20.5700782636289 "37.037_fs3" "Lees Athas" "Lees Athas.amont" 5.52 84.271 "15.2" "1" 20.5700782636289
"amont" "37" "037_fs3" 8 -18.2623405161521 "37.037_fs3" "Lees Athas" "Lees Athas.amont" 5.52 84.271 "15.2" "1" 18.2623405161521
"amont" "37" "037_fs3" 9 -58.0780527935647 "37.037_fs3" "Lees Athas" "Lees Athas.amont" 5.52 84.271 "15.2" "1" 58.0780527935647
"amont" "37" "037_fs3" 10 -61.9764708054819 "37.037_fs3" "Lees Athas" "Lees Athas.amont" 5.52 84.271 "15.2" "1" 61.9764708054819
"amont" "37" "037_fs3" 11 -58.4162811663258 "37.037_fs3" "Lees Athas" "Lees Athas.amont" 5.52 84.271 "15.2" "1" 58.4162811663258
"amont" "37" "037_fs3" 12 -55.7519501249476 "37.037_fs3" "Lees Athas" "Lees Athas.amont" 5.52 84.271 "15.2" "1" 55.7519501249476
"amont" "37" "037_fs3" 13 -44.914812293064 "37.037_fs3" "Lees Athas" "Lees Athas.amont" 5.52 84.271 "15.2" "1" 44.914812293064
"amont" "37" "037_fs3" 14 -27.6359153314621 "37.037_fs3" "Lees Athas" "Lees Athas.amont" 5.52 84.271 "15.2" "1" 27.6359153314621
"amont" "37" "037_fs3" 15 -19.4325126323203 "37.037_fs3" "Lees Athas" "Lees Athas.amont" 5.52 84.271 "15.2" "1" 19.4325126323203
"amont" "37" "037_fs3" 16 -4.3795770981194 "37.037_fs3" "Lees Athas" "Lees Athas.amont" 5.52 84.271 "15.2" "1" 4.3795770981194
"amont" "37" "037_fs3" 17 9.46173806218968 "37.037_fs3" "Lees Athas" "Lees Athas.amont" 5.52 84.271 "15.2" "1" 9.46173806218968
"amont" "38" "038_fs1" 1 -10.3564524878562 "38.038_fs1" "Lees Athas" "Lees Athas.amont" 7.06 89.897 "15.2" "1" 10.3564524878562
"amont" "38" "038_fs1" 2 -46.9985794160241 "38.038_fs1" "Lees Athas" "Lees Athas.amont" 7.06 89.897 "15.2" "1" 46.9985794160241
"amont" "38" "038_fs1" 3 -92.5529890347858 "38.038_fs1" "Lees Athas" "Lees Athas.amont" 7.06 89.897 "15.2" "1" 92.5529890347858
"amont" "38" "038_fs1" 4 -160.293202973367 "38.038_fs1" "Lees Athas" "Lees Athas.amont" 7.06 89.897 "15.2" "1" 160.293202973367
"amont" "38" "038_fs1" 5 -120.394223554325 "38.038_fs1" "Lees Athas" "Lees Athas.amont" 7.06 89.897 "15.2" "1" 120.394223554325
"amont" "38" "038_fs1" 6 -73.2858822848144 "38.038_fs1" "Lees Athas" "Lees Athas.amont" 7.06 89.897 "15.2" "1" 73.2858822848144
"amont" "38" "038_fs1" 7 -28.6724590929293 "38.038_fs1" "Lees Athas" "Lees Athas.amont" 7.06 89.897 "15.2" "1" 28.6724590929293
"amont" "38" "038_fs1" 8 -8.87202039303062 "38.038_fs1" "Lees Athas" "Lees Athas.amont" 7.06 89.897 "15.2" "1" 8.87202039303062
"amont" "38" "038_fs1" 9 5.10644162209729 "38.038_fs1" "Lees Athas" "Lees Athas.amont" 7.06 89.897 "15.2" "1" 5.10644162209729
"amont" "38" "038_fs1" 10 16.4162320929937 "38.038_fs1" "Lees Athas" "Lees Athas.amont" 7.06 89.897 "15.2" "1" 16.4162320929937
"amont" "38" "038_fs1" 11 28.4303396939997 "38.038_fs1" "Lees Athas" "Lees Athas.amont" 7.06 89.897 "15.2" "1" 28.4303396939997
"amont" "38" "038_fs1" 12 32.4984602365582 "38.038_fs1" "Lees Athas" "Lees Athas.amont" 7.06 89.897 "15.2" "1" 32.4984602365582
"amont" "38" "038_fs1" 13 30.6998170467458 "38.038_fs1" "Lees Athas" "Lees Athas.amont" 7.06 89.897 "15.2" "1" 30.6998170467458
"amont" "38" "038_fs1" 14 33.7191902511951 "38.038_fs1" "Lees Athas" "Lees Athas.amont" 7.06 89.897 "15.2" "1" 33.7191902511951
"amont" "38" "038_fs1" 15 16.6058705963854 "38.038_fs1" "Lees Athas" "Lees Athas.amont" 7.06 89.897 "15.2" "1" 16.6058705963854
"amont" "38" "038_fs1" 16 13.6534734664402 "38.038_fs1" "Lees Athas" "Lees Athas.amont" 7.06 89.897 "15.2" "1" 13.6534734664402
"amont" "38" "038_fs1" 17 5.58900023126202 "38.038_fs1" "Lees Athas" "Lees Athas.amont" 7.06 89.897 "15.2" "1" 5.58900023126202
"amont" "38" "038_fs2" 1 -5.59090859411552 "38.038_fs2" "Lees Athas" "Lees Athas.amont" 7.06 89.897 "15.2" "1" 5.59090859411552
"amont" "38" "038_fs2" 2 1.41575071329908 "38.038_fs2" "Lees Athas" "Lees Athas.amont" 7.06 89.897 "15.2" "1" 1.41575071329908
