"treatment" "poisson" "fs" "time" "segment" "Y" "poisson_fs" "pool" "origin_treatment" "weight" "height" "temperature_ellerby" "bief"
"amont" "177" "177_fs3" 6 "segment_12_pts_191-200" 213.230373310723 "177.177_fs3" "Cauterets" "Cauterets.amont" 2.318 65.3 "18.7" "3-4"
"amont" "177" "177_fs3" 7 "segment_12_pts_191-200" 274.65227035648 "177.177_fs3" "Cauterets" "Cauterets.amont" 2.318 65.3 "18.7" "3-4"
"amont" "177" "177_fs3" 8 "segment_12_pts_191-200" 282.493192241693 "177.177_fs3" "Cauterets" "Cauterets.amont" 2.318 65.3 "18.7" "3-4"
"amont" "177" "177_fs3" 9 "segment_12_pts_191-200" 284.262917935293 "177.177_fs3" "Cauterets" "Cauterets.amont" 2.318 65.3 "18.7" "3-4"
"amont" "177" "177_fs3" 10 "segment_12_pts_191-200" 305.67139595668 "177.177_fs3" "Cauterets" "Cauterets.amont" 2.318 65.3 "18.7" "3-4"
"amont" "177" "177_fs3" 11 "segment_12_pts_191-200" 341.228544937753 "177.177_fs3" "Cauterets" "Cauterets.amont" 2.318 65.3 "18.7" "3-4"
"amont" "177" "177_fs3" 12 "segment_12_pts_191-200" 349.97599661901 "177.177_fs3" "Cauterets" "Cauterets.amont" 2.318 65.3 "18.7" "3-4"
"amont" "177" "177_fs4" 1 "segment_01_pts_1-27" 0 "177.177_fs4" "Cauterets" "Cauterets.amont" 2.318 65.3 "18.7" "3-4"
"amont" "177" "177_fs4" 2 "segment_01_pts_1-27" 15.0535106678033 "177.177_fs4" "Cauterets" "Cauterets.amont" 2.318 65.3 "18.7" "3-4"
"amont" "177" "177_fs4" 3 "segment_01_pts_1-27" 70.5506617347136 "177.177_fs4" "Cauterets" "Cauterets.amont" 2.318 65.3 "18.7" "3-4"
"amont" "177" "177_fs4" 4 "segment_01_pts_1-27" 82.9322485345189 "177.177_fs4" "Cauterets" "Cauterets.amont" 2.318 65.3 "18.7" "3-4"
"amont" "177" "177_fs4" 5 "segment_01_pts_1-27" 116.489308028445 "177.177_fs4" "Cauterets" "Cauterets.amont" 2.318 65.3 "18.7" "3-4"
"amont" "177" "177_fs4" 6 "segment_01_pts_1-27" 128.260477452583 "177.177_fs4" "Cauterets" "Cauterets.amont" 2.318 65.3 "18.7" "3-4"
"amont" "177" "177_fs4" 7 "segment_01_pts_1-27" 138.237353767925 "177.177_fs4" "Cauterets" "Cauterets.amont" 2.318 65.3 "18.7" "3-4"
"amont" "177" "177_fs4" 8 "segment_01_pts_1-27" 139.480658571235 "177.177_fs4" "Cauterets" "Cauterets.amont" 2.318 65.3 "18.7" "3-4"
"amont" "177" "177_fs4" 9 "segment_01_pts_1-27" 146.009339640201 "177.177_fs4" "Cauterets" "Cauterets.amont" 2.318 65.3 "18.7" "3-4"
"amont" "177" "177_fs4" 10 "segment_01_pts_1-27" 149.287311222384 "177.177_fs4" "Cauterets" "Cauterets.amont" 2.318 65.3 "18.7" "3-4"
"amont" "177" "177_fs4" 11 "segment_01_pts_1-27" 153.671705331567 "177.177_fs4" "Cauterets" "Cauterets.amont" 2.318 65.3 "18.7" "3-4"
"amont" "177" "177_fs4" 12 "segment_01_pts_1-27" 162.674000483531 "177.177_fs4" "Cauterets" "Cauterets.amont" 2.318 65.3 "18.7" "3-4"
"amont" "177" "177_fs4" 1 "segment_02_pts_28-53" 0 "177.177_fs4" "Cauterets" "Cauterets.amont" 2.318 65.3 "18.7" "3-4"
"amont" "177" "177_fs4" 2 "segment_02_pts_28-53" 8.58712288628689 "177.177_fs4" "Cauterets" "Cauterets.amont" 2.318 65.3 "18.7" "3-4"
"amont" "177" "177_fs4" 3 "segment_02_pts_28-53" 47.0522779212926 "177.177_fs4" "Cauterets" "Cauterets.amont" 2.318 65.3 "18.7" "3-4"
"amont" "177" "177_fs4" 4 "segment_02_pts_28-53" 83.9551137224929 "177.177_fs4" "Cauterets" "Cauterets.amont" 2.318 65.3 "18.7" "3-4"
"amont" "177" "177_fs4" 5 "segment_02_pts_28-53" 95.5389335266615 "177.177_fs4" "Cauterets" "Cauterets.amont" 2.318 65.3 "18.7" "3-4"
"amont" "177" "177_fs4" 6 "segment_02_pts_28-53" 111.008985160639 "177.177_fs4" "Cauterets" "Cauterets.amont" 2.318 65.3 "18.7" "3-4"
"amont" "177" "177_fs4" 7 "segment_02_pts_28-53" 122.663547786733 "177.177_fs4" "Cauterets" "Cauterets.amont" 2.318 65.3 "18.7" "3-4"
"amont" "177" "177_fs4" 8 "segment_02_pts_28-53" 132.647814894995 "177.177_fs4" "Cauterets" "Cauterets.amont" 2.318 65.3 "18.7" "3-4"
"amont" "177" "177_fs4" 9 "segment_02_pts_28-53" 139.750597503446 "177.177_fs4" "Cauterets" "Cauterets.amont" 2.318 65.3 "18.7" "3-4"
"amont" "177" "177_fs4" 10 "segment_02_pts_28-53" 147.33674233171 "177.177_fs4" "Cauterets" "Cauterets.amont" 2.318 65.3 "18.7" "3-4"
"amont" "177" "177_fs4" 11 "segment_02_pts_28-53" 151.503546487691 "177.177_fs4" "Cauterets" "Cauterets.amont" 2.318 65.3 "18.7" "3-4"
"amont" "177" "177_fs4" 12 "segment_02_pts_28-53" 155.788747315379 "177.177_fs4" "Cauterets" "Cauterets.amont" 2.318 65.3 "18.7" "3-4"
"amont" "177" "177_fs4" 1 "segment_03_pts_54-76" 0 "177.177_fs4" "Cauterets" "Cauterets.amont" 2.318 65.3 "18.7" "3-4"
"amont" "177" "177_fs4" 2 "segment_03_pts_54-76" 1.00626822357123 "177.177_fs4" "Cauterets" "Cauterets.amont" 2.318 65.3 "18.7" "3-4"
"amont" "177" "177_fs4" 3 "segment_03_pts_54-76" 34.170058351045 "177.177_fs4" "Cauterets" "Cauterets.amont" 2.318 65.3 "18.7" "3-4"
"amont" "177" "177_fs4" 4 "segment_03_pts_54-76" 80.8451890408569 "177.177_fs4" "Cauterets" "Cauterets.amont" 2.318 65.3 "18.7" "3-4"
"amont" "177" "177_fs4" 5 "segment_03_pts_54-76" 87.9007958713142 "177.177_fs4" "Cauterets" "Cauterets.amont" 2.318 65.3 "18.7" "3-4"
"amont" "177" "177_fs4" 6 "segment_03_pts_54-76" 100.474150026961 "177.177_fs4" "Cauterets" "Cauterets.amont" 2.318 65.3 "18.7" "3-4"
"amont" "177" "177_fs4" 7 "segment_03_pts_54-76" 111.036471607942 "177.177_fs4" "Cauterets" "Cauterets.amont" 2.318 65.3 "18.7" "3-4"
"amont" "177" "177_fs4" 8 "segment_03_pts_54-76" 120.505573274899 "177.177_fs4" "Cauterets" "Cauterets.amont" 2.318 65.3 "18.7" "3-4"
"amont" "177" "177_fs4" 9 "segment_03_pts_54-76" 124.541030604163 "177.177_fs4" "Cauterets" "Cauterets.amont" 2.318 65.3 "18.7" "3-4"
"amont" "177" "177_fs4" 10 "segment_03_pts_54-76" 140.713359489487 "177.177_fs4" "Cauterets" "Cauterets.amont" 2.318 65.3 "18.7" "3-4"
"amont" "177" "177_fs4" 11 "segment_03_pts_54-76" 146.951547637349 "177.177_fs4" "Cauterets" "Cauterets.amont" 2.318 65.3 "18.7" "3-4"
"amont" "177" "177_fs4" 12 "segment_03_pts_54-76" 155.579329521682 "177.177_fs4" "Cauterets" "Cauterets.amont" 2.318 65.3 "18.7" "3-4"
"amont" "177" "177_fs4" 1 "segment_04_pts_77-98" 0 "177.177_fs4" "Cauterets" "Cauterets.amont" 2.318 65.3 "18.7" "3-4"
"amont" "177" "177_fs4" 2 "segment_04_pts_77-98" 3.81676027622842 "177.177_fs4" "Cauterets" "Cauterets.amont" 2.318 65.3 "18.7" "3-4"
"amont" "177" "177_fs4" 3 "segment_04_pts_77-98" 11.1425019288574 "177.177_fs4" "Cauterets" "Cauterets.amont" 2.318 65.3 "18.7" "3-4"
"amont" "177" "177_fs4" 4 "segment_04_pts_77-98" 57.027448380739 "177.177_fs4" "Cauterets" "Cauterets.amont" 2.318 65.3 "18.7" "3-4"
"amont" "177" "177_fs4" 5 "segment_04_pts_77-98" 89.6478088206169 "177.177_fs4" "Cauterets" "Cauterets.amont" 2.318 65.3 "18.7" "3-4"
"amont" "177" "177_fs4" 6 "segment_04_pts_77-98" 95.0101541634957 "177.177_fs4" "Cauterets" "Cauterets.amont" 2.318 65.3 "18.7" "3-4"
"amont" "177" "177_fs4" 7 "segment_04_pts_77-98" 98.6771932879547 "177.177_fs4" "Cauterets" "Cauterets.amont" 2.318 65.3 "18.7" "3-4"
"amont" "177" "177_fs4" 8 "segment_04_pts_77-98" 105.250232402149 "177.177_fs4" "Cauterets" "Cauterets.amont" 2.318 65.3 "18.7" "3-4"
"amont" "177" "177_fs4" 9 "segment_04_pts_77-98" 110.735976585666 "177.177_fs4" "Cauterets" "Cauterets.amont" 2.318 65.3 "18.7" "3-4"
"amont" "177" "177_fs4" 10 "segment_04_pts_77-98" 119.641322764215 "177.177_fs4" "Cauterets" "Cauterets.amont" 2.318 65.3 "18.7" "3-4"
"amont" "177" "177_fs4" 11 "segment_04_pts_77-98" 126.916618652189 "177.177_fs4" "Cauterets" "Cauterets.amont" 2.318 65.3 "18.7" "3-4"
"amont" "177" "177_fs4" 12 "segment_04_pts_77-98" 140.691283971457 "177.177_fs4" "Cauterets" "Cauterets.amont" 2.318 65.3 "18.7" "3-4"
"amont" "177" "177_fs4" 1 "segment_05_pts_99-119" 0 "177.177_fs4" "Cauterets" "Cauterets.amont" 2.318 65.3 "18.7" "3-4"
"amont" "177" "177_fs4" 2 "segment_05_pts_99-119" 4.89521850278399 "177.177_fs4" "Cauterets" "Cauterets.amont" 2.318 65.3 "18.7" "3-4"
"amont" "177" "177_fs4" 3 "segment_05_pts_99-119" 25.0531950900179 "177.177_fs4" "Cauterets" "Cauterets.amont" 2.318 65.3 "18.7" "3-4"
"amont" "177" "177_fs4" 4 "segment_05_pts_99-119" 59.2514098956199 "177.177_fs4" "Cauterets" "Cauterets.amont" 2.318 65.3 "18.7" "3-4"
"amont" "177" "177_fs4" 5 "segment_05_pts_99-119" 108.736589031397 "177.177_fs4" "Cauterets" "Cauterets.amont" 2.318 65.3 "18.7" "3-4"
"amont" "177" "177_fs4" 6 "segment_05_pts_99-119" 130.318046422655 "177.177_fs4" "Cauterets" "Cauterets.amont" 2.318 65.3 "18.7" "3-4"
"amont" "177" "177_fs4" 7 "segment_05_pts_99-119" 138.648266598256 "177.177_fs4" "Cauterets" "Cauterets.amont" 2.318 65.3 "18.7" "3-4"
"amont" "177" "177_fs4" 8 "segment_05_pts_99-119" 145.764520967072 "177.177_fs4" "Cauterets" "Cauterets.amont" 2.318 65.3 "18.7" "3-4"
"amont" "177" "177_fs4" 9 "segment_05_pts_99-119" 149.994454124436 "177.177_fs4" "Cauterets" "Cauterets.amont" 2.318 65.3 "18.7" "3-4"
"amont" "177" "177_fs4" 10 "segment_05_pts_99-119" 157.078813253658 "177.177_fs4" "Cauterets" "Cauterets.amont" 2.318 65.3 "18.7" "3-4"
"amont" "177" "177_fs4" 11 "segment_05_pts_99-119" 159.889192531295 "177.177_fs4" "Cauterets" "Cauterets.amont" 2.318 65.3 "18.7" "3-4"
"amont" "177" "177_fs4" 12 "segment_05_pts_99-119" 166.583994762333 "177.177_fs4" "Cauterets" "Cauterets.amont" 2.318 65.3 "18.7" "3-4"
"amont" "177" "177_fs4" 1 "segment_06_pts_120-139" 0 "177.177_fs4" "Cauterets" "Cauterets.amont" 2.318 65.3 "18.7" "3-4"
"amont" "177" "177_fs4" 2 "segment_06_pts_120-139" 4.6540267593017 "177.177_fs4" "Cauterets" "Cauterets.amont" 2.318 65.3 "18.7" "3-4"
"amont" "177" "177_fs4" 3 "segment_06_pts_120-139" 31.3145148617009 "177.177_fs4" "Cauterets" "Cauterets.amont" 2.318 65.3 "18.7" "3-4"
"amont" "177" "177_fs4" 4 "segment_06_pts_120-139" 38.5011475155752 "177.177_fs4" "Cauterets" "Cauterets.amont" 2.318 65.3 "18.7" "3-4"
"amont" "177" "177_fs4" 5 "segment_06_pts_120-139" 78.0337021005121 "177.177_fs4" "Cauterets" "Cauterets.amont" 2.318 65.3 "18.7" "3-4"
"amont" "177" "177_fs4" 6 "segment_06_pts_120-139" 136.288908351794 "177.177_fs4" "Cauterets" "Cauterets.amont" 2.318 65.3 "18.7" "3-4"
"amont" "177" "177_fs4" 7 "segment_06_pts_120-139" 145.914975823928 "177.177_fs4" "Cauterets" "Cauterets.amont" 2.318 65.3 "18.7" "3-4"
"amont" "177" "177_fs4" 8 "segment_06_pts_120-139" 147.598224622797 "177.177_fs4" "Cauterets" "Cauterets.amont" 2.318 65.3 "18.7" "3-4"
"amont" "177" "177_fs4" 9 "segment_06_pts_120-139" 147.915631073972 "177.177_fs4" "Cauterets" "Cauterets.amont" 2.318 65.3 "18.7" "3-4"
"amont" "177" "177_fs4" 10 "segment_06_pts_120-139" 150.414668453417 "177.177_fs4" "Cauterets" "Cauterets.amont" 2.318 65.3 "18.7" "3-4"
"amont" "177" "177_fs4" 11 "segment_06_pts_120-139" 154.606631795486 "177.177_fs4" "Cauterets" "Cauterets.amont" 2.318 65.3 "18.7" "3-4"
"amont" "177" "177_fs4" 12 "segment_06_pts_120-139" 163.265456290168 "177.177_fs4" "Cauterets" "Cauterets.amont" 2.318 65.3 "18.7" "3-4"
"amont" "177" "177_fs4" 1 "segment_07_pts_140-156" 0 "177.177_fs4" "Cauterets" "Cauterets.amont" 2.318 65.3 "18.7" "3-4"
"amont" "177" "177_fs4" 2 "segment_07_pts_140-156" 7.36932643808088 "177.177_fs4" "Cauterets" "Cauterets.amont" 2.318 65.3 "18.7" "3-4"
"amont" "177" "177_fs4" 3 "segment_07_pts_140-156" 47.503923403643 "177.177_fs4" "Cauterets" "Cauterets.amont" 2.318 65.3 "18.7" "3-4"
"amont" "177" "177_fs4" 4 "segment_07_pts_140-156" 73.2958596705453 "177.177_fs4" "Cauterets" "Cauterets.amont" 2.318 65.3 "18.7" "3-4"
"amont" "177" "177_fs4" 5 "segment_07_pts_140-156" 124.586026956114 "177.177_fs4" "Cauterets" "Cauterets.amont" 2.318 65.3 "18.7" "3-4"
"amont" "177" "177_fs4" 6 "segment_07_pts_140-156" 187.608218181696 "177.177_fs4" "Cauterets" "Cauterets.amont" 2.318 65.3 "18.7" "3-4"
"amont" "177" "177_fs4" 7 "segment_07_pts_140-156" 197.748096731117 "177.177_fs4" "Cauterets" "Cauterets.amont" 2.318 65.3 "18.7" "3-4"
"amont" "177" "177_fs4" 8 "segment_07_pts_140-156" 212.374460647466 "177.177_fs4" "Cauterets" "Cauterets.amont" 2.318 65.3 "18.7" "3-4"
"amont" "177" "177_fs4" 9 "segment_07_pts_140-156" 215.724081636713 "177.177_fs4" "Cauterets" "Cauterets.amont" 2.318 65.3 "18.7" "3-4"
"amont" "177" "177_fs4" 10 "segment_07_pts_140-156" 216.391996626397 "177.177_fs4" "Cauterets" "Cauterets.amont" 2.318 65.3 "18.7" "3-4"
"amont" "177" "177_fs4" 11 "segment_07_pts_140-156" 217.079080250705 "177.177_fs4" "Cauterets" "Cauterets.amont" 2.318 65.3 "18.7" "3-4"
"amont" "177" "177_fs4" 12 "segment_07_pts_140-156" 223.490026895237 "177.177_fs4" "Cauterets" "Cauterets.amont" 2.318 65.3 "18.7" "3-4"
"amont" "177" "177_fs4" 1 "segment_08_pts_157-170" 0 "177.177_fs4" "Cauterets" "Cauterets.amont" 2.318 65.3 "18.7" "3-4"
"amont" "177" "177_fs4" 2 "segment_08_pts_157-170" 1.25325722303107 "177.177_fs4" "Cauterets" "Cauterets.amont" 2.318 65.3 "18.7" "3-4"
"amont" "177" "177_fs4" 3 "segment_08_pts_157-170" 30.2628909769792 "177.177_fs4" "Cauterets" "Cauterets.amont" 2.318 65.3 "18.7" "3-4"
"amont" "177" "177_fs4" 4 "segment_08_pts_157-170" 74.0994176225611 "177.177_fs4" "Cauterets" "Cauterets.amont" 2.318 65.3 "18.7" "3-4"
"amont" "177" "177_fs4" 5 "segment_08_pts_157-170" 109.659974397262 "177.177_fs4" "Cauterets" "Cauterets.amont" 2.318 65.3 "18.7" "3-4"
"amont" "177" "177_fs4" 6 "segment_08_pts_157-170" 171.175292414482 "177.177_fs4" "Cauterets" "Cauterets.amont" 2.318 65.3 "18.7" "3-4"
"amont" "177" "177_fs4" 7 "segment_08_pts_157-170" 185.109731750701 "177.177_fs4" "Cauterets" "Cauterets.amont" 2.318 65.3 "18.7" "3-4"
"amont" "177" "177_fs4" 8 "segment_08_pts_157-170" 204.021008116497 "177.177_fs4" "Cauterets" "Cauterets.amont" 2.318 65.3 "18.7" "3-4"
"amont" "177" "177_fs4" 9 "segment_08_pts_157-170" 207.353386905747 "177.177_fs4" "Cauterets" "Cauterets.amont" 2.318 65.3 "18.7" "3-4"
"amont" "177" "177_fs4" 10 "segment_08_pts_157-170" 207.503044077914 "177.177_fs4" "Cauterets" "Cauterets.amont" 2.318 65.3 "18.7" "3-4"
"amont" "177" "177_fs4" 11 "segment_08_pts_157-170" 212.847187185092 "177.177_fs4" "Cauterets" "Cauterets.amont" 2.318 65.3 "18.7" "3-4"
"amont" "177" "177_fs4" 12 "segment_08_pts_157-170" 216.744194547602 "177.177_fs4" "Cauterets" "Cauterets.amont" 2.318 65.3 "18.7" "3-4"
"amont" "177" "177_fs4" 1 "segment_09_pts_171-179" 0 "177.177_fs4" "Cauterets" "Cauterets.amont" 2.318 65.3 "18.7" "3-4"
"amont" "177" "177_fs4" 2 "segment_09_pts_171-179" 0.828931735643749 "177.177_fs4" "Cauterets" "Cauterets.amont" 2.318 65.3 "18.7" "3-4"
"amont" "177" "177_fs4" 3 "segment_09_pts_171-179" 28.5591683908126 "177.177_fs4" "Cauterets" "Cauterets.amont" 2.318 65.3 "18.7" "3-4"
"amont" "177" "177_fs4" 4 "segment_09_pts_171-179" 74.0852068368826 "177.177_fs4" "Cauterets" "Cauterets.amont" 2.318 65.3 "18.7" "3-4"
"amont" "177" "177_fs4" 5 "segment_09_pts_171-179" 76.5477205629494 "177.177_fs4" "Cauterets" "Cauterets.amont" 2.318 65.3 "18.7" "3-4"
"amont" "177" "177_fs4" 6 "segment_09_pts_171-179" 141.374896251931 "177.177_fs4" "Cauterets" "Cauterets.amont" 2.318 65.3 "18.7" "3-4"
"amont" "177" "177_fs4" 7 "segment_09_pts_171-179" 176.256971773291 "177.177_fs4" "Cauterets" "Cauterets.amont" 2.318 65.3 "18.7" "3-4"
"amont" "177" "177_fs4" 8 "segment_09_pts_171-179" 194.123492984598 "177.177_fs4" "Cauterets" "Cauterets.amont" 2.318 65.3 "18.7" "3-4"
"amont" "177" "177_fs4" 9 "segment_09_pts_171-179" 196.408947863676 "177.177_fs4" "Cauterets" "Cauterets.amont" 2.318 65.3 "18.7" "3-4"
"amont" "177" "177_fs4" 10 "segment_09_pts_171-179" 196.726238532755 "177.177_fs4" "Cauterets" "Cauterets.amont" 2.318 65.3 "18.7" "3-4"
"amont" "177" "177_fs4" 11 "segment_09_pts_171-179" 208.746090731315 "177.177_fs4" "Cauterets" "Cauterets.amont" 2.318 65.3 "18.7" "3-4"
"amont" "177" "177_fs4" 12 "segment_09_pts_171-179" 210.469053181514 "177.177_fs4" "Cauterets" "Cauterets.amont" 2.318 65.3 "18.7" "3-4"
"amont" "177" "177_fs4" 1 "segment_10_pts_180-185" 0 "177.177_fs4" "Cauterets" "Cauterets.amont" 2.318 65.3 "18.7" "3-4"
"amont" "177" "177_fs4" 2 "segment_10_pts_180-185" 0.572090465494028 "177.177_fs4" "Cauterets" "Cauterets.amont" 2.318 65.3 "18.7" "3-4"
"amont" "177" "177_fs4" 3 "segment_10_pts_180-185" 22.8403558932941 "177.177_fs4" "Cauterets" "Cauterets.amont" 2.318 65.3 "18.7" "3-4"
"amont" "177" "177_fs4" 4 "segment_10_pts_180-185" 67.2764846045266 "177.177_fs4" "Cauterets" "Cauterets.amont" 2.318 65.3 "18.7" "3-4"
"amont" "177" "177_fs4" 5 "segment_10_pts_180-185" 87.33051720566 "177.177_fs4" "Cauterets" "Cauterets.amont" 2.318 65.3 "18.7" "3-4"
"amont" "177" "177_fs4" 6 "segment_10_pts_180-185" 145.628464612465 "177.177_fs4" "Cauterets" "Cauterets.amont" 2.318 65.3 "18.7" "3-4"
"amont" "177" "177_fs4" 7 "segment_10_pts_180-185" 199.977993015062 "177.177_fs4" "Cauterets" "Cauterets.amont" 2.318 65.3 "18.7" "3-4"
"amont" "177" "177_fs4" 8 "segment_10_pts_180-185" 214.518515097442 "177.177_fs4" "Cauterets" "Cauterets.amont" 2.318 65.3 "18.7" "3-4"
"amont" "177" "177_fs4" 9 "segment_10_pts_180-185" 216.294297124918 "177.177_fs4" "Cauterets" "Cauterets.amont" 2.318 65.3 "18.7" "3-4"
"amont" "177" "177_fs4" 10 "segment_10_pts_180-185" 216.553606629876 "177.177_fs4" "Cauterets" "Cauterets.amont" 2.318 65.3 "18.7" "3-4"
"amont" "177" "177_fs4" 11 "segment_10_pts_180-185" 233.477265905136 "177.177_fs4" "Cauterets" "Cauterets.amont" 2.318 65.3 "18.7" "3-4"
"amont" "177" "177_fs4" 12 "segment_10_pts_180-185" 233.591995688519 "177.177_fs4" "Cauterets" "Cauterets.amont" 2.318 65.3 "18.7" "3-4"
"amont" "177" "177_fs4" 1 "segment_11_pts_186-190" 0 "177.177_fs4" "Cauterets" "Cauterets.amont" 2.318 65.3 "18.7" "3-4"
"amont" "177" "177_fs4" 2 "segment_11_pts_186-190" 0.152614792093146 "177.177_fs4" "Cauterets" "Cauterets.amont" 2.318 65.3 "18.7" "3-4"
"amont" "177" "177_fs4" 3 "segment_11_pts_186-190" 4.32449466699498 "177.177_fs4" "Cauterets" "Cauterets.amont" 2.318 65.3 "18.7" "3-4"
"amont" "177" "177_fs4" 4 "segment_11_pts_186-190" 63.9056484212399 "177.177_fs4" "Cauterets" "Cauterets.amont" 2.318 65.3 "18.7" "3-4"
"amont" "177" "177_fs4" 5 "segment_11_pts_186-190" 100.511925871815 "177.177_fs4" "Cauterets" "Cauterets.amont" 2.318 65.3 "18.7" "3-4"
"amont" "177" "177_fs4" 6 "segment_11_pts_186-190" 161.069208618388 "177.177_fs4" "Cauterets" "Cauterets.amont" 2.318 65.3 "18.7" "3-4"
"amont" "177" "177_fs4" 7 "segment_11_pts_186-190" 221.800351132782 "177.177_fs4" "Cauterets" "Cauterets.amont" 2.318 65.3 "18.7" "3-4"
"amont" "177" "177_fs4" 8 "segment_11_pts_186-190" 232.417819562861 "177.177_fs4" "Cauterets" "Cauterets.amont" 2.318 65.3 "18.7" "3-4"
"amont" "177" "177_fs4" 9 "segment_11_pts_186-190" 234.433250971608 "177.177_fs4" "Cauterets" "Cauterets.amont" 2.318 65.3 "18.7" "3-4"
"amont" "177" "177_fs4" 10 "segment_11_pts_186-190" 234.595480180885 "177.177_fs4" "Cauterets" "Cauterets.amont" 2.318 65.3 "18.7" "3-4"
"amont" "177" "177_fs4" 11 "segment_11_pts_186-190" 255.025913339796 "177.177_fs4" "Cauterets" "Cauterets.amont" 2.318 65.3 "18.7" "3-4"
"amont" "177" "177_fs4" 12 "segment_11_pts_186-190" 256.147802875152 "177.177_fs4" "Cauterets" "Cauterets.amont" 2.318 65.3 "18.7" "3-4"
"amont" "177" "177_fs4" 1 "segment_12_pts_191-200" 0 "177.177_fs4" "Cauterets" "Cauterets.amont" 2.318 65.3 "18.7" "3-4"
"amont" "177" "177_fs4" 2 "segment_12_pts_191-200" 1.71939437708612 "177.177_fs4" "Cauterets" "Cauterets.amont" 2.318 65.3 "18.7" "3-4"
"amont" "177" "177_fs4" 3 "segment_12_pts_191-200" 11.592405513296 "177.177_fs4" "Cauterets" "Cauterets.amont" 2.318 65.3 "18.7" "3-4"
"amont" "177" "177_fs4" 4 "segment_12_pts_191-200" 82.1927660977895 "177.177_fs4" "Cauterets" "Cauterets.amont" 2.318 65.3 "18.7" "3-4"
"amont" "177" "177_fs4" 5 "segment_12_pts_191-200" 139.793502898161 "177.177_fs4" "Cauterets" "Cauterets.amont" 2.318 65.3 "18.7" "3-4"
"amont" "177" "177_fs4" 6 "segment_12_pts_191-200" 199.575962394353 "177.177_fs4" "Cauterets" "Cauterets.amont" 2.318 65.3 "18.7" "3-4"
"amont" "177" "177_fs4" 7 "segment_12_pts_191-200" 272.846723313499 "177.177_fs4" "Cauterets" "Cauterets.amont" 2.318 65.3 "18.7" "3-4"
"amont" "177" "177_fs4" 8 "segment_12_pts_191-200" 277.257856497662 "177.177_fs4" "Cauterets" "Cauterets.amont" 2.318 65.3 "18.7" "3-4"
"amont" "177" "177_fs4" 9 "segment_12_pts_191-200" 279.821421637377 "177.177_fs4" "Cauterets" "Cauterets.amont" 2.318 65.3 "18.7" "3-4"
"amont" "177" "177_fs4" 10 "segment_12_pts_191-200" 279.822313328715 "177.177_fs4" "Cauterets" "Cauterets.amont" 2.318 65.3 "18.7" "3-4"
"amont" "177" "177_fs4" 11 "segment_12_pts_191-200" 304.38916099165 "177.177_fs4" "Cauterets" "Cauterets.amont" 2.318 65.3 "18.7" "3-4"
"amont" "177" "177_fs4" 12 "segment_12_pts_191-200" 307.253939612448 "177.177_fs4" "Cauterets" "Cauterets.amont" 2.318 65.3 "18.7" "3-4"
"amont" "178" "178_fs1" 1 "segment_01_pts_1-27" 0 "178.178_fs1" "Cauterets" "Cauterets.amont" 2.09 60.326 "18.5" "3-4"
"amont" "178" "178_fs1" 2 "segment_01_pts_1-27" 16.0440210904238 "178.178_fs1" "Cauterets" "Cauterets.amont" 2.09 60.326 "18.5" "3-4"
"amont" "178" "178_fs1" 3 "segment_01_pts_1-27" 57.3374035533741 "178.178_fs1" "Cauterets" "Cauterets.amont" 2.09 60.326 "18.5" "3-4"
"amont" "178" "178_fs1" 4 "segment_01_pts_1-27" 79.382543507167 "178.178_fs1" "Cauterets" "Cauterets.amont" 2.09 60.326 "18.5" "3-4"
"amont" "178" "178_fs1" 5 "segment_01_pts_1-27" 117.915067017779 "178.178_fs1" "Cauterets" "Cauterets.amont" 2.09 60.326 "18.5" "3-4"
"amont" "178" "178_fs1" 6 "segment_01_pts_1-27" 122.406858876537 "178.178_fs1" "Cauterets" "Cauterets.amont" 2.09 60.326 "18.5" "3-4"
"amont" "178" "178_fs1" 7 "segment_01_pts_1-27" 135.158461171016 "178.178_fs1" "Cauterets" "Cauterets.amont" 2.09 60.326 "18.5" "3-4"
"amont" "178" "178_fs1" 8 "segment_01_pts_1-27" 150.966575690957 "178.178_fs1" "Cauterets" "Cauterets.amont" 2.09 60.326 "18.5" "3-4"
"amont" "178" "178_fs1" 9 "segment_01_pts_1-27" 157.516245007684 "178.178_fs1" "Cauterets" "Cauterets.amont" 2.09 60.326 "18.5" "3-4"
"amont" "178" "178_fs1" 10 "segment_01_pts_1-27" 167.094957391368 "178.178_fs1" "Cauterets" "Cauterets.amont" 2.09 60.326 "18.5" "3-4"
"amont" "178" "178_fs1" 11 "segment_01_pts_1-27" 181.701201229692 "178.178_fs1" "Cauterets" "Cauterets.amont" 2.09 60.326 "18.5" "3-4"
"amont" "178" "178_fs1" 12 "segment_01_pts_1-27" 218.928946131558 "178.178_fs1" "Cauterets" "Cauterets.amont" 2.09 60.326 "18.5" "3-4"
"amont" "178" "178_fs1" 13 "segment_01_pts_1-27" 253.639576260916 "178.178_fs1" "Cauterets" "Cauterets.amont" 2.09 60.326 "18.5" "3-4"
"amont" "178" "178_fs1" 14 "segment_01_pts_1-27" 257.211643313648 "178.178_fs1" "Cauterets" "Cauterets.amont" 2.09 60.326 "18.5" "3-4"
"amont" "178" "178_fs1" 15 "segment_01_pts_1-27" 260.434400326321 "178.178_fs1" "Cauterets" "Cauterets.amont" 2.09 60.326 "18.5" "3-4"
