"treatment" "poisson" "fs" "time" "segment" "Y" "poisson_fs" "pool" "origin_treatment" "weight" "height" "temperature_ellerby" "bief"
"amont" "2" "002_fs1" 1 "segment_01_pts_1-27" 0 "2.002_fs1" "Lees Athas" "Lees Athas.amont" 9.96 103.141 "15.5" "5-6"
"amont" "2" "002_fs1" 2 "segment_01_pts_1-27" 20.6532265947782 "2.002_fs1" "Lees Athas" "Lees Athas.amont" 9.96 103.141 "15.5" "5-6"
"amont" "2" "002_fs1" 3 "segment_01_pts_1-27" 42.5331780478973 "2.002_fs1" "Lees Athas" "Lees Athas.amont" 9.96 103.141 "15.5" "5-6"
"amont" "2" "002_fs1" 4 "segment_01_pts_1-27" 49.4334047864637 "2.002_fs1" "Lees Athas" "Lees Athas.amont" 9.96 103.141 "15.5" "5-6"
"amont" "2" "002_fs1" 5 "segment_01_pts_1-27" 50.420568502693 "2.002_fs1" "Lees Athas" "Lees Athas.amont" 9.96 103.141 "15.5" "5-6"
"amont" "2" "002_fs1" 6 "segment_01_pts_1-27" 52.3339073812207 "2.002_fs1" "Lees Athas" "Lees Athas.amont" 9.96 103.141 "15.5" "5-6"
"amont" "2" "002_fs1" 7 "segment_01_pts_1-27" 58.93887117092 "2.002_fs1" "Lees Athas" "Lees Athas.amont" 9.96 103.141 "15.5" "5-6"
"amont" "2" "002_fs1" 8 "segment_01_pts_1-27" 60.7263765394214 "2.002_fs1" "Lees Athas" "Lees Athas.amont" 9.96 103.141 "15.5" "5-6"
"amont" "2" "002_fs1" 9 "segment_01_pts_1-27" 62.6482723552878 "2.002_fs1" "Lees Athas" "Lees Athas.amont" 9.96 103.141 "15.5" "5-6"
"amont" "2" "002_fs1" 10 "segment_01_pts_1-27" 64.5227621291638 "2.002_fs1" "Lees Athas" "Lees Athas.amont" 9.96 103.141 "15.5" "5-6"
"amont" "2" "002_fs1" 11 "segment_01_pts_1-27" 65.2154975250849 "2.002_fs1" "Lees Athas" "Lees Athas.amont" 9.96 103.141 "15.5" "5-6"
"amont" "2" "002_fs1" 1 "segment_02_pts_28-53" 0 "2.002_fs1" "Lees Athas" "Lees Athas.amont" 9.96 103.141 "15.5" "5-6"
"amont" "2" "002_fs1" 2 "segment_02_pts_28-53" 9.20034053310988 "2.002_fs1" "Lees Athas" "Lees Athas.amont" 9.96 103.141 "15.5" "5-6"
"amont" "2" "002_fs1" 3 "segment_02_pts_28-53" 32.4141241957842 "2.002_fs1" "Lees Athas" "Lees Athas.amont" 9.96 103.141 "15.5" "5-6"
"amont" "2" "002_fs1" 4 "segment_02_pts_28-53" 51.0984827120135 "2.002_fs1" "Lees Athas" "Lees Athas.amont" 9.96 103.141 "15.5" "5-6"
"amont" "2" "002_fs1" 5 "segment_02_pts_28-53" 51.4273197841083 "2.002_fs1" "Lees Athas" "Lees Athas.amont" 9.96 103.141 "15.5" "5-6"
"amont" "2" "002_fs1" 6 "segment_02_pts_28-53" 52.8712595399121 "2.002_fs1" "Lees Athas" "Lees Athas.amont" 9.96 103.141 "15.5" "5-6"
"amont" "2" "002_fs1" 7 "segment_02_pts_28-53" 55.2255827305058 "2.002_fs1" "Lees Athas" "Lees Athas.amont" 9.96 103.141 "15.5" "5-6"
"amont" "2" "002_fs1" 8 "segment_02_pts_28-53" 56.1953317872024 "2.002_fs1" "Lees Athas" "Lees Athas.amont" 9.96 103.141 "15.5" "5-6"
"amont" "2" "002_fs1" 9 "segment_02_pts_28-53" 58.4707389175546 "2.002_fs1" "Lees Athas" "Lees Athas.amont" 9.96 103.141 "15.5" "5-6"
"amont" "2" "002_fs1" 10 "segment_02_pts_28-53" 61.0490017517411 "2.002_fs1" "Lees Athas" "Lees Athas.amont" 9.96 103.141 "15.5" "5-6"
"amont" "2" "002_fs1" 11 "segment_02_pts_28-53" 62.1840961426908 "2.002_fs1" "Lees Athas" "Lees Athas.amont" 9.96 103.141 "15.5" "5-6"
"amont" "2" "002_fs1" 1 "segment_03_pts_54-76" 0 "2.002_fs1" "Lees Athas" "Lees Athas.amont" 9.96 103.141 "15.5" "5-6"
"amont" "2" "002_fs1" 2 "segment_03_pts_54-76" 0.185092866284677 "2.002_fs1" "Lees Athas" "Lees Athas.amont" 9.96 103.141 "15.5" "5-6"
"amont" "2" "002_fs1" 3 "segment_03_pts_54-76" 34.2747144773782 "2.002_fs1" "Lees Athas" "Lees Athas.amont" 9.96 103.141 "15.5" "5-6"
"amont" "2" "002_fs1" 4 "segment_03_pts_54-76" 41.6198313227332 "2.002_fs1" "Lees Athas" "Lees Athas.amont" 9.96 103.141 "15.5" "5-6"
"amont" "2" "002_fs1" 5 "segment_03_pts_54-76" 57.7860942609085 "2.002_fs1" "Lees Athas" "Lees Athas.amont" 9.96 103.141 "15.5" "5-6"
"amont" "2" "002_fs1" 6 "segment_03_pts_54-76" 60.7851196617846 "2.002_fs1" "Lees Athas" "Lees Athas.amont" 9.96 103.141 "15.5" "5-6"
"amont" "2" "002_fs1" 7 "segment_03_pts_54-76" 64.9168367935412 "2.002_fs1" "Lees Athas" "Lees Athas.amont" 9.96 103.141 "15.5" "5-6"
"amont" "2" "002_fs1" 8 "segment_03_pts_54-76" 67.2752549740742 "2.002_fs1" "Lees Athas" "Lees Athas.amont" 9.96 103.141 "15.5" "5-6"
"amont" "2" "002_fs1" 9 "segment_03_pts_54-76" 70.3286410332974 "2.002_fs1" "Lees Athas" "Lees Athas.amont" 9.96 103.141 "15.5" "5-6"
"amont" "2" "002_fs1" 10 "segment_03_pts_54-76" 72.5663588076869 "2.002_fs1" "Lees Athas" "Lees Athas.amont" 9.96 103.141 "15.5" "5-6"
"amont" "2" "002_fs1" 11 "segment_03_pts_54-76" 73.1356544079774 "2.002_fs1" "Lees Athas" "Lees Athas.amont" 9.96 103.141 "15.5" "5-6"
"amont" "2" "002_fs1" 1 "segment_04_pts_77-98" 0 "2.002_fs1" "Lees Athas" "Lees Athas.amont" 9.96 103.141 "15.5" "5-6"
"amont" "2" "002_fs1" 2 "segment_04_pts_77-98" 2.44771420085203 "2.002_fs1" "Lees Athas" "Lees Athas.amont" 9.96 103.141 "15.5" "5-6"
"amont" "2" "002_fs1" 3 "segment_04_pts_77-98" 20.5703920690483 "2.002_fs1" "Lees Athas" "Lees Athas.amont" 9.96 103.141 "15.5" "5-6"
"amont" "2" "002_fs1" 4 "segment_04_pts_77-98" 57.5531230882118 "2.002_fs1" "Lees Athas" "Lees Athas.amont" 9.96 103.141 "15.5" "5-6"
"amont" "2" "002_fs1" 5 "segment_04_pts_77-98" 57.5626761932094 "2.002_fs1" "Lees Athas" "Lees Athas.amont" 9.96 103.141 "15.5" "5-6"
"amont" "2" "002_fs1" 6 "segment_04_pts_77-98" 70.4838697510377 "2.002_fs1" "Lees Athas" "Lees Athas.amont" 9.96 103.141 "15.5" "5-6"
"amont" "2" "002_fs1" 7 "segment_04_pts_77-98" 79.3178595631073 "2.002_fs1" "Lees Athas" "Lees Athas.amont" 9.96 103.141 "15.5" "5-6"
"amont" "2" "002_fs1" 8 "segment_04_pts_77-98" 84.3807818204154 "2.002_fs1" "Lees Athas" "Lees Athas.amont" 9.96 103.141 "15.5" "5-6"
"amont" "2" "002_fs1" 9 "segment_04_pts_77-98" 85.6676644998615 "2.002_fs1" "Lees Athas" "Lees Athas.amont" 9.96 103.141 "15.5" "5-6"
"amont" "2" "002_fs1" 10 "segment_04_pts_77-98" 86.5688744656057 "2.002_fs1" "Lees Athas" "Lees Athas.amont" 9.96 103.141 "15.5" "5-6"
"amont" "2" "002_fs1" 11 "segment_04_pts_77-98" 90.6473924562932 "2.002_fs1" "Lees Athas" "Lees Athas.amont" 9.96 103.141 "15.5" "5-6"
"amont" "2" "002_fs1" 1 "segment_05_pts_99-119" 0 "2.002_fs1" "Lees Athas" "Lees Athas.amont" 9.96 103.141 "15.5" "5-6"
"amont" "2" "002_fs1" 2 "segment_05_pts_99-119" 7.96437444531273 "2.002_fs1" "Lees Athas" "Lees Athas.amont" 9.96 103.141 "15.5" "5-6"
"amont" "2" "002_fs1" 3 "segment_05_pts_99-119" 13.6792426180238 "2.002_fs1" "Lees Athas" "Lees Athas.amont" 9.96 103.141 "15.5" "5-6"
"amont" "2" "002_fs1" 4 "segment_05_pts_99-119" 48.7642069608861 "2.002_fs1" "Lees Athas" "Lees Athas.amont" 9.96 103.141 "15.5" "5-6"
"amont" "2" "002_fs1" 5 "segment_05_pts_99-119" 66.8829263225132 "2.002_fs1" "Lees Athas" "Lees Athas.amont" 9.96 103.141 "15.5" "5-6"
"amont" "2" "002_fs1" 6 "segment_05_pts_99-119" 82.85222071849 "2.002_fs1" "Lees Athas" "Lees Athas.amont" 9.96 103.141 "15.5" "5-6"
"amont" "2" "002_fs1" 7 "segment_05_pts_99-119" 111.029327617471 "2.002_fs1" "Lees Athas" "Lees Athas.amont" 9.96 103.141 "15.5" "5-6"
"amont" "2" "002_fs1" 8 "segment_05_pts_99-119" 120.38359825528 "2.002_fs1" "Lees Athas" "Lees Athas.amont" 9.96 103.141 "15.5" "5-6"
"amont" "2" "002_fs1" 9 "segment_05_pts_99-119" 124.701448553594 "2.002_fs1" "Lees Athas" "Lees Athas.amont" 9.96 103.141 "15.5" "5-6"
"amont" "2" "002_fs1" 10 "segment_05_pts_99-119" 128.000481565251 "2.002_fs1" "Lees Athas" "Lees Athas.amont" 9.96 103.141 "15.5" "5-6"
"amont" "2" "002_fs1" 11 "segment_05_pts_99-119" 134.199693351757 "2.002_fs1" "Lees Athas" "Lees Athas.amont" 9.96 103.141 "15.5" "5-6"
"amont" "2" "002_fs1" 1 "segment_06_pts_120-139" 0 "2.002_fs1" "Lees Athas" "Lees Athas.amont" 9.96 103.141 "15.5" "5-6"
"amont" "2" "002_fs1" 2 "segment_06_pts_120-139" 8.97735435865798 "2.002_fs1" "Lees Athas" "Lees Athas.amont" 9.96 103.141 "15.5" "5-6"
"amont" "2" "002_fs1" 3 "segment_06_pts_120-139" 32.2446219550613 "2.002_fs1" "Lees Athas" "Lees Athas.amont" 9.96 103.141 "15.5" "5-6"
"amont" "2" "002_fs1" 4 "segment_06_pts_120-139" 54.0567567940344 "2.002_fs1" "Lees Athas" "Lees Athas.amont" 9.96 103.141 "15.5" "5-6"
"amont" "2" "002_fs1" 5 "segment_06_pts_120-139" 76.5024697643058 "2.002_fs1" "Lees Athas" "Lees Athas.amont" 9.96 103.141 "15.5" "5-6"
"amont" "2" "002_fs1" 6 "segment_06_pts_120-139" 111.508672439748 "2.002_fs1" "Lees Athas" "Lees Athas.amont" 9.96 103.141 "15.5" "5-6"
"amont" "2" "002_fs1" 7 "segment_06_pts_120-139" 117.162795234479 "2.002_fs1" "Lees Athas" "Lees Athas.amont" 9.96 103.141 "15.5" "5-6"
"amont" "2" "002_fs1" 8 "segment_06_pts_120-139" 132.405388673491 "2.002_fs1" "Lees Athas" "Lees Athas.amont" 9.96 103.141 "15.5" "5-6"
"amont" "2" "002_fs1" 9 "segment_06_pts_120-139" 134.349499546268 "2.002_fs1" "Lees Athas" "Lees Athas.amont" 9.96 103.141 "15.5" "5-6"
"amont" "2" "002_fs1" 10 "segment_06_pts_120-139" 139.012524891687 "2.002_fs1" "Lees Athas" "Lees Athas.amont" 9.96 103.141 "15.5" "5-6"
"amont" "2" "002_fs1" 11 "segment_06_pts_120-139" 141.062071845411 "2.002_fs1" "Lees Athas" "Lees Athas.amont" 9.96 103.141 "15.5" "5-6"
"amont" "2" "002_fs1" 1 "segment_07_pts_140-156" 0 "2.002_fs1" "Lees Athas" "Lees Athas.amont" 9.96 103.141 "15.5" "5-6"
"amont" "2" "002_fs1" 2 "segment_07_pts_140-156" 10.1404305761627 "2.002_fs1" "Lees Athas" "Lees Athas.amont" 9.96 103.141 "15.5" "5-6"
"amont" "2" "002_fs1" 3 "segment_07_pts_140-156" 37.6343687943189 "2.002_fs1" "Lees Athas" "Lees Athas.amont" 9.96 103.141 "15.5" "5-6"
"amont" "2" "002_fs1" 4 "segment_07_pts_140-156" 52.6277813860736 "2.002_fs1" "Lees Athas" "Lees Athas.amont" 9.96 103.141 "15.5" "5-6"
"amont" "2" "002_fs1" 5 "segment_07_pts_140-156" 58.2136896264792 "2.002_fs1" "Lees Athas" "Lees Athas.amont" 9.96 103.141 "15.5" "5-6"
"amont" "2" "002_fs1" 6 "segment_07_pts_140-156" 69.4059013909662 "2.002_fs1" "Lees Athas" "Lees Athas.amont" 9.96 103.141 "15.5" "5-6"
"amont" "2" "002_fs1" 7 "segment_07_pts_140-156" 136.466501752512 "2.002_fs1" "Lees Athas" "Lees Athas.amont" 9.96 103.141 "15.5" "5-6"
"amont" "2" "002_fs1" 8 "segment_07_pts_140-156" 150.409434310737 "2.002_fs1" "Lees Athas" "Lees Athas.amont" 9.96 103.141 "15.5" "5-6"
"amont" "2" "002_fs1" 9 "segment_07_pts_140-156" 150.678519575124 "2.002_fs1" "Lees Athas" "Lees Athas.amont" 9.96 103.141 "15.5" "5-6"
"amont" "2" "002_fs1" 10 "segment_07_pts_140-156" 154.993086324112 "2.002_fs1" "Lees Athas" "Lees Athas.amont" 9.96 103.141 "15.5" "5-6"
"amont" "2" "002_fs1" 11 "segment_07_pts_140-156" 168.249888016525 "2.002_fs1" "Lees Athas" "Lees Athas.amont" 9.96 103.141 "15.5" "5-6"
"amont" "2" "002_fs1" 1 "segment_08_pts_157-170" 0 "2.002_fs1" "Lees Athas" "Lees Athas.amont" 9.96 103.141 "15.5" "5-6"
"amont" "2" "002_fs1" 2 "segment_08_pts_157-170" 3.49453019889729 "2.002_fs1" "Lees Athas" "Lees Athas.amont" 9.96 103.141 "15.5" "5-6"
"amont" "2" "002_fs1" 3 "segment_08_pts_157-170" 28.2535179215328 "2.002_fs1" "Lees Athas" "Lees Athas.amont" 9.96 103.141 "15.5" "5-6"
"amont" "2" "002_fs1" 4 "segment_08_pts_157-170" 63.2436545665504 "2.002_fs1" "Lees Athas" "Lees Athas.amont" 9.96 103.141 "15.5" "5-6"
"amont" "2" "002_fs1" 5 "segment_08_pts_157-170" 74.3413462849878 "2.002_fs1" "Lees Athas" "Lees Athas.amont" 9.96 103.141 "15.5" "5-6"
"amont" "2" "002_fs1" 6 "segment_08_pts_157-170" 102.604865040272 "2.002_fs1" "Lees Athas" "Lees Athas.amont" 9.96 103.141 "15.5" "5-6"
"amont" "2" "002_fs1" 7 "segment_08_pts_157-170" 153.493612542173 "2.002_fs1" "Lees Athas" "Lees Athas.amont" 9.96 103.141 "15.5" "5-6"
"amont" "2" "002_fs1" 8 "segment_08_pts_157-170" 182.318035279439 "2.002_fs1" "Lees Athas" "Lees Athas.amont" 9.96 103.141 "15.5" "5-6"
"amont" "2" "002_fs1" 9 "segment_08_pts_157-170" 183.210337569353 "2.002_fs1" "Lees Athas" "Lees Athas.amont" 9.96 103.141 "15.5" "5-6"
"amont" "2" "002_fs1" 10 "segment_08_pts_157-170" 189.443743583125 "2.002_fs1" "Lees Athas" "Lees Athas.amont" 9.96 103.141 "15.5" "5-6"
"amont" "2" "002_fs1" 11 "segment_08_pts_157-170" 206.505972026377 "2.002_fs1" "Lees Athas" "Lees Athas.amont" 9.96 103.141 "15.5" "5-6"
"amont" "2" "002_fs1" 1 "segment_09_pts_171-179" 0 "2.002_fs1" "Lees Athas" "Lees Athas.amont" 9.96 103.141 "15.5" "5-6"
"amont" "2" "002_fs1" 2 "segment_09_pts_171-179" 0.255562571393767 "2.002_fs1" "Lees Athas" "Lees Athas.amont" 9.96 103.141 "15.5" "5-6"
"amont" "2" "002_fs1" 3 "segment_09_pts_171-179" 9.72701897010566 "2.002_fs1" "Lees Athas" "Lees Athas.amont" 9.96 103.141 "15.5" "5-6"
"amont" "2" "002_fs1" 4 "segment_09_pts_171-179" 78.1937324505586 "2.002_fs1" "Lees Athas" "Lees Athas.amont" 9.96 103.141 "15.5" "5-6"
"amont" "2" "002_fs1" 5 "segment_09_pts_171-179" 82.3605062607686 "2.002_fs1" "Lees Athas" "Lees Athas.amont" 9.96 103.141 "15.5" "5-6"
"amont" "2" "002_fs1" 6 "segment_09_pts_171-179" 112.330883336435 "2.002_fs1" "Lees Athas" "Lees Athas.amont" 9.96 103.141 "15.5" "5-6"
"amont" "2" "002_fs1" 7 "segment_09_pts_171-179" 153.117325184431 "2.002_fs1" "Lees Athas" "Lees Athas.amont" 9.96 103.141 "15.5" "5-6"
"amont" "2" "002_fs1" 8 "segment_09_pts_171-179" 196.59553970996 "2.002_fs1" "Lees Athas" "Lees Athas.amont" 9.96 103.141 "15.5" "5-6"
"amont" "2" "002_fs1" 9 "segment_09_pts_171-179" 197.459133189895 "2.002_fs1" "Lees Athas" "Lees Athas.amont" 9.96 103.141 "15.5" "5-6"
"amont" "2" "002_fs1" 10 "segment_09_pts_171-179" 207.846753386784 "2.002_fs1" "Lees Athas" "Lees Athas.amont" 9.96 103.141 "15.5" "5-6"
"amont" "2" "002_fs1" 11 "segment_09_pts_171-179" 217.205477576702 "2.002_fs1" "Lees Athas" "Lees Athas.amont" 9.96 103.141 "15.5" "5-6"
"amont" "2" "002_fs1" 1 "segment_10_pts_180-185" 0 "2.002_fs1" "Lees Athas" "Lees Athas.amont" 9.96 103.141 "15.5" "5-6"
"amont" "2" "002_fs1" 2 "segment_10_pts_180-185" 2.54338259515538 "2.002_fs1" "Lees Athas" "Lees Athas.amont" 9.96 103.141 "15.5" "5-6"
"amont" "2" "002_fs1" 3 "segment_10_pts_180-185" 11.8792954621697 "2.002_fs1" "Lees Athas" "Lees Athas.amont" 9.96 103.141 "15.5" "5-6"
"amont" "2" "002_fs1" 4 "segment_10_pts_180-185" 63.5446142367276 "2.002_fs1" "Lees Athas" "Lees Athas.amont" 9.96 103.141 "15.5" "5-6"
"amont" "2" "002_fs1" 5 "segment_10_pts_180-185" 97.5993477176559 "2.002_fs1" "Lees Athas" "Lees Athas.amont" 9.96 103.141 "15.5" "5-6"
"amont" "2" "002_fs1" 6 "segment_10_pts_180-185" 117.389928177116 "2.002_fs1" "Lees Athas" "Lees Athas.amont" 9.96 103.141 "15.5" "5-6"
"amont" "2" "002_fs1" 7 "segment_10_pts_180-185" 172.581740926512 "2.002_fs1" "Lees Athas" "Lees Athas.amont" 9.96 103.141 "15.5" "5-6"
"amont" "2" "002_fs1" 8 "segment_10_pts_180-185" 212.060718635093 "2.002_fs1" "Lees Athas" "Lees Athas.amont" 9.96 103.141 "15.5" "5-6"
"amont" "2" "002_fs1" 9 "segment_10_pts_180-185" 212.799343416466 "2.002_fs1" "Lees Athas" "Lees Athas.amont" 9.96 103.141 "15.5" "5-6"
"amont" "2" "002_fs1" 10 "segment_10_pts_180-185" 226.100453352293 "2.002_fs1" "Lees Athas" "Lees Athas.amont" 9.96 103.141 "15.5" "5-6"
"amont" "2" "002_fs1" 11 "segment_10_pts_180-185" 236.784951339627 "2.002_fs1" "Lees Athas" "Lees Athas.amont" 9.96 103.141 "15.5" "5-6"
"amont" "2" "002_fs1" 1 "segment_11_pts_186-190" 0 "2.002_fs1" "Lees Athas" "Lees Athas.amont" 9.96 103.141 "15.5" "5-6"
"amont" "2" "002_fs1" 2 "segment_11_pts_186-190" 4.47865354020519 "2.002_fs1" "Lees Athas" "Lees Athas.amont" 9.96 103.141 "15.5" "5-6"
"amont" "2" "002_fs1" 3 "segment_11_pts_186-190" 12.9095449763687 "2.002_fs1" "Lees Athas" "Lees Athas.amont" 9.96 103.141 "15.5" "5-6"
"amont" "2" "002_fs1" 4 "segment_11_pts_186-190" 66.1207813617687 "2.002_fs1" "Lees Athas" "Lees Athas.amont" 9.96 103.141 "15.5" "5-6"
"amont" "2" "002_fs1" 5 "segment_11_pts_186-190" 118.358738059997 "2.002_fs1" "Lees Athas" "Lees Athas.amont" 9.96 103.141 "15.5" "5-6"
"amont" "2" "002_fs1" 6 "segment_11_pts_186-190" 137.575452646839 "2.002_fs1" "Lees Athas" "Lees Athas.amont" 9.96 103.141 "15.5" "5-6"
"amont" "2" "002_fs1" 7 "segment_11_pts_186-190" 202.639096349118 "2.002_fs1" "Lees Athas" "Lees Athas.amont" 9.96 103.141 "15.5" "5-6"
"amont" "2" "002_fs1" 8 "segment_11_pts_186-190" 236.825346665261 "2.002_fs1" "Lees Athas" "Lees Athas.amont" 9.96 103.141 "15.5" "5-6"
"amont" "2" "002_fs1" 9 "segment_11_pts_186-190" 237.420520392656 "2.002_fs1" "Lees Athas" "Lees Athas.amont" 9.96 103.141 "15.5" "5-6"
"amont" "2" "002_fs1" 10 "segment_11_pts_186-190" 252.328949604556 "2.002_fs1" "Lees Athas" "Lees Athas.amont" 9.96 103.141 "15.5" "5-6"
"amont" "2" "002_fs1" 11 "segment_11_pts_186-190" 258.938313439968 "2.002_fs1" "Lees Athas" "Lees Athas.amont" 9.96 103.141 "15.5" "5-6"
"amont" "2" "002_fs1" 1 "segment_12_pts_191-200" 0 "2.002_fs1" "Lees Athas" "Lees Athas.amont" 9.96 103.141 "15.5" "5-6"
"amont" "2" "002_fs1" 2 "segment_12_pts_191-200" 7.4820017849089 "2.002_fs1" "Lees Athas" "Lees Athas.amont" 9.96 103.141 "15.5" "5-6"
"amont" "2" "002_fs1" 3 "segment_12_pts_191-200" 7.62496846100237 "2.002_fs1" "Lees Athas" "Lees Athas.amont" 9.96 103.141 "15.5" "5-6"
"amont" "2" "002_fs1" 4 "segment_12_pts_191-200" 68.8676371796046 "2.002_fs1" "Lees Athas" "Lees Athas.amont" 9.96 103.141 "15.5" "5-6"
"amont" "2" "002_fs1" 5 "segment_12_pts_191-200" 144.446023545949 "2.002_fs1" "Lees Athas" "Lees Athas.amont" 9.96 103.141 "15.5" "5-6"
"amont" "2" "002_fs1" 6 "segment_12_pts_191-200" 163.862933133651 "2.002_fs1" "Lees Athas" "Lees Athas.amont" 9.96 103.141 "15.5" "5-6"
"amont" "2" "002_fs1" 7 "segment_12_pts_191-200" 236.752511755611 "2.002_fs1" "Lees Athas" "Lees Athas.amont" 9.96 103.141 "15.5" "5-6"
"amont" "2" "002_fs1" 8 "segment_12_pts_191-200" 267.499163434466 "2.002_fs1" "Lees Athas" "Lees Athas.amont" 9.96 103.141 "15.5" "5-6"
"amont" "2" "002_fs1" 9 "segment_12_pts_191-200" 267.876576942162 "2.002_fs1" "Lees Athas" "Lees Athas.amont" 9.96 103.141 "15.5" "5-6"
"amont" "2" "002_fs1" 10 "segment_12_pts_191-200" 283.861143171372 "2.002_fs1" "Lees Athas" "Lees Athas.amont" 9.96 103.141 "15.5" "5-6"
"amont" "2" "002_fs1" 11 "segment_12_pts_191-200" 284.965347854884 "2.002_fs1" "Lees Athas" "Lees Athas.amont" 9.96 103.141 "15.5" "5-6"
"amont" "2" "002_fs2" 1 "segment_01_pts_1-27" 0 "2.002_fs2" "Lees Athas" "Lees Athas.amont" 9.96 103.141 "15.5" "5-6"
"amont" "2" "002_fs2" 2 "segment_01_pts_1-27" 38.4623705172876 "2.002_fs2" "Lees Athas" "Lees Athas.amont" 9.96 103.141 "15.5" "5-6"
"amont" "2" "002_fs2" 3 "segment_01_pts_1-27" 66.7558545922336 "2.002_fs2" "Lees Athas" "Lees Athas.amont" 9.96 103.141 "15.5" "5-6"
"amont" "2" "002_fs2" 4 "segment_01_pts_1-27" 72.7597128661778 "2.002_fs2" "Lees Athas" "Lees Athas.amont" 9.96 103.141 "15.5" "5-6"
"amont" "2" "002_fs2" 5 "segment_01_pts_1-27" 84.2767181409199 "2.002_fs2" "Lees Athas" "Lees Athas.amont" 9.96 103.141 "15.5" "5-6"
"amont" "2" "002_fs2" 6 "segment_01_pts_1-27" 102.519354708148 "2.002_fs2" "Lees Athas" "Lees Athas.amont" 9.96 103.141 "15.5" "5-6"
"amont" "2" "002_fs2" 7 "segment_01_pts_1-27" 117.877406320544 "2.002_fs2" "Lees Athas" "Lees Athas.amont" 9.96 103.141 "15.5" "5-6"
"amont" "2" "002_fs2" 8 "segment_01_pts_1-27" 132.100603497591 "2.002_fs2" "Lees Athas" "Lees Athas.amont" 9.96 103.141 "15.5" "5-6"
"amont" "2" "002_fs2" 9 "segment_01_pts_1-27" 151.202504279967 "2.002_fs2" "Lees Athas" "Lees Athas.amont" 9.96 103.141 "15.5" "5-6"
"amont" "2" "002_fs2" 10 "segment_01_pts_1-27" 165.310302182554 "2.002_fs2" "Lees Athas" "Lees Athas.amont" 9.96 103.141 "15.5" "5-6"
"amont" "2" "002_fs2" 11 "segment_01_pts_1-27" 174.127710566554 "2.002_fs2" "Lees Athas" "Lees Athas.amont" 9.96 103.141 "15.5" "5-6"
"amont" "2" "002_fs2" 12 "segment_01_pts_1-27" 179.282619236317 "2.002_fs2" "Lees Athas" "Lees Athas.amont" 9.96 103.141 "15.5" "5-6"
"amont" "2" "002_fs2" 13 "segment_01_pts_1-27" 181.658901237974 "2.002_fs2" "Lees Athas" "Lees Athas.amont" 9.96 103.141 "15.5" "5-6"
"amont" "2" "002_fs2" 14 "segment_01_pts_1-27" 182.902313030726 "2.002_fs2" "Lees Athas" "Lees Athas.amont" 9.96 103.141 "15.5" "5-6"
"amont" "2" "002_fs2" 1 "segment_02_pts_28-53" 0 "2.002_fs2" "Lees Athas" "Lees Athas.amont" 9.96 103.141 "15.5" "5-6"
"amont" "2" "002_fs2" 2 "segment_02_pts_28-53" 16.4078346471258 "2.002_fs2" "Lees Athas" "Lees Athas.amont" 9.96 103.141 "15.5" "5-6"
"amont" "2" "002_fs2" 3 "segment_02_pts_28-53" 55.0895336151003 "2.002_fs2" "Lees Athas" "Lees Athas.amont" 9.96 103.141 "15.5" "5-6"
"amont" "2" "002_fs2" 4 "segment_02_pts_28-53" 71.0330362300775 "2.002_fs2" "Lees Athas" "Lees Athas.amont" 9.96 103.141 "15.5" "5-6"
"amont" "2" "002_fs2" 5 "segment_02_pts_28-53" 71.4435414089337 "2.002_fs2" "Lees Athas" "Lees Athas.amont" 9.96 103.141 "15.5" "5-6"
"amont" "2" "002_fs2" 6 "segment_02_pts_28-53" 82.7792596625242 "2.002_fs2" "Lees Athas" "Lees Athas.amont" 9.96 103.141 "15.5" "5-6"
"amont" "2" "002_fs2" 7 "segment_02_pts_28-53" 100.549751137967 "2.002_fs2" "Lees Athas" "Lees Athas.amont" 9.96 103.141 "15.5" "5-6"
"amont" "2" "002_fs2" 8 "segment_02_pts_28-53" 115.379377916472 "2.002_fs2" "Lees Athas" "Lees Athas.amont" 9.96 103.141 "15.5" "5-6"
"amont" "2" "002_fs2" 9 "segment_02_pts_28-53" 131.030136824791 "2.002_fs2" "Lees Athas" "Lees Athas.amont" 9.96 103.141 "15.5" "5-6"
"amont" "2" "002_fs2" 10 "segment_02_pts_28-53" 143.890613716197 "2.002_fs2" "Lees Athas" "Lees Athas.amont" 9.96 103.141 "15.5" "5-6"
"amont" "2" "002_fs2" 11 "segment_02_pts_28-53" 157.882774890375 "2.002_fs2" "Lees Athas" "Lees Athas.amont" 9.96 103.141 "15.5" "5-6"
"amont" "2" "002_fs2" 12 "segment_02_pts_28-53" 174.820946541907 "2.002_fs2" "Lees Athas" "Lees Athas.amont" 9.96 103.141 "15.5" "5-6"
"amont" "2" "002_fs2" 13 "segment_02_pts_28-53" 181.73734603413 "2.002_fs2" "Lees Athas" "Lees Athas.amont" 9.96 103.141 "15.5" "5-6"
"amont" "2" "002_fs2" 14 "segment_02_pts_28-53" 185.55859529998 "2.002_fs2" "Lees Athas" "Lees Athas.amont" 9.96 103.141 "15.5" "5-6"
"amont" "2" "002_fs2" 1 "segment_03_pts_54-76" 0 "2.002_fs2" "Lees Athas" "Lees Athas.amont" 9.96 103.141 "15.5" "5-6"
