"treatment" "poisson" "fs" "time" "Y" "poisson_fs" "pool" "origin_treatment" "weight" "height" "temperature_ellerby" "bief" "absY" "weight_class" "height_class"
"amont" "37" "037_fs2" 2 22.7059175159445 "37.037_fs2" "Lees Athas" "Lees Athas.amont" 5.52 84.271 "15.2" "1" 22.7059175159445 "moyen+" "moyen+"
"amont" "37" "037_fs2" 3 41.5566931483244 "37.037_fs2" "Lees Athas" "Lees Athas.amont" 5.52 84.271 "15.2" "1" 41.5566931483244 "moyen+" "moyen+"
"amont" "37" "037_fs2" 4 83.4796664393002 "37.037_fs2" "Lees Athas" "Lees Athas.amont" 5.52 84.271 "15.2" "1" 83.4796664393002 "moyen+" "moyen+"
"amont" "37" "037_fs2" 5 97.2357951605184 "37.037_fs2" "Lees Athas" "Lees Athas.amont" 5.52 84.271 "15.2" "1" 97.2357951605184 "moyen+" "moyen+"
"amont" "37" "037_fs2" 6 40.8974246648127 "37.037_fs2" "Lees Athas" "Lees Athas.amont" 5.52 84.271 "15.2" "1" 40.8974246648127 "moyen+" "moyen+"
"amont" "37" "037_fs2" 7 -19.6975990738945 "37.037_fs2" "Lees Athas" "Lees Athas.amont" 5.52 84.271 "15.2" "1" 19.6975990738945 "moyen+" "moyen+"
"amont" "37" "037_fs2" 8 -33.6962462068175 "37.037_fs2" "Lees Athas" "Lees Athas.amont" 5.52 84.271 "15.2" "1" 33.6962462068175 "moyen+" "moyen+"
"amont" "37" "037_fs2" 9 -12.6299337150788 "37.037_fs2" "Lees Athas" "Lees Athas.amont" 5.52 84.271 "15.2" "1" 12.6299337150788 "moyen+" "moyen+"
"amont" "37" "037_fs2" 10 -8.38517832813696 "37.037_fs2" "Lees Athas" "Lees Athas.amont" 5.52 84.271 "15.2" "1" 8.38517832813696 "moyen+" "moyen+"
"amont" "37" "037_fs2" 11 -27.0774967704384 "37.037_fs2" "Lees Athas" "Lees Athas.amont" 5.52 84.271 "15.2" "1" 27.0774967704384 "moyen+" "moyen+"
"amont" "37" "037_fs2" 12 -45.356808786582 "37.037_fs2" "Lees Athas" "Lees Athas.amont" 5.52 84.271 "15.2" "1" 45.356808786582 "moyen+" "moyen+"
"amont" "37" "037_fs3" 1 27.2064201008218 "37.037_fs3" "Lees Athas" "Lees Athas.amont" 5.52 84.271 "15.2" "1" 27.2064201008218 "moyen+" "moyen+"
"amont" "37" "037_fs3" 2 35.3286090331262 "37.037_fs3" "Lees Athas" "Lees Athas.amont" 5.52 84.271 "15.2" "1" 35.3286090331262 "moyen+" "moyen+"
"amont" "37" "037_fs3" 3 73.6840822383112 "37.037_fs3" "Lees Athas" "Lees Athas.amont" 5.52 84.271 "15.2" "1" 73.6840822383112 "moyen+" "moyen+"
"amont" "37" "037_fs3" 4 100.528509355069 "37.037_fs3" "Lees Athas" "Lees Athas.amont" 5.52 84.271 "15.2" "1" 100.528509355069 "moyen+" "moyen+"
"amont" "37" "037_fs3" 5 80.9579355367518 "37.037_fs3" "Lees Athas" "Lees Athas.amont" 5.52 84.271 "15.2" "1" 80.9579355367518 "moyen+" "moyen+"
"amont" "37" "037_fs3" 6 18.6993185682277 "37.037_fs3" "Lees Athas" "Lees Athas.amont" 5.52 84.271 "15.2" "1" 18.6993185682277 "moyen+" "moyen+"
"amont" "37" "037_fs3" 7 -11.9955238706218 "37.037_fs3" "Lees Athas" "Lees Athas.amont" 5.52 84.271 "15.2" "1" 11.9955238706218 "moyen+" "moyen+"
"amont" "37" "037_fs3" 8 -32.8792723469986 "37.037_fs3" "Lees Athas" "Lees Athas.amont" 5.52 84.271 "15.2" "1" 32.8792723469986 "moyen+" "moyen+"
"amont" "37" "037_fs3" 9 -46.1602551780828 "37.037_fs3" "Lees Athas" "Lees Athas.amont" 5.52 84.271 "15.2" "1" 46.1602551780828 "moyen+" "moyen+"
"amont" "37" "037_fs3" 10 -46.7882924311028 "37.037_fs3" "Lees Athas" "Lees Athas.amont" 5.52 84.271 "15.2" "1" 46.7882924311028 "moyen+" "moyen+"
"amont" "37" "037_fs3" 11 -44.2053054599121 "37.037_fs3" "Lees Athas" "Lees Athas.amont" 5.52 84.271 "15.2" "1" 44.2053054599121 "moyen+" "moyen+"
"amont" "37" "037_fs3" 12 -38.1656455064077 "37.037_fs3" "Lees Athas" "Lees Athas.amont" 5.52 84.271 "15.2" "1" 38.1656455064077 "moyen+" "moyen+"
"amont" "37" "037_fs3" 13 -27.6997617021496 "37.037_fs3" "Lees Athas" "Lees Athas.amont" 5.52 84.271 "15.2" "1" 27.6997617021496 "moyen+" "moyen+"
"amont" "37" "037_fs3" 14 -14.6586625648333 "37.037_fs3" "Lees Athas" "Lees Athas.amont" 5.52 84.271 "15.2" "1" 14.6586625648333 "moyen+" "moyen+"
"amont" "37" "037_fs3" 15 -3.93001368453861 "37.037_fs3" "Lees Athas" "Lees Athas.amont" 5.52 84.271 "15.2" "1" 3.93001368453861 "moyen+" "moyen+"
"amont" "37" "037_fs3" 16 4.97001050601034 "37.037_fs3" "Lees Athas" "Lees Athas.amont" 5.52 84.271 "15.2" "1" 4.97001050601034 "moyen+" "moyen+"
"amont" "37" "037_fs3" 17 13.443845129242 "37.037_fs3" "Lees Athas" "Lees Athas.amont" 5.52 84.271 "15.2" "1" 13.443845129242 "moyen+" "moyen+"
"amont" "38" "038_fs1" 1 -5.82957808946404 "38.038_fs1" "Lees Athas" "Lees Athas.amont" 7.06 89.897 "15.2" "1" 5.82957808946404 "moyen+" "moyen+"
"amont" "38" "038_fs1" 2 -35.9976969997488 "38.038_fs1" "Lees Athas" "Lees Athas.amont" 7.06 89.897 "15.2" "1" 35.9976969997488 "moyen+" "moyen+"
"amont" "38" "038_fs1" 3 -82.9369135512169 "38.038_fs1" "Lees Athas" "Lees Athas.amont" 7.06 89.897 "15.2" "1" 82.9369135512169 "moyen+" "moyen+"
"amont" "38" "038_fs1" 4 -117.696970660846 "38.038_fs1" "Lees Athas" "Lees Athas.amont" 7.06 89.897 "15.2" "1" 117.696970660846 "moyen+" "moyen+"
"amont" "38" "038_fs1" 5 -77.7487251528664 "38.038_fs1" "Lees Athas" "Lees Athas.amont" 7.06 89.897 "15.2" "1" 77.7487251528664 "moyen+" "moyen+"
"amont" "38" "038_fs1" 6 -40.5373587644986 "38.038_fs1" "Lees Athas" "Lees Athas.amont" 7.06 89.897 "15.2" "1" 40.5373587644986 "moyen+" "moyen+"
"amont" "38" "038_fs1" 7 -4.02825427975711 "38.038_fs1" "Lees Athas" "Lees Athas.amont" 7.06 89.897 "15.2" "1" 4.02825427975711 "moyen+" "moyen+"
"amont" "38" "038_fs1" 8 8.02589528409163 "38.038_fs1" "Lees Athas" "Lees Athas.amont" 7.06 89.897 "15.2" "1" 8.02589528409163 "moyen+" "moyen+"
"amont" "38" "038_fs1" 9 14.4500664064985 "38.038_fs1" "Lees Athas" "Lees Athas.amont" 7.06 89.897 "15.2" "1" 14.4500664064985 "moyen+" "moyen+"
"amont" "38" "038_fs1" 10 20.197745375055 "38.038_fs1" "Lees Athas" "Lees Athas.amont" 7.06 89.897 "15.2" "1" 20.197745375055 "moyen+" "moyen+"
"amont" "38" "038_fs1" 11 22.3340134883198 "38.038_fs1" "Lees Athas" "Lees Athas.amont" 7.06 89.897 "15.2" "1" 22.3340134883198 "moyen+" "moyen+"
"amont" "38" "038_fs1" 12 21.0232416316165 "38.038_fs1" "Lees Athas" "Lees Athas.amont" 7.06 89.897 "15.2" "1" 21.0232416316165 "moyen+" "moyen+"
"amont" "38" "038_fs1" 13 18.9386506245757 "38.038_fs1" "Lees Athas" "Lees Athas.amont" 7.06 89.897 "15.2" "1" 18.9386506245757 "moyen+" "moyen+"
"amont" "38" "038_fs1" 14 17.7761502845421 "38.038_fs1" "Lees Athas" "Lees Athas.amont" 7.06 89.897 "15.2" "1" 17.7761502845421 "moyen+" "moyen+"
"amont" "38" "038_fs1" 15 8.71522113539231 "38.038_fs1" "Lees Athas" "Lees Athas.amont" 7.06 89.897 "15.2" "1" 8.71522113539231 "moyen+" "moyen+"
"amont" "38" "038_fs1" 16 6.56787128431466 "38.038_fs1" "Lees Athas" "Lees Athas.amont" 7.06 89.897 "15.2" "1" 6.56787128431466 "moyen+" "moyen+"
"amont" "38" "038_fs1" 17 1.85559940489981 "38.038_fs1" "Lees Athas" "Lees Athas.amont" 7.06 89.897 "15.2" "1" 1.85559940489981 "moyen+" "moyen+"
"amont" "38" "038_fs2" 1 -4.32621461081135 "38.038_fs2" "Lees Athas" "Lees Athas.amont" 7.06 89.897 "15.2" "1" 4.32621461081135 "moyen+" "moyen+"
"amont" "38" "038_fs2" 2 1.07712732451523 "38.038_fs2" "Lees Athas" "Lees Athas.amont" 7.06 89.897 "15.2" "1" 1.07712732451523 "moyen+" "moyen+"
"amont" "38" "038_fs2" 3 36.1380304631572 "38.038_fs2" "Lees Athas" "Lees Athas.amont" 7.06 89.897 "15.2" "1" 36.1380304631572 "moyen+" "moyen+"
"amont" "38" "038_fs2" 4 98.936912529971 "38.038_fs2" "Lees Athas" "Lees Athas.amont" 7.06 89.897 "15.2" "1" 98.936912529971 "moyen+" "moyen+"
"amont" "38" "038_fs2" 5 123.610416318789 "38.038_fs2" "Lees Athas" "Lees Athas.amont" 7.06 89.897 "15.2" "1" 123.610416318789 "moyen+" "moyen+"
"amont" "38" "038_fs2" 6 44.9292792039976 "38.038_fs2" "Lees Athas" "Lees Athas.amont" 7.06 89.897 "15.2" "1" 44.9292792039976 "moyen+" "moyen+"
"amont" "38" "038_fs2" 7 5.75535660500287 "38.038_fs2" "Lees Athas" "Lees Athas.amont" 7.06 89.897 "15.2" "1" 5.75535660500287 "moyen+" "moyen+"
"amont" "38" "038_fs2" 8 -7.02438650326954 "38.038_fs2" "Lees Athas" "Lees Athas.amont" 7.06 89.897 "15.2" "1" 7.02438650326954 "moyen+" "moyen+"
"amont" "38" "038_fs2" 9 4.0147487526412 "38.038_fs2" "Lees Athas" "Lees Athas.amont" 7.06 89.897 "15.2" "1" 4.0147487526412 "moyen+" "moyen+"
"amont" "38" "038_fs2" 10 37.3624273839066 "38.038_fs2" "Lees Athas" "Lees Athas.amont" 7.06 89.897 "15.2" "1" 37.3624273839066 "moyen+" "moyen+"
"amont" "38" "038_fs2" 11 55.0226794154546 "38.038_fs2" "Lees Athas" "Lees Athas.amont" 7.06 89.897 "15.2" "1" 55.0226794154546 "moyen+" "moyen+"
"amont" "38" "038_fs2" 12 59.9732604322043 "38.038_fs2" "Lees Athas" "Lees Athas.amont" 7.06 89.897 "15.2" "1" 59.9732604322043 "moyen+" "moyen+"
"amont" "38" "038_fs2" 13 50.5799181873353 "38.038_fs2" "Lees Athas" "Lees Athas.amont" 7.06 89.897 "15.2" "1" 50.5799181873353 "moyen+" "moyen+"
"amont" "38" "038_fs2" 14 36.1790147066031 "38.038_fs2" "Lees Athas" "Lees Athas.amont" 7.06 89.897 "15.2" "1" 36.1790147066031 "moyen+" "moyen+"
"amont" "38" "038_fs2" 15 25.5423908055043 "38.038_fs2" "Lees Athas" "Lees Athas.amont" 7.06 89.897 "15.2" "1" 25.5423908055043 "moyen+" "moyen+"
"amont" "38" "038_fs2" 16 19.6633614054015 "38.038_fs2" "Lees Athas" "Lees Athas.amont" 7.06 89.897 "15.2" "1" 19.6633614054015 "moyen+" "moyen+"
"amont" "38" "038_fs2" 17 14.6845282725241 "38.038_fs2" "Lees Athas" "Lees Athas.amont" 7.06 89.897 "15.2" "1" 14.6845282725241 "moyen+" "moyen+"
"amont" "38" "038_fs3" 1 -4.93501673224523 "38.038_fs3" "Lees Athas" "Lees Athas.amont" 7.06 89.897 "15.2" "1" 4.93501673224523 "moyen+" "moyen+"
"amont" "38" "038_fs3" 2 -34.9897352808868 "38.038_fs3" "Lees Athas" "Lees Athas.amont" 7.06 89.897 "15.2" "1" 34.9897352808868 "moyen+" "moyen+"
"amont" "38" "038_fs3" 3 -83.3427060157612 "38.038_fs3" "Lees Athas" "Lees Athas.amont" 7.06 89.897 "15.2" "1" 83.3427060157612 "moyen+" "moyen+"
"amont" "38" "038_fs3" 4 -120.677614983022 "38.038_fs3" "Lees Athas" "Lees Athas.amont" 7.06 89.897 "15.2" "1" 120.677614983022 "moyen+" "moyen+"
"amont" "38" "038_fs3" 5 -98.1040686729665 "38.038_fs3" "Lees Athas" "Lees Athas.amont" 7.06 89.897 "15.2" "1" 98.1040686729665 "moyen+" "moyen+"
"amont" "38" "038_fs3" 6 -7.91356446801589 "38.038_fs3" "Lees Athas" "Lees Athas.amont" 7.06 89.897 "15.2" "1" 7.91356446801589 "moyen+" "moyen+"
"amont" "38" "038_fs3" 7 41.3328755499392 "38.038_fs3" "Lees Athas" "Lees Athas.amont" 7.06 89.897 "15.2" "1" 41.3328755499392 "moyen+" "moyen+"
"amont" "38" "038_fs3" 8 57.2746314642886 "38.038_fs3" "Lees Athas" "Lees Athas.amont" 7.06 89.897 "15.2" "1" 57.2746314642886 "moyen+" "moyen+"
"amont" "38" "038_fs3" 9 25.3881294376802 "38.038_fs3" "Lees Athas" "Lees Athas.amont" 7.06 89.897 "15.2" "1" 25.3881294376802 "moyen+" "moyen+"
"amont" "38" "038_fs3" 10 -19.4378808623641 "38.038_fs3" "Lees Athas" "Lees Athas.amont" 7.06 89.897 "15.2" "1" 19.4378808623641 "moyen+" "moyen+"
"amont" "38" "038_fs3" 11 -52.9544202595228 "38.038_fs3" "Lees Athas" "Lees Athas.amont" 7.06 89.897 "15.2" "1" 52.9544202595228 "moyen+" "moyen+"
"amont" "38" "038_fs3" 12 -79.8857891557079 "38.038_fs3" "Lees Athas" "Lees Athas.amont" 7.06 89.897 "15.2" "1" 79.8857891557079 "moyen+" "moyen+"
"amont" "38" "038_fs3" 13 -89.135726329894 "38.038_fs3" "Lees Athas" "Lees Athas.amont" 7.06 89.897 "15.2" "1" 89.135726329894 "moyen+" "moyen+"
"amont" "39" "039_fs1" 1 -15.8980242785545 "39.039_fs1" "Lees Athas" "Lees Athas.amont" 9.399 98.874 "15.3" "1" 15.8980242785545 "lourd" "grand"
"amont" "39" "039_fs1" 2 -27.8609634209076 "39.039_fs1" "Lees Athas" "Lees Athas.amont" 9.399 98.874 "15.3" "1" 27.8609634209076 "lourd" "grand"
"amont" "39" "039_fs1" 3 -66.3727659447757 "39.039_fs1" "Lees Athas" "Lees Athas.amont" 9.399 98.874 "15.3" "1" 66.3727659447757 "lourd" "grand"
"amont" "39" "039_fs1" 4 -98.1557257725255 "39.039_fs1" "Lees Athas" "Lees Athas.amont" 9.399 98.874 "15.3" "1" 98.1557257725255 "lourd" "grand"
"amont" "39" "039_fs1" 5 -92.3884696314029 "39.039_fs1" "Lees Athas" "Lees Athas.amont" 9.399 98.874 "15.3" "1" 92.3884696314029 "lourd" "grand"
"amont" "39" "039_fs1" 6 -39.6240382619511 "39.039_fs1" "Lees Athas" "Lees Athas.amont" 9.399 98.874 "15.3" "1" 39.6240382619511 "lourd" "grand"
"amont" "39" "039_fs1" 7 19.686054873662 "39.039_fs1" "Lees Athas" "Lees Athas.amont" 9.399 98.874 "15.3" "1" 19.686054873662 "lourd" "grand"
"amont" "39" "039_fs1" 8 43.5460467455139 "39.039_fs1" "Lees Athas" "Lees Athas.amont" 9.399 98.874 "15.3" "1" 43.5460467455139 "lourd" "grand"
"amont" "39" "039_fs1" 9 65.8996899904034 "39.039_fs1" "Lees Athas" "Lees Athas.amont" 9.399 98.874 "15.3" "1" 65.8996899904034 "lourd" "grand"
"amont" "39" "039_fs1" 10 81.1288637326309 "39.039_fs1" "Lees Athas" "Lees Athas.amont" 9.399 98.874 "15.3" "1" 81.1288637326309 "lourd" "grand"
"amont" "39" "039_fs1" 11 87.3761776906676 "39.039_fs1" "Lees Athas" "Lees Athas.amont" 9.399 98.874 "15.3" "1" 87.3761776906676 "lourd" "grand"
"amont" "39" "039_fs1" 12 94.6661673877193 "39.039_fs1" "Lees Athas" "Lees Athas.amont" 9.399 98.874 "15.3" "1" 94.6661673877193 "lourd" "grand"
"amont" "39" "039_fs1" 13 100.275808461269 "39.039_fs1" "Lees Athas" "Lees Athas.amont" 9.399 98.874 "15.3" "1" 100.275808461269 "lourd" "grand"
"amont" "39" "039_fs1" 14 100.844955905853 "39.039_fs1" "Lees Athas" "Lees Athas.amont" 9.399 98.874 "15.3" "1" 100.844955905853 "lourd" "grand"
"amont" "39" "039_fs1" 15 99.6434662008824 "39.039_fs1" "Lees Athas" "Lees Athas.amont" 9.399 98.874 "15.3" "1" 99.6434662008824 "lourd" "grand"
"amont" "39" "039_fs1" 16 96.0187280027059 "39.039_fs1" "Lees Athas" "Lees Athas.amont" 9.399 98.874 "15.3" "1" 96.0187280027059 "lourd" "grand"
"amont" "39" "039_fs1" 17 90.7258820765377 "39.039_fs1" "Lees Athas" "Lees Athas.amont" 9.399 98.874 "15.3" "1" 90.7258820765377 "lourd" "grand"
"amont" "39" "039_fs1" 18 88.6417580331525 "39.039_fs1" "Lees Athas" "Lees Athas.amont" 9.399 98.874 "15.3" "1" 88.6417580331525 "lourd" "grand"
"amont" "39" "039_fs1" 19 79.7804588357076 "39.039_fs1" "Lees Athas" "Lees Athas.amont" 9.399 98.874 "15.3" "1" 79.7804588357076 "lourd" "grand"
"amont" "39" "039_fs1" 20 72.8812135937113 "39.039_fs1" "Lees Athas" "Lees Athas.amont" 9.399 98.874 "15.3" "1" 72.8812135937113 "lourd" "grand"
"amont" "39" "039_fs2" 1 32.6824821116585 "39.039_fs2" "Lees Athas" "Lees Athas.amont" 9.399 98.874 "15.3" "1" 32.6824821116585 "lourd" "grand"
"amont" "39" "039_fs2" 2 25.0479138877155 "39.039_fs2" "Lees Athas" "Lees Athas.amont" 9.399 98.874 "15.3" "1" 25.0479138877155 "lourd" "grand"
"amont" "39" "039_fs2" 3 -19.6218127835941 "39.039_fs2" "Lees Athas" "Lees Athas.amont" 9.399 98.874 "15.3" "1" 19.6218127835941 "lourd" "grand"
"amont" "39" "039_fs2" 4 -77.0356184634065 "39.039_fs2" "Lees Athas" "Lees Athas.amont" 9.399 98.874 "15.3" "1" 77.0356184634065 "lourd" "grand"
"amont" "39" "039_fs2" 5 -88.4884985302903 "39.039_fs2" "Lees Athas" "Lees Athas.amont" 9.399 98.874 "15.3" "1" 88.4884985302903 "lourd" "grand"
"amont" "39" "039_fs2" 6 -25.5327612842018 "39.039_fs2" "Lees Athas" "Lees Athas.amont" 9.399 98.874 "15.3" "1" 25.5327612842018 "lourd" "grand"
"amont" "39" "039_fs2" 7 38.7127628822732 "39.039_fs2" "Lees Athas" "Lees Athas.amont" 9.399 98.874 "15.3" "1" 38.7127628822732 "lourd" "grand"
"amont" "39" "039_fs2" 8 80.8767466802478 "39.039_fs2" "Lees Athas" "Lees Athas.amont" 9.399 98.874 "15.3" "1" 80.8767466802478 "lourd" "grand"
"amont" "39" "039_fs2" 9 95.7921928226239 "39.039_fs2" "Lees Athas" "Lees Athas.amont" 9.399 98.874 "15.3" "1" 95.7921928226239 "lourd" "grand"
"amont" "39" "039_fs2" 10 86.6828407550651 "39.039_fs2" "Lees Athas" "Lees Athas.amont" 9.399 98.874 "15.3" "1" 86.6828407550651 "lourd" "grand"
"amont" "39" "039_fs2" 11 75.8207016754568 "39.039_fs2" "Lees Athas" "Lees Athas.amont" 9.399 98.874 "15.3" "1" 75.8207016754568 "lourd" "grand"
"amont" "39" "039_fs2" 12 65.6477858475924 "39.039_fs2" "Lees Athas" "Lees Athas.amont" 9.399 98.874 "15.3" "1" 65.6477858475924 "lourd" "grand"
"amont" "39" "039_fs2" 13 60.3396853416178 "39.039_fs2" "Lees Athas" "Lees Athas.amont" 9.399 98.874 "15.3" "1" 60.3396853416178 "lourd" "grand"
"amont" "39" "039_fs2" 14 52.7828637591429 "39.039_fs2" "Lees Athas" "Lees Athas.amont" 9.399 98.874 "15.3" "1" 52.7828637591429 "lourd" "grand"
"amont" "39" "039_fs2" 15 51.2179619859618 "39.039_fs2" "Lees Athas" "Lees Athas.amont" 9.399 98.874 "15.3" "1" 51.2179619859618 "lourd" "grand"
"amont" "39" "039_fs2" 16 48.7836380080111 "39.039_fs2" "Lees Athas" "Lees Athas.amont" 9.399 98.874 "15.3" "1" 48.7836380080111 "lourd" "grand"
"amont" "39" "039_fs2" 17 43.408149727381 "39.039_fs2" "Lees Athas" "Lees Athas.amont" 9.399 98.874 "15.3" "1" 43.408149727381 "lourd" "grand"
"amont" "39" "039_fs3" 1 33.0905312124556 "39.039_fs3" "Lees Athas" "Lees Athas.amont" 9.399 98.874 "15.3" "1" 33.0905312124556 "lourd" "grand"
"amont" "39" "039_fs3" 2 33.9439385098727 "39.039_fs3" "Lees Athas" "Lees Athas.amont" 9.399 98.874 "15.3" "1" 33.9439385098727 "lourd" "grand"
"amont" "39" "039_fs3" 3 49.7506623300845 "39.039_fs3" "Lees Athas" "Lees Athas.amont" 9.399 98.874 "15.3" "1" 49.7506623300845 "lourd" "grand"
"amont" "39" "039_fs3" 4 93.6318724469706 "39.039_fs3" "Lees Athas" "Lees Athas.amont" 9.399 98.874 "15.3" "1" 93.6318724469706 "lourd" "grand"
"amont" "39" "039_fs3" 5 109.573400287234 "39.039_fs3" "Lees Athas" "Lees Athas.amont" 9.399 98.874 "15.3" "1" 109.573400287234 "lourd" "grand"
"amont" "39" "039_fs3" 6 62.8367658933379 "39.039_fs3" "Lees Athas" "Lees Athas.amont" 9.399 98.874 "15.3" "1" 62.8367658933379 "lourd" "grand"
"amont" "39" "039_fs3" 7 -18.9844565132073 "39.039_fs3" "Lees Athas" "Lees Athas.amont" 9.399 98.874 "15.3" "1" 18.9844565132073 "lourd" "grand"
"amont" "39" "039_fs3" 8 -54.9801822487925 "39.039_fs3" "Lees Athas" "Lees Athas.amont" 9.399 98.874 "15.3" "1" 54.9801822487925 "lourd" "grand"
"amont" "39" "039_fs3" 9 -66.7899987603283 "39.039_fs3" "Lees Athas" "Lees Athas.amont" 9.399 98.874 "15.3" "1" 66.7899987603283 "lourd" "grand"
"amont" "39" "039_fs3" 10 -55.8490981789418 "39.039_fs3" "Lees Athas" "Lees Athas.amont" 9.399 98.874 "15.3" "1" 55.8490981789418 "lourd" "grand"
"amont" "39" "039_fs3" 11 -41.2618283319998 "39.039_fs3" "Lees Athas" "Lees Athas.amont" 9.399 98.874 "15.3" "1" 41.2618283319998 "lourd" "grand"
"amont" "39" "039_fs3" 12 -28.5862000730125 "39.039_fs3" "Lees Athas" "Lees Athas.amont" 9.399 98.874 "15.3" "1" 28.5862000730125 "lourd" "grand"
"amont" "39" "039_fs3" 13 -22.740289695058 "39.039_fs3" "Lees Athas" "Lees Athas.amont" 9.399 98.874 "15.3" "1" 22.740289695058 "lourd" "grand"
"amont" "39" "039_fs3" 14 -15.1809922990354 "39.039_fs3" "Lees Athas" "Lees Athas.amont" 9.399 98.874 "15.3" "1" 15.1809922990354 "lourd" "grand"
"amont" "39" "039_fs3" 15 -8.85735846901642 "39.039_fs3" "Lees Athas" "Lees Athas.amont" 9.399 98.874 "15.3" "1" 8.85735846901642 "lourd" "grand"
"amont" "39" "039_fs3" 16 -4.19657705998307 "39.039_fs3" "Lees Athas" "Lees Athas.amont" 9.399 98.874 "15.3" "1" 4.19657705998307 "lourd" "grand"
"amont" "40" "040_fs1" 1 -30.1231088860481 "40.040_fs1" "Lees Athas" "Lees Athas.amont" 7.092 89.745 "15.4" "1" 30.1231088860481 "moyen+" "moyen+"
"amont" "40" "040_fs1" 2 -39.4247667079248 "40.040_fs1" "Lees Athas" "Lees Athas.amont" 7.092 89.745 "15.4" "1" 39.4247667079248 "moyen+" "moyen+"
"amont" "40" "040_fs1" 3 -88.0356225144233 "40.040_fs1" "Lees Athas" "Lees Athas.amont" 7.092 89.745 "15.4" "1" 88.0356225144233 "moyen+" "moyen+"
"amont" "40" "040_fs1" 4 -121.712864858576 "40.040_fs1" "Lees Athas" "Lees Athas.amont" 7.092 89.745 "15.4" "1" 121.712864858576 "moyen+" "moyen+"
"amont" "40" "040_fs1" 5 -106.706670761698 "40.040_fs1" "Lees Athas" "Lees Athas.amont" 7.092 89.745 "15.4" "1" 106.706670761698 "moyen+" "moyen+"
"amont" "40" "040_fs1" 6 -14.2094129911753 "40.040_fs1" "Lees Athas" "Lees Athas.amont" 7.092 89.745 "15.4" "1" 14.2094129911753 "moyen+" "moyen+"
"amont" "40" "040_fs1" 7 32.5565713372416 "40.040_fs1" "Lees Athas" "Lees Athas.amont" 7.092 89.745 "15.4" "1" 32.5565713372416 "moyen+" "moyen+"
"amont" "40" "040_fs1" 8 66.4213072066056 "40.040_fs1" "Lees Athas" "Lees Athas.amont" 7.092 89.745 "15.4" "1" 66.4213072066056 "moyen+" "moyen+"
"amont" "40" "040_fs1" 9 81.626942098218 "40.040_fs1" "Lees Athas" "Lees Athas.amont" 7.092 89.745 "15.4" "1" 81.626942098218 "moyen+" "moyen+"
"amont" "40" "040_fs1" 10 88.3096276265347 "40.040_fs1" "Lees Athas" "Lees Athas.amont" 7.092 89.745 "15.4" "1" 88.3096276265347 "moyen+" "moyen+"
"amont" "40" "040_fs1" 11 88.4414007505436 "40.040_fs1" "Lees Athas" "Lees Athas.amont" 7.092 89.745 "15.4" "1" 88.4414007505436 "moyen+" "moyen+"
"amont" "40" "040_fs1" 12 84.8184801818722 "40.040_fs1" "Lees Athas" "Lees Athas.amont" 7.092 89.745 "15.4" "1" 84.8184801818722 "moyen+" "moyen+"
"amont" "40" "040_fs1" 13 82.9627797499838 "40.040_fs1" "Lees Athas" "Lees Athas.amont" 7.092 89.745 "15.4" "1" 82.9627797499838 "moyen+" "moyen+"
"amont" "40" "040_fs1" 14 83.3087573601802 "40.040_fs1" "Lees Athas" "Lees Athas.amont" 7.092 89.745 "15.4" "1" 83.3087573601802 "moyen+" "moyen+"
"amont" "40" "040_fs1" 15 83.8742717934701 "40.040_fs1" "Lees Athas" "Lees Athas.amont" 7.092 89.745 "15.4" "1" 83.8742717934701 "moyen+" "moyen+"
"amont" "40" "040_fs1" 16 84.0060183823942 "40.040_fs1" "Lees Athas" "Lees Athas.amont" 7.092 89.745 "15.4" "1" 84.0060183823942 "moyen+" "moyen+"
"amont" "40" "040_fs1" 17 84.455728275613 "40.040_fs1" "Lees Athas" "Lees Athas.amont" 7.092 89.745 "15.4" "1" 84.455728275613 "moyen+" "moyen+"
"amont" "40" "040_fs1" 18 79.7277148472532 "40.040_fs1" "Lees Athas" "Lees Athas.amont" 7.092 89.745 "15.4" "1" 79.7277148472532 "moyen+" "moyen+"
"amont" "40" "040_fs1" 19 76.5786074218382 "40.040_fs1" "Lees Athas" "Lees Athas.amont" 7.092 89.745 "15.4" "1" 76.5786074218382 "moyen+" "moyen+"
"amont" "40" "040_fs2" 1 -26.0726782614798 "40.040_fs2" "Lees Athas" "Lees Athas.amont" 7.092 89.745 "15.4" "1" 26.0726782614798 "moyen+" "moyen+"
"amont" "40" "040_fs2" 2 -22.5010956706226 "40.040_fs2" "Lees Athas" "Lees Athas.amont" 7.092 89.745 "15.4" "1" 22.5010956706226 "moyen+" "moyen+"
"amont" "40" "040_fs2" 3 16.7707218795849 "40.040_fs2" "Lees Athas" "Lees Athas.amont" 7.092 89.745 "15.4" "1" 16.7707218795849 "moyen+" "moyen+"
"amont" "40" "040_fs2" 4 62.2358783240156 "40.040_fs2" "Lees Athas" "Lees Athas.amont" 7.092 89.745 "15.4" "1" 62.2358783240156 "moyen+" "moyen+"
"amont" "40" "040_fs2" 5 48.8726584395488 "40.040_fs2" "Lees Athas" "Lees Athas.amont" 7.092 89.745 "15.4" "1" 48.8726584395488 "moyen+" "moyen+"
