"treatment" "poisson" "fs" "frame" "ratio_snout_tail" "ratio_ant_post"
"amont" "21" "021_fs2" 5 172.908054530736 -126.284431830798
"amont" "21" "021_fs2" 6 -127.71505835214 -78.2121409090989
"amont" "21" "021_fs2" 7 -90.9797124647962 -48.3539389947067
"amont" "21" "021_fs2" 8 -54.6985741660545 -26.6694429590512
"amont" "21" "021_fs2" 9 -39.9996639128474 -24.89924223406
"amont" "21" "021_fs2" 10 -38.7212588718087 -29.8588774116386
"amont" "21" "021_fs3" 1 28.9584445898541 10.0657291947013
"amont" "21" "021_fs3" 2 38.8021849644762 34.0734502993647
"amont" "21" "021_fs3" 3 162.23690014124 111.166137074596
"amont" "21" "021_fs3" 4 -163.414989394575 143.433324170505
"amont" "21" "021_fs3" 5 163.488929023447 106.917791699563
"amont" "21" "021_fs3" 6 70.7660171849626 27.7979221531728
"amont" "21" "021_fs3" 7 -16.1376565101532 -11.4561820241157
"amont" "21" "021_fs3" 8 -0.803043669887757 8.90610929089493
"amont" "21" "021_fs3" 9 54.4237978200028 41.6565467328717
"amont" "21" "021_fs3" 10 87.7256784609636 57.6199976080081
"amont" "21" "021_fs3" 11 106.988198413321 70.414178719595
"amont" "22" "022_fs1" 1 24.7197195500448 19.0888979822671
"amont" "22" "022_fs1" 2 34.5125159164485 26.9640804156166
"amont" "22" "022_fs1" 3 95.8197289012954 75.6730976714257
"amont" "22" "022_fs1" 4 111.315156102035 98.2296967979394
"amont" "22" "022_fs1" 5 141.355242738759 101.575493876364
"amont" "22" "022_fs1" 6 112.696544386283 71.2402449920925
"amont" "22" "022_fs1" 7 63.0549918739772 25.8050050875302
"amont" "22" "022_fs1" 8 10.7568669085254 -8.24062122790761
"amont" "22" "022_fs1" 9 -6.98520746719953 -22.7509714606719
"amont" "22" "022_fs1" 10 -37.3157910896329 -40.8616103166934
"amont" "22" "022_fs1" 11 -48.4552097000739 -48.3760843100272
"amont" "22" "022_fs1" 12 -60.43003095196 -53.6784652216327
"amont" "22" "022_fs2" 1 33.7788585923091 25.0210260845322
"amont" "22" "022_fs2" 2 7.27192611120614 3.53381349103523
"amont" "22" "022_fs2" 3 -53.1142600060974 -44.3820986838286
"amont" "22" "022_fs2" 4 -126.523466579255 -92.4038645350764
"amont" "22" "022_fs2" 5 -139.440646190712 -101.616507710426
"amont" "22" "022_fs2" 6 -72.0514975866412 -33.3834602244606
"amont" "22" "022_fs2" 7 2.98623868451241 24.1714802097597
"amont" "22" "022_fs2" 8 29.9006555706906 30.0852536154768
"amont" "22" "022_fs2" 9 51.3736462828165 28.3307418213338
"amont" "22" "022_fs2" 10 18.1678996562725 1.80802131781141
"amont" "22" "022_fs2" 11 -4.06076398742999 -13.0501386179527
"amont" "22" "022_fs3" 1 18.0506012727853 15.7029755377447
"amont" "22" "022_fs3" 2 -14.2390835851323 -4.72015801139548
"amont" "22" "022_fs3" 3 -64.6106380349799 -54.6084894009691
"amont" "22" "022_fs3" 4 -121.066795974467 -95.4481252847479
"amont" "22" "022_fs3" 5 -114.676095431632 -76.2500495777395
"amont" "22" "022_fs3" 6 -43.9920656587839 -10.5281663135806
"amont" "22" "022_fs3" 7 47.1484940412444 53.894604803754
"amont" "22" "022_fs3" 8 116.981316844719 85.7398509022643
"amont" "22" "022_fs3" 9 130.881493992851 95.0388265074821
"amont" "22" "022_fs3" 10 134.748828661233 94.1134249004328
"amont" "22" "022_fs3" 11 135.711918026225 95.7451474460002
"amont" "22" "022_fs3" 12 126.230734418767 92.4999727137953
"amont" "22" "022_fs3" 13 115.636452429352 83.3834726485596
"amont" "22" "022_fs4" 1 28.2109268992455 21.0523179160626
"amont" "22" "022_fs4" 2 2.8647173467408 8.54419104477842
"amont" "22" "022_fs4" 3 -28.4961173314718 -36.7544535087102
"amont" "22" "022_fs4" 4 -62.0493079129713 -62.4466864310694
"amont" "22" "022_fs4" 5 -67.9376709519164 -44.1271649610517
"amont" "22" "022_fs4" 6 -35.0290880084352 -8.76361285802682
"amont" "22" "022_fs4" 7 9.23872625497404 22.0666722378884
"amont" "22" "022_fs4" 8 52.1417079770501 46.7752406895811
"amont" "22" "022_fs4" 9 88.2430129018373 64.490086426308
"amont" "22" "022_fs4" 10 103.076639521172 73.3854964650638
"amont" "22" "022_fs4" 11 97.4765859060919 70.2218893955533
"amont" "22" "022_fs4" 12 99.7890779268791 71.446577704001
"amont" "22" "022_fs4" 13 101.876098724745 72.021529588913
"amont" "23" "023_fs1" 1 -16.6351246926948 -4.25025721669743
"amont" "23" "023_fs1" 2 28.1563703899695 30.9375476200665
"amont" "23" "023_fs1" 3 110.343360213104 82.6901499218559
"amont" "23" "023_fs1" 4 151.354672760429 112.557980015808
"amont" "23" "023_fs1" 5 95.4160520968484 54.0849697274024
"amont" "23" "023_fs1" 6 50.6658205646273 5.19314088021764
"amont" "23" "023_fs1" 7 -12.2768172631066 -23.9824279436056
"amont" "23" "023_fs1" 8 -35.5199978182944 -23.5467145880925
"amont" "23" "023_fs1" 9 -25.8094502036559 -11.4186201707537
"amont" "23" "023_fs1" 10 0.412039845634013 13.7243282950571
"amont" "23" "023_fs1" 11 62.7007571713879 50.3247689221468
"amont" "23" "023_fs1" 12 88.309272257205 68.3689435881327
"amont" "23" "023_fs1" 13 100.105067578286 76.6277151443413
"amont" "23" "023_fs2" 1 27.0909982320873 9.67923912792972
"amont" "23" "023_fs2" 2 19.6051106914637 10.226757686538
"amont" "23" "023_fs2" 3 83.8423764551338 55.4646266496535
"amont" "23" "023_fs2" 4 150.695166252733 109.40770868544
"amont" "23" "023_fs2" 5 168.119965511225 124.056879903329
"amont" "23" "023_fs2" 6 132.980080649 75.6525387355682
"amont" "23" "023_fs2" 7 60.5715592447534 19.103727108553
"amont" "23" "023_fs2" 8 -10.7053116299178 -14.9613512141649
"amont" "23" "023_fs2" 9 -37.4728119278409 -17.6524686835145
"amont" "23" "023_fs2" 10 -16.965283860269 -0.27045666371788
"amont" "23" "023_fs2" 11 -3.13426503223371 10.5737392048788
"amont" "23" "023_fs2" 12 5.92754592777931 15.6706406732037
"amont" "23" "023_fs2" 13 19.0856167971139 20.6505890962708
"amont" "23" "023_fs3" 1 46.7056598340357 33.8849848689609
"amont" "23" "023_fs3" 2 45.9017464200869 35.0057111685028
"amont" "23" "023_fs3" 3 85.9369246748498 66.1037886020258
"amont" "23" "023_fs3" 4 138.870955076354 110.601046283907
"amont" "23" "023_fs3" 5 159.541081504283 113.717210774525
"amont" "23" "023_fs3" 6 122.031416301333 72.5108383817759
"amont" "23" "023_fs3" 7 34.4754788077244 7.39955445720258
"amont" "23" "023_fs3" 8 3.90653339536988 -12.084459612111
"amont" "23" "023_fs3" 9 -25.4143887376026 -19.8027194695843
"amont" "23" "023_fs3" 10 -26.2023038532469 -20.1126276223434
"amont" "23" "023_fs3" 11 -35.008174961743 -17.4732089903994
"amont" "23" "023_fs3" 12 -33.3011530067106 -13.925060011157
"amont" "23" "023_fs4" 1 -26.2311391257969 -14.5977152650333
"amont" "23" "023_fs4" 2 -5.6183158825846 5.88995154146889
"amont" "23" "023_fs4" 3 83.6895822680532 71.9316812008625
"amont" "23" "023_fs4" 4 127.198700254361 88.4897239301365
"amont" "23" "023_fs4" 5 75.6894691352701 41.4188533531578
"amont" "23" "023_fs4" 6 24.0289487262468 -1.06689717062605
"amont" "23" "023_fs4" 7 -26.290814218335 -31.2086550833933
"amont" "23" "023_fs4" 8 -49.5924298484672 -39.0245387010892
"amont" "23" "023_fs4" 9 -63.8208893110659 -39.8834109328
"amont" "23" "023_fs4" 10 -54.95725833731 -29.5037452176485
"amont" "23" "023_fs4" 11 -49.1183803587301 -18.7917750394246
"amont" "23" "023_fs4" 12 -35.5026150287964 -13.7905505236315
"amont" "23" "023_fs4" 13 -27.0654110034808 -7.0330650271803
"amont" "24" "024_fs1" 1 45.3407885941959 28.5659160789644
"amont" "24" "024_fs1" 2 10.5862248392895 8.82938286979126
"amont" "24" "024_fs1" 3 -114.715180648512 -76.3916818832499
"amont" "24" "024_fs1" 4 -136.208580920763 -101.086229369054
"amont" "24" "024_fs1" 5 -91.4074283055564 -58.6897476711941
"amont" "24" "024_fs1" 6 -19.3149061534171 -12.737109911422
"amont" "24" "024_fs1" 7 10.5407910863898 14.5646833870327
"amont" "24" "024_fs1" 8 37.9614830568151 34.730256126021
"amont" "24" "024_fs1" 9 53.063141219674 49.5858528530905
"amont" "24" "024_fs1" 10 78.5511930206446 65.2724142429783
"amont" "24" "024_fs1" 11 117.853046869518 84.0209396317194
"amont" "24" "024_fs1" 12 121.479332920747 89.3642779698086
"amont" "24" "024_fs1" 13 118.428800325535 85.8670023443021
"amont" "24" "024_fs2" 1 14.7029913651745 9.10472001525648
"amont" "24" "024_fs2" 2 13.1947972493249 11.6945404041434
"amont" "24" "024_fs2" 3 77.5163138899223 63.8668958447599
"amont" "24" "024_fs2" 4 129.719485186483 95.3943829620209
"amont" "24" "024_fs2" 5 74.9749395893207 50.1139392647463
"amont" "24" "024_fs2" 6 14.1802437719235 -0.696681492582456
"amont" "24" "024_fs2" 7 -10.4570408629789 -27.895235210714
"amont" "24" "024_fs2" 8 -42.3700023715773 -38.9048306447746
"amont" "24" "024_fs2" 9 -39.7461937336032 -12.1285983797155
"amont" "24" "024_fs2" 10 29.302194069088 22.1677898673925
"amont" "24" "024_fs2" 11 35.7226938168415 9.12305255655988
"amont" "25" "025_fs1" 1 6.15867433187267 8.04641288536948
"amont" "25" "025_fs1" 2 -8.44884201224249 -2.11634107181814
"amont" "25" "025_fs1" 3 -88.2044528683989 -65.8015033817179
"amont" "25" "025_fs1" 4 -136.853760822077 -103.585144329852
"amont" "25" "025_fs1" 5 -69.3759794308613 -32.3464438955045
"amont" "25" "025_fs1" 6 10.0566870280441 21.9176213826973
"amont" "25" "025_fs1" 7 56.9445452523486 41.8119666502278
"amont" "25" "025_fs1" 8 74.7562234390638 46.4383728673661
"amont" "25" "025_fs1" 9 68.0356750210088 36.2012999688501
"amont" "25" "025_fs1" 10 66.4641828901068 31.7998527532068
"amont" "25" "025_fs1" 11 58.2853436946048 29.2575770146972
"amont" "25" "025_fs1" 12 60.1390510016519 26.4193810455154
"amont" "25" "025_fs2" 1 -56.4250325308695 -35.3752214856684
"amont" "25" "025_fs2" 2 -57.1301010458299 -42.4770303641236
"amont" "25" "025_fs2" 3 -133.822948995437 -94.3089604992862
"amont" "25" "025_fs2" 4 -173.193947358634 -129.865016643001
"amont" "25" "025_fs2" 5 -127.910863880736 -75.9086696958622
"amont" "25" "025_fs2" 6 -57.4103860492557 -21.359608438403
"amont" "25" "025_fs2" 7 -15.7561944258339 6.17859349204647
"amont" "25" "025_fs2" 8 16.6334399295823 16.735556386551
"amont" "25" "025_fs2" 9 17.2867957064304 9.79208768696481
"amont" "25" "025_fs2" 10 -19.1241174630007 -13.8829167529279
"amont" "25" "025_fs2" 11 -46.5788744055163 -34.2885249560169
"amont" "25" "025_fs2" 12 -66.7323174629253 -48.1172480275269
"amont" "25" "025_fs2" 13 -102.102213414582 -65.9956090825774
"amont" "25" "025_fs3" 1 -12.7900673216718 -3.8610125184629
"amont" "25" "025_fs3" 2 0.0409808325491952 4.87779281800283
"amont" "25" "025_fs3" 3 34.2154806171646 48.6872462503649
"amont" "25" "025_fs3" 4 138.415494985864 104.813167163972
"amont" "25" "025_fs3" 5 127.773209792436 90.8192441994535
"amont" "25" "025_fs3" 6 30.5753042685515 4.79422808235506
"amont" "25" "025_fs3" 7 -57.4030501504745 -51.1373828971042
"amont" "25" "025_fs3" 8 -87.3508415434121 -66.6537662586998
"amont" "25" "025_fs3" 9 -106.053384486276 -66.9296276754062
"amont" "25" "025_fs3" 10 -82.8782123148469 -48.2535804234867
"amont" "25" "025_fs3" 11 -54.2373211519367 -27.9606149236919
"amont" "25" "025_fs3" 12 -34.3555132276418 -19.0514023766559
"amont" "25" "025_fs3" 13 -18.5527168902609 -17.1775387117744
"amont" "26" "026_fs1" 1 43.1758836856679 23.1249832025341
"amont" "26" "026_fs1" 2 49.8581235513355 33.985263614413
"amont" "26" "026_fs1" 3 122.993495365837 86.6186180879625
"amont" "26" "026_fs1" 4 166.750915805796 126.392489028892
"amont" "26" "026_fs1" 5 157.887834958062 112.472051420646
"amont" "26" "026_fs1" 6 136.96129134598 73.9484277033582
"amont" "26" "026_fs1" 7 74.1792211482563 30.4620005762775
"amont" "26" "026_fs1" 8 37.2179351189 8.69454081564942
"amont" "26" "026_fs1" 9 19.1648432726109 9.22635977158515
"amont" "26" "026_fs1" 10 20.7917132696107 17.5915484434402
"amont" "26" "026_fs2" 1 21.6769619826942 11.088100179142
"amont" "26" "026_fs2" 2 53.428788291222 39.0212295216739
"amont" "26" "026_fs2" 3 112.223859151387 89.3858129953003
"amont" "26" "026_fs2" 4 127.248252532907 104.290702031784
"amont" "26" "026_fs2" 5 67.8860041700845 37.6879285735694
"amont" "26" "026_fs2" 6 18.9282446736046 3.05868447500518
"amont" "26" "026_fs2" 7 -22.5761355999648 -29.8387037374903
"amont" "26" "026_fs2" 8 -55.856085452624 -50.5693740324375
"amont" "26" "026_fs2" 9 -87.3275789946236 -67.6259835501902
"amont" "26" "026_fs2" 10 -95.3697748125179 -72.7818348840953
"aval" "27" "027_fs1" 1 -26.3178480392715 -19.5961974167149
"aval" "27" "027_fs1" 2 -8.32065467819177 -7.7736982444998
"aval" "27" "027_fs1" 3 54.3981351284667 49.3360531453521
"aval" "27" "027_fs1" 4 97.2434752563833 81.4010580103475
"aval" "27" "027_fs1" 5 107.494981027048 74.8382906188755
"aval" "27" "027_fs1" 6 55.6304577987077 23.1317271686482
"aval" "27" "027_fs1" 7 11.0425173402693 -10.5314974750126
"aval" "27" "027_fs1" 8 -34.5760401809811 -40.4249854656475
"aval" "27" "027_fs1" 9 -77.249613479523 -64.0263255259061
"aval" "27" "027_fs1" 10 -85.224940436837 -71.2707629394278
"aval" "27" "027_fs1" 11 -103.964144583494 -82.8893010871727
"aval" "27" "027_fs1" 12 -107.887901524906 -85.2393842954179
"aval" "27" "027_fs2" 1 -19.0601846445311 -12.9850166449736
"aval" "27" "027_fs2" 2 -2.3964233850715 -6.49712297853472
"aval" "27" "027_fs2" 3 57.2379668988398 48.2938904495099
"aval" "27" "027_fs2" 4 108.220708095059 87.8027108084972
"aval" "27" "027_fs2" 5 121.990157183934 84.4820825511549
"aval" "27" "027_fs2" 6 56.3804157899001 29.2578661056099
"aval" "27" "027_fs2" 7 -0.582159829900775 -12.016504802706
"aval" "27" "027_fs2" 8 -54.7773662206066 -44.467565853428
"aval" "27" "027_fs2" 9 -84.7571779244277 -59.8200468010082
"aval" "27" "027_fs2" 10 -93.6456190232541 -64.983938052891
"aval" "27" "027_fs2" 11 -107.40292809297 -72.8960746398295
"aval" "27" "027_fs3" 1 48.2300742949339 24.4905910326878
"aval" "27" "027_fs3" 2 12.9278001852562 -0.518850901837993
"aval" "27" "027_fs3" 3 -39.5128112030766 -51.4611349669827
"aval" "27" "027_fs3" 4 -80.211612347276 -58.5375426733534
"aval" "27" "027_fs3" 5 -39.1637764436987 -9.36236191334368
"aval" "27" "027_fs3" 6 26.1325293451467 30.8472241574558
"aval" "27" "027_fs3" 7 55.3519080268711 32.857748526569
"aval" "27" "027_fs3" 8 48.7894248332972 25.0249156698395
"aval" "29" "029_fs1" 1 -10.2527801212902 -9.57310083881032
"aval" "29" "029_fs1" 2 -75.7263819422574 -58.8230924757934
"aval" "29" "029_fs1" 3 -162.222937945111 -119.87020050617
"aval" "29" "029_fs1" 4 -175.349254930981 -127.12748960579
"aval" "29" "029_fs1" 5 -62.1856740566805 -30.6088270506998
"aval" "29" "029_fs1" 6 12.5501027955392 31.4377337172972
"aval" "29" "029_fs1" 7 49.0984435378593 28.2885612326883
"aval" "29" "029_fs1" 8 13.457896716645 -3.71388223935608
"aval" "29" "029_fs1" 9 -36.0972366094334 -34.0935332178882
"aval" "29" "029_fs2" 1 21.7302957639837 14.9987825849906
"aval" "29" "029_fs2" 2 96.6351388827681 70.8192751665679
"aval" "29" "029_fs2" 3 173.655205915534 125.876412180738
"aval" "29" "029_fs2" 4 157.528067053854 109.795298899981
"aval" "29" "029_fs2" 5 56.0322562953627 22.0281214174643
"aval" "29" "029_fs2" 6 -11.4859017122673 -29.3571753169761
"aval" "29" "029_fs2" 7 -63.4306756725959 -45.6970702730871
"aval" "29" "029_fs2" 8 -47.0728396496756 -25.9162545049104
"aval" "29" "029_fs2" 9 -11.1811258422037 -3.65424602502102
"amont" "37" "037_fs1" 1 40.8229585494398 26.9297208306979
"amont" "37" "037_fs1" 2 30.5134167880914 21.3597806245463
"amont" "37" "037_fs1" 3 10.3922268850838 -8.06095475353379
"amont" "37" "037_fs1" 4 -40.4098611006381 -58.2970045511473
"amont" "37" "037_fs1" 5 -90.6933534256417 -79.242416750282
"amont" "37" "037_fs1" 6 -71.4695844611522 -44.0710554268539
"amont" "37" "037_fs1" 7 -22.3472586858654 -3.996527933457
"amont" "37" "037_fs1" 8 17.2031263197998 26.3752036927538
"amont" "37" "037_fs1" 9 58.9097507366801 48.6898369077205
"amont" "37" "037_fs1" 10 86.2649420432937 65.6485631777466
"amont" "37" "037_fs1" 11 108.46397869295 79.80557245265
"amont" "37" "037_fs1" 12 120.623755921388 89.6472156294444
"amont" "37" "037_fs1" 13 120.266785131482 91.0540208490393
"amont" "37" "037_fs1" 14 133.125804255018 98.1898365368913
"amont" "37" "037_fs1" 15 137.133610684994 100.253379624425
"amont" "37" "037_fs1" 16 132.134082034444 94.653227477152
"amont" "37" "037_fs1" 17 124.329507252103 89.7603375166768
"amont" "37" "037_fs1" 18 122.236357958275 82.8935764027986
"amont" "37" "037_fs1" 19 117.574799192006 79.1304695148904
"amont" "37" "037_fs1" 20 109.040552288615 75.7277946825407
"amont" "37" "037_fs1" 21 101.192397992819 67.394676054143
"amont" "37" "037_fs1" 22 95.7714219495037 66.8230439831414
"amont" "37" "037_fs2" 1 38.7312148929037 23.3282532864914
"amont" "37" "037_fs2" 2 37.5583379402412 22.7059175159445
"amont" "37" "037_fs2" 3 52.812822377121 41.5566931483244
"amont" "37" "037_fs2" 4 92.0482102352533 83.4796664393002
"amont" "37" "037_fs2" 5 132.936547585313 97.2357951605184
"amont" "37" "037_fs2" 6 75.2194779251018 40.8974246648127
"amont" "37" "037_fs2" 7 1.66489605204771 -19.6975990738945
"amont" "37" "037_fs2" 8 -54.4310677353976 -33.6962462068175
"amont" "37" "037_fs2" 9 -46.444920453018 -12.6299337150788
"amont" "37" "037_fs2" 10 -24.5176630852126 -8.38517832813696
"amont" "37" "037_fs2" 11 -18.6551776691623 -27.0774967704384
"amont" "37" "037_fs2" 12 -57.1389626593836 -45.356808786582
"amont" "37" "037_fs3" 1 41.6195441806571 27.2064201008218
"amont" "37" "037_fs3" 2 54.0284326920749 35.3286090331262
"amont" "37" "037_fs3" 3 88.1644063243588 73.6840822383112
"amont" "37" "037_fs3" 4 128.893497604298 100.528509355069
"amont" "37" "037_fs3" 5 123.637936096949 80.9579355367518
"amont" "37" "037_fs3" 6 52.9380492099574 18.6993185682277
"amont" "37" "037_fs3" 7 20.5700782636289 -11.9955238706218
"amont" "37" "037_fs3" 8 -18.2623405161521 -32.8792723469986
"amont" "37" "037_fs3" 9 -58.0780527935647 -46.1602551780828
"amont" "37" "037_fs3" 10 -61.9764708054819 -46.7882924311028
"amont" "37" "037_fs3" 11 -58.4162811663258 -44.2053054599121
"amont" "37" "037_fs3" 12 -55.7519501249476 -38.1656455064077
"amont" "37" "037_fs3" 13 -44.914812293064 -27.6997617021496
"amont" "37" "037_fs3" 14 -27.6359153314621 -14.6586625648333
"amont" "37" "037_fs3" 15 -19.4325126323203 -3.93001368453861
"amont" "37" "037_fs3" 16 -4.3795770981194 4.97001050601034
"amont" "37" "037_fs3" 17 9.46173806218968 13.443845129242
"amont" "38" "038_fs1" 1 -10.3564524878562 -5.82957808946404
"amont" "38" "038_fs1" 2 -46.9985794160241 -35.9976969997488
"amont" "38" "038_fs1" 3 -92.5529890347858 -82.9369135512169
"amont" "38" "038_fs1" 4 -160.293202973367 -117.696970660846
"amont" "38" "038_fs1" 5 -120.394223554325 -77.7487251528664
"amont" "38" "038_fs1" 6 -73.2858822848144 -40.5373587644986
"amont" "38" "038_fs1" 7 -28.6724590929293 -4.02825427975711
"amont" "38" "038_fs1" 8 -8.87202039303062 8.02589528409163
"amont" "38" "038_fs1" 9 5.10644162209729 14.4500664064985
"amont" "38" "038_fs1" 10 16.4162320929937 20.197745375055
"amont" "38" "038_fs1" 11 28.4303396939997 22.3340134883198
"amont" "38" "038_fs1" 12 32.4984602365582 21.0232416316165
"amont" "38" "038_fs1" 13 30.6998170467458 18.9386506245757
"amont" "38" "038_fs1" 14 33.7191902511951 17.7761502845421
"amont" "38" "038_fs1" 15 16.6058705963854 8.71522113539231
"amont" "38" "038_fs1" 16 13.6534734664402 6.56787128431466
"amont" "38" "038_fs1" 17 5.58900023126202 1.85559940489981
"amont" "38" "038_fs2" 1 -5.59090859411552 -4.32621461081135
"amont" "38" "038_fs2" 2 1.41575071329908 1.07712732451523
"amont" "38" "038_fs2" 3 44.7985002046516 36.1380304631572
"amont" "38" "038_fs2" 4 134.060728721739 98.936912529971
"amont" "38" "038_fs2" 5 166.269797357967 123.610416318789
"amont" "38" "038_fs2" 6 81.8414731851126 44.9292792039976
"amont" "38" "038_fs2" 7 47.1483790257381 5.75535660500287
"amont" "38" "038_fs2" 8 -6.51538348305724 -7.02438650326954
"amont" "38" "038_fs2" 9 -0.8821514602175 4.0147487526412
"amont" "38" "038_fs2" 10 35.1779709036063 37.3624273839066
"amont" "38" "038_fs2" 11 70.4483301298673 55.0226794154546
"amont" "38" "038_fs2" 12 95.5139790807168 59.9732604322043
"amont" "38" "038_fs2" 13 93.8310147574209 50.5799181873353
"amont" "38" "038_fs2" 14 70.5473012221785 36.1790147066031
"amont" "38" "038_fs2" 15 49.6914656269153 25.5423908055043
"amont" "38" "038_fs2" 16 34.8360324876507 19.6633614054015
"amont" "38" "038_fs2" 17 26.7909807651266 14.6845282725241
"amont" "38" "038_fs3" 1 -7.93660815184765 -4.93501673224523
"amont" "38" "038_fs3" 2 -41.1978361856396 -34.9897352808868
"amont" "38" "038_fs3" 3 -106.032059046429 -83.3427060157612
"amont" "38" "038_fs3" 4 -160.875130510656 -120.677614983022
"amont" "38" "038_fs3" 5 -143.972331307691 -98.1040686729665
"amont" "38" "038_fs3" 6 -34.0661473845597 -7.91356446801589
"amont" "38" "038_fs3" 7 23.6427011141068 41.3328755499392
"amont" "38" "038_fs3" 8 79.1940879116555 57.2746314642886
"amont" "38" "038_fs3" 9 58.3806588555307 25.3881294376802
"amont" "38" "038_fs3" 10 -12.412910898047 -19.4378808623641
"amont" "38" "038_fs3" 11 -59.7491832222753 -52.9544202595228
"amont" "38" "038_fs3" 12 -97.8328755820908 -79.8857891557079
"amont" "38" "038_fs3" 13 -116.090671924163 -89.135726329894
"amont" "39" "039_fs1" 1 -23.4074307862225 -15.8980242785545
"amont" "39" "039_fs1" 2 -42.5873474727996 -27.8609634209076
"amont" "39" "039_fs1" 3 -71.2929363600081 -66.3727659447757
"amont" "39" "039_fs1" 4 -114.644583229258 -98.1557257725255
"amont" "39" "039_fs1" 5 -130.343879304871 -92.3884696314029
"amont" "39" "039_fs1" 6 -79.7042197721173 -39.6240382619511
"amont" "39" "039_fs1" 7 7.35954036946896 19.686054873662
"amont" "39" "039_fs1" 8 36.1498271107266 43.5460467455139
"amont" "39" "039_fs1" 9 75.7112611547206 65.8996899904034
"amont" "39" "039_fs1" 10 112.85058800364 81.1288637326309
"amont" "39" "039_fs1" 11 120.584840012569 87.3761776906676
"amont" "39" "039_fs1" 12 126.150170217648 94.6661673877193
"amont" "39" "039_fs1" 13 132.472581460849 100.275808461269
"amont" "39" "039_fs1" 14 138.880824761461 100.844955905853
"amont" "39" "039_fs1" 15 137.184340649333 99.6434662008824
"amont" "39" "039_fs1" 16 131.890974926753 96.0187280027059
"amont" "39" "039_fs1" 17 127.802565604117 90.7258820765377
"amont" "39" "039_fs1" 18 126.735173533654 88.6417580331525
"amont" "39" "039_fs1" 19 113.91493391891 79.7804588357076
"amont" "39" "039_fs1" 20 103.353279059301 72.8812135937113
"amont" "39" "039_fs2" 1 41.2979751364922 32.6824821116585
"amont" "39" "039_fs2" 2 27.7694163523319 25.0479138877155
"amont" "39" "039_fs2" 3 -19.3095885515114 -19.6218127835941
"amont" "39" "039_fs2" 4 -93.1084666848208 -77.0356184634065
"amont" "39" "039_fs2" 5 -124.200576374584 -88.4884985302903
"amont" "39" "039_fs2" 6 -53.1809660395699 -25.5327612842018
"amont" "39" "039_fs2" 7 30.5145913520747 38.7127628822732
"amont" "39" "039_fs2" 8 114.75526835596 80.8767466802478
"amont" "39" "039_fs2" 9 140.274258252115 95.7921928226239
"amont" "39" "039_fs2" 10 122.374901937085 86.6828407550651
"amont" "39" "039_fs2" 11 112.135962003977 75.8207016754568
"amont" "39" "039_fs2" 12 96.2452120641248 65.6477858475924
"amont" "39" "039_fs2" 13 90.3535046040769 60.3396853416178
"amont" "39" "039_fs2" 14 78.7966751998069 52.7828637591429
"amont" "39" "039_fs2" 15 66.6155503927455 51.2179619859618
"amont" "39" "039_fs2" 16 63.9213854717894 48.7836380080111
"amont" "39" "039_fs2" 17 51.9604884848991 43.408149727381
"amont" "39" "039_fs3" 1 46.7824814344016 33.0905312124556
"amont" "39" "039_fs3" 2 50.3859784006447 33.9439385098727
"amont" "39" "039_fs3" 3 72.2360653456541 49.7506623300845
"amont" "39" "039_fs3" 4 122.85959149346 93.6318724469706
"amont" "39" "039_fs3" 5 136.036623203361 109.573400287234
"amont" "39" "039_fs3" 6 107.491857608627 62.8367658933379
"amont" "39" "039_fs3" 7 7.91887074517592 -18.9844565132073
"amont" "39" "039_fs3" 8 -65.5487627164592 -54.9801822487925
"amont" "39" "039_fs3" 9 -95.5699991322515 -66.7899987603283
"amont" "39" "039_fs3" 10 -98.7521173992616 -55.8490981789418
"amont" "39" "039_fs3" 11 -75.9754828514604 -41.2618283319998
"amont" "39" "039_fs3" 12 -56.8455912269824 -28.5862000730125
"amont" "39" "039_fs3" 13 -48.2352452623505 -22.740289695058
"amont" "39" "039_fs3" 14 -40.4175924079453 -15.1809922990354
"amont" "39" "039_fs3" 15 -29.1460929519699 -8.85735846901642
"amont" "39" "039_fs3" 16 -27.1209368317327 -4.19657705998307
"amont" "40" "040_fs1" 1 -40.320312892719 -30.1231088860481
"amont" "40" "040_fs1" 2 -44.7692377526682 -39.4247667079248
"amont" "40" "040_fs1" 3 -114.482353473757 -88.0356225144233
"amont" "40" "040_fs1" 4 -161.158120640886 -121.712864858576
"amont" "40" "040_fs1" 5 -147.536162181118 -106.706670761698
"amont" "40" "040_fs1" 6 -48.0642668833165 -14.2094129911753
"amont" "40" "040_fs1" 7 16.8838686898347 32.5565713372416
"amont" "40" "040_fs1" 8 73.7875326178018 66.4213072066056
"amont" "40" "040_fs1" 9 104.458200856023 81.626942098218
"amont" "40" "040_fs1" 10 118.13073702929 88.3096276265347
"amont" "40" "040_fs1" 11 124.864782288069 88.4414007505436
"amont" "40" "040_fs1" 12 121.492181432831 84.8184801818722
"amont" "40" "040_fs1" 13 116.204627175698 82.9627797499838
"amont" "40" "040_fs1" 14 118.286424922205 83.3087573601802
"amont" "40" "040_fs1" 15 119.002295043542 83.8742717934701
"amont" "40" "040_fs1" 16 117.597004768494 84.0060183823942
"amont" "40" "040_fs1" 17 120.440717300829 84.455728275613
"amont" "40" "040_fs1" 18 110.95559107831 79.7277148472532
"amont" "40" "040_fs1" 19 105.107491373324 76.5786074218382
