"treatment" "poisson" "fs" "frame" "ratio_snout_tail" "ratio_ant_post"
"amont" "40" "040_fs2" 1 -34.3704683706255 -26.0726782614798
"amont" "40" "040_fs2" 2 -28.374612007674 -22.5010956706226
"amont" "40" "040_fs2" 3 10.7701752877699 16.7707218795849
"amont" "40" "040_fs2" 4 80.8142419916843 62.2358783240156
"amont" "40" "040_fs2" 5 80.8605665138117 48.8726584395488
"amont" "40" "040_fs2" 6 20.3508498007242 -12.3740838200343
"amont" "40" "040_fs2" 7 -22.0329980410793 -35.7470614842367
"amont" "40" "040_fs2" 8 -69.0745280091626 -56.6906167646058
"amont" "40" "040_fs2" 9 -74.6625430830235 -53.4647973287389
"amont" "40" "040_fs2" 10 -65.8144255529824 -45.5795604007602
"amont" "40" "040_fs2" 11 -51.9090198221951 -33.4889835748079
"amont" "40" "040_fs2" 12 -36.80943325097 -22.4574776897774
"amont" "40" "040_fs2" 13 -28.8673389164778 -15.2228366767384
"amont" "40" "040_fs2" 14 -17.7574947690532 -3.39032477077396
"amont" "40" "040_fs2" 15 -5.3019139997769 5.04597533666094
"amont" "40" "040_fs2" 16 1.10266812746136 14.2345224166475
"amont" "40" "040_fs2" 17 11.0509485964347 17.9001266665515
"amont" "40" "040_fs2" 18 24.6013492261449 24.3404341398653
"amont" "40" "040_fs3" 1 -9.02146565179999 -10.8558096184522
"amont" "40" "040_fs3" 2 -3.00339751719991 -7.15766387070096
"amont" "40" "040_fs3" 3 46.0126096287921 39.7429792049381
"amont" "40" "040_fs3" 4 141.072451538651 105.104861826555
"amont" "40" "040_fs3" 5 131.97799746971 93.2284555527373
"amont" "40" "040_fs3" 6 50.0913148860544 18.8880940606796
"amont" "40" "040_fs3" 7 -31.3627340621008 -41.5137226589031
"amont" "40" "040_fs3" 8 -85.6268313975381 -67.8472013710575
"amont" "40" "040_fs3" 9 -98.2161424390154 -71.2874415355262
"amont" "40" "040_fs3" 10 -93.9564885226386 -58.8367246600998
"amont" "40" "040_fs3" 11 -68.6564099009998 -45.2458906980849
"amont" "40" "040_fs3" 12 -47.2330199416171 -31.1429991308745
"amont" "40" "040_fs3" 13 -47.6129102295512 -23.9410978458646
"amont" "40" "040_fs3" 14 -41.8886904328936 -18.7840316639533
"amont" "40" "040_fs3" 15 -36.9143069820437 -14.6414465166585
"amont" "40" "040_fs3" 16 -28.6861272017861 -11.4173868528301
"amont" "40" "040_fs3" 17 -23.1815155049145 -11.2971833964433
"amont" "40" "040_fs4" 1 34.2197095970047 25.684753296789
"amont" "40" "040_fs4" 2 52.0726618405986 39.7868694191784
"amont" "40" "040_fs4" 3 98.5384254392619 84.8050462048313
"amont" "40" "040_fs4" 4 140.199833595921 102.102330550404
"amont" "40" "040_fs4" 5 86.1798306702093 53.6812679654106
"amont" "40" "040_fs4" 6 27.7547057856389 -4.87600368050704
"amont" "40" "040_fs4" 7 -19.8743410689986 -41.3403607438221
"amont" "40" "040_fs4" 8 -66.6770698004156 -68.8660935649941
"amont" "40" "040_fs4" 9 -92.545489428828 -71.4743214080092
"amont" "40" "040_fs4" 10 -87.6657948299673 -58.0704500665959
"amont" "40" "040_fs4" 11 -76.3611944691104 -45.0007219785842
"amont" "40" "040_fs4" 12 -62.4781393254892 -35.2248603827975
"amont" "40" "040_fs4" 13 -39.0365060342909 -22.2377844272943
"amont" "40" "040_fs4" 14 -29.7883764453376 -10.3869363410625
"amont" "40" "040_fs4" 15 -14.7100004380546 -0.19566474790804
"amont" "40" "040_fs4" 16 -4.95398303142804 8.44777294619286
"amont" "41" "041_fs1" 1 -5.02593479017136 -3.56702201908823
"amont" "41" "041_fs1" 2 -11.2395848172523 -9.19435025997842
"amont" "41" "041_fs1" 3 -53.7105908662107 -50.0177973201618
"amont" "41" "041_fs1" 4 -118.350707876551 -94.558381240223
"amont" "41" "041_fs1" 5 -93.0980290119086 -59.7804548769686
"amont" "41" "041_fs1" 6 -36.9155927793267 -4.6222599684497
"amont" "41" "041_fs1" 7 20.7474721557822 29.2506866721527
"amont" "41" "041_fs1" 8 67.5197593658466 46.3332151749644
"amont" "41" "041_fs1" 9 65.1914695351739 42.4270871060726
"amont" "41" "041_fs1" 10 60.2577050931912 37.9591138833884
"amont" "41" "041_fs1" 11 57.1162662048638 36.9364573696064
"amont" "41" "041_fs1" 12 52.6134462363587 30.6313580337466
"amont" "41" "041_fs1" 13 42.618331657628 21.8580501450581
"amont" "41" "041_fs1" 14 45.4205379927677 21.0876674444641
"amont" "41" "041_fs1" 15 30.6069073586302 13.9405951212675
"amont" "41" "041_fs2" 1 -23.4898473324916 -16.0525686688151
"amont" "41" "041_fs2" 2 10.7066260953534 -0.68965742830801
"amont" "41" "041_fs2" 3 63.1243879951165 53.8393838456831
"amont" "41" "041_fs2" 4 105.21485479282 78.045084499519
"amont" "41" "041_fs2" 5 44.9307743336678 21.3876204496754
"amont" "41" "041_fs2" 6 -52.5324883297931 -52.7790795822235
"amont" "41" "041_fs2" 7 -82.817311163919 -66.1627893436169
"amont" "41" "041_fs2" 8 -71.155070722194 -33.8263462697986
"amont" "41" "041_fs2" 9 -30.7521829543817 0.79311306689695
"amont" "41" "041_fs2" 10 -8.86039434290751 11.4361607055116
"amont" "41" "041_fs2" 11 24.5743803796442 14.7486084286788
"amont" "41" "041_fs2" 12 2.39987269158092 -0.887917694468257
"amont" "42" "042_fs1" 1 10.0980450864018 5.35472802436439
"amont" "42" "042_fs1" 2 22.2424837164022 18.1096759079405
"amont" "42" "042_fs1" 3 84.0323677293635 62.6453117332912
"amont" "42" "042_fs1" 4 147.696645112211 110.75936901649
"amont" "42" "042_fs1" 5 163.180724303365 114.998434892422
"amont" "42" "042_fs1" 6 81.5173781413081 43.8298222328264
"amont" "42" "042_fs1" 7 -12.5605702736479 -27.2636777381191
"amont" "42" "042_fs1" 8 -60.1026473213436 -44.9835862725726
"amont" "42" "042_fs1" 9 -57.4425326983663 -33.968135552371
"amont" "42" "042_fs1" 10 -9.93220615338288 -1.70117976163263
"amont" "42" "042_fs1" 11 22.3529313200691 23.7065272207085
"amont" "42" "042_fs1" 12 55.1935065005971 49.7749993709806
"amont" "42" "042_fs1" 13 88.7804226446184 70.6110956378432
"amont" "42" "042_fs1" 14 107.439269829453 78.4292493864259
"amont" "42" "042_fs2" 1 -31.6535745233529 -16.7385081117804
"amont" "42" "042_fs2" 2 -14.7799351112703 -2.57652697004244
"amont" "42" "042_fs2" 3 67.6570254420665 56.7785893004107
"amont" "42" "042_fs2" 4 161.396859648609 116.826937327021
"amont" "42" "042_fs2" 5 166.552024958416 123.099376147384
"amont" "42" "042_fs2" 6 124.609576360022 88.098619648182
"amont" "42" "042_fs2" 7 37.1282943474047 -3.18538013942924
"amont" "42" "042_fs2" 8 -55.434792921887 -46.1824907410593
"amont" "42" "042_fs2" 9 -76.5553489444875 -51.4585054532536
"amont" "42" "042_fs2" 10 -74.6806639443752 -50.4442555001357
"amont" "42" "042_fs2" 11 -69.4134408302368 -42.0336742390566
"amont" "42" "042_fs2" 12 -65.3084004750361 -33.8093251329412
"amont" "42" "042_fs2" 13 -69.7219709594006 -36.1271959124393
"amont" "42" "042_fs2" 14 -22.6709109376164 -10.6462074217275
"amont" "42" "042_fs3" 1 -31.2290770122539 -22.6012179155042
"amont" "42" "042_fs3" 2 -11.0768634077849 -12.8053513619953
"amont" "42" "042_fs3" 3 39.7528096638479 40.4444527508742
"amont" "42" "042_fs3" 4 118.726098511587 92.1153718529557
"amont" "42" "042_fs3" 5 159.549687300851 114.241829670954
"amont" "42" "042_fs3" 6 133.952967895516 84.5396514170371
"amont" "42" "042_fs3" 7 86.2963167841572 42.269382052288
"amont" "42" "042_fs3" 8 41.4492121966091 7.85619667031767
"amont" "42" "042_fs3" 9 8.12522022411252 -9.77586157136022
"amont" "42" "042_fs3" 10 -14.4798006789809 -10.1540162206304
"amont" "42" "042_fs3" 11 -0.58678335450881 4.4042436696285
"amont" "42" "042_fs3" 12 8.89476134715511 14.5107605006876
"amont" "42" "042_fs3" 13 23.9579111530745 25.1634226861889
"amont" "42" "042_fs3" 14 36.1607933244682 31.6976611175879
"amont" "42" "042_fs4" 1 40.2789293313924 19.9047751061949
"amont" "42" "042_fs4" 2 49.1079140691225 28.7430876550187
"amont" "42" "042_fs4" 3 96.4363617475015 69.1219028914439
"amont" "42" "042_fs4" 4 167.657489907356 118.119952178751
"amont" "42" "042_fs4" 5 -174.996257056262 133.635159787346
"amont" "42" "042_fs4" 6 138.735995371952 84.741948947461
"amont" "42" "042_fs4" 7 57.0648747311992 17.1982287703798
"amont" "42" "042_fs4" 8 5.52570487322089 -11.9858562935109
"amont" "42" "042_fs4" 9 -49.8377728611078 -31.2496943954585
"amont" "42" "042_fs4" 10 -29.8269852613 -22.5694671177302
"amont" "42" "042_fs4" 11 -46.5865853055725 -22.9631710432106
"amont" "42" "042_fs4" 12 -32.3256922105411 -11.8480792986308
"amont" "42" "042_fs4" 13 -17.2137361184578 -1.46505615635579
"amont" "42" "042_fs4" 14 -2.14654006452352 4.63574781689175
"amont" "42" "042_fs4" 15 8.9031850024756 8.01857368914429
"amont" "42" "042_fs4" 16 14.4367676496338 9.80351800980469
"amont" "45" "045_fs1" 1 -20.5706592779815 -12.5807218539016
"amont" "45" "045_fs1" 2 -58.4930753615262 -44.1740657063154
"amont" "45" "045_fs1" 3 -96.4736341890929 -86.7309628936304
"amont" "45" "045_fs1" 4 -135.669272238722 -103.43578850471
"amont" "45" "045_fs1" 5 -89.9342058151182 -48.8591902645746
"amont" "45" "045_fs1" 6 -1.27435116633231 14.3245951528966
"amont" "45" "045_fs1" 7 41.7275374994614 43.2933383634968
"amont" "45" "045_fs1" 8 68.3149907921496 62.8639677509691
"amont" "45" "045_fs1" 9 88.4282538132763 74.2398724896354
"amont" "45" "045_fs1" 10 100.510651841639 80.0153744464349
"amont" "45" "045_fs1" 11 105.207706813022 81.832162484875
"amont" "45" "045_fs1" 12 118.406868788112 86.1271389464287
"amont" "45" "045_fs1" 13 120.924635874561 88.615171388543
"amont" "45" "045_fs1" 14 120.831354565772 85.5156220376996
"amont" "45" "045_fs1" 15 120.020604905522 84.4658531541778
"amont" "45" "045_fs1" 16 122.259687610598 82.1402461594948
"amont" "45" "045_fs2" 1 12.2175195485077 5.2910659881093
"amont" "45" "045_fs2" 2 2.28658828210683 1.67637560377381
"amont" "45" "045_fs2" 3 -55.6052446935877 -51.6927012080238
"amont" "45" "045_fs2" 4 -99.0444967065465 -78.3339720069519
"amont" "45" "045_fs2" 5 -133.922352821578 -71.2042413819958
"amont" "45" "045_fs2" 6 -66.851761038508 -23.9831456505448
"amont" "45" "045_fs2" 7 -20.1733518633357 -10.4638677127787
"amont" "45" "045_fs2" 8 -39.3888908208206 -30.9284951776777
"amont" "45" "045_fs2" 9 -83.2186183552851 -63.6408068068508
"amont" "45" "045_fs2" 10 -116.543893304277 -86.4701841100984
"amont" "45" "045_fs2" 11 -122.843663381633 -71.2156198447049
"amont" "45" "045_fs2" 12 -97.9551405861146 -49.2414054826727
"amont" "45" "045_fs2" 13 -63.403662974416 -22.2346301298836
"amont" "45" "045_fs2" 14 -16.7115351403285 1.84051937126384
"amont" "45" "045_fs2" 15 4.44364632352273 12.1714854419729
"amont" "45" "045_fs2" 16 32.3057586770908 20.3057980620406
"amont" "45" "045_fs2" 17 32.4603956870732 19.6616291665283
"amont" "45" "045_fs2" 18 21.5512575953964 16.0856508132225
"amont" "45" "045_fs3" 1 12.0053236675931 5.06118718657356
"amont" "45" "045_fs3" 2 -17.743193460809 -12.7500475519437
"amont" "45" "045_fs3" 3 -97.3587209188093 -84.1613326153147
"amont" "45" "045_fs3" 4 -156.30544360008 -110.048146939096
"amont" "45" "045_fs3" 5 -120.469812020618 -78.420745136461
"amont" "45" "045_fs3" 6 -60.6993336828461 -25.9394763702359
"amont" "45" "045_fs3" 7 16.9647701550812 23.0128044901754
"amont" "45" "045_fs3" 8 69.8401156418531 49.7212786002312
"amont" "45" "045_fs3" 9 84.7046516645613 58.3686661991034
"amont" "45" "045_fs3" 10 84.5205987929194 59.1557419166615
"amont" "45" "045_fs3" 11 79.2623953307627 54.6778044334071
"amont" "45" "045_fs3" 12 76.3338856891727 54.5264601227661
"amont" "45" "045_fs3" 13 76.5393191396852 52.2324649237474
"amont" "45" "045_fs3" 14 66.2856886736389 46.4929496258847
"amont" "45" "045_fs3" 15 66.2461992204829 44.9630219849978
"amont" "45" "045_fs3" 16 60.7894943245793 39.3022907898012
"amont" "46" "046_fs1" 1 -33.9683823480029 -16.8594946833579
"amont" "46" "046_fs1" 2 5.33448093610335 11.034287943214
"amont" "46" "046_fs1" 3 69.6103115041362 65.3798795964005
"amont" "46" "046_fs1" 4 122.418176722329 98.6691783097273
"amont" "46" "046_fs1" 5 98.6829040009177 54.9045010461832
"amont" "46" "046_fs1" 6 43.3760956003201 -0.534790542959769
"amont" "46" "046_fs1" 7 -16.9400094489664 -34.4218606920559
"amont" "46" "046_fs1" 8 -65.7162097644941 -47.596402696855
"amont" "46" "046_fs1" 9 -70.0357919327788 -35.7053183273663
"amont" "46" "046_fs1" 10 -68.1871225344166 -31.1391703266734
"amont" "46" "046_fs1" 11 -62.8687397743901 -35.9824368154773
"amont" "46" "046_fs1" 12 -70.5892444804824 -41.3734724611112
"amont" "46" "046_fs1" 13 -72.3759277486506 -49.178078117349
"amont" "46" "046_fs1" 14 -71.0583442115522 -48.3828794267739
"amont" "46" "046_fs1" 15 -71.4139844982554 -43.8262373419707
"amont" "46" "046_fs1" 16 -59.599148420058 -34.2064404129731
"amont" "46" "046_fs1" 17 -49.5278538736617 -26.6743201409622
"amont" "46" "046_fs1" 18 -38.8626918424702 -17.7125045621706
"amont" "46" "046_fs1" 19 -21.8378179676883 -9.18868998642779
"amont" "46" "046_fs2" 1 0.819802330082183 0.104797481435384
"amont" "46" "046_fs2" 2 -29.9361826401952 -21.1364136622621
"amont" "46" "046_fs2" 3 -79.8513761298451 -75.3456197533678
"amont" "46" "046_fs2" 4 -126.266230975715 -93.9066549392289
"amont" "46" "046_fs2" 5 -56.6564270747481 -13.4223606951503
"amont" "46" "046_fs2" 6 -6.52949701786878 21.2735597250048
"amont" "46" "046_fs2" 7 45.3701423495577 38.1471316248574
"amont" "46" "046_fs2" 8 39.7498681478482 30.0052198198206
"amont" "46" "046_fs2" 9 33.1712454662634 16.5188894260532
"amont" "46" "046_fs2" 10 11.3523197849337 0.87605034916163
"amont" "46" "046_fs2" 11 -14.5995373650304 -16.7324260530788
"amont" "46" "046_fs2" 12 -40.6635246288693 -29.0863792544494
"amont" "46" "046_fs2" 13 -41.7845731599263 -38.0736111338538
"amont" "46" "046_fs2" 14 -44.7745183183123 -36.0079686725867
"amont" "46" "046_fs2" 15 -52.0584795712794 -35.870049997504
"amont" "46" "046_fs3" 1 -3.56481481925113 3.27234719293409
"amont" "46" "046_fs3" 2 3.43616498903145 9.05777930515046
"amont" "46" "046_fs3" 3 59.0350575593606 53.5478846800952
"amont" "46" "046_fs3" 4 96.0452120256563 86.8580851441144
"amont" "46" "046_fs3" 5 105.456992387843 64.9444798871544
"amont" "46" "046_fs3" 6 57.9797873956645 7.34171685558078
"amont" "46" "046_fs3" 7 -26.8254690340715 -31.7502668334089
"amont" "46" "046_fs3" 8 -67.8941612174649 -44.1292394875883
"amont" "46" "046_fs3" 9 -54.8669762352909 -36.2864315407903
"amont" "46" "046_fs3" 10 -53.660622198321 -28.9142345868819
"amont" "46" "046_fs3" 11 -55.0024741450853 -24.6944239862705
"amont" "46" "046_fs3" 12 -69.1373093839449 -28.8158032408369
"amont" "46" "046_fs3" 13 -75.639784223693 -38.4651741895981
"amont" "46" "046_fs3" 14 -91.585638594405 -52.3074173163259
"amont" "46" "046_fs3" 15 -105.29591672888 -65.0587052527883
"amont" "46" "046_fs3" 16 -115.412772875883 -76.043545599464
"amont" "46" "046_fs3" 17 -118.356238227338 -78.9324214777985
"aval" "167" "167_fs1" 1 15.2812607590415 3.40683599614167
"aval" "167" "167_fs1" 2 -35.7999695577751 -27.6889383229157
"aval" "167" "167_fs1" 3 -84.8973987587133 -83.7591729881358
"aval" "167" "167_fs1" 4 -99.214734775605 -82.8851881346154
"aval" "167" "167_fs1" 5 -57.1113917840971 -15.6216218274555
"aval" "167" "167_fs1" 6 31.9851056943936 26.7722338932744
"aval" "167" "167_fs1" 7 71.5080002860298 54.5479544924793
"aval" "167" "167_fs1" 8 118.174627060932 76.1277736677259
"aval" "167" "167_fs1" 9 106.255549763013 75.2318727550196
"aval" "167" "167_fs1" 10 108.032531695022 75.0204370684579
"aval" "167" "167_fs1" 11 106.289833963894 65.8067988577344
"aval" "167" "167_fs1" 12 85.2054950149498 47.7541416852319
"aval" "167" "167_fs1" 13 56.6457450111079 33.566457183507
"aval" "167" "167_fs1" 14 43.1542288468968 23.0088209015865
"aval" "167" "167_fs1" 15 38.3150105660504 18.9667728230447
"aval" "167" "167_fs1" 16 30.5986174834656 12.5068647010711
"aval" "167" "167_fs1" 17 16.1458358468687 4.98423524563293
"aval" "167" "167_fs2" 1 15.5371496163805 4.73872195416223
"aval" "167" "167_fs2" 2 -26.8567506597981 -20.8303703920816
"aval" "167" "167_fs2" 3 -110.272723957656 -87.118366002774
"aval" "167" "167_fs2" 4 -154.336900481251 -112.599609872121
"aval" "167" "167_fs2" 5 -44.1479602163817 -14.0074095442601
"aval" "167" "167_fs2" 6 4.75427290218832 13.2698858108815
"aval" "167" "167_fs2" 7 46.9615231705472 14.6450517866946
"aval" "167" "167_fs2" 8 30.9210414086359 8.33518848722187
"aval" "167" "167_fs2" 9 23.1296404432915 5.9810598686044
"aval" "167" "167_fs2" 10 24.6768336890697 15.6663643336184
"aval" "167" "167_fs2" 11 31.5826753284009 17.9598067144087
"aval" "167" "167_fs2" 12 29.301767390711 18.1439822525221
"aval" "167" "167_fs2" 13 18.8963232564082 11.0377697778146
"aval" "167" "167_fs2" 14 19.0299139303359 7.83005195378033
"aval" "167" "167_fs3" 1 9.9443530661118 -1.91694929499459
"aval" "167" "167_fs3" 2 16.8721519672735 7.5275892296591
"aval" "167" "167_fs3" 3 109.315306119588 81.1147718913545
"aval" "167" "167_fs3" 4 141.049241392326 103.682350123562
"aval" "167" "167_fs3" 5 127.905469157361 85.7406877053198
"aval" "167" "167_fs3" 6 42.5141926607467 13.2868176487635
"aval" "167" "167_fs3" 7 -34.4405119280544 -25.7899158210737
"aval" "167" "167_fs3" 8 -32.6951949252012 -17.4470640382636
"aval" "167" "167_fs3" 9 -43.9605725068087 -23.9674104876323
"aval" "167" "167_fs3" 10 -27.2681072089747 -16.0911680154565
"aval" "167" "167_fs3" 11 -27.1661942722203 -16.3435961302538
"aval" "167" "167_fs3" 12 -23.0625290226156 -13.3423791616339
"aval" "167" "167_fs3" 13 -16.7868093508546 -9.45150267552222
"aval" "167" "167_fs3" 14 -11.6174316064256 -6.36859014874733
"aval" "168" "168_fs1" 1 -22.4946669717276 -14.4276076899223
"aval" "168" "168_fs1" 2 -36.4067497370468 -24.2729196963512
"aval" "168" "168_fs1" 3 -68.5405659590239 -63.2118443332415
"aval" "168" "168_fs1" 4 -118.355975041636 -103.769935994124
"aval" "168" "168_fs1" 5 -129.700298951067 -96.6246918447423
"aval" "168" "168_fs1" 6 -65.6082124953057 -26.4862581894678
"aval" "168" "168_fs1" 7 -8.72580460475956 21.1894298513111
"aval" "168" "168_fs1" 8 99.8737877883715 74.8030607101094
"aval" "168" "168_fs1" 9 109.477121837295 80.2713021588161
"aval" "168" "168_fs1" 10 106.630447964891 73.1688522208246
"aval" "168" "168_fs1" 11 103.111935043109 65.037389814016
"aval" "168" "168_fs1" 12 71.7290363027319 40.4361101964072
"aval" "168" "168_fs1" 13 62.453140039528 29.1282428793319
"aval" "168" "168_fs1" 14 47.4452505424948 20.2734107881071
"aval" "168" "168_fs1" 15 26.4465859764719 6.96223952281878
"aval" "168" "168_fs1" 16 20.5987370574622 4.42849249292945
"aval" "168" "168_fs2" 1 -3.99414769418843 -3.52512266023507
"aval" "168" "168_fs2" 2 7.41296215934383 1.69090661513852
"aval" "168" "168_fs2" 3 19.7511371878747 21.637828625679
"aval" "168" "168_fs2" 4 99.6783665879692 83.3834234810317
"aval" "168" "168_fs2" 5 153.130356908645 120.293365385254
"aval" "168" "168_fs2" 6 138.565888587678 96.3261887894632
"aval" "168" "168_fs2" 7 19.0056918783314 -6.02902955665161
"aval" "168" "168_fs2" 8 -61.1133696144827 -62.6645806373931
"aval" "168" "168_fs2" 9 -106.988042119887 -78.784332646468
"aval" "168" "168_fs2" 10 -134.059140245722 -85.6716795434151
"aval" "168" "168_fs2" 11 -109.892101235673 -66.9321827760718
"aval" "168" "168_fs2" 12 -107.40646934817 -65.2071355816403
"aval" "168" "168_fs2" 13 -88.8038320076986 -62.3396773905953
"aval" "168" "168_fs2" 14 -78.6370294221905 -56.2452082730357
"aval" "168" "168_fs2" 15 -76.2732635401145 -55.895283960855
"aval" "168" "168_fs3" 1 31.4999468365392 20.6308830625135
"aval" "168" "168_fs3" 2 50.1890161705672 31.1109005944795
"aval" "168" "168_fs3" 3 69.2865773508277 55.3968522379877
"aval" "168" "168_fs3" 4 138.123274625764 110.664657046602
"aval" "168" "168_fs3" 5 154.038845535898 123.994666587143
"aval" "168" "168_fs3" 6 75.6585983269066 44.7435819320281
"aval" "168" "168_fs3" 7 21.7629045402645 -8.87436179896429
"aval" "168" "168_fs3" 8 -43.8417429780129 -47.8192494204785
"aval" "168" "168_fs3" 9 -90.1547901987134 -70.6489989602593
"aval" "168" "168_fs3" 10 -111.427105467336 -80.6948503857276
"aval" "168" "168_fs3" 11 -122.180483460077 -82.4931264000037
"aval" "170" "170_fs1" 1 21.9509018315245 0.943603419967189
"aval" "170" "170_fs1" 2 -49.2057237682568 -39.240090305696
"aval" "170" "170_fs1" 3 -75.6440865602443 -64.4775108957467
"aval" "170" "170_fs1" 4 -91.037873385689 -55.265040055481
"aval" "170" "170_fs1" 5 -7.11029941829935 14.4611348986673
"aval" "170" "170_fs1" 6 8.68461060698758 30.2844350846325
"aval" "170" "170_fs1" 7 53.4031930518658 51.9949932429597
"aval" "170" "170_fs1" 8 67.7133860043137 54.0750688278848
"aval" "170" "170_fs1" 9 64.8465742666446 46.7705449053477
"aval" "170" "170_fs1" 10 64.3823362499594 42.7966479015849
"aval" "170" "170_fs1" 11 47.8498937762243 29.2910386968695
"aval" "170" "170_fs1" 12 44.4605382161267 19.5921299133499
"aval" "170" "170_fs1" 13 28.0064480061096 12.3611284594461
"aval" "170" "170_fs2" 1 9.81505195200006 6.14138561625003
"aval" "170" "170_fs2" 2 -26.4975239146739 -24.474606758941
"aval" "170" "170_fs2" 3 -122.04698266041 -93.3704909362844
"aval" "170" "170_fs2" 4 -101.99819645827 -78.1331060611489
"aval" "170" "170_fs2" 5 -72.3899984085436 -46.0942837231967
"aval" "170" "170_fs2" 6 -11.6906035930606 2.37636993677953
"aval" "170" "170_fs2" 7 34.5987363416215 33.5247903719921
"aval" "170" "170_fs2" 8 51.0060863247696 42.8429908790313
"aval" "170" "170_fs2" 9 58.4872233518546 48.6599005830766
"aval" "170" "170_fs2" 10 64.9585485313053 53.8926004690815
"aval" "170" "170_fs3" 1 -27.8855659469756 -16.3545634202084
"aval" "170" "170_fs3" 2 -45.8304764668646 -35.5243845246113
"aval" "170" "170_fs3" 3 -150.668076660399 -105.619674541871
"aval" "170" "170_fs3" 4 -156.832827553158 -114.125837987524
"aval" "170" "170_fs3" 5 -92.3634322871006 -58.5009106017695
"aval" "170" "170_fs3" 6 29.2051011752232 33.7041124030175
"aval" "170" "170_fs3" 7 78.9449581697287 67.8536604700332
"aval" "170" "170_fs3" 8 120.841061474363 90.5928730195967
"aval" "170" "170_fs3" 9 132.057552186199 96.4970061793006
"aval" "170" "170_fs3" 10 126.494118145291 91.7373223137801
"aval" "170" "170_fs3" 11 107.634473168666 77.173345796589
"aval" "170" "170_fs3" 12 97.6163747713396 69.5263280816848
"aval" "170" "170_fs3" 13 94.9685742135221 60.0753204719703
"aval" "170" "170_fs3" 14 77.7162402662944 53.3422854309387
"aval" "170" "170_fs3" 15 64.094375273417 44.9607219064573
"aval" "171" "171_fs1" 1 -26.0101432209544 -17.5422277585166
"aval" "171" "171_fs1" 2 -45.3028311836631 -30.5049381498095
"aval" "171" "171_fs1" 3 -100.47383193671 -77.9521275481323
"aval" "171" "171_fs1" 4 166.903520818185 -136.842124255667
"aval" "171" "171_fs1" 5 -149.017321982541 -100.965157823471
"aval" "171" "171_fs1" 6 -81.4931317603782 -33.5120638403053
"aval" "171" "171_fs1" 7 8.88802987067982 21.0530357554631
"aval" "171" "171_fs1" 8 14.8614180208904 -1.52510282970167
"aval" "171" "171_fs1" 9 -35.2729133930706 -36.836035800278
"aval" "171" "171_fs1" 10 -76.8632600286244 -62.1309341328473
"aval" "171" "171_fs1" 11 -95.006866581101 -74.0877345957036
"aval" "171" "171_fs1" 12 -100.865637829919 -68.6765124241609
"aval" "171" "171_fs1" 13 -98.4276833220406 -57.6501739001224
"aval" "171" "171_fs1" 14 -63.3846047576997 -28.9086535593238
"aval" "171" "171_fs2" 1 3.39665118658172 -2.61923329359956
"aval" "171" "171_fs2" 2 -0.417731562443464 -6.2122704073368
"aval" "171" "171_fs2" 3 -49.3389859810335 -43.8802335643392
"aval" "171" "171_fs2" 4 -110.37028368376 -91.7633563034646
"aval" "171" "171_fs2" 5 -138.0243852756 -100.256618882092
"aval" "171" "171_fs2" 6 -130.456046717463 -72.6755955399646
"aval" "171" "171_fs2" 7 -83.2723644202399 -43.0218043172215
"aval" "171" "171_fs2" 8 -56.3830786737696 -47.562030647177
"aval" "171" "171_fs2" 9 -100.293702087162 -79.6166409074723
"aval" "171" "171_fs2" 10 -128.224144633328 -99.9379314079669
"aval" "171" "171_fs2" 11 -126.873580803244 -95.1462103645255
"aval" "171" "171_fs2" 12 -101.605618314028 -65.2178163838859
"aval" "171" "171_fs2" 13 -76.4779133711911 -40.5847281886183
"aval" "171" "171_fs2" 14 -31.0176275406297 -16.3494747073193
"aval" "171" "171_fs2" 15 8.23737472831198 4.37084326851488
"aval" "171" "171_fs2" 16 23.2771439658278 14.1237450449222
"aval" "171" "171_fs2" 17 27.3766870508296 16.2264091214743
"aval" "171" "171_fs2" 18 33.9281710321072 18.9930508702291
"aval" "171" "171_fs3" 1 5.12460450536784 7.27381257291071
"aval" "171" "171_fs3" 2 -44.4411180934146 -30.0195309300077
"aval" "171" "171_fs3" 3 -133.638438282432 -95.1338349028007
"aval" "171" "171_fs3" 4 -161.78202403954 -122.628916634353
"aval" "171" "171_fs3" 5 -121.05105466361 -79.3026909264717
"aval" "171" "171_fs3" 6 -63.9245473113707 -25.332227506089
"aval" "171" "171_fs3" 7 7.03733023169991 13.6362953903061
"aval" "171" "171_fs3" 8 19.5806600607921 10.159445944151
"aval" "171" "171_fs3" 9 0.645124792362139 -3.32593213792578
"aval" "171" "171_fs3" 10 -15.3572761446294 -18.3651877065781
"aval" "171" "171_fs3" 11 -49.6384743165619 -38.2213944582982
"aval" "171" "171_fs3" 12 -76.7966541835464 -53.3256250811991
"aval" "171" "171_fs3" 13 -104.323355200459 -69.1086104429032
"aval" "172" "172_fs1" 1 16.2908187616929 7.89103514406472
"aval" "172" "172_fs1" 2 -55.2112219903185 -50.1951491557261
"aval" "172" "172_fs1" 3 -68.7887717484222 -49.0537465212623
"aval" "172" "172_fs1" 4 58.840402741039 49.9503734332598
"aval" "172" "172_fs1" 5 104.032669399467 82.0128871674999
"aval" "172" "172_fs1" 6 122.986888137032 82.83906489733
"aval" "172" "172_fs1" 7 100.013893231177 59.4625610592798
