"ID","weight","height","origin","traitement","bief","variance_amplitude_max_par_segments_steady","maximum_amplitude_max_par_segments_steady","temperature_auge_steady","frequence_battement_steady","duree_sequence_steady","saut_boite_auge_steady","variance_distance_fast_start","maximum_distance_fast_start","variance_acceleration_fast_start","maximum_acceleration_fast_start","variance_ratio_snout_tail_fast_start","maximum_ratio_snout_tail_fast_start","variance_ratio_ant_post_fast_start","maximum_ratio_ant_post_fast_start","mean_efficiency_fast_start","variance_efficiency_fast_start","maximum_efficiency_fast_start","t_aqua_ellerby","saut_boite","temps_saut_sec","Temperature_Ellerby","Distance_cumulated_behaviour","Latency_to_externe_zone_behaviour","Time_spent_in_external_zone_behaviour","Latency_to_transition_zone_behaviour","Time_spent_in_transition_zone_behaviour","Time_spent_in_centre_zone_behaviour","Acceleration_Variance_behaviour","Mobility_Variance_behaviour","Cumulated_difference_of_Curvature_angle_behaviour","Cumulated_difference_of_Head_center_angle_behaviour","Cumulated_difference_of_Center_tail_behaviour","Variance_of_difference_of_Curvature_angle_behaviour","Variance_of_difference_of_Head_center_angle_behaviour","Variance_of_difference_of_Center_tail_behaviour","origin_treatment_behaviour","variance_angle_cum_diff_segmentation_fast_start","maximum_angle_cum_diff_segmentation_fast_start"
"188","3.6720000000000002","75.822999999999993","Lees Athas","aval","11-12",0.00571378605354929,0.239083467301109,18.916298828125,0.275,0.825,0,3.28917687063041,5.38085808226336,8.28605357187242e-06,0.00556686837845041,5691.55806081382,95.7035579475828,3360.76883847451,73.2559646880621,0.639944445240203,0.000775262066725961,0.659632792894665,18.5,NA,NA,18.5,804.701,0.249762,93.0415,0.949095,4.71117,2.16414,14561.4,78.1552,21551.3545396072,19328.2362219937,13164.0007596168,13.6314713149962,22.467566002993,22.1390118028098,"Lees Athas.Aval",6163.51241526852,331.297187614125
"189","3.6379999999999999","77.426000000000002","Lees Athas","aval","11-12",NA,NA,NA,NA,NA,NA,7.05042859687471,8.88108051231316,2.61123899348903e-05,0.0105959410289958,3003.96093715906,122.518873760363,1579.72172255942,91.1902336157371,0.817216304905,0.00660735895228454,0.878966718138252,18.5,1,345,18.5,367.802,0.299714,21.2585,0,28.4501,50.2913,1288.63,64.8679,10456.3840716011,8326.34949230729,7346.66181364883,5.91281036798788,8.2600125909359,8.2839366732285,"Lees Athas.Aval",5053.5024355471,293.663572546034
"190","9.1280000000000001","97.662999999999997","Lees Athas","aval","11-12",0.00740744575590549,0.259761537295875,18.658896484375,0.317,0.952,1,9.77435255908828,10.4769234889378,4.84865310510966e-05,0.0205812267827836,6342.63947302594,164.086747794618,3235.02565165474,125.485025826678,0.742871111355341,0.0061923257151763,0.838999306081016,18.5,1,415,18.5,2138.14,0.199811,91.3101,0.649388,6.79208,1.8312,16918.1,148.318,34264.4266045157,32166.6074986197,29005.595127432,74.7631774824993,202.044948286234,71.8747814421263,"Lees Athas.Aval",8368.25215376175,456.475982181976
"191","3.5259999999999998","75.941000000000003","Lees Athas","aval","11-12",NA,NA,NA,NA,NA,NA,9.63037283114462,10.6678662389298,7.53412710451576e-06,0.00562325741352332,6650.34120489508,165.230859184853,3544.54813855534,113.242997093961,0.715443716905037,0.00160654943298247,0.743785818388365,18.8,NA,NA,18.8,385.623,119.904,51.4652,116.008,4.1958,44.339,619.972,61.2195,17426.8877309325,11021.3895498909,12403.9899841523,8.72051894021704,10.5173725863317,10.4824861383667,"Lees Athas.Aval",6426.55197490174,312.246769961891
"192","5.9390000000000001","84.346000000000004","Lees Athas","aval","11-12",0.00771069681725878,0.297254064403272,18.44439453125,0.325,0.976,1,5.03521351241155,5.89788114932484,1.41524052775168e-05,0.00696024908247484,9435.78668429183,166.62670601742,5164.46153128865,123.622725973036,0.664982024058484,NA,0.664982024058484,19.1,1,199,19.1,866.096,52.4563,77.8721,51.8568,2.78055,19.3307,464.44,82.8898,23657.0502758439,16164.8065501603,15928.3723720874,22.5915423547117,24.4212180974536,23.1518823549768,"Lees Athas.Aval",7080.01515086184,261.718768035233
"193","2.258","64.320999999999998","Cauterets","aval","11-12",0.00759634217405368,0.283852903089757,18.44439453125,0.234,0.701,1,4.64148969418706,7.17695592112952,2.5085405183077e-05,0.0105940235013373,5463.32447385634,170.75068041528,2653.12861905002,126.683453461717,0.707505887347049,0.0076803109105333,0.795533971694285,19.2,1,380,19.2,2729.46,0.349742,50.9824,106.522,9.79021,39.1109,7200.66,214.055,30525.3259324534,26194.6097567606,30868.6258359256,24.8875531144131,35.0440034180634,38.8944126802297,"Cauterets.Aval",6284.81682415386,291.582977218711
"194","1.7649999999999999","57.884999999999998","Lees Athas","amont","2",0.0095072680206684,0.334931346251212,18.44439453125,0.166,0.499,0,4.99854911854436,7.25379488905484,2.41309802629889e-05,0.00881840951783856,5400.85600910759,78.8060898478146,2555.75522294557,54.0654627817603,0.845880250735735,0.00352162807272031,0.887842305456163,19.5,NA,NA,19.5,2931.53,0,77.8055,41.3705,15.8009,6.39361,2038.75,192.444,32097.9614058947,35020.6345181284,37135.1517422102,34.4434088893318,79.1658077945427,71.9577021322663,"Lees Athas.Amont",5943.31278725591,277.098649081759
"195","1.895","60.359000000000002","Cauterets","amont","2",NA,NA,NA,NA,NA,NA,8.5854878875374,9.06242839086476,1.66804714074033e-05,0.0104904956141155,4926.95970487931,85.4480920460139,2700.24921121043,67.2297268612542,0.686722286405489,0.0711378578023392,0.875319552825683,19.8,NA,NA,19.8,530.773,0.149889,91.7582,257.81,6.80986,1.38195,52944,96.6225,15588.2988053256,15736.9628663598,9489.72128122577,8.1352106599956,10.7604035634797,13.8130284603669,"Cauterets.Amont",9936.64680374296,429.434268925898
"196","NA","NA",NA,"amont","3-4",NA,NA,NA,NA,NA,NA,11.0844967332487,13.1338408224913,2.4889213929323e-05,0.0128585251750756,7032.00935500434,157.267780401163,3616.32298443843,121.873458307535,0.733679832024015,0.00180642894313344,0.764853038291332,20,1,267,20,827.691,45.4062,75.2788,44.9566,6.79207,17.9291,904.435,90.9736,24345.8053675129,17691.4209746132,17839.538662958,25.2273635427547,53.328818009687,43.5549866682346,NA,8580.31009598986,374.373179787273
"197","1.89","60.037999999999997","Cauterets","amont","3-4",NA,NA,NA,NA,NA,NA,2.43617225081996,4.61945607609406,1.20616891943214e-05,0.0081879904213727,8795.73922545126,135.092532176053,4688.34017418546,92.9381406028198,0.655995612668258,0.000803289709823732,0.676036691853568,19.4,NA,NA,19.4,3285.43,54.9976,79.6571,54.6479,1.91443,18.4285,2641.74,275.229,38088.6556499003,36274.1444865083,42979.8681174454,49.0724049798656,61.4109779335402,73.3987966631111,"Cauterets.Amont",6818.89753703166,370.812303656298
"198","17.649999999999999","107.254","Lees Athas","amont","3-4",NA,NA,NA,NA,NA,NA,10.9325361766783,10.7356612265465,3.5420633133444e-05,0.013142229859862,3539.89111669395,119.259565211312,1747.42952506855,88.7795213818095,0.861709164555289,1.72496764386529e-05,0.864645972042906,19.3,NA,NA,19.3,806.447,143.162,50.9239,142.213,1.68137,47.3947,1828.65,65.8381,36605.1277441752,40517.2533659639,12572.3231968467,77.6484314782001,142.430030585573,24.0472798939157,"Lees Athas.Amont",7580.07160331474,342.581213832325
"199","2.4710000000000001","66.198999999999998","Cauterets","amont","3-4",0.00663778460447892,0.261801145367633,17.200283203125,0.217,0.652,0,7.63419484008621,8.52888405481573,2.50829309777313e-05,0.00925954519525459,5050.629830234,164.954943531863,2744.57959592669,98.6617702807004,0.803571283321672,0.0154111452137014,0.879283663983032,19.3,NA,NA,19.3,1767.16,124.283,50.025,123.784,6.9752,42.9998,807.901,214.524,27687.9149051312,27520.8599648303,26304.8539317785,26.6012634923856,65.7626124347893,69.352287913359,"Cauterets.Amont",8465.58894339756,350.125648295462
"200","12.228","107.093","Lees Athas","amont","3-4",NA,NA,NA,NA,NA,NA,12.1952467119911,13.2210121819005,1.01926598484192e-05,0.00750387463257918,5031.34888690666,178.514103221196,2709.22375275638,128.552609368268,0.729840526843526,0.00445764845526109,0.797724161377312,19.2,1,420,19.2,1503.87,0.249764,82.9033,0,10.9872,6.10954,2262.02,101.117,21985.7793030105,22154.0456874986,18464.6327591313,23.9619322401596,106.34966796764,98.2369301614848,"Lees Athas.Amont",7633.89176286937,360.163915414596
"201","2.976","66.77","Cauterets","amont","3-4",NA,NA,NA,NA,NA,NA,12.1187715034895,13.9108542322489,1.32956861945959e-05,0.00848349157450267,5707.98891129985,155.49059598707,2945.66570766961,105.521553449487,0.671953356755771,0.0106857992880733,0.788989576459366,19.2,NA,NA,19.2,180.768,197.122,34.31,196.622,0.166472,65.5236,91.8836,19.1121,17714.8083824873,14047.4248755049,8722.66889573894,8.98316549889167,14.9116844864327,12.6930480558214,"Cauterets.Amont",9851.18175942365,484.592977183565
"202","5.2380000000000004","78.695999999999998","Lees Athas","amont","3-4",0.00876329423011149,0.303983295121995,17.457685546875,0.275,0.824,0,6.8222331873083,8.21609956312002,1.92850375624996e-05,0.00872977394602159,6347.47419214524,155.581360808093,3135.11282784153,121.941574665833,0.772489040499674,0.000649853993008781,0.798139634941461,19.2,NA,NA,19.2,3331.28,0.399672,93.4232,14.2883,5.07826,1.3653,6975.15,194.564,49191.3669061559,47750.6386759356,54994.8511557353,77.5752154394818,226.999584142864,230.756326296159,"Lees Athas.Amont",6176.70136040551,348.150936536065
"203","3.879","74.81","Cauterets","amont","3-4",0.00369457616883551,0.164107726315103,17.92958984375,0.16,0.48,0,6.29140407340383,8.68708310737825,2.04548305007806e-05,0.00876989212626933,7238.27224369252,133.447668500897,3693.70849600295,96.9767552019797,0.652480482154147,0.00604265951920528,0.723440867215997,19.5,NA,NA,19.5,153.139,116.353,61.2221,115.554,0.2664,38.4615,176.18,5.57459,21987.0016105471,20550.8258156021,15248.8480659892,33.8722337202338,144.941487094125,147.390046583092,"Cauterets.Amont",8319.3909147799,309.239235650674
"204","3.4769999999999999","71.741","Cauterets","amont","3-4",NA,NA,NA,NA,NA,NA,11.5258603554644,10.4816474359534,3.38513990768292e-05,0.0124905221001277,5465.97965055919,127.606973269204,2729.75192104631,92.3304466356266,0.665656253337614,0.00053426093923346,0.682000379793828,19.4,NA,NA,19.4,556.406,76.5399,68.1985,5.64557,28.6047,3.11355,251.711,95.2567,18542.2231312153,16815.5460568552,12236.4072544271,11.8720345710476,32.0682441286579,29.7328648829843,"Cauterets.Amont",14278.284414474,528.198279628833
"205","1.59","55.707999999999998","Cauterets","amont","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,NA,NA,18,759.031,0.149855,55.735,120.084,2.84668,41.3684,12197.6,110.68,17988.499727318,17244.9483554534,12832.2695325338,9.22489870205607,20.8914127736249,20.8144297413892,"Cauterets.Amont",NA,NA
"206","1.613","57.338999999999999","Cauterets","amont","1",NA,NA,NA,NA,NA,NA,8.71838924215063,10.9022029550086,1.18635891337156e-05,0.00875326385686558,4641.06508528287,160.5203611641,2233.75523085083,127.379013086812,0.786081507501466,0.0137957793841994,0.85913797076958,18,NA,NA,18,1685.15,97.1063,62.9932,93.2101,5.31047,31.6298,885.039,217.338,29808.6422020408,29876.8190239968,29873.328318421,44.7101907340289,71.8504898055178,58.3936929580433,"Cauterets.Amont",9555.42511342108,517.78787225815
"207","4.2110000000000003","78.432000000000002","Cauterets","amont","1",NA,NA,NA,NA,NA,NA,6.83272630800051,9.54790403766309,1.40259355561505e-05,0.00918378287703025,6086.0970211313,157.17362792949,2965.05252780691,111.741059784528,0.757373333457339,0.00760902330177618,0.843153630927165,18,1,525,18,2819.44,0,95.6051,63.3926,2.97986,1.41502,32843.9,112.767,26782.4552700682,279596.38343513,275673.77423261,115.834655675213,5375.07008977473,5647.50724288176,"Cauterets.Amont",5678.29503018904,327.703906967185
"208","3.4790000000000001","73.283000000000001","Cauterets","amont","1",NA,NA,NA,NA,NA,NA,8.42261801143571,10.2019920458641,9.73048042695069e-06,0.00579769125304699,5088.70975196262,70.4439172491788,2634.92104248517,54.5954756428876,0.704565128472785,0.0338821471134,0.843724384204436,18.1,NA,NA,18.1,73.5938,0,100,NA,0,0,36.5109,1.60182,47699.1980230352,32775.5190153083,20382.9638694224,81.1868263416305,22.5653906875285,18.2268995858585,"Cauterets.Amont",8061.50313346918,396.41228694342
"209","13.26","111.727","Lees Athas","amont","1",NA,NA,NA,NA,NA,NA,9.05611173979475,8.91911636511412,2.4622377891015e-05,0.0120312896410326,9878.6337411644,175.881421566347,5043.27447628952,123.308091902427,0.718899267682865,0.012062045079241,0.796558926062364,18.2,NA,NA,18.2,1265.78,77.9267,70.7341,77.2273,3.0298,26.2361,37489.3,209.237,16121.0103348574,52487.4339061284,53060.6922793618,27.0297569413229,1143.6717670575,1236.21009990952,"Lees Athas.Amont",10701.1334649621,444.452401025148
"210","5.1920000000000002","80.727999999999994","Lees Athas","amont","1",NA,NA,NA,NA,NA,NA,17.1258884904903,13.082378926182,3.89028415303337e-05,0.0142012042703492,5746.28290531965,130.608881125705,2896.73679387637,93.3459981899453,0.7724323175401,0.00303153679158536,0.828784349093817,18.3,1,102,18.3,2520.81,74.5861,66.9053,74.1864,6.55902,26.4358,4678.46,144.374,33010.8919682174,29488.6964111869,31260.8835094038,43.2790299084031,108.942284425673,90.8591229139377,"Lees Athas.Amont",10848.8182693705,426.116468576158
"211","13.19","112.687","Lees Athas","amont","1",NA,NA,NA,NA,NA,NA,14.8917325012003,12.7071192360746,2.34259073222232e-05,0.010043108253597,2129.16581287226,113.369651860265,988.155391234147,85.7638049376965,0.811039216374491,0.0014004824300747,0.837501287628218,18.5,NA,NA,18.5,986.988,1.44893,98.9677,1.19912,0.366301,0.38295,7292.77,50.6464,18849.2646630615,14774.8968319146,13436.283356233,50.0693138394909,38.9253683347842,38.9280223611713,"Lees Athas.Amont",10057.869160092,385.859402360584
"212","8.734","102.774","Lees Athas","amont","1",NA,NA,NA,NA,NA,NA,4.11598208415787,6.05024539024321,2.01204561719021e-05,0.0072032948320951,3776.49115208504,153.15461394785,2299.85367673771,116.781056782172,0.698145462444435,0.00152336848987142,0.72574409003596,19.6,NA,NA,19.6,717.563,0.199852,83.9161,0.149889,0.34965,15.701,19669.3,84.907,17942.1541633163,37319.7396294612,34557.5324795014,176.455070004563,673.953682157722,687.68882722597,"Lees Athas.Amont",4982.50256005417,270.354345004995
"213","1.6819999999999999","57.469000000000001","Cauterets","amont","1",NA,NA,NA,NA,NA,NA,5.17953045884467,7.72156255525325,1.38056307640222e-05,0.0112248458351489,5185.50080946279,132.825554825263,2669.84792387995,96.7641848274883,0.72867739934695,0.0217906220135135,0.878802931052662,20,NA,NA,20,1020,175.621,30.303,0,66.367,3.33,495.271,168.19,17420.6840946855,20757.4905824481,18494.7043296,15.1497389305317,66.4450530990825,66.9562761848071,"Cauterets.Amont",8883.08145783095,342.393705252141
"214","3.0640000000000001","67.888000000000005","Cauterets","amont","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.1,NA,NA,20.1,2711.25,0,96.1205,59.7553,2.4975,1.38195,1401.68,97.576,39321.745104849,35105.8609054905,39179.1786951203,42.4783568891415,61.6009045673093,53.6517478269568,"Cauterets.Amont",NA,NA
"72","NA","NA","Lees Athas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"73","NA","NA","Lees Athas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"74","NA","NA","Lees Athas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"75","NA","NA","Lees Athas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"76","NA","NA","Lees Athas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"106","4.8330000000000002","77.911000000000001","Cauterets",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"108","5.8970000000000002","79.040999999999997","Cauterets","aval","9-10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"109","2.7","63.301000000000002","Cauterets","aval","9-10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"113","NA","NA","Cauterets",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"115","NA","NA","Cauterets",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"116","NA","NA","Cauterets",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"117","NA","NA","Lees Athas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"148","8.9670000000000005","90.891999999999996","Lees Athas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"149","11.728","102.43600000000001","Lees Athas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"156","3.5030000000000001","NA","Cauterets",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"166","8.9670000000000005","94.442999999999998","Lees Athas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"187","16.373000000000001","113.54","Lees Athas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"215","11.243","103.30500000000001",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"216","3.1030000000000002","69.337999999999994",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"217","7.5839999999999996","92.09",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"218","10.928000000000001","103.928",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"219","6.6050000000000004","87.566999999999993",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"220","7.9509999999999996","93.935000000000002",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"221","1.4950000000000001","53.874000000000002",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"222","6.7610000000000001","87.98",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"223","1.754","58.226999999999997",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"224","4.6420000000000003","79.346999999999994",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"225","11.271000000000001","103.91800000000001",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"226","14.583","116.4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"227","4.3570000000000002","76.736999999999995",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"228","5.5730000000000004","82.057000000000002",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"229","2.7349999999999999","65.572999999999993",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"230","2.7210000000000001","66.734999999999999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"231","1.5489999999999999","56.289000000000001",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"232","2.0830000000000002","61.331000000000003",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"233","5.0670000000000002","79.316999999999993",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"234","9.0779999999999994","97.471999999999994",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"235","3.5750000000000002","71.683000000000007",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"236","4.6500000000000004","76.930999999999997",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"237","1.4530000000000001","54.792000000000002",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"238","10.164","103.087",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"239","1.4730000000000001","55.762999999999998",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"240","5.4169999999999998","85.69",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"241","5.1130000000000004","81.417000000000002",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"242","9.2690000000000001","96.213999999999999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
