"poisson" "fs" "frame" "dist"
177 "177_fs3" 9 117.727667731985
177 "177_fs3" 10 117.875865240014
177 "177_fs3" 11 113.215344780722
177 "177_fs3" 12 115.091417445491
177 "177_fs4" 1 117.527110758277
177 "177_fs4" 2 119.074149870374
177 "177_fs4" 3 106.125832589735
177 "177_fs4" 4 117.153939884008
177 "177_fs4" 5 115.176469264439
177 "177_fs4" 6 107.854630923055
177 "177_fs4" 7 110.324362515479
177 "177_fs4" 8 107.824690695184
177 "177_fs4" 9 112.039161055132
177 "177_fs4" 10 112.490362403064
177 "177_fs4" 11 113.688192440029
177 "177_fs4" 12 114.349783522998
178 "178_fs1" 1 107.903764313809
178 "178_fs1" 2 99.6887146730005
178 "178_fs1" 3 99.3003709468882
178 "178_fs1" 4 103.891830847534
178 "178_fs1" 5 108.331877117326
178 "178_fs1" 6 101.940869879461
178 "178_fs1" 7 109.680940047411
178 "178_fs1" 8 100.132079046352
178 "178_fs1" 9 106.094556033697
178 "178_fs1" 10 110.293493096794
178 "178_fs1" 11 111.687495961641
178 "178_fs1" 12 108.518660010483
178 "178_fs1" 13 115.167078858365
178 "178_fs1" 14 121.264946983328
178 "178_fs1" 15 103.359331550087
178 "178_fs1" 16 106.634123048204
178 "178_fs2" 1 110.544169583818
178 "178_fs2" 2 110.734806890753
178 "178_fs2" 3 93.0221408119672
178 "178_fs2" 4 96.4429246512901
178 "178_fs2" 5 97.2027457358542
178 "178_fs2" 6 98.6524806573859
178 "178_fs2" 7 102.523474088335
178 "178_fs2" 8 106.610305573197
178 "178_fs2" 9 105.679542786344
178 "178_fs2" 10 110.388012808348
178 "178_fs2" 11 103.983468091028
178 "178_fs2" 12 104.191032554984
179 "179_fs1" 1 157.488369454025
179 "179_fs1" 2 131.414779279794
179 "179_fs1" 3 165.458711616098
179 "179_fs1" 4 190.785731792427
179 "179_fs1" 5 141.773713486888
179 "179_fs1" 6 157.647778450497
179 "179_fs1" 7 161.368918310416
179 "179_fs1" 8 162.22075605088
179 "179_fs1" 9 160.206747998968
179 "179_fs1" 10 165.150548755484
179 "179_fs1" 11 165.290155386119
179 "179_fs1" 12 175.435454322145
179 "179_fs1" 13 166.764942667376
179 "179_fs2" 1 156.248876612625
179 "179_fs2" 2 152.291915694368
179 "179_fs2" 3 143.199524864223
179 "179_fs2" 4 158.391598671973
179 "179_fs2" 5 165.110147440508
179 "179_fs2" 6 179.020009979424
179 "179_fs2" 7 144.115507650142
179 "179_fs2" 8 141.743948606577
179 "179_fs2" 9 148.644134978344
179 "179_fs2" 10 152.117159486942
179 "179_fs2" 11 147.682890764792
179 "179_fs2" 12 152.438239068871
179 "179_fs3" 1 154.69485812039
179 "179_fs3" 2 149.388785078997
179 "179_fs3" 3 139.181438407667
179 "179_fs3" 4 149.301905925436
179 "179_fs3" 5 155.508085755155
179 "179_fs3" 6 148.085690018052
179 "179_fs3" 7 151.821769991238
179 "179_fs3" 8 166.705708513713
179 "179_fs3" 9 175.579072559642
179 "179_fs3" 10 161.137180139373
179 "179_fs3" 11 156.331211402787
179 "179_fs3" 12 155.730652236193
179 "179_fs3" 13 159.330563966763
180 "180_fs1" 1 123.32313018153
180 "180_fs1" 2 112.685788607808
180 "180_fs1" 3 122.093305573429
180 "180_fs1" 4 125.635092952049
180 "180_fs1" 5 130.223367794294
180 "180_fs1" 6 123.059818883203
180 "180_fs1" 7 117.678425371531
180 "180_fs1" 8 120.284022954271
180 "180_fs1" 9 126.24095565126
180 "180_fs1" 10 126.747779524615
180 "180_fs1" 11 126.785238625061
180 "180_fs1" 12 125.616423479997
180 "180_fs1" 13 126.510725072241
180 "180_fs2" 1 127.691721951177
180 "180_fs2" 2 124.200001628852
180 "180_fs2" 3 120.229335010701
180 "180_fs2" 4 121.00833968962
180 "180_fs2" 5 125.649997872364
180 "180_fs2" 6 112.07830669561
180 "180_fs2" 7 119.787717891728
180 "180_fs2" 8 127.889979669017
180 "180_fs2" 9 127.558108534798
180 "180_fs2" 10 119.308714209838
180 "180_fs2" 11 126.810347309275
180 "180_fs2" 12 131.126755732866
180 "180_fs2" 13 132.001399157933
181 "181_fs1" 1 123.918716846323
181 "181_fs1" 2 123.255809273114
181 "181_fs1" 3 119.62040763461
181 "181_fs1" 4 119.93572129666
181 "181_fs1" 5 122.855356335764
181 "181_fs1" 6 121.403927467391
181 "181_fs1" 7 121.59977922974
181 "181_fs1" 8 109.84859604994
181 "181_fs1" 9 126.695937193186
181 "181_fs1" 10 120.549674808027
183 "183_fs1" 1 169.598280326404
183 "183_fs1" 2 165.318367475683
183 "183_fs1" 3 175.161394268306
183 "183_fs1" 4 163.872267883269
183 "183_fs1" 5 153.38830946218
183 "183_fs1" 6 141.362898482336
183 "183_fs1" 7 186.357829215647
183 "183_fs1" 8 169.917321985508
183 "183_fs1" 9 182.790584369173
183 "183_fs1" 10 178.559146032179
183 "183_fs1" 11 189.064580471565
183 "183_fs1" 12 197.084230091214
183 "183_fs1" 13 180.095378087811
183 "183_fs1" 14 176.633984844554
183 "183_fs1" 15 182.691927810496
183 "183_fs2" 1 174.19592060105
183 "183_fs2" 2 163.475456103717
183 "183_fs2" 3 166.212194909444
183 "183_fs2" 4 171.305439825947
183 "183_fs2" 5 168.872475695361
183 "183_fs2" 6 166.083912767951
183 "183_fs2" 7 169.354800545806
183 "183_fs2" 8 166.647890014637
183 "183_fs2" 9 164.156888755318
183 "183_fs2" 10 164.191160408879
183 "183_fs2" 11 164.352995387668
183 "183_fs2" 12 163.608081459644
183 "183_fs2" 13 168.611651624776
184 "184_fs1" 1 197.468857573595
184 "184_fs1" 2 187.152720864448
184 "184_fs1" 3 188.300582703098
184 "184_fs1" 4 190.066186169653
184 "184_fs1" 5 195.848758372307
184 "184_fs1" 6 205.693126519087
184 "184_fs1" 7 190.607154119163
184 "184_fs1" 8 183.039797901302
184 "184_fs1" 9 194.709915406771
184 "184_fs1" 10 200.781457459274
184 "184_fs1" 11 197.336433187439
184 "184_fs1" 12 196.430039289254
184 "184_fs1" 13 203.592958420248
184 "184_fs2" 1 192.801050484485
184 "184_fs2" 2 186.707721192754
184 "184_fs2" 3 193.146591934896
184 "184_fs2" 4 194.729463878588
184 "184_fs2" 5 192.295882938387
184 "184_fs2" 6 195.96354088547
184 "184_fs2" 7 198.00426325308
184 "184_fs2" 8 187.495835742486
184 "184_fs2" 9 192.268700093999
184 "184_fs2" 10 181.919795655503
184 "184_fs2" 11 192.776824658837
184 "184_fs2" 12 197.743123174021
184 "184_fs2" 13 185.934117341369
184 "184_fs2" 14 186.165138577175
185 "185_fs1" 1 140.433048401403
185 "185_fs1" 2 137.588159380454
185 "185_fs1" 3 130.943717544845
185 "185_fs1" 4 139.198111524759
185 "185_fs1" 5 141.938005585468
185 "185_fs1" 6 136.595503473801
185 "185_fs1" 7 136.97001420765
185 "185_fs1" 8 133.059021198525
185 "185_fs1" 9 147.211861501042
185 "185_fs1" 10 144.887582487356
185 "185_fs1" 11 132.841099312633
185 "185_fs1" 12 143.104764855253
185 "185_fs2" 1 133.430694105837
185 "185_fs2" 2 114.598934765307
185 "185_fs2" 3 130.04248287174
185 "185_fs2" 4 131.345789803163
185 "185_fs2" 5 138.55969086817
185 "185_fs2" 6 135.176089800884
185 "185_fs2" 7 133.588403520506
185 "185_fs2" 8 137.589712782004
185 "185_fs2" 9 139.46588421072
185 "185_fs2" 10 138.612757449795
185 "185_fs2" 11 137.50427825204
185 "185_fs2" 12 139.620341609202
185 "185_fs3" 1 138.800214177549
185 "185_fs3" 2 121.00387928107
185 "185_fs3" 3 121.056092463812
185 "185_fs3" 4 129.063979490628
185 "185_fs3" 5 129.167209497633
185 "185_fs3" 6 132.276908884947
185 "185_fs3" 7 131.522150841519
185 "185_fs3" 8 136.326051292168
185 "185_fs3" 9 137.901555870497
185 "185_fs3" 10 134.167499044289
186 "186_fs1" 1 159.669941641243
186 "186_fs1" 2 154.927993554093
186 "186_fs1" 3 144.606767817389
186 "186_fs1" 4 156.236480575163
186 "186_fs1" 5 162.506698047737
186 "186_fs1" 6 155.857861575736
186 "186_fs1" 7 150.682674979456
186 "186_fs1" 8 149.433739876538
186 "186_fs1" 9 146.068426983709
186 "186_fs1" 10 151.68966137182
186 "186_fs1" 11 149.551905568847
186 "186_fs1" 12 152.877718454077
186 "186_fs2" 1 160.787161475397
186 "186_fs2" 2 153.187580073353
186 "186_fs2" 3 153.746932392463
186 "186_fs2" 4 159.750327386393
186 "186_fs2" 5 168.697735715863
186 "186_fs2" 6 157.764889139264
186 "186_fs2" 7 153.401768961406
186 "186_fs2" 8 158.027137972266
186 "186_fs2" 9 158.122682702167
186 "186_fs2" 10 160.759917888221
186 "186_fs2" 11 153.044044532254
186 "186_fs2" 12 158.445322156648
186 "186_fs2" 13 157.559948627461
186 "186_fs2" 14 155.113452259365
186 "186_fs2" 15 157.34755192803
188 "188_fs1" 1 131.941771194765
188 "188_fs1" 2 130.656209183151
188 "188_fs1" 3 121.726956126221
188 "188_fs1" 4 135.158637764305
188 "188_fs1" 5 134.660007255409
188 "188_fs1" 6 136.032720394874
188 "188_fs1" 7 139.590951728925
188 "188_fs1" 8 133.052560180045
188 "188_fs1" 9 136.483698351062
188 "188_fs2" 1 138.518264410598
188 "188_fs2" 2 129.91660273928
188 "188_fs2" 3 127.927194712782
188 "188_fs2" 4 134.661424368209
188 "188_fs2" 5 137.68257254869
188 "188_fs2" 6 128.57440288341
188 "188_fs2" 7 133.732977292848
188 "188_fs2" 8 131.643407958519
188 "188_fs2" 9 133.467390347973
188 "188_fs2" 10 133.341981557138
188 "188_fs2" 11 130.365665935798
188 "188_fs2" 12 130.720104079026
188 "188_fs2" 13 133.711757013307
188 "188_fs2" 14 137.773805126329
188 "188_fs2" 15 135.485373143433
189 "189_fs1" 1 135.775819825817
189 "189_fs1" 2 129.443900093715
189 "189_fs1" 3 130.523011215524
189 "189_fs1" 4 139.109347061211
189 "189_fs1" 5 148.460236809098
189 "189_fs1" 6 125.523953189704
189 "189_fs1" 7 139.23165511067
189 "189_fs2" 1 129.000898155006
189 "189_fs2" 2 115.374098508198
189 "189_fs2" 3 139.67357009109
189 "189_fs2" 4 122.85494202722
189 "189_fs2" 5 137.057033889955
189 "189_fs2" 6 135.688153425457
189 "189_fs2" 7 131.610503843328
189 "189_fs2" 8 126.091259430818
189 "189_fs2" 9 127.845793826008
189 "189_fs3" 1 140.749620555588
189 "189_fs3" 2 116.10912820235
189 "189_fs3" 3 135.180699159417
189 "189_fs3" 4 141.863179177521
189 "189_fs3" 5 137.696779287132
189 "189_fs3" 6 126.58725972255
189 "189_fs3" 7 139.829547101933
189 "189_fs3" 8 143.163143690874
189 "189_fs3" 9 137.249372796488
189 "189_fs3" 10 139.069772340015
190 "190_fs1" 1 172.350318209791
190 "190_fs1" 2 174.63369294469
190 "190_fs1" 3 156.013521673478
190 "190_fs1" 4 162.494521429687
190 "190_fs1" 5 178.423332531096
190 "190_fs1" 6 178.188076720034
190 "190_fs1" 7 204.810001554755
190 "190_fs1" 8 192.68407181311
190 "190_fs1" 9 165.293472269954
190 "190_fs1" 10 161.664978187079
190 "190_fs1" 11 168.854476276748
190 "190_fs1" 12 170.585741752775
190 "190_fs1" 13 175.355922960188
190 "190_fs1" 14 173.730768356192
190 "190_fs2" 1 178.255093576369
190 "190_fs2" 2 162.265848523024
190 "190_fs2" 3 148.690560708992
190 "190_fs2" 4 171.06846396161
190 "190_fs2" 5 194.725115099842
190 "190_fs2" 6 178.667701911428
190 "190_fs2" 7 177.218849703558
190 "190_fs2" 8 184.17281782252
190 "190_fs2" 9 170.939474094562
190 "190_fs2" 10 173.197082901503
190 "190_fs2" 11 171.521447022203
190 "190_fs2" 12 176.700140835414
190 "190_fs2" 13 161.158055656693
190 "190_fs3" 1 176.075102494091
190 "190_fs3" 2 158.315429038465
190 "190_fs3" 3 156.107078426183
190 "190_fs3" 4 169.911342436939
190 "190_fs3" 5 175.444957352439
190 "190_fs3" 6 180.221213253324
190 "190_fs3" 7 206.087880999582
190 "190_fs3" 8 194.019670697976
190 "190_fs3" 9 177.728965088252
190 "190_fs3" 10 179.713595966882
190 "190_fs3" 11 171.035773823254
190 "190_fs3" 12 180.197775187189
190 "190_fs4" 1 150.888133203687
190 "190_fs4" 2 148.445451874174
190 "190_fs4" 3 131.26810980917
190 "190_fs4" 4 161.192060584279
190 "190_fs4" 5 176.716347840412
190 "190_fs4" 6 210.117126860564
190 "190_fs4" 7 196.863947515878
190 "190_fs4" 8 164.275676240729
190 "190_fs4" 9 164.512656998622
190 "190_fs4" 10 163.092235016941
190 "190_fs4" 11 175.569679303855
190 "190_fs4" 12 174.469752791054
190 "190_fs4" 13 166.695247324406
190 "190_fs4" 14 170.80118549213
191 "191_fs1" 1 136.611953190968
191 "191_fs1" 2 128.20045178519
191 "191_fs1" 3 138.020555981549
191 "191_fs1" 4 125.625065670191
191 "191_fs1" 5 128.258488382984
191 "191_fs1" 6 116.277966433202
191 "191_fs1" 7 128.740574726458
191 "191_fs1" 8 123.635263593838
191 "191_fs1" 9 133.133680926377
191 "191_fs1" 10 128.554461117962
191 "191_fs1" 11 132.114434046377
191 "191_fs1" 12 129.673045853857
191 "191_fs2" 1 133.784524132218
191 "191_fs2" 2 129.545443009612
191 "191_fs2" 3 122.43104961284
191 "191_fs2" 4 127.862166000766
191 "191_fs2" 5 137.752440601429
191 "191_fs2" 6 135.813344045155
191 "191_fs2" 7 132.641235196181
191 "191_fs2" 8 129.436246961285
191 "191_fs2" 9 128.337151360834
191 "191_fs2" 10 126.608621517866
191 "191_fs2" 11 127.804548393276
191 "191_fs2" 12 131.430956969164
192 "192_fs1" 1 156.405907748874
192 "192_fs1" 2 154.576576125514
192 "192_fs1" 3 140.081537441585
192 "192_fs1" 4 146.066608291643
192 "192_fs1" 5 144.452395939
192 "192_fs1" 6 147.567711213614
192 "192_fs1" 7 147.190251329652
192 "192_fs1" 8 145.570472490659
192 "192_fs1" 9 146.496540433963
192 "192_fs1" 10 149.450608018927
192 "192_fs1" 11 147.884983787836
192 "192_fs1" 12 151.469336044711
193 "193_fs1" 1 118.975735053704
193 "193_fs1" 2 112.432147772179
193 "193_fs1" 3 113.935403078073
193 "193_fs1" 4 117.343264206484
193 "193_fs1" 5 108.980243524403
193 "193_fs1" 6 112.613727712944
193 "193_fs1" 7 118.840627478527
193 "193_fs1" 8 107.464614175111
193 "193_fs1" 9 110.878839861101
193 "193_fs1" 10 106.934730770748
193 "193_fs1" 11 117.121634137977
193 "193_fs1" 12 106.588839034007
193 "193_fs1" 13 110.848616166806
193 "193_fs2" 1 120.024190742414
193 "193_fs2" 2 113.009793605288
193 "193_fs2" 3 105.07694117277
193 "193_fs2" 4 119.30968319362
193 "193_fs2" 5 114.256089361541
193 "193_fs2" 6 109.025258568512
193 "193_fs2" 7 119.304388594466
193 "193_fs2" 8 113.343541442631
193 "193_fs2" 9 114.93738653413
193 "193_fs2" 10 113.265200414242
193 "193_fs3" 1 116.781604879421
193 "193_fs3" 2 114.949216484809
193 "193_fs3" 3 112.051121885113
193 "193_fs3" 4 114.842838216554
193 "193_fs3" 5 117.477959360973
193 "193_fs3" 6 105.716868412344
193 "193_fs3" 7 118.869172644093
193 "193_fs3" 8 122.371836333679
193 "193_fs3" 9 120.513937764334
193 "193_fs3" 10 116.621719441747
194 "194_fs1" 1 100.215021436441
194 "194_fs1" 2 101.615373534847
194 "194_fs1" 3 84.8260340030431
194 "194_fs1" 4 99.1061216101851
194 "194_fs1" 5 100.351962995687
194 "194_fs1" 6 98.039203333452
194 "194_fs1" 7 110.486024277486
194 "194_fs1" 8 97.259602077546
194 "194_fs1" 9 98.0830132542617
194 "194_fs2" 1 103.574265162124
194 "194_fs2" 2 88.0325738936475
194 "194_fs2" 3 99.1603262154267
194 "194_fs2" 4 101.929740745655
194 "194_fs2" 5 100.096157411518
194 "194_fs2" 6 109.190990468765
194 "194_fs2" 7 109.807950880422
194 "194_fs2" 8 106.998918439638
194 "194_fs2" 9 109.550671251709
194 "194_fs2" 10 109.482447147325
195 "195_fs1" 1 109.955002055376
195 "195_fs1" 2 97.4107332411139
195 "195_fs1" 3 105.273279785253
195 "195_fs1" 4 98.7122694215018
195 "195_fs1" 5 98.8567343376626
195 "195_fs1" 6 111.638380640725
195 "195_fs1" 7 107.168050559503
195 "195_fs1" 8 104.729789272337
195 "195_fs1" 9 102.218832922198
195 "195_fs1" 10 109.607853212017
195 "195_fs2" 1 109.62162807563
195 "195_fs2" 2 97.8640416837611
195 "195_fs2" 3 102.841982153441
195 "195_fs2" 4 115.777814497387
195 "195_fs2" 5 106.056804352589
195 "195_fs2" 6 103.933392477709
195 "195_fs2" 7 111.224513087885
195 "195_fs2" 8 117.328803036975
195 "195_fs2" 9 115.627716562813
195 "195_fs2" 10 104.559746581573
195 "195_fs2" 11 109.420869902653
196 "196_fs1" 1 150.675252022349
196 "196_fs1" 2 148.917461765408
196 "196_fs1" 3 136.660863135953
196 "196_fs1" 4 144.20889536908
196 "196_fs1" 5 136.52449347414
196 "196_fs1" 6 145.603950490533
196 "196_fs1" 7 134.877054877113
196 "196_fs1" 8 148.96555353553
196 "196_fs1" 9 150.367569027001
196 "196_fs1" 10 148.806281236572
196 "196_fs1" 11 149.798723788519
196 "196_fs1" 12 152.249858135819
196 "196_fs1" 13 147.762313727592
196 "196_fs1" 14 146.583813543208
196 "196_fs1" 15 145.188996454625
196 "196_fs1" 16 145.940188494625
196 "196_fs2" 1 148.029273991839
196 "196_fs2" 2 142.186295819383
196 "196_fs2" 3 127.836423018213
196 "196_fs2" 4 140.472603725902
196 "196_fs2" 5 137.592238925567
196 "196_fs2" 6 136.924943359499
196 "196_fs2" 7 139.504766090934
196 "196_fs2" 8 139.914110567752
196 "196_fs2" 9 140.707811662366
196 "196_fs2" 10 143.691996235482
196 "196_fs2" 11 141.889336440336
196 "196_fs3" 1 150.858781838338
196 "196_fs3" 2 140.538499546065
196 "196_fs3" 3 134.879509089699
196 "196_fs3" 4 151.663209612
196 "196_fs3" 5 160.388806809149
196 "196_fs3" 6 149.661108764593
196 "196_fs3" 7 145.284190250469
196 "196_fs3" 8 143.188977264097
196 "196_fs3" 9 145.973561855695
196 "196_fs3" 10 149.035347274287
196 "196_fs3" 11 144.823471356309
196 "196_fs3" 12 149.954197289614
197 "197_fs1" 1 110.272159927361
197 "197_fs1" 2 85.1724065807256
197 "197_fs1" 3 105.850029039913
197 "197_fs1" 4 101.850486425411
197 "197_fs1" 5 98.1453607833915
197 "197_fs1" 6 98.4268333578661
197 "197_fs1" 7 95.1436301335646
197 "197_fs1" 8 108.166892487335
197 "197_fs1" 9 107.203091157239
197 "197_fs1" 10 107.969689517999
197 "197_fs1" 11 104.571613891153
197 "197_fs2" 1 110.107952751227
197 "197_fs2" 2 102.162296017975
197 "197_fs2" 3 84.6928608539489
197 "197_fs2" 4 102.649100673875
197 "197_fs2" 5 92.8804403749445
197 "197_fs2" 6 95.013099862513
197 "197_fs2" 7 104.458378320332
197 "197_fs2" 8 109.365410327062
197 "197_fs2" 9 107.495378049046
197 "197_fs2" 10 108.281172872232
197 "197_fs2" 11 105.729199472498
198 "198_fs1" 1 199.450513824758
198 "198_fs1" 2 183.065446237295
198 "198_fs1" 3 184.886530578245
198 "198_fs1" 4 176.117058802365
198 "198_fs1" 5 189.421421892088
198 "198_fs1" 6 185.898530323549
198 "198_fs1" 7 190.001461755851
198 "198_fs1" 8 187.794353390756
198 "198_fs1" 9 183.004872697443
198 "198_fs1" 10 189.220352008548
198 "198_fs1" 11 188.082626396789
198 "198_fs2" 1 189.495984902025
198 "198_fs2" 2 188.279151252506
198 "198_fs2" 3 182.369940126675
198 "198_fs2" 4 184.365059099114
198 "198_fs2" 5 181.96699559657
198 "198_fs2" 6 185.542217395854
198 "198_fs2" 7 189.363842260424
198 "198_fs2" 8 184.51835920637
198 "198_fs2" 9 169.407986455195
198 "198_fs2" 10 198.443032906126
198 "198_fs2" 11 189.353479272333
199 "199_fs1" 1 118.85765032245
199 "199_fs1" 2 118.799840926308
199 "199_fs1" 3 93.4217437605837
199 "199_fs1" 4 116.840987513476
199 "199_fs1" 5 119.850149493889
199 "199_fs1" 6 117.1696490983
199 "199_fs1" 7 121.610387649208
199 "199_fs1" 8 113.220855454351
199 "199_fs1" 9 112.35761328306
199 "199_fs2" 1 113.955820807943
199 "199_fs2" 2 100.007788771477
199 "199_fs2" 3 106.494243185406
199 "199_fs2" 4 113.471381375637
199 "199_fs2" 5 108.509513115178
199 "199_fs2" 6 109.732803264022
199 "199_fs2" 7 111.433785862686
199 "199_fs2" 8 109.240708717504
199 "199_fs2" 9 116.795447239821
199 "199_fs2" 10 118.195552101656
199 "199_fs3" 1 118.253059745589
199 "199_fs3" 2 88.1972964392233
199 "199_fs3" 3 105.166428991587
199 "199_fs3" 4 110.861705577559
199 "199_fs3" 5 101.746519660264
199 "199_fs3" 6 119.437467997888
199 "199_fs3" 7 119.522047650489
199 "199_fs3" 8 94.9241988750704
199 "199_fs3" 9 117.632752068065
200 "200_fs1" 1 193.582181071843
200 "200_fs1" 2 191.705803879711
200 "200_fs1" 3 179.663601967978
200 "200_fs1" 4 168.865469083634
200 "200_fs1" 5 188.746840225689
200 "200_fs1" 6 200.287980666319
200 "200_fs1" 7 192.149160225715
200 "200_fs1" 8 200.226160216055
200 "200_fs1" 9 202.303825566527
200 "200_fs1" 10 200.996560373547
200 "200_fs1" 11 177.338449311743
200 "200_fs1" 12 184.766724617062
200 "200_fs1" 13 195.600132266171
200 "200_fs1" 14 193.09060388049
200 "200_fs1" 15 194.61361487104
200 "200_fs2" 1 194.104427272745
200 "200_fs2" 2 194.036091677977
200 "200_fs2" 3 189.977062475393
200 "200_fs2" 4 188.853001573832
200 "200_fs2" 5 193.644968712474
200 "200_fs2" 6 182.637043663398
200 "200_fs2" 7 184.063408630993
200 "200_fs2" 8 185.105679097451
200 "200_fs2" 9 185.985412810231
200 "200_fs2" 10 185.803541132786
200 "200_fs2" 11 186.586778555337
200 "200_fs2" 12 186.348500670848
200 "200_fs2" 13 189.023835045773
200 "200_fs2" 14 192.376776803954
200 "200_fs2" 15 194.381929314827
200 "200_fs2" 16 191.089325334312
200 "200_fs3" 1 194.924117398489
200 "200_fs3" 2 192.375864102199
200 "200_fs3" 3 172.623911321433
200 "200_fs3" 4 190.234311257057
200 "200_fs3" 5 182.824359876488
200 "200_fs3" 6 190.773995732161
200 "200_fs3" 7 200.932149794257
200 "200_fs3" 8 196.546978127707
200 "200_fs3" 9 184.013192943276
200 "200_fs3" 10 186.425161908153
200 "200_fs3" 11 187.111082064788
200 "200_fs3" 12 186.880442394789
200 "200_fs3" 13 188.070308095485
201 "201_fs1" 1 123.139887713152
201 "201_fs1" 2 110.663725912704
201 "201_fs1" 3 116.761005078949
201 "201_fs1" 4 117.649815933509
201 "201_fs1" 5 110.699548355763
201 "201_fs1" 6 113.060827572991
201 "201_fs1" 7 122.663790289429
201 "201_fs1" 8 113.074430395838
201 "201_fs1" 9 111.660445791525
201 "201_fs1" 10 117.316548929143
201 "201_fs1" 11 118.869038887548
201 "201_fs1" 12 120.928327498517
201 "201_fs1" 13 114.937365325025
201 "201_fs2" 1 119.775439439335
201 "201_fs2" 2 111.046247700353
201 "201_fs2" 3 107.86051342088
201 "201_fs2" 4 109.167031609391
201 "201_fs2" 5 106.357670003027
201 "201_fs2" 6 113.409229841733
201 "201_fs2" 7 111.067723697268
201 "201_fs2" 8 112.770070516342
201 "201_fs2" 9 120.042624147542
201 "201_fs2" 10 119.602966874602
201 "201_fs2" 11 122.091152066754
201 "201_fs2" 12 122.847971180335
201 "201_fs3" 1 120.881674166448
201 "201_fs3" 2 107.671466198547
201 "201_fs3" 3 116.520495094482
201 "201_fs3" 4 112.928509761203
201 "201_fs3" 5 118.51029382818
201 "201_fs3" 6 114.252223202824
201 "201_fs3" 7 118.969877539751
201 "201_fs3" 8 119.292964426662
201 "201_fs3" 9 118.860672723462
201 "201_fs3" 10 119.309856641662
201 "201_fs3" 11 120.507998884415
201 "201_fs3" 12 122.978190831848
202 "202_fs1" 1 125.940464591866
202 "202_fs1" 2 120.965615646747
202 "202_fs1" 3 125.12895092362
202 "202_fs1" 4 131.090472323339
202 "202_fs1" 5 146.092358184781
202 "202_fs1" 6 148.229751484134
202 "202_fs1" 7 145.999328295924
202 "202_fs1" 8 138.160527415003
202 "202_fs1" 9 112.430196763941
202 "202_fs1" 10 135.165187283343
202 "202_fs1" 11 142.062757170794
202 "202_fs1" 12 139.706526870107
202 "202_fs1" 13 141.517143943682
202 "202_fs2" 1 139.895217753392
202 "202_fs2" 2 123.797569678215
202 "202_fs2" 3 138.687783408627
202 "202_fs2" 4 143.438001611962
202 "202_fs2" 5 140.481220985702
202 "202_fs2" 6 133.280282337561
202 "202_fs2" 7 141.44033865998
202 "202_fs2" 8 130.714392153759
202 "202_fs2" 9 131.721575427004
202 "202_fs2" 10 137.369642738804
202 "202_fs2" 11 137.932522965784
202 "202_fs2" 12 142.709507725244
202 "202_fs3" 1 144.854626158669
202 "202_fs3" 2 139.831245418452
202 "202_fs3" 3 126.030055260571
202 "202_fs3" 4 139.946794222406
202 "202_fs3" 5 133.967152615396
202 "202_fs3" 6 143.341944304524
202 "202_fs3" 7 143.584703703235
202 "202_fs3" 8 140.040711019355
202 "202_fs3" 9 137.249453092852
202 "202_fs3" 10 139.115449123437
202 "202_fs3" 11 139.678716533891
202 "202_fs3" 12 136.674144119175
202 "202_fs3" 13 138.156273983158
203 "203_fs1" 1 138.491926241506
203 "203_fs1" 2 133.932536893835
203 "203_fs1" 3 115.012679426034
203 "203_fs1" 4 127.542147523306
203 "203_fs1" 5 115.578714424972
203 "203_fs1" 6 127.674032553235
203 "203_fs1" 7 124.445200648373
203 "203_fs1" 8 130.58156749553
203 "203_fs1" 9 129.465047711037
203 "203_fs1" 10 124.850843612932
203 "203_fs1" 11 130.298613398531
203 "203_fs1" 12 132.987263891858
203 "203_fs1" 13 128.913825943482
203 "203_fs2" 1 138.830770972636
203 "203_fs2" 2 136.913736887781
203 "203_fs2" 3 114.330071063319
203 "203_fs2" 4 130.377945619206
203 "203_fs2" 5 127.254443692896
203 "203_fs2" 6 124.081436142296
203 "203_fs2" 7 127.637323889838
203 "203_fs2" 8 130.630595959075
203 "203_fs2" 9 140.956346028383
203 "203_fs2" 10 125.428622803643
203 "203_fs2" 11 134.289410021753
203 "203_fs2" 12 133.799801511573
203 "203_fs2" 13 137.893328265479
203 "203_fs3" 1 135.69182118222
203 "203_fs3" 2 126.00961226774
203 "203_fs3" 3 135.902394266458
203 "203_fs3" 4 127.372666798769
203 "203_fs3" 5 133.485039414222
203 "203_fs3" 6 128.368471474011
203 "203_fs3" 7 130.730430268965
203 "203_fs3" 8 127.698366251114
203 "203_fs3" 9 129.403679283809
203 "203_fs3" 10 134.131596235941
203 "203_fs3" 11 130.693558290226
204 "204_fs1" 1 132.714282119022
204 "204_fs1" 2 129.248597488388
204 "204_fs1" 3 111.056445978511
204 "204_fs1" 4 115.940352569318
204 "204_fs1" 5 119.268851594068
204 "204_fs1" 6 119.172682757339
204 "204_fs1" 7 122.591620102923
204 "204_fs1" 8 105.434634312033
204 "204_fs1" 9 121.279351820128
204 "204_fs1" 10 118.661055638876
204 "204_fs1" 11 129.996290535454
204 "204_fs1" 12 124.320899568231
204 "204_fs1" 13 125.439351330654
204 "204_fs2" 1 133.878752665823
204 "204_fs2" 2 125.960499178053
204 "204_fs2" 3 111.754879778985
204 "204_fs2" 4 127.449667909253
204 "204_fs2" 5 122.246066067572
204 "204_fs2" 6 125.267492267452
204 "204_fs2" 7 127.738937853133
204 "204_fs2" 8 128.208871818801
