"poisson" "fs" "frame" "dist"
38 "038_fs2" 6 150.615558340966
38 "038_fs2" 7 167.122126390686
38 "038_fs2" 8 147.821202616498
38 "038_fs2" 9 154.80043756048
38 "038_fs2" 10 163.108661336412
38 "038_fs2" 11 162.677946526219
38 "038_fs2" 12 169.47561077234
38 "038_fs2" 13 170.286928859237
38 "038_fs2" 14 168.451893403512
38 "038_fs2" 15 165.772184025743
38 "038_fs2" 16 167.379340983472
38 "038_fs2" 17 164.339814214674
38 "038_fs3" 1 164.380491068134
38 "038_fs3" 2 148.271352850203
38 "038_fs3" 3 153.450699110059
38 "038_fs3" 4 156.295561631373
38 "038_fs3" 5 172.819349491113
38 "038_fs3" 6 161.910745392365
38 "038_fs3" 7 161.922318661942
38 "038_fs3" 8 159.848665154968
38 "038_fs3" 9 160.70493055797
38 "038_fs3" 10 154.44728390379
38 "038_fs3" 11 157.066537255303
38 "038_fs3" 12 157.120483230842
38 "038_fs3" 13 155.155880958261
39 "039_fs1" 1 177.333469089062
39 "039_fs1" 2 171.97228163877
39 "039_fs1" 3 174.889178862766
39 "039_fs1" 4 181.595037678809
39 "039_fs1" 5 185.174357022358
39 "039_fs1" 6 181.077594798561
39 "039_fs1" 7 172.068959946191
39 "039_fs1" 8 171.55526554962
39 "039_fs1" 9 170.444443736841
39 "039_fs1" 10 171.622095368436
39 "039_fs1" 11 171.224692444775
39 "039_fs1" 12 172.674605225872
39 "039_fs1" 13 179.88386130597
39 "039_fs1" 14 174.799066841556
39 "039_fs1" 15 177.180674858081
39 "039_fs1" 16 177.293290331373
39 "039_fs1" 17 175.70148272945
39 "039_fs1" 18 177.30395926561
39 "039_fs1" 19 174.560335583883
39 "039_fs1" 20 175.596905184868
39 "039_fs2" 1 183.963453548687
39 "039_fs2" 2 173.720426204227
39 "039_fs2" 3 167.847219062206
39 "039_fs2" 4 165.041071124173
39 "039_fs2" 5 182.095327413373
39 "039_fs2" 6 175.96403853757
39 "039_fs2" 7 174.771643292259
39 "039_fs2" 8 178.847190811577
39 "039_fs2" 9 190.755464892464
39 "039_fs2" 10 186.047399430306
39 "039_fs2" 11 182.88604243603
39 "039_fs2" 12 178.396827423209
39 "039_fs2" 13 179.1204690897
39 "039_fs2" 14 173.757583196439
39 "039_fs2" 15 179.49876636584
39 "039_fs2" 16 176.57599405434
39 "039_fs2" 17 178.528156888892
39 "039_fs3" 1 179.359424582235
39 "039_fs3" 2 178.809889372203
39 "039_fs3" 3 173.043294117034
39 "039_fs3" 4 165.829291022052
39 "039_fs3" 5 187.338079629233
39 "039_fs3" 6 173.674300559317
39 "039_fs3" 7 170.883794507967
39 "039_fs3" 8 161.489666443423
39 "039_fs3" 9 180.401234370123
39 "039_fs3" 10 177.794306160649
39 "039_fs3" 11 177.658740582183
39 "039_fs3" 12 179.960655167344
39 "039_fs3" 13 183.289187223063
39 "039_fs3" 14 179.743160261811
39 "039_fs3" 15 175.912910918558
39 "039_fs3" 16 176.820563631413
40 "040_fs1" 1 164.112142422132
40 "040_fs1" 2 153.682898914166
40 "040_fs1" 3 152.698169108634
40 "040_fs1" 4 155.042096578647
40 "040_fs1" 5 168.692581806854
40 "040_fs1" 6 154.101267991383
40 "040_fs1" 7 152.51573507755
40 "040_fs1" 8 152.010639096511
40 "040_fs1" 9 156.824151281845
40 "040_fs1" 10 158.233220404932
40 "040_fs1" 11 160.318773254959
40 "040_fs1" 12 161.047626527449
40 "040_fs1" 13 159.766999770418
40 "040_fs1" 14 160.476742769858
40 "040_fs1" 15 160.243068710033
40 "040_fs1" 16 158.791814166051
40 "040_fs1" 17 157.280275667226
40 "040_fs1" 18 154.354467771715
40 "040_fs1" 19 152.979996441348
40 "040_fs2" 1 164.877327486923
40 "040_fs2" 2 159.38982690288
40 "040_fs2" 3 155.686440140986
40 "040_fs2" 4 154.417895229598
40 "040_fs2" 5 163.417522349156
40 "040_fs2" 6 155.640877812988
40 "040_fs2" 7 154.910289644471
40 "040_fs2" 8 155.075359012556
40 "040_fs2" 9 157.614209436837
40 "040_fs2" 10 161.086326725404
40 "040_fs2" 11 157.393897658468
40 "040_fs2" 12 165.290881370247
40 "040_fs2" 13 164.199506360609
40 "040_fs2" 14 161.602715233748
40 "040_fs2" 15 161.367797292086
40 "040_fs2" 16 161.134636433969
40 "040_fs2" 17 157.141332819004
40 "040_fs2" 18 157.553927489518
40 "040_fs3" 1 160.250867228613
40 "040_fs3" 2 158.659897597108
40 "040_fs3" 3 148.227265020934
40 "040_fs3" 4 154.991907997264
40 "040_fs3" 5 164.188226277969
40 "040_fs3" 6 162.845902438435
40 "040_fs3" 7 159.121539789872
40 "040_fs3" 8 157.756176008245
40 "040_fs3" 9 162.227814562821
40 "040_fs3" 10 157.498462306574
40 "040_fs3" 11 159.539417508066
40 "040_fs3" 12 159.245871610753
40 "040_fs3" 13 157.342467187036
40 "040_fs3" 14 156.103005684464
40 "040_fs3" 15 157.516749481042
40 "040_fs3" 16 154.01126539429
40 "040_fs3" 17 155.942762608083
40 "040_fs4" 1 161.513790780975
40 "040_fs4" 2 149.352822449697
40 "040_fs4" 3 154.977161309231
40 "040_fs4" 4 161.655899648232
40 "040_fs4" 5 161.178891477015
40 "040_fs4" 6 159.254509521831
40 "040_fs4" 7 157.746777350925
40 "040_fs4" 8 159.034075715228
40 "040_fs4" 9 155.719738326297
40 "040_fs4" 10 155.228504432672
40 "040_fs4" 11 159.16837714271
40 "040_fs4" 12 160.467050889724
40 "040_fs4" 13 162.202037710398
40 "040_fs4" 14 164.163826636773
40 "040_fs4" 15 163.611878424544
40 "040_fs4" 16 160.419129722655
41 "041_fs1" 1 151.425163134879
41 "041_fs1" 2 146.260715486771
41 "041_fs1" 3 145.107746942891
41 "041_fs1" 4 153.723344685614
41 "041_fs1" 5 152.558852994018
41 "041_fs1" 6 151.681825826584
41 "041_fs1" 7 143.60900879333
41 "041_fs1" 8 150.216009826641
41 "041_fs1" 9 151.409948637725
41 "041_fs1" 10 154.854683700447
41 "041_fs1" 11 158.795851518156
41 "041_fs1" 12 154.036795633797
41 "041_fs1" 13 151.544100009352
41 "041_fs1" 14 150.397521102987
41 "041_fs1" 15 149.331775260546
41 "041_fs2" 1 152.64993636418
41 "041_fs2" 2 145.685063815347
41 "041_fs2" 3 150.861596554348
41 "041_fs2" 4 155.266964544773
41 "041_fs2" 5 146.603967663861
41 "041_fs2" 6 145.616163613378
41 "041_fs2" 7 156.140164111368
41 "041_fs2" 8 152.012142383985
41 "041_fs2" 9 146.027216354155
41 "041_fs2" 10 147.613913668643
41 "041_fs2" 11 145.750605296979
41 "041_fs2" 12 144.69612213188
42 "042_fs1" 1 166.861836473679
42 "042_fs1" 2 155.284881007732
42 "042_fs1" 3 151.25792471552
42 "042_fs1" 4 157.836017483396
42 "042_fs1" 5 163.071686261443
42 "042_fs1" 6 170.761183655401
42 "042_fs1" 7 157.300433115567
42 "042_fs1" 8 162.527631487556
42 "042_fs1" 9 166.467667300679
42 "042_fs1" 10 169.186979853546
42 "042_fs1" 11 173.761199791158
42 "042_fs1" 12 176.59103899759
42 "042_fs1" 13 164.790782315868
42 "042_fs1" 14 167.892418658798
42 "042_fs2" 1 163.903321456768
42 "042_fs2" 2 157.78739263464
42 "042_fs2" 3 147.747742163969
42 "042_fs2" 4 159.913877382532
42 "042_fs2" 5 167.532491405451
42 "042_fs2" 6 184.573850330747
42 "042_fs2" 7 166.382853721255
42 "042_fs2" 8 159.744704552327
42 "042_fs2" 9 158.509325416492
42 "042_fs2" 10 169.403902772543
42 "042_fs2" 11 172.913988590184
42 "042_fs2" 12 169.232230832023
42 "042_fs2" 13 184.198824466344
42 "042_fs2" 14 162.334729010283
42 "042_fs3" 1 165.638497602236
42 "042_fs3" 2 157.720450877945
42 "042_fs3" 3 142.531295791497
42 "042_fs3" 4 154.021973905427
42 "042_fs3" 5 162.955334054173
42 "042_fs3" 6 161.064359596493
42 "042_fs3" 7 161.821282073429
42 "042_fs3" 8 160.029936227377
42 "042_fs3" 9 157.136862215387
42 "042_fs3" 10 161.17094228438
42 "042_fs3" 11 161.832786811796
42 "042_fs3" 12 161.145837070314
42 "042_fs3" 13 164.025933769879
42 "042_fs3" 14 163.495446801303
42 "042_fs4" 1 168.399225280864
42 "042_fs4" 2 160.068427344326
42 "042_fs4" 3 153.525765419579
42 "042_fs4" 4 159.890163857159
42 "042_fs4" 5 160.276595271789
42 "042_fs4" 6 169.46927630966
42 "042_fs4" 7 167.556109743372
42 "042_fs4" 8 170.037948343347
42 "042_fs4" 9 169.030982203558
42 "042_fs4" 10 163.445167204412
42 "042_fs4" 11 164.244009667134
42 "042_fs4" 12 172.178017069782
42 "042_fs4" 13 170.184923582986
42 "042_fs4" 14 171.619376129742
42 "042_fs4" 15 169.700994461992
42 "042_fs4" 16 169.589371820092
45 "045_fs1" 1 144.797896149913
45 "045_fs1" 2 139.870386221053
45 "045_fs1" 3 148.206889118369
45 "045_fs1" 4 151.586912695121
45 "045_fs1" 5 146.645065248376
45 "045_fs1" 6 141.333513543822
45 "045_fs1" 7 138.935388970566
45 "045_fs1" 8 134.371351849805
45 "045_fs1" 9 134.907397524314
45 "045_fs1" 10 133.105298961027
45 "045_fs1" 11 134.944942987774
45 "045_fs1" 12 135.079454328884
45 "045_fs1" 13 139.89311523843
45 "045_fs1" 14 138.660251862171
45 "045_fs1" 15 141.089203824082
45 "045_fs1" 16 141.029308777949
45 "045_fs2" 1 146.097265339765
45 "045_fs2" 2 143.359292052101
45 "045_fs2" 3 129.837226331793
45 "045_fs2" 4 142.633508909117
45 "045_fs2" 5 150.625927192866
45 "045_fs2" 6 138.549472911699
45 "045_fs2" 7 132.530578215669
45 "045_fs2" 8 143.958434789387
45 "045_fs2" 9 143.663382845137
45 "045_fs2" 10 139.51607938773
45 "045_fs2" 11 139.198207747985
45 "045_fs2" 12 143.943636716124
45 "045_fs2" 13 147.25467539056
45 "045_fs2" 14 138.334728546398
45 "045_fs2" 15 142.674806562966
45 "045_fs2" 16 141.865575228614
45 "045_fs2" 17 141.159245987186
45 "045_fs2" 18 143.884080461505
45 "045_fs3" 1 142.726838844309
45 "045_fs3" 2 129.527959635181
45 "045_fs3" 3 148.00817556703
45 "045_fs3" 4 135.857258112187
45 "045_fs3" 5 144.114241175607
45 "045_fs3" 6 148.564308804616
45 "045_fs3" 7 142.389124718435
45 "045_fs3" 8 136.36486624597
45 "045_fs3" 9 141.914747577285
45 "045_fs3" 10 142.191645856799
45 "045_fs3" 11 141.029460172145
45 "045_fs3" 12 141.839357912219
45 "045_fs3" 13 146.738796039321
45 "045_fs3" 14 142.555140957219
45 "045_fs3" 15 144.111724242481
45 "045_fs3" 16 142.634706317413
46 "046_fs1" 1 161.388038767846
46 "046_fs1" 2 154.895235629678
46 "046_fs1" 3 159.021026654112
46 "046_fs1" 4 167.334876135539
46 "046_fs1" 5 159.873827098207
46 "046_fs1" 6 170.932087114482
46 "046_fs1" 7 173.133501186446
46 "046_fs1" 8 172.091796620719
46 "046_fs1" 9 167.225320021399
46 "046_fs1" 10 167.854864907368
46 "046_fs1" 11 169.761780060001
46 "046_fs1" 12 164.285259077366
46 "046_fs1" 13 169.460522968465
46 "046_fs1" 14 163.003410037423
46 "046_fs1" 15 162.161240407037
46 "046_fs1" 16 161.823112138387
46 "046_fs1" 17 162.04900143998
46 "046_fs1" 18 161.071616630603
46 "046_fs1" 19 158.140973387173
46 "046_fs2" 1 159.845700260143
46 "046_fs2" 2 155.686037736229
46 "046_fs2" 3 165.985304649119
46 "046_fs2" 4 171.909081426953
46 "046_fs2" 5 159.224951068661
46 "046_fs2" 6 173.999567590809
46 "046_fs2" 7 168.835875182492
46 "046_fs2" 8 169.435949232519
46 "046_fs2" 9 169.362330756609
46 "046_fs2" 10 167.09254098267
46 "046_fs2" 11 167.12015983965
46 "046_fs2" 12 167.480088580071
46 "046_fs2" 13 165.693517515355
46 "046_fs2" 14 166.531819477263
46 "046_fs2" 15 166.465314703656
46 "046_fs3" 1 165.195381699733
46 "046_fs3" 2 161.630323462862
46 "046_fs3" 3 160.004821830156
46 "046_fs3" 4 165.585899241399
46 "046_fs3" 5 167.899544421984
46 "046_fs3" 6 176.888005040778
46 "046_fs3" 7 167.648330600874
46 "046_fs3" 8 165.722779036496
46 "046_fs3" 9 163.088902508688
46 "046_fs3" 10 159.742694377707
46 "046_fs3" 11 162.502044461304
46 "046_fs3" 12 162.320517703951
46 "046_fs3" 13 159.883268062281
46 "046_fs3" 14 159.521110997785
46 "046_fs3" 15 158.185932805629
46 "046_fs3" 16 158.797011521457
46 "046_fs3" 17 157.951325817296
167 "167_fs1" 1 142.2173430719
167 "167_fs1" 2 128.724804698523
167 "167_fs1" 3 150.409100632917
167 "167_fs1" 4 134.470939873004
167 "167_fs1" 5 130.931535648305
167 "167_fs1" 6 129.653042706609
167 "167_fs1" 7 138.466734289374
167 "167_fs1" 8 141.541736060754
167 "167_fs1" 9 141.196335202111
167 "167_fs1" 10 144.015180499686
167 "167_fs1" 11 144.521343457662
167 "167_fs1" 12 139.257274492536
167 "167_fs1" 13 136.424718030372
167 "167_fs1" 14 136.051536033163
167 "167_fs1" 15 142.135964002964
167 "167_fs1" 16 139.2943490948
167 "167_fs1" 17 138.954823417876
167 "167_fs2" 1 140.712956503915
167 "167_fs2" 2 136.689748407607
167 "167_fs2" 3 149.238583314501
167 "167_fs2" 4 138.923829448261
167 "167_fs2" 5 123.969895717498
167 "167_fs2" 6 139.978479769566
167 "167_fs2" 7 136.871954308645
167 "167_fs2" 8 140.69395482037
167 "167_fs2" 9 135.215819867764
167 "167_fs2" 10 138.519296491301
167 "167_fs2" 11 143.6818256071
167 "167_fs2" 12 146.490223126554
167 "167_fs2" 13 142.35541126437
167 "167_fs2" 14 142.418601214982
167 "167_fs3" 1 139.49364732964
167 "167_fs3" 2 127.642681584488
167 "167_fs3" 3 137.456545107244
167 "167_fs3" 4 135.191203741815
167 "167_fs3" 5 154.602112900276
167 "167_fs3" 6 140.656264416596
167 "167_fs3" 7 135.761526637939
167 "167_fs3" 8 128.728262705314
167 "167_fs3" 9 144.216461400978
167 "167_fs3" 10 134.09964388084
167 "167_fs3" 11 142.563062205478
167 "167_fs3" 12 142.29030974541
167 "167_fs3" 13 145.156256438397
167 "167_fs3" 14 144.281793647147
168 "168_fs1" 1 218.092839582714
168 "168_fs1" 2 206.996977461312
168 "168_fs1" 3 215.120997084304
168 "168_fs1" 4 213.737406606362
168 "168_fs1" 5 221.446985875623
168 "168_fs1" 6 228.163870136378
168 "168_fs1" 7 233.178771772073
168 "168_fs1" 8 202.257612987321
168 "168_fs1" 9 216.951918289759
168 "168_fs1" 10 216.075139419024
168 "168_fs1" 11 221.705038845912
168 "168_fs1" 12 212.093429644003
168 "168_fs1" 13 212.902639596074
168 "168_fs1" 14 215.101867771133
168 "168_fs1" 15 205.704843350111
168 "168_fs1" 16 211.221182344119
168 "168_fs2" 1 217.354402738807
168 "168_fs2" 2 208.201345026714
168 "168_fs2" 3 188.773399536982
168 "168_fs2" 4 221.005332313146
168 "168_fs2" 5 220.01804218478
168 "168_fs2" 6 225.331706534085
168 "168_fs2" 7 201.813636614214
168 "168_fs2" 8 203.194358350932
168 "168_fs2" 9 207.151544425283
168 "168_fs2" 10 216.901249239428
168 "168_fs2" 11 205.782556107523
168 "168_fs2" 12 212.228892976553
168 "168_fs2" 13 217.940417882608
168 "168_fs2" 14 214.006026731845
168 "168_fs2" 15 217.476124559641
168 "168_fs3" 1 221.301351414616
168 "168_fs3" 2 209.063893930185
168 "168_fs3" 3 212.866397529042
168 "168_fs3" 4 210.134323990679
168 "168_fs3" 5 221.757680322145
168 "168_fs3" 6 204.108008821499
168 "168_fs3" 7 213.363931499454
168 "168_fs3" 8 207.192072032021
168 "168_fs3" 9 196.207786489712
168 "168_fs3" 10 208.966146262827
168 "168_fs3" 11 207.535876139526
170 "170_fs1" 1 120.507849618805
170 "170_fs1" 2 120.530138680163
170 "170_fs1" 3 123.591097259628
170 "170_fs1" 4 127.148553000237
170 "170_fs1" 5 115.032153117687
170 "170_fs1" 6 122.927815867931
170 "170_fs1" 7 122.123632265892
170 "170_fs1" 8 120.238200382775
170 "170_fs1" 9 120.781871900096
170 "170_fs1" 10 122.867206974748
170 "170_fs1" 11 120.654336078152
170 "170_fs1" 12 122.724714297653
170 "170_fs1" 13 121.147617529711
170 "170_fs2" 1 119.374800121699
170 "170_fs2" 2 112.359910232883
170 "170_fs2" 3 114.992243388683
170 "170_fs2" 4 122.611276174134
170 "170_fs2" 5 126.065757184724
170 "170_fs2" 6 120.283837573139
170 "170_fs2" 7 116.481759849057
170 "170_fs2" 8 119.907095161871
170 "170_fs2" 9 119.387519018754
170 "170_fs2" 10 118.112162052178
170 "170_fs3" 1 120.459483400821
170 "170_fs3" 2 106.274114263371
170 "170_fs3" 3 106.227499050989
170 "170_fs3" 4 123.001443752849
170 "170_fs3" 5 129.227120971228
170 "170_fs3" 6 116.137026440474
170 "170_fs3" 7 118.277314561573
170 "170_fs3" 8 115.73705196586
170 "170_fs3" 9 118.384260615105
170 "170_fs3" 10 117.294450693985
170 "170_fs3" 11 116.916761817162
170 "170_fs3" 12 118.510087740465
170 "170_fs3" 13 119.433773414434
170 "170_fs3" 14 121.285403313072
170 "170_fs3" 15 121.601117945458
171 "171_fs1" 1 152.554750500233
171 "171_fs1" 2 143.44082594376
171 "171_fs1" 3 139.068665968921
171 "171_fs1" 4 148.67869786624
171 "171_fs1" 5 148.546656231613
171 "171_fs1" 6 155.659095807363
171 "171_fs1" 7 146.123617476186
171 "171_fs1" 8 137.899327667922
171 "171_fs1" 9 143.871445080527
171 "171_fs1" 10 155.833026083017
171 "171_fs1" 11 156.277460333599
171 "171_fs1" 12 157.914213664146
171 "171_fs1" 13 162.893627224632
171 "171_fs1" 14 156.591317001836
171 "171_fs2" 1 154.955071863093
171 "171_fs2" 2 154.300555421268
171 "171_fs2" 3 133.791705387588
171 "171_fs2" 4 152.541026470202
171 "171_fs2" 5 160.566726100761
171 "171_fs2" 6 148.529460974392
171 "171_fs2" 7 143.229165674051
171 "171_fs2" 8 140.64258714908
171 "171_fs2" 9 138.09174213684
171 "171_fs2" 10 132.358430230825
171 "171_fs2" 11 139.508491433616
171 "171_fs2" 12 139.415743775806
171 "171_fs2" 13 142.205732468087
171 "171_fs2" 14 140.371211635965
171 "171_fs2" 15 140.996672893246
171 "171_fs2" 16 141.404040126944
171 "171_fs2" 17 138.761388687698
171 "171_fs2" 18 142.18625847097
171 "171_fs3" 1 149.31666085115
171 "171_fs3" 2 128.418819272215
171 "171_fs3" 3 139.5166104001
171 "171_fs3" 4 146.51433582208
171 "171_fs3" 5 154.395626103433
171 "171_fs3" 6 155.503239536498
171 "171_fs3" 7 148.06797992398
171 "171_fs3" 8 143.612811695117
171 "171_fs3" 9 142.946706971068
171 "171_fs3" 10 152.934767522281
171 "171_fs3" 11 155.806438289155
171 "171_fs3" 12 146.594132306853
171 "171_fs3" 13 152.319812381442
172 "172_fs1" 1 96.9661356545055
172 "172_fs1" 2 90.6395408249694
172 "172_fs1" 3 88.576779680962
172 "172_fs1" 4 87.3761185002081
172 "172_fs1" 5 103.526219463855
172 "172_fs1" 6 104.820209135753
172 "172_fs1" 7 99.8633383710229
172 "172_fs1" 8 102.428118341432
172 "172_fs1" 9 97.50213464356
172 "172_fs1" 10 96.4933716171863
172 "172_fs1" 11 93.8296823901967
172 "172_fs2" 1 94.7936355081233
172 "172_fs2" 2 77.1803403500818
172 "172_fs2" 3 95.4737231756386
172 "172_fs2" 4 85.2865233025991
172 "172_fs2" 5 96.5704420336086
172 "172_fs2" 6 94.6400764904013
172 "172_fs2" 7 89.7633973697663
172 "172_fs2" 8 96.8965048955979
172 "172_fs2" 9 96.3323312620091
172 "172_fs2" 10 88.3273826179552
172 "172_fs2" 11 91.095438357154
172 "172_fs2" 12 88.4880398064746
172 "172_fs3" 1 98.9098188320695
172 "172_fs3" 2 87.8572215499881
172 "172_fs3" 3 94.0115978276869
172 "172_fs3" 4 87.4963146838369
172 "172_fs3" 5 88.8463172819978
172 "172_fs3" 6 95.0731148665384
172 "172_fs3" 7 90.2649886476451
172 "172_fs3" 8 96.2501612387563
172 "172_fs3" 9 98.589868433467
172 "172_fs3" 10 95.4241659416243
172 "172_fs3" 11 94.9426931367295
172 "172_fs3" 12 93.9191867804922
172 "172_fs3" 13 92.1994921419908
172 "172_fs3" 14 94.3091826624713
172 "172_fs3" 15 99.2051395232024
173 "173_fs1" 1 153.32159518431
173 "173_fs1" 2 147.256654455573
173 "173_fs1" 3 140.597201681843
173 "173_fs1" 4 142.475323805874
173 "173_fs1" 5 152.169648074749
173 "173_fs1" 6 147.718749719147
173 "173_fs1" 7 151.722220431372
173 "173_fs1" 8 144.245256027328
173 "173_fs1" 9 157.540495754499
173 "173_fs1" 10 158.857785280115
173 "173_fs1" 11 158.173949502511
173 "173_fs1" 12 158.83323040718
173 "173_fs1" 13 150.194914677824
173 "173_fs1" 14 149.615504104691
173 "173_fs2" 1 149.672051290006
173 "173_fs2" 2 140.771659552632
173 "173_fs2" 3 138.492345628353
173 "173_fs2" 4 156.593816694064
173 "173_fs2" 5 158.085362028053
173 "173_fs2" 6 148.394623375664
173 "173_fs2" 7 163.17711107549
173 "173_fs2" 8 144.880971442218
173 "173_fs2" 9 156.877105416625
173 "173_fs2" 10 167.859699435237
173 "173_fs2" 11 141.865686654044
173 "173_fs2" 12 155.224896375939
173 "173_fs3" 1 149.570503012176
173 "173_fs3" 2 145.77901829341
173 "173_fs3" 3 151.416162909429
173 "173_fs3" 4 156.747179620895
173 "173_fs3" 5 170.599297140518
173 "173_fs3" 6 151.846790486419
173 "173_fs3" 7 171.671778297356
173 "173_fs3" 8 163.722298695751
173 "173_fs3" 9 155.533679123558
173 "173_fs3" 10 155.491795723541
173 "173_fs3" 11 151.096186264866
173 "173_fs3" 12 159.723825991223
173 "173_fs3" 13 155.673908404859
173 "173_fs3" 14 154.17278981027
174 "174_fs1" 1 106.141696548225
174 "174_fs1" 2 91.3232929174851
174 "174_fs1" 3 105.15442408365
174 "174_fs1" 4 104.824623786951
174 "174_fs1" 5 101.118069460523
174 "174_fs1" 6 107.896948261053
174 "174_fs1" 7 109.132747151081
174 "174_fs1" 8 113.463489765107
174 "174_fs1" 9 113.799003708221
174 "174_fs1" 10 117.295144185286
174 "174_fs2" 1 105.930914089805
174 "174_fs2" 2 103.729826381988
174 "174_fs2" 3 99.6376831872628
174 "174_fs2" 4 111.399979967178
174 "174_fs2" 5 100.05741259381
174 "174_fs2" 6 108.929505838748
174 "174_fs2" 7 112.981128727439
174 "174_fs2" 8 107.42822390844
174 "174_fs2" 9 113.341001523503
174 "174_fs2" 10 107.880194397772
174 "174_fs2" 11 109.734211456495
174 "174_fs2" 12 110.414135546285
174 "174_fs2" 13 110.08227286825
174 "174_fs2" 14 110.645808664913
174 "174_fs2" 15 112.606306482834
174 "174_fs3" 1 104.344066207932
174 "174_fs3" 2 101.756160927887
174 "174_fs3" 3 89.9851972093116
174 "174_fs3" 4 103.141942048624
174 "174_fs3" 5 93.0167350437515
174 "174_fs3" 6 102.983004308625
174 "174_fs3" 7 112.786164960287
174 "174_fs3" 8 117.656184410275
174 "174_fs3" 9 103.507758074648
174 "174_fs3" 10 100.513761147254
174 "174_fs3" 11 104.279419291812
174 "174_fs3" 12 112.551696999038
174 "174_fs3" 13 111.590700970093
174 "174_fs3" 14 113.096279731859
174 "174_fs3" 15 115.02867394413
175 "175_fs1" 1 186.226577572373
175 "175_fs1" 2 164.83873113928
175 "175_fs1" 3 170.452012665106
175 "175_fs1" 4 206.180271978783
175 "175_fs1" 5 163.361591763936
175 "175_fs1" 6 159.448019629617
175 "175_fs1" 7 165.087207798225
175 "175_fs1" 8 154.771625491649
175 "175_fs1" 9 182.857758656699
175 "175_fs1" 10 188.962043686471
175 "175_fs1" 11 186.260467682663
175 "175_fs1" 12 181.577600941415
175 "175_fs1" 13 183.197190940241
175 "175_fs1" 14 180.709338060214
175 "175_fs1" 15 182.580754114513
175 "175_fs2" 1 180.201017232563
175 "175_fs2" 2 174.391713066781
175 "175_fs2" 3 175.05050416983
175 "175_fs2" 4 193.394719658831
175 "175_fs2" 5 210.539706518013
175 "175_fs2" 6 173.136916199932
175 "175_fs2" 7 180.654191343962
175 "175_fs2" 8 170.581148412456
175 "175_fs2" 9 182.297644774376
175 "175_fs2" 10 176.827104915978
175 "175_fs2" 11 183.08035682443
175 "175_fs2" 12 211.464927307029
175 "175_fs3" 1 181.143822783108
175 "175_fs3" 2 179.817382189465
175 "175_fs3" 3 168.67519953796
175 "175_fs3" 4 181.201054536753
175 "175_fs3" 5 179.95631880549
175 "175_fs3" 6 180.195513371532
175 "175_fs3" 7 188.284802846536
175 "175_fs3" 8 176.323582066348
175 "175_fs3" 9 181.087353893484
175 "175_fs3" 10 182.575041750449
175 "175_fs3" 11 176.465835891391
176 "176_fs1" 1 175.434257017757
176 "176_fs1" 2 162.539788942093
176 "176_fs1" 3 170.861755648348
176 "176_fs1" 4 187.656744283239
176 "176_fs1" 5 173.409081106373
176 "176_fs1" 6 198.22490087736
176 "176_fs1" 7 158.978515616005
176 "176_fs1" 8 167.040001380597
176 "176_fs1" 9 173.679978457222
176 "176_fs1" 10 189.504821929593
176 "176_fs1" 11 181.829636190486
176 "176_fs1" 12 177.49561705116
176 "176_fs2" 1 180.430077576977
176 "176_fs2" 2 168.674686802535
176 "176_fs2" 3 167.999994663394
176 "176_fs2" 4 188.167736151933
176 "176_fs2" 5 197.79459107681
176 "176_fs2" 6 214.255277281887
176 "176_fs2" 7 216.268822160917
176 "176_fs2" 8 191.99386024336
176 "176_fs2" 9 183.98241508096
176 "176_fs2" 10 187.180345751722
176 "176_fs2" 11 166.932282943417
176 "176_fs2" 12 171.558984649333
176 "176_fs2" 13 167.827321319385
176 "176_fs2" 14 175.573123936323
176 "176_fs3" 1 178.741096138578
176 "176_fs3" 2 167.59628128322
176 "176_fs3" 3 176.627973488773
176 "176_fs3" 4 174.574123704694
176 "176_fs3" 5 181.856548364378
176 "176_fs3" 6 186.874629402534
176 "176_fs3" 7 181.003469009667
176 "176_fs3" 8 163.375583453195
176 "176_fs3" 9 173.519866678223
176 "176_fs3" 10 169.658190856619
176 "176_fs3" 11 172.317677063062
176 "176_fs3" 12 168.098707262024
176 "176_fs3" 13 175.152697299478
176 "176_fs3" 14 172.448560769076
177 "177_fs1" 1 115.19869259929
177 "177_fs1" 2 119.450176081112
177 "177_fs1" 3 112.270982782399
177 "177_fs1" 4 103.904952276482
177 "177_fs1" 5 102.636968764503
177 "177_fs1" 6 114.269857476606
177 "177_fs1" 7 117.221099743087
177 "177_fs1" 8 115.951049760194
177 "177_fs1" 9 114.318546752787
177 "177_fs1" 10 116.688519155228
177 "177_fs1" 11 118.109996026222
177 "177_fs1" 12 117.583631135175
177 "177_fs1" 13 117.768362268983
177 "177_fs2" 1 109.877235818826
177 "177_fs2" 2 110.864524277411
177 "177_fs2" 3 109.173097569186
177 "177_fs2" 4 104.013566301763
177 "177_fs2" 5 122.557416090433
177 "177_fs2" 6 118.194337987977
177 "177_fs2" 7 116.496867487984
177 "177_fs2" 8 113.245787526968
177 "177_fs2" 9 112.779972928503
177 "177_fs2" 10 109.100411085861
177 "177_fs2" 11 107.903390653122
177 "177_fs2" 12 107.963689906591
177 "177_fs2" 13 112.594263794898
177 "177_fs3" 1 113.589057681222
177 "177_fs3" 2 96.0553660897099
177 "177_fs3" 3 114.882685537567
177 "177_fs3" 4 116.224271221446
177 "177_fs3" 5 111.951474097828
177 "177_fs3" 6 115.392651803707
177 "177_fs3" 7 118.731194323324
177 "177_fs3" 8 116.805938618312
