"poisson" "fs" "frame" "pts" "X" "Y" "angle" "seg" "angle_diff" "angle_cum_diff" "traitement"
2 "002_fs1" 1 99 44.8286174397863 -16.0070801409885 -110.298640940002 "segment_05_pts_99-119" NA 0 "amont"
2 "002_fs1" 2 99 42.669723199594 -15.3011302815834 -102.334266494689 "segment_05_pts_99-119" -7.96437444531273 7.96437444531273 "amont"
2 "002_fs1" 3 99 40.479766243572 3.55623897070308 -108.0491346674 "segment_05_pts_99-119" 5.71486817271111 13.6792426180238 "amont"
2 "002_fs1" 4 99 46.6087125467996 21.2154478695234 -143.134099010262 "segment_05_pts_99-119" 35.0849643428623 48.7642069608861 "amont"
2 "002_fs1" 5 99 53.7629152049984 29.4460214585738 -161.252818371889 "segment_05_pts_99-119" 18.1187193616271 66.8829263225132 "amont"
2 "002_fs1" 6 99 61.4024840283794 30.4280943462175 177.222112767866 "segment_05_pts_99-119" 15.9692943959768 82.85222071849 "amont"
2 "002_fs1" 7 99 82.0847202877091 21.3799901944503 149.045005868885 "segment_05_pts_99-119" -28.1771068989814 111.029327617471 "amont"
2 "002_fs1" 8 99 93.2291962951412 14.6876429514931 139.690735231076 "segment_05_pts_99-119" -9.35427063780901 120.38359825528 "amont"
2 "002_fs1" 9 99 97.0698404237322 12.4652814656893 135.372884932762 "segment_05_pts_99-119" -4.31785029831403 124.701448553594 "amont"
2 "002_fs1" 10 99 100.911895394002 7.28410937920225 132.073851921105 "segment_05_pts_99-119" -3.29903301165652 128.000481565251 "amont"
2 "002_fs1" 11 99 109.495929489806 0.165458753765478 138.273063707611 "segment_05_pts_99-119" 6.19921178650563 134.199693351757 "amont"
2 "002_fs1" 1 120 37.721276314275 -35.2360244752435 -108.931239668074 "segment_06_pts_120-139" NA 0 "amont"
2 "002_fs1" 2 120 38.6485758909364 -33.8382055857568 -99.9538853094156 "segment_06_pts_120-139" -8.97735435865798 8.97735435865798 "amont"
2 "002_fs1" 3 120 34.264954525688 -16.1727496382031 -76.6866177130122 "segment_06_pts_120-139" -23.2672675964033 32.2446219550613 "amont"
2 "002_fs1" 4 120 30.9042981855061 9.03509586303747 -98.4987525519853 "segment_06_pts_120-139" 21.8121348389731 54.0567567940344 "amont"
2 "002_fs1" 5 120 33.0223267606417 22.09817015217 -120.944465522257 "segment_06_pts_120-139" 22.4457129702714 76.5024697643058 "amont"
2 "002_fs1" 6 120 39.3184147619893 31.2338243801696 -155.950668197698 "segment_06_pts_120-139" 35.0062026754418 111.508672439748 "amont"
2 "002_fs1" 7 120 65.1733574524891 31.4311912292379 161.60479099243 "segment_06_pts_120-139" 5.65412279473151 117.162795234479 "amont"
2 "002_fs1" 8 120 79.6689917752403 26.1459252416844 146.362197553418 "segment_06_pts_120-139" -15.2425934390117 132.405388673491 "amont"
2 "002_fs1" 9 120 83.4127062721721 25.8831461760446 144.418086680641 "segment_06_pts_120-139" -1.94411087277709 134.349499546268 "amont"
2 "002_fs1" 10 120 87.4067693371398 22.2097492032473 139.755061335222 "segment_06_pts_120-139" -4.66302534541896 139.012524891687 "amont"
2 "002_fs1" 11 120 95.0325457565667 13.0872909293284 137.705514381499 "segment_06_pts_120-139" -2.04954695372371 141.062071845411 "amont"
2 "002_fs1" 1 140 31.4253446901658 -53.5834991407459 -111.146671963306 "segment_07_pts_140-156" NA 0 "amont"
2 "002_fs1" 2 140 35.5196761631257 -51.7903480326687 -101.006241387143 "segment_07_pts_140-156" -10.1404305761627 10.1404305761627 "amont"
2 "002_fs1" 3 140 38.8372425927529 -34.8240236913469 -73.512303168987 "segment_07_pts_140-156" -27.4939382181562 37.6343687943189 "amont"
2 "002_fs1" 4 140 28.4028621902245 -8.33780593844497 -88.5057157607417 "segment_07_pts_140-156" 14.9934125917547 52.6277813860736 "amont"
2 "002_fs1" 5 140 23.7420658223015 6.1213860027778 -94.0916240011473 "segment_07_pts_140-156" 5.5859082404056 58.2136896264792 "amont"
2 "002_fs1" 6 140 19.6658054878923 22.0519323763128 -105.283835765634 "segment_07_pts_140-156" 11.1922117644869 69.4059013909662 "amont"
2 "002_fs1" 7 140 46.8434530710926 37.3456783884166 -172.344436127181 "segment_07_pts_140-156" 67.0606003615463 136.466501752512 "amont"
2 "002_fs1" 8 140 65.3305598602754 35.5800634323916 158.401503568956 "segment_07_pts_140-156" -13.9429325582242 150.409434310737 "amont"
2 "002_fs1" 9 140 67.9377992794346 36.8012538187391 158.670588833344 "segment_07_pts_140-156" 0.269085264387343 150.678519575124 "amont"
2 "002_fs1" 10 140 72.4378783652361 34.7041346217503 154.356022084356 "segment_07_pts_140-156" -4.31456674898794 154.993086324112 "amont"
2 "002_fs1" 11 140 80.8490049763093 25.9624318936949 141.099220391942 "segment_07_pts_140-156" -13.2568016924134 168.249888016525 "amont"
2 "002_fs1" 1 157 25.5801551770017 -68.5568819202346 -118.213747505741 "segment_08_pts_157-170" NA 0 "amont"
2 "002_fs1" 2 157 32.5157735177958 -66.787902611515 -114.719217306843 "segment_08_pts_157-170" -3.49453019889729 3.49453019889729 "amont"
2 "002_fs1" 3 157 43.5239654891518 -50.8676671002001 -89.9602295842078 "segment_08_pts_157-170" -24.7589877226355 28.2535179215328 "amont"
2 "002_fs1" 4 157 28.8922465754457 -24.238542627231 -54.9700929391902 "segment_08_pts_157-170" -34.9901366450176 63.2436545665504 "amont"
2 "002_fs1" 5 157 22.8304626542769 -10.628870423799 -66.0677846576276 "segment_08_pts_157-170" 11.0976917184374 74.3413462849878 "amont"
2 "002_fs1" 6 157 15.7607028978795 7.20752536009184 -94.3313034129117 "segment_08_pts_157-170" 28.2635187552841 102.604865040272 "amont"
2 "002_fs1" 7 157 32.4589310144754 35.1537374247509 -145.220050914812 "segment_08_pts_157-170" 50.8887475019007 153.493612542173 "amont"
2 "002_fs1" 8 157 51.4100567485123 40.9737405520244 174.044473652079 "segment_08_pts_157-170" 28.8244227372663 182.318035279439 "amont"
2 "002_fs1" 9 157 52.6469720408893 42.6348857046755 174.936775941992 "segment_08_pts_157-170" 0.892302289913772 183.210337569353 "amont"
2 "002_fs1" 10 157 57.1505252894574 41.9045981824547 168.70336992822 "segment_08_pts_157-170" -6.2334060137724 189.443743583125 "amont"
2 "002_fs1" 11 157 67.7318700227068 36.4586040995866 151.641141484968 "segment_08_pts_157-170" -17.062228443252 206.505972026377 "amont"
2 "002_fs1" 1 171 19.3095567774176 -80.0624226292083 -126.946931207281 "segment_09_pts_171-179" NA 0 "amont"
2 "002_fs1" 2 171 27.1297617313437 -78.1916117393004 -127.202493778674 "segment_09_pts_171-179" 0.255562571393767 0.255562571393767 "amont"
2 "002_fs1" 3 171 43.20753417927 -64.1899519411278 -117.731037379962 "segment_09_pts_171-179" -9.47145639871189 9.72701897010566 "amont"
2 "002_fs1" 4 171 36.4053262218993 -34.4872785471333 -49.2643238995096 "segment_09_pts_171-179" -68.4667134804529 78.1937324505586 "amont"
2 "002_fs1" 5 171 28.6608117445744 -23.3925706470681 -53.4310977097196 "segment_09_pts_171-179" 4.16677381021 82.3605062607686 "amont"
2 "002_fs1" 6 171 14.7046923810614 -7.42037819751465 -83.4014747853858 "segment_09_pts_171-179" 29.9703770756662 112.330883336435 "amont"
2 "002_fs1" 7 171 21.5596057535324 27.3501139203655 -124.187916633382 "segment_09_pts_171-179" 40.7864418479967 153.117325184431 "amont"
2 "002_fs1" 8 171 40.3057800728777 41.9927187572073 -167.666131158911 "segment_09_pts_171-179" 43.4782145255281 196.59553970996 "amont"
2 "002_fs1" 9 171 40.4881334627395 43.56318627051 -166.802537678975 "segment_09_pts_171-179" -0.863593479935844 197.459133189895 "amont"
2 "002_fs1" 10 171 44.2436610263363 44.3534359750561 -177.190157875864 "segment_09_pts_171-179" 10.387620196889 207.846753386784 "amont"
2 "002_fs1" 11 171 56.3120049198112 42.4711011142553 167.831433685946 "segment_09_pts_171-179" -9.35872418991804 217.205477576702 "amont"
2 "002_fs1" 1 180 14.0853945810539 -86.916860391747 -132.221167550544 "segment_10_pts_180-185" NA 0 "amont"
2 "002_fs1" 2 180 22.0405929709733 -84.7725209242398 -134.764550145699 "segment_10_pts_180-185" 2.54338259515538 2.54338259515538 "amont"
2 "002_fs1" 3 180 38.8821273134692 -72.1960265774414 -125.428637278685 "segment_10_pts_180-185" -9.33591286701427 11.8792954621697 "amont"
2 "002_fs1" 4 180 41.2107087280135 -40.4937138608319 -73.7633185041268 "segment_10_pts_180-185" -51.665318774558 63.5446142367276 "amont"
2 "002_fs1" 5 180 33.6931451121924 -30.0403953718638 -39.7085850231986 "segment_10_pts_180-185" -34.0547334809282 97.5993477176559 "amont"
2 "002_fs1" 6 180 16.0059568617968 -16.4004541339039 -59.4991654826583 "segment_10_pts_180-185" 19.7905804594598 117.389928177116 "amont"
2 "002_fs1" 7 180 16.9998714222052 20.4230691980806 -114.690978232055 "segment_10_pts_180-185" 55.1918127493967 172.581740926512 "amont"
2 "002_fs1" 8 180 33.479189981918 40.3849678362766 -154.169955940635 "segment_10_pts_180-185" 39.4789777085803 212.060718635093 "amont"
2 "002_fs1" 9 180 33.2608204395663 41.7469500070008 -153.431331159262 "segment_10_pts_180-185" -0.738624781373233 212.799343416466 "amont"
2 "002_fs1" 10 180 36.0716422719287 43.8524121600626 -166.732441095089 "segment_10_pts_180-185" 13.3011099358273 226.100453352293 "amont"
2 "002_fs1" 11 180 48.6232414169332 43.9970026682331 -177.416939082423 "segment_10_pts_180-185" 10.6844979873339 236.784951339627 "amont"
2 "002_fs1" 1 186 10.1510071342157 -91.2041069830977 -135.665848379701 "segment_11_pts_186-190" NA 0 "amont"
2 "002_fs1" 2 186 18.037577315413 -88.7396688074263 -140.144501919907 "segment_11_pts_186-190" 4.47865354020519 4.47865354020519 "amont"
2 "002_fs1" 3 186 35.4683644807774 -76.9676708600065 -131.713610483743 "segment_11_pts_186-190" -8.43089143616356 12.9095449763687 "amont"
2 "002_fs1" 4 186 42.4671091677382 -44.9269171498643 -78.502374098343 "segment_11_pts_186-190" -53.2112363854 66.1207813617687 "amont"
2 "002_fs1" 5 186 38.0145604745431 -33.4647847546432 -26.2644174001143 "segment_11_pts_186-190" -52.2379566982287 118.358738059997 "amont"
2 "002_fs1" 6 186 19.3036111771141 -21.7033775874382 -45.4811319869554 "segment_11_pts_186-190" 19.2167145868411 137.575452646839 "amont"
2 "002_fs1" 7 186 14.6934275790861 15.3234032293749 -110.544775689235 "segment_11_pts_186-190" 65.0636437022793 202.639096349118 "amont"
2 "002_fs1" 8 186 29.003265843371 38.1306416869469 -144.731026005378 "segment_11_pts_186-190" 34.1862503161436 236.825346665261 "amont"
2 "002_fs1" 9 186 28.5690591957048 39.3090947623673 -144.135852277984 "segment_11_pts_186-190" -0.595173727394297 237.420520392656 "amont"
2 "002_fs1" 10 186 30.5808730273914 42.4852852266455 -159.044281489884 "segment_11_pts_186-190" 14.9084292118997 252.328949604556 "amont"
2 "002_fs1" 11 186 43.2904359263755 43.6554349466598 -165.653645325296 "segment_11_pts_186-190" 6.60936383541241 258.938313439968 "amont"
2 "002_fs1" 1 191 6.65519203517366 -94.584551229882 -139.925036822651 "segment_12_pts_191-200" NA 0 "amont"
2 "002_fs1" 2 191 14.3697061214496 -91.7492580798269 -147.40703860756 "segment_12_pts_191-200" 7.4820017849089 7.4820017849089 "amont"
2 "002_fs1" 3 191 32.2245344070073 -80.4580907230855 -147.264071931467 "segment_12_pts_191-200" -0.142966676093465 7.62496846100237 "amont"
2 "002_fs1" 4 191 43.2912232754506 -49.171153558663 -86.0214032128643 "segment_12_pts_191-200" -61.2426687186022 68.8676371796046 "amont"
2 "002_fs1" 5 191 42.4856009053176 -35.5635203898928 -10.4430168465199 "segment_12_pts_191-200" -75.5783863663444 144.446023545949 "amont"
2 "002_fs1" 6 191 23.1789468622162 -25.4940343358873 -29.8599264342222 "segment_12_pts_191-200" 19.4169095877023 163.862933133651 "amont"
2 "002_fs1" 7 191 13.0842180151773 10.9264303600549 -102.749505056182 "segment_12_pts_191-200" 72.8895786219593 236.752511755611 "amont"
2 "002_fs1" 8 191 25.3201209634032 35.4456749529837 -133.496156735037 "segment_12_pts_191-200" 30.7466516788559 267.499163434466 "amont"
2 "002_fs1" 9 191 24.7328952750076 36.4527192937749 -133.118743227342 "segment_12_pts_191-200" -0.377413507695366 267.876576942162 "amont"
2 "002_fs1" 10 191 25.9809974058053 40.6595335991456 -149.103309456552 "segment_12_pts_191-200" 15.9845662292101 283.861143171372 "amont"
2 "002_fs1" 11 191 38.7297291237695 42.3963592684838 -150.207514140064 "segment_12_pts_191-200" 1.10420468351165 284.965347854884 "amont"
2 "002_fs2" 1 1 101.233505941478 -33.9497534702882 110.257635341447 "segment_01_pts_1-27" NA 0 "amont"
2 "002_fs2" 2 1 81.487098502763 -26.1729149242188 71.7952648241596 "segment_01_pts_1-27" -38.4623705172876 38.4623705172876 "amont"
2 "002_fs2" 3 1 54.1667265670065 -31.7857636139906 43.5017807492136 "segment_01_pts_1-27" -28.293484074946 66.7558545922336 "amont"
2 "002_fs2" 4 1 36.584308984589 -34.8288743494091 37.4979224752693 "segment_01_pts_1-27" -6.00385827394425 72.7597128661778 "amont"
2 "002_fs2" 5 1 26.1024831181477 -44.2963299707107 49.0149277500114 "segment_01_pts_1-27" 11.517005274742 84.2767181409199 "amont"
2 "002_fs2" 6 1 25.4938609710641 -55.1162792521985 67.2575643172392 "segment_01_pts_1-27" 18.2426365672279 102.519354708148 "amont"
2 "002_fs2" 7 1 23.9384932618501 -70.4670822953093 82.6156159296357 "segment_01_pts_1-27" 15.3580516123965 117.877406320544 "amont"
2 "002_fs2" 8 1 27.6578508273616 -79.1906664035088 96.8388131066829 "segment_01_pts_1-27" 14.2231971770472 132.100603497591 "amont"
2 "002_fs2" 9 1 35.4346893734309 -91.3631093451825 115.940713889058 "segment_01_pts_1-27" 19.1019007823754 151.202504279967 "amont"
2 "002_fs2" 10 1 42.4676564063979 -98.4637010611589 130.048511791645 "segment_01_pts_1-27" 14.107797902587 165.310302182554 "amont"
2 "002_fs2" 11 1 49.7034974883929 -101.642061162596 138.865920175645 "segment_01_pts_1-27" 8.81740838399969 174.127710566554 "amont"
2 "002_fs2" 12 1 57.8184594495087 -103.535552286856 144.020828845408 "segment_01_pts_1-27" 5.1549086697635 179.282619236317 "amont"
2 "002_fs2" 13 1 64.3104290184014 -107.795907316442 146.397110847065 "segment_01_pts_1-27" 2.37628200165696 181.658901237974 "amont"
2 "002_fs2" 14 1 71.6815194664148 -110.90664273487 147.640522639817 "segment_01_pts_1-27" 1.24341179275189 182.902313030726 "amont"
2 "002_fs2" 1 28 92.377635805749 -9.93494214398783 109.021309051248 "segment_02_pts_28-53" NA 0 "amont"
2 "002_fs2" 2 28 88.7792293157018 -3.48634015474585 92.6134744041225 "segment_02_pts_28-53" -16.4078346471258 16.4078346471258 "amont"
2 "002_fs2" 3 28 72.5864594723249 -14.1702083937024 53.931775436148 "segment_02_pts_28-53" -38.6816989679745 55.0895336151003 "amont"
2 "002_fs2" 4 28 56.7268054283133 -19.377017665782 37.9882728211708 "segment_02_pts_28-53" -15.9435026149772 71.0330362300775 "amont"
2 "002_fs2" 5 28 43.3107174564804 -24.6486879670355 37.5777676423146 "segment_02_pts_28-53" -0.410505178856233 71.4435414089337 "amont"
2 "002_fs2" 6 28 36.100772008918 -30.137841766641 48.9134858959051 "segment_02_pts_28-53" 11.3357182535905 82.7792596625242 "amont"
2 "002_fs2" 7 28 27.3374993936772 -44.9813692233824 66.6839773713482 "segment_02_pts_28-53" 17.7704914754431 100.549751137967 "amont"
2 "002_fs2" 8 28 24.6830924893115 -53.4393434505848 81.5136041498527 "segment_02_pts_28-53" 14.8296267785046 115.379377916472 "amont"
2 "002_fs2" 9 28 24.4627136038687 -68.3656265358213 97.1643630581717 "segment_02_pts_28-53" 15.6507589083189 131.030136824791 "amont"
2 "002_fs2" 10 28 25.8247804449258 -78.4370460959282 110.024839949577 "segment_02_pts_28-53" 12.8604768914057 143.890613716197 "amont"
2 "002_fs2" 11 28 31.3329449659723 -85.3702957050562 124.017001123756 "segment_02_pts_28-53" 13.9921611741789 157.882774890375 "amont"
2 "002_fs2" 12 28 37.4929859327453 -88.7590014643312 140.955172775288 "segment_02_pts_28-53" 16.9381716515313 174.820946541907 "amont"
2 "002_fs2" 13 28 42.9330905510595 -93.6564425631817 147.871572267511 "segment_02_pts_28-53" 6.91639949222298 181.73734603413 "amont"
2 "002_fs2" 14 28 50.4117159874545 -97.5059031740325 151.692821533361 "segment_02_pts_28-53" 3.82124926585027 185.55859529998 "amont"
2 "002_fs2" 1 54 84.2637670980363 13.611574495309 110.629927012687 "segment_03_pts_54-76" NA 0 "amont"
2 "002_fs2" 2 54 87.5791400960191 19.6060745189843 107.006703750541 "segment_03_pts_54-76" -3.62322326214664 3.62322326214664 "amont"
2 "002_fs2" 3 54 86.9554615602932 5.74924470943711 73.9382967299143 "segment_03_pts_54-76" -33.0684070206262 36.6916302827728 "amont"
2 "002_fs2" 4 54 76.0111365113875 -4.25687414286853 48.1536181873021 "segment_03_pts_54-76" -25.7846785426123 62.4763088253851 "amont"
2 "002_fs2" 5 54 63.090414953572 -9.47756745148598 37.6919145945312 "segment_03_pts_54-76" -10.4617035927709 72.938012418156 "amont"
2 "002_fs2" 6 54 53.379108981873 -10.5746258260617 31.6634548892254 "segment_03_pts_54-76" -6.0284597053058 78.9664721234618 "amont"
2 "002_fs2" 7 54 37.2433245329756 -22.5397777095284 43.1759125478189 "segment_03_pts_54-76" 11.5124576585935 90.4789297820553 "amont"
2 "002_fs2" 8 54 28.4916432262499 -28.6662732797095 51.3971054611313 "segment_03_pts_54-76" 8.2211929133124 98.7001226953677 "amont"
2 "002_fs2" 9 54 21.5770394060772 -43.7127942463389 72.8066152120414 "segment_03_pts_54-76" 21.4095097509101 120.109632446278 "amont"
2 "002_fs2" 10 54 17.4449297769429 -54.7368182410394 91.1478707732932 "segment_03_pts_54-76" 18.3412555612519 138.45088800753 "amont"
2 "002_fs2" 11 54 17.904800941872 -65.5437090525916 104.642148488881 "segment_03_pts_54-76" 13.4942777155881 151.945165723118 "amont"
2 "002_fs2" 12 54 18.7590081687585 -73.4700582460588 117.623825539147 "segment_03_pts_54-76" 12.9816770502655 164.926842773383 "amont"
2 "002_fs2" 13 54 22.0562712422929 -80.3684186977526 128.827920525639 "segment_03_pts_54-76" 11.2040949864926 176.130937759876 "amont"
2 "002_fs2" 14 54 29.2149656282088 -86.0132855124437 141.710884705187 "segment_03_pts_54-76" 12.8829641795473 189.013901939423 "amont"
2 "002_fs2" 1 77 76.5702209518925 33.9140965681564 117.973404133665 "segment_04_pts_77-98" NA 0 "amont"
2 "002_fs2" 2 77 81.6259281153811 38.5562353316624 126.569147656374 "segment_04_pts_77-98" 8.59574352270839 8.59574352270839 "amont"
2 "002_fs2" 3 77 92.7562677810911 26.3678117235255 99.2195998602628 "segment_04_pts_77-98" -27.3495477961108 35.9452913188192 "amont"
2 "002_fs2" 4 77 90.2746049613723 11.7782854560878 67.7337426351651 "segment_04_pts_77-98" -31.4858572250977 67.4311485439169 "amont"
2 "002_fs2" 5 77 80.5594570545045 4.06366841927837 45.5631946321692 "segment_04_pts_77-98" -22.1705480029959 89.6016965469128 "amont"
2 "002_fs2" 6 77 72.9371320206337 1.36924000623577 27.8814595355564 "segment_04_pts_77-98" -17.6817350966128 107.283431643526 "amont"
2 "002_fs2" 7 77 53.4866096254297 -7.44759835697408 29.3126748337391 "segment_04_pts_77-98" 1.43121529818272 108.714646941708 "amont"
2 "002_fs2" 8 77 42.4044429021964 -11.630495087202 31.3970828977657 "segment_04_pts_77-98" 2.08440806402659 110.799055005735 "amont"
2 "002_fs2" 9 77 28.1553680932989 -22.8768500970532 43.0073405861404 "segment_04_pts_77-98" 11.6102576883747 122.40931269411 "amont"
2 "002_fs2" 10 77 17.282389932828 -32.7258602603968 55.0889421631877 "segment_04_pts_77-98" 12.0816015770473 134.490914271157 "amont"
2 "002_fs2" 11 77 13.0752083564016 -46.0197063557031 82.0877026112894 "segment_04_pts_77-98" 26.9987604481017 161.489674719259 "amont"
2 "002_fs2" 12 77 9.57075423038376 -55.4071133921007 92.9534374572413 "segment_04_pts_77-98" 10.8657348459518 172.355409565211 "amont"
2 "002_fs2" 13 77 8.40508208713712 -63.0591395784577 100.53192187563 "segment_04_pts_77-98" 7.57848441838836 179.933893983599 "amont"
2 "002_fs2" 14 77 12.3594669620804 -72.4869146557049 119.882865084637 "segment_04_pts_77-98" 19.3509432090072 199.284837192606 "amont"
2 "002_fs2" 1 99 66.719649344382 52.3505103469144 121.161857330549 "segment_05_pts_99-119" NA 0 "amont"
2 "002_fs2" 2 99 69.7958347161323 54.3744705164807 131.325424546899 "segment_05_pts_99-119" 10.1635672163505 10.1635672163505 "amont"
2 "002_fs2" 3 99 89.1197620827936 46.2805351385375 134.012295578864 "segment_05_pts_99-119" 2.68687103196484 12.8504382483153 "amont"
2 "002_fs2" 4 99 97.6531542017877 30.8377760635099 100.172321744836 "segment_05_pts_99-119" -33.8399738340283 46.6904120823437 "amont"
2 "002_fs2" 5 99 95.3473319001244 19.3711446700007 60.3939624581951 "segment_05_pts_99-119" -39.7783592866404 86.4687713689841 "amont"
