"traitement" "poisson" "fs" "time" "d_travelled_cm" "dt" "speed" "accel"
"amont" 177 "177_fs4" 8.3 0 NA NA NA
"amont" 177 "177_fs4" 16.6 0.113420789177567 8.3 0.0136651553225984 NA
"amont" 177 "177_fs4" 24.9 0.604444463551957 8.3 0.0728246341628864 0.00712764805304675
"amont" 177 "177_fs4" 33.2 0.492680076684043 8.3 0.0593590453836196 -0.00162236009388757
"amont" 177 "177_fs4" 41.5 0.684268013429303 8.3 0.0824419293288318 0.00278107035484484
"amont" 177 "177_fs4" 49.8 0.637005874734959 8.3 0.0767476957511999 -0.000686052238268901
"amont" 177 "177_fs4" 58.1 0.43684444109674 8.3 0.0526318603731011 -0.00290552233471069
"amont" 177 "177_fs4" 66.4 0.382906477131851 8.3 0.0461333104978134 -0.000782957816299728
"amont" 177 "177_fs4" 74.7 0.246709932302628 8.3 0.0297240882292323 -0.00197701473115435
"amont" 177 "177_fs4" 83 0.374745990791148 8.3 0.0451501193724275 0.00185855796905967
"amont" 177 "177_fs4" 91.3 0.207597118059529 8.30000000000001 0.0250117009710276 -0.00242631547004818
"amont" 177 "177_fs4" 99.6 0.301843389208763 8.29999999999998 0.0363666733986462 0.00136806896718297
"amont" 178 "178_fs1" 8.3 0 NA NA NA
"amont" 178 "178_fs1" 16.6 0.16945752043956 8.3 0.0204165687276579 NA
"amont" 178 "178_fs1" 24.9 0.729357259049272 8.3 0.0878743685601533 0.00812744576295126
"amont" 178 "178_fs1" 33.2 0.686196530045409 8.3 0.0826742807283625 -0.000626516606239849
"amont" 178 "178_fs1" 41.5 1.06473374147507 8.3 0.128281173671696 0.00549480637871483
"amont" 178 "178_fs1" 49.8 0.995437032930079 8.3 0.119932172642178 -0.00100590373849607
"amont" 178 "178_fs1" 58.1 0.997368985652479 8.3 0.120164938030419 2.80440226796291e-05
"amont" 178 "178_fs1" 66.4 0.940139841575391 8.3 0.11326986043077 -0.000830732240921585
"amont" 178 "178_fs1" 74.7 1.16322174962572 8.3 0.140147198750086 0.00323823353244776
"amont" 178 "178_fs1" 83 0.883018152958369 8.3 0.106387729272093 -0.00406740596120406
"amont" 178 "178_fs1" 91.3 1.00714355740511 8.30000000000001 0.121342597277723 0.00180179132597962
"amont" 178 "178_fs1" 99.6 1.18416431361409 8.29999999999998 0.142670399230613 0.00256961469311923
"amont" 178 "178_fs1" 107.9 0.937098397013881 8.3 0.112903421326974 -0.00358638287995656
"amont" 178 "178_fs1" 116.2 0.74660422670905 8.30000000000001 0.0899523164709697 -0.00276519335614504
"amont" 178 "178_fs1" 124.5 1.22378527142127 8.3 0.147444008604972 0.00692670989566293
"amont" 178 "178_fs1" 132.8 0.500560589838268 8.30000000000001 0.0603085047997913 -0.0104982534705037
"amont" 178 "178_fs2" 8.3 0 NA NA NA
"amont" 178 "178_fs2" 16.6 0.105733096658111 8.3 0.0127389273082061 NA
"amont" 178 "178_fs2" 24.9 0.452139996909153 8.3 0.0544746984227895 0.00502840615838354
"amont" 178 "178_fs2" 33.2 0.360522893133965 8.3 0.0434364931486705 -0.00132990424989385
"amont" 178 "178_fs2" 41.5 0.899880678179223 8.3 0.108419358816774 0.00782926092386788
"amont" 178 "178_fs2" 49.8 0.60517175995889 8.3 0.0729122602360108 -0.00427796368442929
"amont" 178 "178_fs2" 58.1 0.627774003796726 8.3 0.0756354221441839 0.000328091796165423
"amont" 178 "178_fs2" 66.4 0.672635143540857 8.3 0.0810403787398622 0.000651199589840766
"amont" 178 "178_fs2" 74.7 0.603568547049078 8.3 0.0727191020541059 -0.00100256345611522
