 ,Image,X (cm),Y (cm)
1,208_fs3-00001.jpg,296.833,282.833
2,208_fs3-00001.jpg,297.518,282.833
3,208_fs3-00001.jpg,298.203,282.833
4,208_fs3-00001.jpg,298.887,282.833
5,208_fs3-00001.jpg,299.572,282.833
6,208_fs3-00001.jpg,300.256,282.833
7,208_fs3-00001.jpg,300.941,282.833
8,208_fs3-00001.jpg,301.626,282.833
9,208_fs3-00001.jpg,302.310,282.833
10,208_fs3-00001.jpg,302.995,282.833
11,208_fs3-00001.jpg,303.679,282.833
12,208_fs3-00001.jpg,304.364,282.833
13,208_fs3-00001.jpg,305.049,282.833
14,208_fs3-00001.jpg,305.733,282.833
15,208_fs3-00001.jpg,306.418,282.833
16,208_fs3-00001.jpg,307.102,282.833
17,208_fs3-00001.jpg,307.787,282.833
18,208_fs3-00001.jpg,308.471,282.800
19,208_fs3-00001.jpg,309.151,282.724
20,208_fs3-00001.jpg,309.832,282.648
21,208_fs3-00001.jpg,310.512,282.573
22,208_fs3-00001.jpg,311.193,282.500
23,208_fs3-00001.jpg,311.877,282.500
24,208_fs3-00001.jpg,312.562,282.500
25,208_fs3-00001.jpg,313.246,282.500
26,208_fs3-00001.jpg,313.931,282.500
27,208_fs3-00001.jpg,314.616,282.500
28,208_fs3-00001.jpg,315.300,282.500
29,208_fs3-00001.jpg,315.985,282.500
30,208_fs3-00001.jpg,316.669,282.500
31,208_fs3-00001.jpg,317.354,282.500
32,208_fs3-00001.jpg,318.039,282.500
33,208_fs3-00001.jpg,318.723,282.500
34,208_fs3-00001.jpg,319.408,282.500
35,208_fs3-00001.jpg,320.092,282.500
36,208_fs3-00001.jpg,320.777,282.500
37,208_fs3-00001.jpg,321.462,282.500
38,208_fs3-00001.jpg,322.146,282.500
39,208_fs3-00001.jpg,322.831,282.500
40,208_fs3-00001.jpg,323.515,282.500
41,208_fs3-00001.jpg,324.200,282.500
42,208_fs3-00001.jpg,324.885,282.500
43,208_fs3-00001.jpg,325.569,282.500
44,208_fs3-00001.jpg,326.254,282.500
45,208_fs3-00001.jpg,326.938,282.500
46,208_fs3-00001.jpg,327.623,282.500
47,208_fs3-00001.jpg,328.308,282.500
48,208_fs3-00001.jpg,328.992,282.500
49,208_fs3-00001.jpg,329.677,282.500
50,208_fs3-00001.jpg,330.361,282.478
51,208_fs3-00001.jpg,331.042,282.403
52,208_fs3-00001.jpg,331.722,282.327
53,208_fs3-00001.jpg,332.402,282.252
54,208_fs3-00001.jpg,333.083,282.176
55,208_fs3-00001.jpg,333.767,282.167
56,208_fs3-00001.jpg,334.452,282.167
57,208_fs3-00001.jpg,335.137,282.167
58,208_fs3-00001.jpg,335.821,282.167
59,208_fs3-00001.jpg,336.499,282.072
60,208_fs3-00001.jpg,337.177,281.975
61,208_fs3-00001.jpg,337.855,281.878
62,208_fs3-00001.jpg,338.538,281.833
63,208_fs3-00001.jpg,339.222,281.833
64,208_fs3-00001.jpg,339.907,281.833
65,208_fs3-00001.jpg,340.591,281.833
66,208_fs3-00001.jpg,341.276,281.833
67,208_fs3-00001.jpg,341.961,281.833
68,208_fs3-00001.jpg,342.645,281.833
69,208_fs3-00001.jpg,343.330,281.833
70,208_fs3-00001.jpg,344.014,281.833
71,208_fs3-00001.jpg,344.699,281.833
72,208_fs3-00001.jpg,345.384,281.833
73,208_fs3-00001.jpg,346.068,281.833
74,208_fs3-00001.jpg,346.753,281.833
75,208_fs3-00001.jpg,347.437,281.833
76,208_fs3-00001.jpg,348.122,281.833
77,208_fs3-00001.jpg,348.807,281.833
78,208_fs3-00001.jpg,349.491,281.833
79,208_fs3-00001.jpg,350.176,281.833
80,208_fs3-00001.jpg,350.860,281.833
