 ,Image,X (cm),Y (cm)
1,206_fs2-00001.jpg,468.750,554.500
2,206_fs2-00001.jpg,469.352,554.500
3,206_fs2-00001.jpg,469.899,554.250
4,206_fs2-00001.jpg,470.447,554.000
5,206_fs2-00001.jpg,471.048,554.000
6,206_fs2-00001.jpg,471.650,554.000
7,206_fs2-00001.jpg,472.213,554.213
8,206_fs2-00001.jpg,472.814,554.250
9,206_fs2-00001.jpg,473.361,554.500
10,206_fs2-00001.jpg,473.963,554.500
11,206_fs2-00001.jpg,474.565,554.500
12,206_fs2-00001.jpg,475.167,554.500
13,206_fs2-00001.jpg,475.768,554.500
14,206_fs2-00001.jpg,476.316,554.250
15,206_fs2-00001.jpg,476.899,554.101
16,206_fs2-00001.jpg,477.492,554.000
17,206_fs2-00001.jpg,478.039,553.750
18,206_fs2-00001.jpg,478.641,553.750
19,206_fs2-00001.jpg,479.207,553.543
20,206_fs2-00001.jpg,479.738,553.262
21,206_fs2-00001.jpg,480.340,553.250
22,206_fs2-00001.jpg,480.887,553.000
23,206_fs2-00001.jpg,481.489,553.000
24,206_fs2-00001.jpg,482.091,553.000
25,206_fs2-00001.jpg,482.693,553.000
26,206_fs2-00001.jpg,483.240,552.750
27,206_fs2-00001.jpg,483.842,552.750
28,206_fs2-00001.jpg,484.444,552.750
29,206_fs2-00001.jpg,485.046,552.750
30,206_fs2-00001.jpg,485.647,552.750
31,206_fs2-00001.jpg,486.249,552.750
32,206_fs2-00001.jpg,486.851,552.750
33,206_fs2-00001.jpg,487.453,552.750
34,206_fs2-00001.jpg,488.055,552.750
35,206_fs2-00001.jpg,488.640,552.610
36,206_fs2-00001.jpg,489.232,552.500
37,206_fs2-00001.jpg,489.833,552.500
38,206_fs2-00001.jpg,490.435,552.500
39,206_fs2-00001.jpg,491.037,552.500
40,206_fs2-00001.jpg,491.639,552.500
41,206_fs2-00001.jpg,492.241,552.500
42,206_fs2-00001.jpg,492.842,552.500
43,206_fs2-00001.jpg,493.444,552.500
44,206_fs2-00001.jpg,494.046,552.500
45,206_fs2-00001.jpg,494.648,552.500
46,206_fs2-00001.jpg,495.250,552.500
47,206_fs2-00001.jpg,495.797,552.250
48,206_fs2-00001.jpg,496.399,552.250
49,206_fs2-00001.jpg,497.001,552.250
50,206_fs2-00001.jpg,497.602,552.250
51,206_fs2-00001.jpg,498.204,552.250
52,206_fs2-00001.jpg,498.806,552.250
53,206_fs2-00001.jpg,499.408,552.250
54,206_fs2-00001.jpg,500.010,552.250
55,206_fs2-00001.jpg,500.611,552.250
56,206_fs2-00001.jpg,501.204,552.148
57,206_fs2-00001.jpg,501.788,552.000
58,206_fs2-00001.jpg,502.388,551.954
59,206_fs2-00001.jpg,502.959,551.764
60,206_fs2-00001.jpg,503.560,551.750
61,206_fs2-00001.jpg,504.162,551.750
62,206_fs2-00001.jpg,504.764,551.750
63,206_fs2-00001.jpg,505.366,551.750
64,206_fs2-00001.jpg,505.968,551.750
65,206_fs2-00001.jpg,506.569,551.750
66,206_fs2-00001.jpg,507.117,551.500
67,206_fs2-00001.jpg,507.719,551.500
68,206_fs2-00001.jpg,508.266,551.250
69,206_fs2-00001.jpg,508.858,551.142
70,206_fs2-00001.jpg,509.443,551.000
71,206_fs2-00001.jpg,510.045,551.000
72,206_fs2-00001.jpg,510.647,551.000
73,206_fs2-00001.jpg,511.194,550.750
74,206_fs2-00001.jpg,511.796,550.750
75,206_fs2-00001.jpg,512.383,550.617
76,206_fs2-00001.jpg,512.973,550.500
77,206_fs2-00001.jpg,513.520,550.250
78,206_fs2-00001.jpg,514.122,550.250
79,206_fs2-00001.jpg,514.670,550.000
80,206_fs2-00001.jpg,515.271,550.000
81,206_fs2-00001.jpg,515.873,550.000
82,206_fs2-00001.jpg,516.421,549.750
83,206_fs2-00001.jpg,517.022,549.750
84,206_fs2-00001.jpg,517.624,549.750
85,206_fs2-00001.jpg,518.226,549.750
