 ,Image,X (cm),Y (cm)
1,207_fs2-00001.jpg,450.000,261.500
2,207_fs2-00001.jpg,450.711,261.711
3,207_fs2-00001.jpg,451.393,262.000
4,207_fs2-00001.jpg,452.135,262.000
5,207_fs2-00001.jpg,452.876,262.000
6,207_fs2-00001.jpg,453.562,262.281
7,207_fs2-00001.jpg,454.240,262.580
8,207_fs2-00001.jpg,454.943,262.814
9,207_fs2-00001.jpg,455.661,263.000
10,207_fs2-00001.jpg,456.402,263.000
11,207_fs2-00001.jpg,457.144,263.000
12,207_fs2-00001.jpg,457.862,263.181
13,207_fs2-00001.jpg,458.532,263.500
14,207_fs2-00001.jpg,459.273,263.500
15,207_fs2-00001.jpg,460.014,263.500
16,207_fs2-00001.jpg,460.756,263.500
17,207_fs2-00001.jpg,461.497,263.500
18,207_fs2-00001.jpg,462.238,263.500
19,207_fs2-00001.jpg,462.980,263.500
20,207_fs2-00001.jpg,463.721,263.500
21,207_fs2-00001.jpg,464.462,263.500
22,207_fs2-00001.jpg,465.203,263.500
23,207_fs2-00001.jpg,465.945,263.500
24,207_fs2-00001.jpg,466.500,263.991
25,207_fs2-00001.jpg,467.241,264.000
26,207_fs2-00001.jpg,467.983,264.000
27,207_fs2-00001.jpg,468.724,264.000
28,207_fs2-00001.jpg,469.465,264.000
29,207_fs2-00001.jpg,470.183,264.183
30,207_fs2-00001.jpg,470.854,264.500
31,207_fs2-00001.jpg,471.595,264.500
32,207_fs2-00001.jpg,472.281,264.781
33,207_fs2-00001.jpg,472.989,265.000
34,207_fs2-00001.jpg,473.730,265.000
35,207_fs2-00001.jpg,474.372,265.372
36,207_fs2-00001.jpg,475.102,265.500
37,207_fs2-00001.jpg,475.843,265.500
38,207_fs2-00001.jpg,476.583,265.542
39,207_fs2-00001.jpg,477.246,265.873
40,207_fs2-00001.jpg,477.977,266.000
41,207_fs2-00001.jpg,478.693,266.193
42,207_fs2-00001.jpg,479.367,266.500
43,207_fs2-00001.jpg,480.108,266.500
44,207_fs2-00001.jpg,480.850,266.500
