 ,Image,X (cm),Y (cm)
1,206_fs3-00001.jpg,226.167,417.500
2,206_fs3-00001.jpg,226.778,417.500
3,206_fs3-00001.jpg,227.390,417.500
4,206_fs3-00001.jpg,228.001,417.500
5,206_fs3-00001.jpg,228.613,417.500
6,206_fs3-00001.jpg,229.225,417.500
7,206_fs3-00001.jpg,229.836,417.500
8,206_fs3-00001.jpg,230.448,417.500
9,206_fs3-00001.jpg,231.059,417.500
10,206_fs3-00001.jpg,231.671,417.500
11,206_fs3-00001.jpg,232.283,417.500
12,206_fs3-00001.jpg,232.894,417.500
13,206_fs3-00001.jpg,233.506,417.500
14,206_fs3-00001.jpg,234.117,417.500
15,206_fs3-00001.jpg,234.729,417.500
16,206_fs3-00001.jpg,235.341,417.500
17,206_fs3-00001.jpg,235.952,417.500
18,206_fs3-00001.jpg,236.564,417.500
19,206_fs3-00001.jpg,237.175,417.500
20,206_fs3-00001.jpg,237.787,417.500
21,206_fs3-00001.jpg,238.399,417.500
22,206_fs3-00001.jpg,239.010,417.500
23,206_fs3-00001.jpg,239.523,417.833
24,206_fs3-00001.jpg,240.135,417.833
25,206_fs3-00001.jpg,240.746,417.833
26,206_fs3-00001.jpg,241.358,417.833
27,206_fs3-00001.jpg,241.871,418.167
28,206_fs3-00001.jpg,242.482,418.167
29,206_fs3-00001.jpg,243.094,418.167
30,206_fs3-00001.jpg,243.705,418.167
31,206_fs3-00001.jpg,244.218,418.500
32,206_fs3-00001.jpg,244.830,418.500
33,206_fs3-00001.jpg,245.441,418.500
34,206_fs3-00001.jpg,246.053,418.500
35,206_fs3-00001.jpg,246.566,418.833
36,206_fs3-00001.jpg,247.177,418.833
37,206_fs3-00001.jpg,247.789,418.833
38,206_fs3-00001.jpg,248.401,418.833
39,206_fs3-00001.jpg,249.012,418.833
40,206_fs3-00001.jpg,249.624,418.833
41,206_fs3-00001.jpg,250.232,418.899
42,206_fs3-00001.jpg,250.782,419.167
43,206_fs3-00001.jpg,251.393,419.167
44,206_fs3-00001.jpg,252.005,419.167
45,206_fs3-00001.jpg,252.616,419.167
46,206_fs3-00001.jpg,253.144,419.477
47,206_fs3-00001.jpg,253.755,419.500
48,206_fs3-00001.jpg,254.366,419.500
49,206_fs3-00001.jpg,254.879,419.833
50,206_fs3-00001.jpg,255.491,419.833
51,206_fs3-00001.jpg,256.102,419.833
52,206_fs3-00001.jpg,256.615,420.167
53,206_fs3-00001.jpg,257.227,420.167
54,206_fs3-00001.jpg,257.838,420.167
55,206_fs3-00001.jpg,258.450,420.167
56,206_fs3-00001.jpg,259.061,420.167
57,206_fs3-00001.jpg,259.673,420.167
58,206_fs3-00001.jpg,260.186,420.500
59,206_fs3-00001.jpg,260.797,420.500
60,206_fs3-00001.jpg,261.310,420.833
61,206_fs3-00001.jpg,261.922,420.833
62,206_fs3-00001.jpg,262.435,421.167
63,206_fs3-00001.jpg,263.046,421.167
64,206_fs3-00001.jpg,263.559,421.500
65,206_fs3-00001.jpg,264.171,421.500
66,206_fs3-00001.jpg,264.782,421.500
67,206_fs3-00001.jpg,265.295,421.833
