 ,Image,X (cm),Y (cm)
1,206_fs3-00001.jpg,226.250,416.000
2,206_fs3-00001.jpg,226.802,416.158
3,206_fs3-00001.jpg,227.353,416.315
4,206_fs3-00001.jpg,227.905,416.473
5,206_fs3-00001.jpg,228.457,416.631
6,206_fs3-00001.jpg,229.009,416.788
7,206_fs3-00001.jpg,229.560,416.946
8,206_fs3-00001.jpg,230.112,417.103
9,206_fs3-00001.jpg,230.664,417.261
10,206_fs3-00001.jpg,231.215,417.419
11,206_fs3-00001.jpg,231.767,417.576
12,206_fs3-00001.jpg,232.319,417.734
13,206_fs3-00001.jpg,232.871,417.892
14,206_fs3-00001.jpg,233.434,418.000
15,206_fs3-00001.jpg,234.008,418.008
16,206_fs3-00001.jpg,234.528,418.250
17,206_fs3-00001.jpg,235.102,418.250
18,206_fs3-00001.jpg,235.676,418.250
19,206_fs3-00001.jpg,236.192,418.500
20,206_fs3-00001.jpg,236.766,418.500
21,206_fs3-00001.jpg,237.340,418.500
22,206_fs3-00001.jpg,237.914,418.500
23,206_fs3-00001.jpg,238.487,418.500
24,206_fs3-00001.jpg,239.004,418.750
25,206_fs3-00001.jpg,239.578,418.750
26,206_fs3-00001.jpg,240.151,418.750
27,206_fs3-00001.jpg,240.668,419.000
28,206_fs3-00001.jpg,241.242,419.000
29,206_fs3-00001.jpg,241.816,419.000
30,206_fs3-00001.jpg,242.385,419.068
31,206_fs3-00001.jpg,242.929,419.250
32,206_fs3-00001.jpg,243.462,419.462
33,206_fs3-00001.jpg,244.035,419.500
34,206_fs3-00001.jpg,244.551,419.750
35,206_fs3-00001.jpg,245.125,419.750
36,206_fs3-00001.jpg,245.642,420.000
37,206_fs3-00001.jpg,246.216,420.000
38,206_fs3-00001.jpg,246.788,420.038
39,206_fs3-00001.jpg,247.321,420.250
40,206_fs3-00001.jpg,247.895,420.250
41,206_fs3-00001.jpg,248.412,420.500
42,206_fs3-00001.jpg,248.985,420.500
43,206_fs3-00001.jpg,249.502,420.750
44,206_fs3-00001.jpg,250.076,420.750
45,206_fs3-00001.jpg,250.649,420.750
46,206_fs3-00001.jpg,251.223,420.750
47,206_fs3-00001.jpg,251.797,420.750
48,206_fs3-00001.jpg,252.371,420.750
49,206_fs3-00001.jpg,252.945,420.750
50,206_fs3-00001.jpg,253.518,420.750
51,206_fs3-00001.jpg,254.092,420.750
52,206_fs3-00001.jpg,254.666,420.750
53,206_fs3-00001.jpg,255.240,420.750
54,206_fs3-00001.jpg,255.794,420.897
55,206_fs3-00001.jpg,256.359,421.000
56,206_fs3-00001.jpg,256.933,421.000
57,206_fs3-00001.jpg,257.507,421.000
58,206_fs3-00001.jpg,258.080,421.000
59,206_fs3-00001.jpg,258.654,421.000
60,206_fs3-00001.jpg,259.228,421.000
61,206_fs3-00001.jpg,259.802,421.000
62,206_fs3-00001.jpg,260.376,421.000
63,206_fs3-00001.jpg,260.949,421.000
64,206_fs3-00001.jpg,261.523,421.000
65,206_fs3-00001.jpg,262.097,421.000
66,206_fs3-00001.jpg,262.665,421.082
67,206_fs3-00001.jpg,263.214,421.250
68,206_fs3-00001.jpg,263.787,421.250
69,206_fs3-00001.jpg,264.361,421.250
70,206_fs3-00001.jpg,264.878,421.500
71,206_fs3-00001.jpg,265.451,421.500
72,206_fs3-00001.jpg,265.974,421.737
73,206_fs3-00001.jpg,266.548,421.750
74,206_fs3-00001.jpg,267.111,421.861
75,206_fs3-00001.jpg,267.667,422.000
76,206_fs3-00001.jpg,268.241,422.000
77,206_fs3-00001.jpg,268.812,422.062
78,206_fs3-00001.jpg,269.354,422.250
79,206_fs3-00001.jpg,269.893,422.446
80,206_fs3-00001.jpg,270.464,422.500
81,206_fs3-00001.jpg,270.981,422.750
82,206_fs3-00001.jpg,271.536,422.893
83,206_fs3-00001.jpg,272.100,423.000
84,206_fs3-00001.jpg,272.674,423.000
85,206_fs3-00001.jpg,273.201,423.226
86,206_fs3-00001.jpg,273.705,423.500
87,206_fs3-00001.jpg,274.231,423.731
88,206_fs3-00001.jpg,274.737,424.000
89,206_fs3-00001.jpg,275.311,424.000
90,206_fs3-00001.jpg,275.872,424.122
91,206_fs3-00001.jpg,276.383,424.383
92,206_fs3-00001.jpg,276.945,424.500
93,206_fs3-00001.jpg,277.473,424.723
94,206_fs3-00001.jpg,278.043,424.793
95,206_fs3-00001.jpg,278.578,425.000
96,206_fs3-00001.jpg,279.152,425.000
97,206_fs3-00001.jpg,279.668,425.250
98,206_fs3-00001.jpg,280.185,425.500
99,206_fs3-00001.jpg,280.701,425.750
100,206_fs3-00001.jpg,281.218,426.000
101,206_fs3-00001.jpg,281.739,426.239
102,206_fs3-00001.jpg,282.309,426.309
103,206_fs3-00001.jpg,282.820,426.570
104,206_fs3-00001.jpg,283.331,426.831
105,206_fs3-00001.jpg,283.879,427.000
106,206_fs3-00001.jpg,284.453,427.000
107,206_fs3-00001.jpg,284.969,427.250
108,206_fs3-00001.jpg,285.486,427.500
109,206_fs3-00001.jpg,286.002,427.750
110,206_fs3-00001.jpg,286.519,428.000
111,206_fs3-00001.jpg,287.092,428.000
112,206_fs3-00001.jpg,287.647,428.147
113,206_fs3-00001.jpg,288.158,428.408
114,206_fs3-00001.jpg,288.669,428.669
115,206_fs3-00001.jpg,289.237,428.750
116,206_fs3-00001.jpg,289.754,429.000
117,206_fs3-00001.jpg,290.266,429.258
118,206_fs3-00001.jpg,290.786,429.500
119,206_fs3-00001.jpg,291.292,429.771
120,206_fs3-00001.jpg,291.818,430.000
121,206_fs3-00001.jpg,292.378,430.128
122,206_fs3-00001.jpg,292.783,430.533
123,206_fs3-00001.jpg,293.294,430.794
124,206_fs3-00001.jpg,293.830,431.000
125,206_fs3-00001.jpg,294.312,431.312
126,206_fs3-00001.jpg,294.718,431.718
