 ,Image,X (cm),Y (cm)
1,207_fs1-00001.jpg,560.833,218.833
2,207_fs1-00001.jpg,561.345,219.438
3,207_fs1-00001.jpg,561.857,220.043
4,207_fs1-00001.jpg,562.369,220.648
5,207_fs1-00001.jpg,562.881,221.253
6,207_fs1-00001.jpg,563.393,221.858
7,207_fs1-00001.jpg,563.905,222.463
8,207_fs1-00001.jpg,564.417,223.068
9,207_fs1-00001.jpg,564.798,223.763
10,207_fs1-00001.jpg,565.304,224.373
11,207_fs1-00001.jpg,565.744,225.032
12,207_fs1-00001.jpg,566.241,225.649
13,207_fs1-00001.jpg,566.657,226.324
14,207_fs1-00001.jpg,567.217,226.884
15,207_fs1-00001.jpg,567.680,227.527
16,207_fs1-00001.jpg,568.159,228.159
17,207_fs1-00001.jpg,568.719,228.719
18,207_fs1-00001.jpg,569.119,229.404
19,207_fs1-00001.jpg,569.654,229.988
20,207_fs1-00001.jpg,570.167,230.593
21,207_fs1-00001.jpg,570.753,231.126
22,207_fs1-00001.jpg,571.155,231.809
23,207_fs1-00001.jpg,571.636,232.439
24,207_fs1-00001.jpg,572.089,233.089
25,207_fs1-00001.jpg,572.649,233.649
26,207_fs1-00001.jpg,573.210,234.210
27,207_fs1-00001.jpg,573.770,234.770
28,207_fs1-00001.jpg,574.385,235.270
29,207_fs1-00001.jpg,574.904,235.869
30,207_fs1-00001.jpg,575.593,236.260
31,207_fs1-00001.jpg,576.154,236.820
32,207_fs1-00001.jpg,576.833,237.228
33,207_fs1-00001.jpg,577.424,237.757
34,207_fs1-00001.jpg,577.984,238.317
35,207_fs1-00001.jpg,578.559,238.863
36,207_fs1-00001.jpg,579.228,239.288
37,207_fs1-00001.jpg,579.635,239.968
38,207_fs1-00001.jpg,580.300,240.400
39,207_fs1-00001.jpg,580.833,240.986
40,207_fs1-00001.jpg,581.455,241.477
41,207_fs1-00001.jpg,582.164,241.831
42,207_fs1-00001.jpg,582.532,242.532
43,207_fs1-00001.jpg,583.234,242.901
44,207_fs1-00001.jpg,583.691,243.548
45,207_fs1-00001.jpg,584.187,244.167
46,207_fs1-00001.jpg,584.881,244.548
47,207_fs1-00001.jpg,585.377,245.167
48,207_fs1-00001.jpg,586.096,245.500
49,207_fs1-00001.jpg,586.509,246.176
50,207_fs1-00001.jpg,586.952,246.833
51,207_fs1-00001.jpg,587.609,247.276
52,207_fs1-00001.jpg,588.170,247.837
53,207_fs1-00001.jpg,588.833,248.270
54,207_fs1-00001.jpg,589.267,248.933
55,207_fs1-00001.jpg,589.821,249.500
56,207_fs1-00001.jpg,590.167,250.213
57,207_fs1-00001.jpg,590.323,250.990
58,207_fs1-00001.jpg,590.884,251.550
59,207_fs1-00001.jpg,591.382,252.167
60,207_fs1-00001.jpg,591.500,252.950
61,207_fs1-00001.jpg,592.071,253.500
62,207_fs1-00001.jpg,592.677,254.010
63,207_fs1-00001.jpg,593.045,254.712
64,207_fs1-00001.jpg,593.606,255.273
65,207_fs1-00001.jpg,594.167,255.832
66,207_fs1-00001.jpg,594.727,256.393
67,207_fs1-00001.jpg,595.167,257.052
68,207_fs1-00001.jpg,595.821,257.500
69,207_fs1-00001.jpg,596.387,258.054
70,207_fs1-00001.jpg,596.948,258.614
71,207_fs1-00001.jpg,597.387,259.274
72,207_fs1-00001.jpg,597.888,259.888
73,207_fs1-00001.jpg,598.448,260.448
74,207_fs1-00001.jpg,599.009,261.009
75,207_fs1-00001.jpg,599.569,261.569
76,207_fs1-00001.jpg,600.025,262.217
77,207_fs1-00001.jpg,600.507,262.847
78,207_fs1-00001.jpg,600.879,263.546
79,207_fs1-00001.jpg,601.440,264.106
80,207_fs1-00001.jpg,602.054,264.608
81,207_fs1-00001.jpg,602.167,265.392
82,207_fs1-00001.jpg,602.828,265.828
83,207_fs1-00001.jpg,603.312,266.456
84,207_fs1-00001.jpg,603.770,267.103
85,207_fs1-00001.jpg,604.330,267.663
86,207_fs1-00001.jpg,604.833,268.276
87,207_fs1-00001.jpg,605.270,268.937
88,207_fs1-00001.jpg,605.831,269.497
89,207_fs1-00001.jpg,606.199,270.199
90,207_fs1-00001.jpg,606.759,270.759
91,207_fs1-00001.jpg,607.320,271.320
92,207_fs1-00001.jpg,607.833,271.923
93,207_fs1-00001.jpg,608.437,272.437
94,207_fs1-00001.jpg,608.833,273.123
95,207_fs1-00001.jpg,609.514,273.528
96,207_fs1-00001.jpg,609.892,274.225
97,207_fs1-00001.jpg,610.260,274.927
98,207_fs1-00001.jpg,610.707,275.581
99,207_fs1-00001.jpg,611.242,276.167
100,207_fs1-00001.jpg,611.559,276.893
101,207_fs1-00001.jpg,612.068,277.500
102,207_fs1-00001.jpg,612.676,278.009
103,207_fs1-00001.jpg,612.833,278.786
104,207_fs1-00001.jpg,613.513,279.193
105,207_fs1-00001.jpg,613.890,279.890
106,207_fs1-00001.jpg,614.222,280.610
107,207_fs1-00001.jpg,614.625,281.292
108,207_fs1-00001.jpg,615.179,281.859
109,207_fs1-00001.jpg,615.500,282.583
110,207_fs1-00001.jpg,616.100,283.101
111,207_fs1-00001.jpg,616.469,283.802
112,207_fs1-00001.jpg,617.029,284.363
113,207_fs1-00001.jpg,617.500,285.000
114,207_fs1-00001.jpg,618.115,285.500
115,207_fs1-00001.jpg,618.276,286.276
116,207_fs1-00001.jpg,618.839,286.833
117,207_fs1-00001.jpg,619.500,287.271
118,207_fs1-00001.jpg,619.934,287.934
119,207_fs1-00001.jpg,620.636,288.302
120,207_fs1-00001.jpg,621.004,289.004
121,207_fs1-00001.jpg,621.565,289.565
122,207_fs1-00001.jpg,622.125,290.125
123,207_fs1-00001.jpg,622.493,290.827
124,207_fs1-00001.jpg,623.054,291.387
125,207_fs1-00001.jpg,623.500,292.042
126,207_fs1-00001.jpg,624.155,292.488
127,207_fs1-00001.jpg,624.715,293.049
128,207_fs1-00001.jpg,624.833,293.832
129,207_fs1-00001.jpg,625.393,294.393
