1,,2,,3,,4,,5,,6,,7,,8,,9,
0,8.976661335106542,8.836291913215007,8.277872944010511,38.320653705269024,-1.167041116288118,41.318681318681286,-18.546584649677783,34.353338968723506,-36.60237501316047,51.39475908706669,-56.9574045989593,66.54268808114944,-76.16281457360006,76.68639053254424,-100.7105745059753,94.80980557903627,-121.74185092186715
0.4425613019730008,9.39849483980504,8.99398321742325,8.699273378056148,37.91545264151239,-0.8037017244743367,41.271049833791324,-17.984630748379715,34.40300578142154,-36.09582193510934,50.870960406311156,-56.617882690431,66.17316328371874,-75.62174898363335,76.43578700776834,-100.34835138136245,94.34873667655216,-121.3465320172003
0.8852503087620107,9.818507548877903,9.154221926858781,9.119365949377567,37.51341874783958,-0.43874342306850167,41.21852742257664,-17.423775198439017,34.452341371266925,-35.589210975324335,50.35152928021773,-56.26994319580953,65.80309901975119,-75.08667443998891,76.18557806255262,-99.9833353793338,93.88963014828954,-120.95100816716607
1.3280671490174996,10.236731258894793,9.316983496426133,9.538144162541357,37.11459703180088,-0.07214391967866618,41.16122705160694,-16.864021441367385,34.50134557643622,-35.08254293782838,49.83684675956658,-55.91372345540745,65.43249748294761,-74.55744329524632,75.93576229263527,-99.61558192923442,93.43249387378967,-120.55523398644695
1.7710119513899372,10.653197766425308,9.482243381029662,9.955601522114137,36.71903250094647,0.29611907808714477,41.09926168745204,-16.30537291867634,34.55001823510611,-34.57581862664446,49.32729389513787,-55.54936080953726,65.06136086700872,-74.0339079019852,75.68633829375449,-99.24514646040947,92.97733573259399,-120.15916408972546
2.214084844529964,11.067938868038993,9.64997703557384,10.371731532662466,36.32677016282656,0.6660678626209062,41.0327442966817,-15.747833071877352,34.59835918545309,-34.06903884579563,48.82325173771176,-55.17699259851159,64.68969136563527,-73.51592061278532,75.43730466164834,-98.8720844022042,92.52416360424371,-119.76275309168406
2.657285957087936,11.480986360305536,9.820159914963028,10.786527698752963,35.937855024991336,1.0377247263145932,40.961787845865786,-15.191405342482057,34.64636826565379,-33.56220439930476,48.32510133806852,-54.79675616264288,64.3174911725281,-73.0033337802262,75.18865999205502,-98.49645118396367,92.07298536828017,-119.36595560700525
3.1006154177144936,11.892372039794509,9.99276747410164,11.199983524952216,35.55233209499096,1.4111119615601808,40.88650530157406,-14.636093172002035,34.69404531388477,-33.05531609119484,47.833223746988324,-54.40878884224381,63.94476248138784,-72.49599975688758,74.94040288071267,-98.11830223503298,91.62380890424475,-118.96872625037147
3.54407335506005,12.302127703075541,10.167775167894149,11.612092515826873,35.170246380375715,1.7862518607496156,40.80700963037623,-14.081900001948753,34.74139016832271,-32.548374725488856,47.34800001525127,-54.013227977626826,63.57150748591533,-71.99377089534912,74.69253192335952,-97.73769298475739,91.17664209167879,-118.57101963646525
3.987659897775245,12.710285146718206,10.345158451244913,12.022848175943494,34.791642888695776,2.163166716274901,40.723413798842216,-13.52882927383385,34.78840266714411,-32.04138110620974,46.86981119363759,-53.61021090910455,63.19772837981134,-71.49649954819043,74.44504571573367,-97.35467886248196,90.73149281012348,-118.17279037996903
4.4313751745104355,13.116876167292133,10.524892779058405,12.432244009868668,34.41656662750137,2.541878820527984,40.63583077354173,-12.976884429168791,34.8350826485256,-31.53433603738054,46.39903833292749,-53.199874976989435,62.82342735677662,-71.00403806799116,74.19794285357335,-96.96931529755184,90.28836893912029,-117.77399309556532
4.8752193139162046,13.521932561366953,10.70695360623904,12.840273522169014,34.04506260434266,2.922410465900839,40.54437352104458,-12.426068909465215,34.88142995064379,-31.027240323024245,45.93606248390108,-52.78235752159409,62.44860661051189,-70.516238807331,73.95122193261659,-96.58165771931218,89.84727835821042,-117.37458239793662
5.319192444643136,13.925486125512236,10.891316387691234,13.246930217411148,33.67717582676994,3.30478394478547,40.44915500792058,-11.876386156234645,34.92744441167525,-30.520094767163727,45.481264697338645,-52.35779588323109,62.07326833471791,-70.03295411878955,73.70488154860169,-96.19176155710815,89.40822894693531,-116.97451290176545
5.763294695341642,14.327568656297586,11.077956578319345,13.652207600161631,33.31295130233326,3.689021549573795,40.3502882007395,-11.327839610988605,34.973125869796604,-30.012900173821976,45.03502602402028,-51.926327402212934,61.697414723095505,-69.55403635494648,73.45892029726673,-95.79968224028491,88.97122858483624,-116.5737392217342
6.20752619466225,14.72821195029266,11.266849633027903,14.05609917498711,32.952434038582965,4.075145572657817,40.24788606607109,-10.780432715238732,35.01847416318435,-29.505657347022037,44.597727514726216,-51.488089418852184,61.321047969345386,-69.07933786838149,73.2133367743499,-95.40547519818753,88.53628515145448,-116.17221597252538
6.651887071255487,15.127447804067032,11.457971006721209,14.458598446454118,32.59566904306922,4.463178306429484,40.142061570485225,-10.234168910496493,35.06348913001523,-28.998367090786786,44.16975022023661,-51.04321927346135,60.94417026716832,-68.60871101167416,72.96812957558939,-95.00919586016127,88.10340652633141,-115.76989776882155
7.096377453771822,15.52530801419033,11.651296154303793,14.859698919129329,32.2427013233422,4.853142043280798,40.03292768055161,-9.689051638273526,35.108170608465684,-28.491030209139268,43.75147519133168,-50.59185430635304,60.566783810265065,-68.14200813740413,72.72329729672327,-94.61089965555115,87.67260058900837,-115.36673922530511
7.540997470861896,15.921824377232127,11.846800530679957,15.259394097579303,31.893575886952192,5.245059075603734,39.92059736284011,-9.145084340081297,35.152518436712455,-27.98364750610247,43.343283478791534,-50.13413185783983,60.18889079233634,-67.67908159815116,72.4788385334898,-94.21064201370237,87.24387521902662,-114.96269495665857
7.985747251176065,16.317028689762083,12.04445959075423,15.65767748637063,31.548337741449302,5.638951695790212,39.805183583920495,-8.602270457431445,35.19653245293199,-27.47621978569927,42.94555613339645,-49.67018926823417,59.81049340708296,-67.21978374649487,72.23475188162712,-93.80847836396006,86.8172382959275,-114.55771957756448
8.430626923364969,16.71095274834974,12.244248789431026,16.054542590069957,31.20703189438376,6.034842196232262,39.68679931036252,-8.060613431835492,35.240212495300966,-26.968747851952713,42.558674205926536,-49.20016387784867,59.431593848205694,-66.76396693501479,71.99103593687335,-93.40446413566943,86.39269769925238,-114.1517677027052
8.87563661607902,17.103628349564787,12.446143581614649,16.449982913243844,30.86970335330585,6.432752869321831,39.56555750873599,-7.520116704804963,35.283558401996004,-26.461232508885786,42.183018747162066,-48.724193026995835,59.05219430940525,-66.31148351629074,71.74768929496662,-92.99865475817555,85.97026130854255,-113.74479394676334
9.320776457968748,17.495087289976766,12.650119422209684,16.84399196045888,30.53639712576569,6.8327060074508665,39.44157114561074,-6.980783717851438,35.32657001119361,-25.953674560521364,41.81897080788309,-48.242414055988235,58.672296984382456,-65.86218584290228,71.50471055164519,-92.59110566082356,85.54993700333932,-113.33675292442129
9.766046577684733,17.885361366155337,12.856151766120377,17.236563236281683,30.2071582193135,7.2347239030114,39.31495318755651,-6.442617912486497,35.369247161070405,-25.44607481088255,41.46691143886994,-47.75496430513843,58.291904066838015,-65.41592626742906,71.26209830264713,-92.18187227295866,85.1317326631841,-112.92759925036157
10.211447103877447,18.27448237467007,13.064216068251312,17.62769024527887,29.88203164149951,7.63882884839532,39.185816601143074,-5.9056227302216655,35.41158968980301,-24.93843406399222,41.12722169090267,-47.26198111475898,57.91101775047264,-64.97255714245077,71.0198511437107,-91.77101002392592,84.71565616761808,-112.51728753926668
10.656978165197359,18.662482112090572,13.274287783506793,18.017366492017032,29.561062399873947,8.04504313599466,39.0542743529403,-5.369801612568523,35.45359743556804,-24.43075312387336,40.8002826147615,-46.7636018251624,57.529640228987205,-64.53193082054699,70.77796767057396,-91.35857434307061,84.30171539618266,-112.10577240581907
11.102639890295052,19.049392374986496,13.486342366791234,18.405585481062758,29.244295501986983,8.453389058201395,38.92043940951794,-4.83515800103865,35.49527023654201,-23.92303279454896,40.4864752612267,-46.259963776661294,57.147773696082425,-64.09389965429747,70.53644647897517,-90.94462065973775,83.88991822841916,-111.69300846470125
11.54843240782094,19.435244959927388,13.700355273009166,18.792340716982636,28.931775955388787,8.863888907407443,38.78442473744576,-4.301695337143514,35.53660793090154,-23.415273880042008,40.186180681078326,-45.751204309568124,56.765420345459006,-63.6583159962818,70.2952861646524,-90.52920440327253,83.48027254386886,-111.27895033059573
11.994355846425663,19.820071663482906,13.916301957064888,19.177625704343313,28.623548767629643,9.276564976004835,38.646343303293634,-3.7694170623946945,35.5776103568233,-22.907477184375438,39.89977992509665,-45.23746076419545,56.38258237081777,-63.22503219907966,70.05448532334384,-90.11238100302009,83.07278622207315,-110.86355261818491
12.440410334759633,20.203904282222652,14.134157873862932,19.561433947711322,28.319658946259665,9.69143955638549,38.5063080736312,-3.23832661830383,35.618277352483744,-22.399643511572236,39.627654044061785,-44.718870480855884,55.99926196585943,-62.793900615270644,69.81404255078769,-89.69420588832557,82.66746714257334,-110.4467699421514
12.886596001473436,20.586774612716226,14.353898478307599,19.943758951653336,28.020151498829193,10.10853494094141,38.3644320150284,-2.7084274463823874,35.65860875605961,-21.891773665655393,39.370184088753945,-44.19557079986194,55.61546132428481,-62.36477359743449,69.57395644272208,-89.27473448853411,82.26432318491072,-110.02855691717755
13.332912975217482,20.96871445153323,14.575499225303417,20.32459422073589,27.725071432888285,10.527873422064545,38.22082809405498,-2.179722988141947,35.698604405727394,-21.38386845064784,39.12775110995335,-43.66769906152618,55.23118263979461,-61.937503498150846,69.33422559488514,-88.8540222329909,81.86336222862661,-109.60886815794598
13.779361384642414,21.349755595243266,14.798935569754747,20.703933259525627,27.43446375598728,10.949477292146895,38.07560927728065,-1.6522166850940891,35.73826413966373,-20.875928670572563,38.90073615844017,-43.135392606161105,54.84642810608966,-61.51194266999923,69.09484860301507,-88.43212455104103,81.4645921532624,-109.18765827913907
14.225941358398643,21.72992984041599,15.024182966566002,21.08176957258911,27.148373475676294,11.373368843580437,37.928888531275334,-1.125911978750338,35.77758779604517,-20.36795512945261,38.6895202849945,-42.59878877407934,54.46119991687061,-61.08794346555945,68.85582406284999,-88.00909687202969,81.0680208383593,-108.76488189543934
14.672653025136697,22.10926898362095,15.2512168706416,21.458096664492984,26.866845599505496,11.799570368757088,37.78077882260868,-0.600812310622274,35.81657521304834,-19.859948631310857,38.49448454039663,-42.05802490559333,54.075500265838286,-60.66535823741114,68.61715057012816,-87.58499462530202,80.67365616345876,-108.34049362152925
15.119496513507158,22.4878048214278,15.48001273688601,21.83290803980381,26.589925135025226,12.228104160068881,37.63139311785062,-0.07692112222144942,35.8552262288498,-19.35190998017029,38.31361110824827,-41.51323834101569,53.68933134669345,-60.24403933813383,68.37882672058765,-87.1598732402031,80.28150600810199,-107.91444807209135
15.566471952160441,22.865569150406117,15.710546020203594,22.20619720308821,26.317657089785598,12.658992509907733,37.480844383570854,0.44575814494061206,35.893540681626234,-18.8438399800539,38.13507404242671,-40.964566420659,53.30269535313687,-59.823839120307326,68.1408511099666,-86.73378814607813,79.89157825183037,-107.48669986180803
16.01357946974707,23.242593767125527,15.942792175498823,22.577957658912766,26.050080573554,13.092257710665649,37.3292455863392,0.9672220493523014,35.931518409554144,-18.335739434984617,37.957487618920595,-40.412146484835745,52.91559447886925,-59.40460993651115,67.90322233400332,-86.30679477227224,79.50388077418529,-107.05720360536188
16.460819194917633,23.618910468155633,16.176726657676056,22.9481829118441,25.780496476866574,13.527922054734603,37.175419909079324,1.4874671495021232,35.969159250810094,-17.827609148985488,37.78116474729569,-39.85611587385844,52.528030917591366,-58.986204139325054,67.66593898843576,-85.87894854813058,79.11842145470791,-106.62591391743533
16.908191256322596,23.994551050066036,16.412324921639765,23.3168664664488,25.503693695292952,13.966007834506541,37.01329081164073,2.0064900038784685,36.00646304357082,-17.3194499260795,37.60641833711804,-39.296611928039766,52.14000686300403,-58.56847408132862,67.42899966900222,-85.45030490299828,78.73499582446698,-106.19278541271089
17.355695782612486,24.369547309426366,16.649562422294366,23.684001827293486,25.220796669724336,14.406537342373468,36.84239116044978,2.5242871709698136,36.04342962601277,-16.81126257028953,37.433561297953474,-38.733771987692165,51.75152450880796,-58.151272115101534,67.19240297144086,-85.02091926622055,78.35039531990418,-105.75777270587096
17.803332902437774,24.743931042806224,16.888414614544274,24.049582498944716,24.932929841051987,14.849532870727302,36.66310422751468,3.0408552092645778,36.08005883631262,-16.303047885638563,37.26290653936792,-38.167733393128145,51.362556435464796,-57.73445059322344,66.95614749148979,-84.59084706714245,77.96384355819885,-105.32083041159811
18.251102744448986,25.11773404677521,17.128856953293848,24.41360198596911,24.641217650167107,15.295016711960074,36.47581328484341,3.5561906772512373,36.11635051264693,-15.79480667614959,37.09476697092737,-37.59863348466038,50.96825500789811,-57.31786186827398,66.72023182488721,-84.16014373510913,77.57573939687126,-104.88191314457484
18.69900543729665,25.49098811790293,17.370936640456307,24.776053792933283,24.3467845379609,15.74301115846373,36.28090160444407,4.0702901334182116,36.152304493192275,-15.286539745845658,36.929455502197584,-37.02660960260138,50.565591650387546,-56.90135829283284,66.48465456737125,-83.72886469946579,77.18648169344164,-104.44097551948354
19.14704110963129,25.86372505275901,17.61627514254485,25.136931424403798,24.050754945324627,16.19353850263022,36.07875245832486,4.583150136253977,36.18792061612527,-14.77824789874964,36.76728504274462,-36.45179908726365,50.15528373875708,-56.48479221947966,66.24941431468011,-83.29706538955756,76.79646930543026,-103.99797215100679
