1,,2,,3,,4,,5,,6,,7,,8,,9,,10,,11,,12,
74.38715131022823,5.008439507659602,71.27641589180055,5.414187605715426,46.99915469146245,-1.0101572801679026,44.76754015215559,-13.858847051934674,57.48098055790379,-27.51903301981298,64.78444632290788,-44.56045313815622,71.20879120879121,-67.34997131228971,80.47337278106508,-84.52664079665152,98.46153846153842,-92.16822997670221,114.28571428571425,-82.76839903840971,138.76584953508038,-81.75402879327027,160.81149619611168,-83.51227055151213
73.95641416348255,5.559713491554362,70.97426342425078,6.029328950160846,47.41243393171354,-0.44116044622205663,44.67496695695988,-13.207159386479418,56.99774588330567,-27.010292822512838,64.38264681988457,-43.99313921280867,70.91464927105866,-66.7563813095274,80.0361082179185,-83.98526826570958,97.78290832417227,-91.97927630164412,113.58822407898626,-82.76501165692355,138.05464957685152,-81.62038287380227,160.18237069173446,-83.39969940708818
73.5272513766279,6.11396152331838,70.67166194496005,6.644389598539021,47.82207277385882,0.1307641669979489,44.58971619718366,-12.55500720987476,56.51991277227543,-26.495319240379388,63.98349349139525,-43.42287625715045,70.62095929288793,-66.16155908921326,79.60129803134683,-83.44178694745278,97.10772171595218,-91.78309819292878,112.89060838846441,-82.77115998882266,137.34383329987836,-81.49654209256755,159.55325430103412,-83.28953059407269
73.09968011624417,6.671120198007145,70.36861307131844,7.259365511007275,48.22770501790987,0.7055877945057318,44.51148617893986,-11.902437132378793,56.04787302430421,-25.974219429699986,63.587050026576804,-42.849713280647336,70.32772299050387,-65.56553345861289,79.16898335972346,-82.89621125928721,96.436075773726,-91.57974103908725,112.19286745558807,-82.78636443258529,136.63340224601168,-81.38233691367026,158.92414715791963,-83.18178006649742
72.67371754891141,7.2311261106762,70.06511842071606,7.874252647722983,48.62896446387802,1.2832816713150237,44.439975208341224,-11.24949576424956,55.58201843888307,-25.447100546761874,63.193380114566224,-42.27369929276534,70.03494208013129,-64.96833322499197,78.73920534142181,-82.34855561861929,95.76806763434146,-91.36925022865069,111.49500152179675,-82.81014538668933,135.92335795710247,-81.2775978012146,158.29504939630002,-83.07646377839399
72.2493808412095,7.79391585638092,69.76117961054294,8.489046968843354,49.02548491177484,1.8638170324394991,44.37488159150067,-10.596229715744983,55.122740815503136,-24.914069747852466,62.802547444500505,-41.69488330297031,69.74261827799509,-64.36998719561609,78.31200511481526,-81.7988344428552,95.10379443464629,-91.15167115015015,110.7970108285298,-82.84202324961296,135.21370197500156,-81.18215521930483,157.66596115008414,-82.97359768379431
71.82668715971849,8.359426030176905,69.45679825818914,9.103744434525822,49.41690016161178,2.4471651128928897,44.31590363453094,-9.942685597123102,54.67043195365554,-24.375234189259004,62.414615705516525,-41.11331432072819,69.45075330032003,-63.770524177750815,77.88742381827731,-81.24706214940119,94.44335331148827,-90.92704919211678,110.09889561722659,-82.88151841983421,134.50443584155997,-81.095839632045,157.03688255318102,-82.87319773672999
71.40565367101831,8.927593227119587,69.15197598104484,9.718341004927765,49.80284401340029,3.0332971476888133,44.262739643544904,-9.288910018641957,54.22548365283134,-23.830701027268844,62.02964858675139,-40.52904135550489,69.15934886333102,-63.16997297866186,77.46550259018127,-80.69325315566357,93.78684140171512,-90.6954297430816,109.4006561293265,-82.92815129583119,133.7955610986285,-81.01848150353942,156.40781373949952,-82.7752798912328
70.98629754168891,9.498354042264452,68.84671439650006,10.33283264020639,50.18295026715188,3.6221843718409446,44.21508792465542,-8.634949590559586,53.78828771252179,-23.280577418169344,61.64770977734193,-39.94211341676635,68.86840668325291,-62.56836240561472,77.04628256890064,-80.13742187904847,93.13435584217464,-90.45685819157586,108.70229260626903,-82.9814422760819,133.0870792880581,-80.94991129789224,155.77875484294864,-82.6798601013345
70.56863593831028,10.071645070667046,68.54101512194487,10.947215300519105,50.55685272287795,4.213798020363015,44.17264678397524,-7.980850923133914,53.3592359322179,-22.724970518247687,61.26886296642519,-39.35257951397841,68.57792847631046,-61.96572126587512,76.62980489280878,-79.57958273696227,92.48599376971461,-90.21137992613058,108.0038052894935,-83.04091175906444,132.37899195169965,-80.88995947920768,155.14970599743734,-82.58695432106686
70.15268602746235,10.64740290738277,68.23487977476944,11.561484946023228,50.924185180589944,4.808109328268699,44.135114527617276,-7.326660626623038,52.93872011141079,-22.16398748379129,60.89317184313805,-38.76048865660698,68.28791595872852,-61.36207836670866,76.21611070027907,-79.01975014681119,91.84185232118276,-89.95904033527682,107.30519442043928,-83.10608014325692,131.67130063140408,-80.83845651158981,154.52066733687448,-82.49657850446158
69.73846497572518,11.225564147467168,67.92830997236373,12.175637536876081,51.28458144029943,5.405089530571672,44.102189461694394,-6.67242531128494,52.52713204959164,-21.597735471087447,60.52070009661756,-38.16588985411806,67.998370846732,-60.75746251538095,75.80524112968496,-78.4579385260015,91.2020286334268,-89.69988480754574,106.60646024054583,-83.17646782713734,130.96400686902226,-80.79523285914297,153.89163899516913,-82.40874860555039
69.32598994967864,11.806065385975728,67.62130733211788,12.789669033235043,51.63767530201781,6.004709862285665,44.073569892319284,-6.0181915873776575,52.12486354625153,-21.02632163642346,60.1515114160006,-37.5688321159775,67.70929485654571,-60.1519025191576,75.39723731939986,-77.89416229193938,90.56661984329455,-89.43395873146841,105.9076029912525,-83.25159520918385,130.2571122064052,-80.76011898597125,153.26262110623017,-82.32348057836504
68.91527811590274,12.388843217963938,67.31387347142194,13.403575395257405,51.98310056575653,6.606941558424296,44.048954125604865,-5.364006065159174,51.73230640088153,-20.449853136086688,59.785669490424226,-36.969364451651245,67.42068970439445,-59.54542718530422,74.99214040779722,-77.32843586203114,89.93572308763376,-89.16130749557601,105.20862291399871,-83.33098268787444,129.55061818540364,-80.7329453561789,152.6336138039666,-82.2407903769373
68.50634664097745,12.973834238487257,67.0060100076661,14.017352583100518,52.320491031527155,7.2117558540012965,44.028040467664,-4.709915354887471,51.34985241297281,-19.86843712636437,59.42323800902537,-36.36753587060514,67.13255710650307,-58.93806532108641,74.58999153325036,-76.76077365368303,89.30943550329218,-88.88197648839957,104.50952025022391,-83.41415066168719,128.8445263478686,-80.71354243387009,152.0046172222873,-82.16069395529894
68.09921269148273,13.560975042601228,66.69771855824033,14.630996556921701,52.649480499341024,7.819123984030341,44.01052722460949,-4.055966066820645,50.977893382016504,-19.28218076354392,59.06428066094091,-35.763395382305134,66.8448987790965,-58.329845733769844,74.19083183413275,-76.19119008430135,88.68785422711753,-88.59601109847023,103.81029524136741,-83.50061952910022,128.13883823565098,-80.70174068314896,151.37563149510126,-82.08320726748161
67.69389343399851,14.150202225361284,66.38900074053473,15.244503276878305,52.969702769209704,8.429017183525104,43.996112702554086,-3.402204811216677,50.61682110750368,-18.69119120391258,58.7088611353079,-35.15699199621719,66.55771643839947,-57.720797230620065,73.79470244881784,-75.61969957129224,88.07107639595759,-88.30345671431905,103.11094812886867,-83.5899096885916,127.43355539060164,-80.69737056811977,150.74665675631744,-82.00834626751708
67.29040603510484,14.741452381822967,66.07985817193943,15.85786870312765,53.28079164114459,9.041406687499261,43.98449520761076,-2.7486781983335504,50.26702738892547,-18.095575603757652,58.357043121263274,-34.54837472180708,66.27101180063684,-57.110948618902796,73.4016445156789,-75.04631653206206,87.45919914666015,-88.00435872447719,102.4114791541671,-83.68154153863935,126.72867935457148,-80.70026255288667,150.1176931398447,-81.93612690943712
66.88876766138165,15.334662107041709,65.77029246984446,16.471088795827086,53.58238091515719,9.656263730966486,43.97537304589227,-2.0954328384293035,49.928904025772994,-17.49544111936649,58.00889030794403,-33.93759256854088,65.98478658203348,-56.50032870588359,73.01169917308951,-74.47105538401706,86.85231961607295,-87.6987625174757,101.71188855870199,-83.77503547772159,126.02421166941147,-80.71024710155382,149.48874077959212,-81.86656514727349
66.48899547940883,15.929767996073025,65.46030525164,17.084159515133933,53.87410439125895,10.27355954894054,43.96844452351141,-1.4425153417619754,49.60284281753738,-16.89089490702645,57.6644663844871,-33.32469454588443,65.69904249881424,-55.88896629882805,72.62490755942295,-73.89393054456343,86.25053494104375,-87.38671348184573,101.01217658391286,-83.86991190431633,125.32015387697246,-80.72715467822547,148.85979980946857,-81.7996769350579
66.09110665576648,16.52670664397243,65.14989813471598,17.697076821205542,54.15559586946139,10.893265376435068,43.9634079465811,-0.7899723185895482,49.28923556370975,-16.28204412302472,57.32383504002942,-32.70972966330356,65.41378126720392,-55.27689020500185,72.2413108130527,-73.31495643110742,85.65394225842024,-87.06825700611836,100.31234347123907,-83.96569121690163,124.61650751910534,-80.75081574700584,148.230870363383,-81.73547822682207
65.69511835703449,17.125414645795388,64.83907273646255,18.309836674199232,54.426489149775904,11.515352448463716,43.95996162121409,-0.13785037917006093,48.98847406378118,-15.668995923648765,56.987059963707935,-32.092746930264354,65.12900460342738,-54.66412923167053,71.86095007235215,-72.73414746105539,85.06263870505032,-86.74343847882471,99.61238946211998,-84.06189381395563,123.91327413766109,-80.78106077199897,147.60195257524438,-81.67398497659775
65.30104774979284,17.72582859659738,64.52783067426984,18.922435034272326,54.68641803221399,12.139792000040217,43.9578038535233,0.5138038662385043,48.700950117242854,-15.051857465185776,56.65420484465969,-31.47379535623253,64.84471422370947,-54.050712186099815,71.48386647569473,-72.15151805181353,84.47672141778159,-86.41230328849582,98.91231479799504,-84.1580400939564,123.21045527449056,-80.81772021730922,146.97304657896163,-81.61521313841672
64.90891200062148,18.3278850914339,64.2161735655279,19.53486786158217,54.93501631678717,12.766555266178244,43.95663294962148,1.1649438073781653,48.42705552358578,-14.430735903923164,56.32533337202162,-30.852923950674153,64.56091184427501,-53.4366678755552,71.1101011614538,-71.56708262078803,83.8962875334619,-86.07489682366293,98.21211972030366,-84.253650455382,122.50805247144464,-80.86062454704069,146.34415250844378,-81.55917866631069
