1,,2,,3,,4,,5,,6,,7,,8,,9,,10,,11,
105.02113271344047,-60.23316119491619,106.77937447168199,-57.731047923572106,120.91293322062529,-32.70991521013164,129.5688926458156,-21.82234124563456,136.39898562975475,-18.95956299824101,144.3786982248521,-24.730202615034386,151.07354184277233,-27.3675652523971,156.48351648351638,-31.086922817908544,154.99577345731177,-36.091149360596575,155.13102282333034,-39.810506926108076,153.91377852916276,-42.44786956347056
104.48343312153361,-59.46953162424549,106.17071111846803,-57.04637344871742,120.0401176229841,-32.57957441345721,128.6673484174936,-21.57177848713644,135.55541402257973,-18.390882769645373,143.6743363578205,-24.018173801984318,150.36722012130747,-26.91594244222611,155.91402606704105,-30.448568275374868,154.55187463551192,-35.31295677632795,154.77946426459278,-39.00350174906373,153.61642543809353,-41.745429198563755
103.94614921227151,-58.70713803229725,105.56320519341227,-56.36156359990579,119.16961962661628,-32.448564650044915,127.76603885342024,-21.336791990987905,134.7111642516296,-17.84391621660805,142.96680643820036,-23.322507074661132,149.65703348242914,-26.45171417759812,155.3393920038236,-29.810187714718182,154.1003134733138,-34.53596929278126,154.41838139912738,-38.195804311108645,153.31011070727732,-41.03631862286295
103.40928424541846,-57.9459539123055,104.95686832380272,-55.676600643116615,118.30144886488097,-32.31675672732345,126.86496411238488,-21.116943393117793,133.86623782914057,-17.3183505231911,142.25610079770695,-22.643088853327924,148.94298449541407,-25.975547233822766,154.75966421684143,-29.171996133889024,153.64117733994078,-33.76039710541974,154.04790800679916,-37.387654729827005,152.99496025270787,-40.32085232522121
102.87284148073877,-57.18595275750425,104.35171213692706,-54.991466844329295,117.43561497113717,-32.18402145272148,125.96412435317643,-20.911794329454807,133.02063626734866,-16.813872873456575,141.54221176805515,-21.979805558247932,148.2250757295394,-25.488108386209717,154.17489262907225,-28.534208530837958,153.17455360461634,-32.98645040970658,153.66817786747356,-36.579293122802994,152.67109999037916,-39.5993447944916
102.33682417799639,-56.427108061127484,103.7477482600732,-54.30614446952322,116.57212757874402,-32.05022963366767,125.06351973458413,-20.720906435927816,132.17436107849028,-16.33017045146653,140.8251316809601,-21.33254360968425,147.50330975408212,-24.990064410068612,153.58512716349344,-27.89703990351552,152.70052963656406,-32.214339401105065,153.27932476101546,-35.770959607620796,152.33865583628517,-38.872110519527155
101.80123559695585,-55.66939331640924,103.14498832052891,-53.620615784677796,115.71099632106052,-31.915252077590708,124.16315041539724,-20.543841348465605,131.32741377480136,-15.866930441283102,140.10485286813673,-20.70118942790006,146.77768913831915,-24.48208208070909,152.9904177430825,-27.260705249872302,152.2191928050072,-31.444274275078385,152.8814824672902,-34.962894301864566,151.99775370641964,-38.13946398918094
101.26607899738099,-54.91278201658355,102.54344394558211,-52.93486305577241,114.85223083144592,-31.77895959191929,123.263016554405,-20.380160702996903,130.4797958685183,-15.423840026968293,139.38136766130003,-20.085629433158516,146.04821645152742,-23.96482817344082,152.39081429081705,-26.62541956785884,151.73063047916924,-30.676465227089835,152.474784766163,-34.15533732311849,151.64851951677667,-37.40171969230596
100.73135763903633,-54.1572476548844,101.94312676252048,-52.248868548786476,113.99584074325912,-31.641222984082077,122.36311831039643,-20.229426135450552,129.63150887187703,-15.00058639258421,138.65466839216515,-19.485750045722796,145.31489426298378,-23.438969463573443,151.78636672967457,-25.991397855425703,151.23493002827377,-29.911122452602626,152.05936543749885,-33.348528788966746,151.29107918335012,-36.65919211775531
100.19707478168584,-53.40276372454582,101.34404839863203,-51.5626145296994,113.14183568985948,-31.501913061507736,121.46345584216067,-20.091199281755337,128.78255429711385,-14.596856722192939,137.9247473924471,-18.901437685856052,144.57772514196552,-22.905172726416623,151.17712498263245,-25.35885511052345,150.73217882154404,-29.148456147079997,151.63535826116322,-32.542708816993525,150.92555862213385,-35.912195754382026
99.66323368509393,-52.649303718801804,100.74622048120432,-50.876083264490546,112.29022530460577,-31.360900631624986,120.56402930848708,-19.965041777840014,127.93293365646491,-14.212338199856504,137.1915969938609,-18.33257877382141,143.83671165774933,-22.36410473728003,150.5631389726684,-24.72800633110259,150.22246422820376,-28.38867650598516,151.2028970170211,-31.73811752478298,150.55208374912183,-35.16104509103917
99.12983760902466,-51.8968411308864,100.14965463752549,-50.18925701913932,111.44101922085724,-31.218056501862435,119.66483886816468,-19.850515259633397,127.08264846216639,-13.846718009636987,136.4552095281215,-17.77905972988208,143.09185637961218,-21.816432271473246,149.94445862275984,-24.09906651511372,149.7058736174762,-27.63199372478141,150.76211548493768,-30.93499502991932,150.17078048030783,-34.40605461657975
98.59688981324223,-51.14534945403358,99.5543624948831,-49.50211805962513,110.59422707197302,-31.07325147964886,118.7658846799826,-19.7471813630643,126.23170022645434,-13.499683335596501,135.71557732694396,-17.24076697430118,142.34316187683123,-21.262822104305968,149.32113385588423,-23.4722506605074,149.1824943585849,-26.87861799893193,150.3131474447781,-30.13358144998668,149.78177473168603,-33.64753881985689
98.06439355751093,-50.39480218147739,98.96035568056504,-48.81464865192737,109.74985849131224,-30.92635637241284,117.86716690273022,-19.65460172406145,125.38009046156515,-13.17092136179707,134.97269272204346,-16.717586927341898,141.59063071868331,-20.703941011087835,148.69321459501907,-22.847773765234166,148.65241382075328,-26.128759523899987,149.8561266764077,-29.334116902569264,149.38519241925007,-32.885812189723566
97.53235210159494,-49.64517280645185,98.36764582185924,-48.126831062025445,108.90792311223379,-30.777241987583125,116.96868569519654,-19.57233797855369,124.52782067973476,-12.860119272300778,134.2265480451348,-16.209406009267383,140.83426547444537,-20.140455767128543,148.06075076314198,-22.225850827244585,148.1157193732048,-25.382628495148793,149.3911869596916,-28.536841505251232,148.98115945899406,-32.12118921503284
97.00076870525834,-48.89643482219094,97.77624454605348,-47.43864755589871,108.06843056809691,-30.62577913258835,116.07044121617082,-19.499951762469806,123.67489239319957,-12.566964251169708,133.4771356279332,-15.716110640340787,140.07406871339435,-19.573033147737647,147.42379228323045,-21.60669684448922,147.57249838516282,-24.640435108141617,148.91846207449498,-27.741995375616796,148.56980176691172,-31.353984384637812
96.46964662826554,-48.1485617219287,97.18616348043554,-46.75008039952664,107.23139049226052,-30.471838614857205,115.17243362444219,-19.437004711738552,122.82130711419552,-12.291143482465941,132.72444780215358,-15.237587240825263,139.31004300480743,-19.0023399282249,146.78238907826199,-20.99052681491861,147.02283822585093,-23.902389558341696,148.43808580068298,-26.949818631250082,148.15124525899728,-30.584512187391482
95.9389891303806,-47.40152699889916,96.59741425229322,-46.06111185888855,106.39681251808395,-30.315291241818386,114.2746630787999,-19.383058462288744,121.96706635495889,-12.032344150251504,131.96847689951096,-14.773722230983992,138.5421909179613,-18.429042883899882,146.13659107121396,-20.377555736483288,146.4668262644925,-23.168702041212242,147.9501919181207,-26.160551389735303,147.72561585124424,-29.813087112146917
95.40879947136773,-46.65530414633628,96.01000848891442,-45.37172419996389,105.56470627892622,-30.156007820900555,113.37712973803298,-19.337674650049166,121.11217162772584,-11.79025343858848,131.20921525172048,-14.324402031080126,137.77051502213305,-17.853808790072264,145.4864481850641,-19.767998607133876,145.90454987031114,-22.439582752216495,147.4549142066736,-25.374433768656644,147.29303945964693,-29.04002364775718
94.87908091099132,-45.90986665747414,95.42395781758694,-44.681899688732074,104.73508140814624,-29.993859159532377,112.47983376093066,-19.300414910948632,120.25662444473255,-11.56455853153895,130.44665519049704,-13.889513061376817,136.9950178865996,-17.277304422051714,144.83201034278989,-19.162070424820882,145.33609641253008,-21.715241886817694,146.95238644620656,-24.59170588559826,146.85364200019887,-28.26563628307528
94.34983670901522,-45.16518802554671,94.83927386559856,-43.99162059117242,103.90794753910336,-29.828716065142544,111.5827753062822,-19.270840880915898,119.40042631821518,-11.354946613165026,129.6807890475559,-13.468941742137247,136.21570208063804,-16.70019655514784,144.17332746736872,-18.55998618749487,144.76155326037292,-20.995889640479106,146.4427424165849,-23.812607858144304,146.40754938889427,-27.49023950695431
93.82107012520396,-44.421241743788016,94.25596826023718,-43.3008691732644,103.08331430515648,-29.660449345159748,110.68595453287674,-19.24851419587975,118.5435787604099,-11.161104867528707,128.9116091546117,-13.06257449362451,135.43257017352516,-16.123151964670342,143.5104494817781,-17.961960893106408,144.18100778306314,-20.281736208663943,145.92611589767387,-23.03737980387902,145.95488754172698,-26.714147808247333
93.2927844193216,-43.67800130543205,93.67405262879049,-42.609627700987375,102.26119133966472,-29.48892980701268,109.7893715995034,-19.232996491769,117.68608328355276,-10.982720478692102,128.13910784337986,-12.670297736101844,134.64562473453805,-15.546837425928857,142.84342630899562,-17.368209539606028,143.59454734982398,-19.572991786835445,145.40264066933855,-22.266261840386534,145.49578237469075,-25.937675675807327
92.76498285113234,-42.935440203712886,93.0935385985465,-41.91787844032075,101.44158827598733,-29.31402825812995,108.89302666495132,-19.223849404512407,116.82794139988016,-10.819480630717266,127.36327744557525,-12.291997889832373,133.85486833295363,-14.971919714232996,142.1723078719989,-16.778947124944295,143.00225932987917,-18.86986657045685,144.87245051144407,-21.49949408525103,145.03035980377967,-25.161137598487386
92.23766868040047,-42.1935319318645,92.51443779679289,-41.22560365724391,100.62451474748309,-29.135615505940308,107.99691988800976,-19.22063457003881,115.96915462162804,-10.671072507666281,126.58411029291278,-11.92756137507925,133.06030353804886,-14.399065604892485,141.4971440937652,-16.194388647071776,142.40423109245205,-18.172570754991398,144.33567920385576,-20.73731665605669,144.55874574498762,-24.384848065140574
91.71084516689007,-41.45224998312088,91.93676185081756,-40.532785617736295,99.80998038751136,-28.953562357872386,107.10105142746784,-19.22291362427697,115.10972446103267,-10.537183293601203,125.80159871710771,-11.576874612105627,132.2619329191008,-13.828941873216905,140.81798489727225,-15.614749103939033,141.800550006766,-17.481314535902328,143.79246052643873,-19.979969670387703,144.08106611430844,-23.609121564619926
91.18451557036553,-40.71156785071608,91.3605223879083,-39.83940658777723,98.99799482943115,-28.767739621354906,106.2054214421147,-19.230248203155668,114.24965243033034,-10.417500172584141,125.01573504987482,-11.239824021174712,131.45975904538625,-13.262215294515926,140.13488020549744,-15.040243493496604,141.1913034420445,-16.79630810865288,143.2429282590582,-19.22769324582825,143.59744682773612,-22.83427258577848
90.65868315059083,-39.97145902788412,90.78573103535291,-39.145448833346194,98.18856770660159,-28.578018103816504,105.3100300907397,-19.24219994260369,113.388940041757,-10.311710328677123,124.22651162292948,-10.916296022549602,130.6537844861822,-12.699552644099214,139.44787994141836,-14.471086813695052,140.57657876751114,-16.117761668706265,142.6872161815793,-18.480727499962455,143.10801380126463,-22.060615617469296
90.13335116733026,-39.231897007858976,90.21239942043928,-38.45089462042253,97.38170865238158,-28.384268612685872,104.41487753213175,-19.25833047854985,112.52758880754891,-10.21950094594223,123.43392076798636,-10.606177036493477,129.84401181076578,-12.141620697276409,138.7570340280124,-13.907494062484915,139.95646335238916,-15.44588541152578,142.1254580738672,-17.739312550374564,142.61289295088773,-21.28846514854544
89.608522880348,-38.49285528387472,89.64053917045521,-37.75572621498566,96.57742730013047,-28.186361955391675,103.51996392508022,-19.278201446922935,111.66560023994225,-10.140559208441545,122.63795481676073,-10.309353483269518,129.03038783680074,-11.58908622935715,138.0623923882572,-13.349680237816784,139.33104456590218,-14.780889532574577,141.55778771578707,-17.0036885146487,142.11221019259938,-20.518135667859923
89.08420154940836,-37.75430734916529,89.07016191268849,-37.059925883014955,95.77573328320716,-27.984168939362632,102.62528942837423,-19.301374483651728,110.80297585117307,-10.074572300237122,121.83860610096747,-10.025711783140878,128.2103165026491,-11.042616015651134,137.36400494513032,-12.797860337641197,138.70040977727365,-14.122984227315982,140.98433888720422,-16.274095510369108,141.60609144239345,-19.749941664265833
88.56039043427552,-37.016226696964765,88.50127927442702,-36.36347589048981,94.97663623497078,-27.77756037202738,101.73085420080292,-19.327411224665013,109.93971715347777,-10.021227405391073,121.03586695232173,-9.75513835637068,127.38263366380045,-10.502876831467944,136.66192162160905,-12.252249359908689,138.06464635572695,-13.472379691213177,140.40524536798364,-15.550773655119883,141.09466261626403,-18.984197626616208
