1,,2,,3,,4,,5,,6,,7,,8,,9,,10,,11,
81.62299239222321,-86.38606429357111,91.76669484361801,-67.3835283679582,112.66272189349118,-48.448617125354644,131.80050718512248,-23.02173631385847,146.40743871513112,-16.800265477002995,160.1352493660187,-31.00144890895575,171.3609467455622,-43.44439058266664,177.17666948436184,-52.708972154940454,178.05579036348266,-63.19079802138168,176.6356720202875,-78.00060360041812,175.8918005071852,-87.19756048968259
81.37004386501386,-85.29456927911815,90.97540487668286,-66.67000278081343,111.44987194554452,-48.49425276889929,130.73254588808604,-22.948282488120412,145.30723531434413,-16.218145394377416,159.26516438089263,-30.397232129761164,170.66488426426318,-42.78161142328372,176.61285392272086,-52.02941861453297,177.66989750289352,-62.52156999236854,176.59333025123541,-77.06933197311992,175.88720000107563,-86.3224758959858
81.11799362935997,-84.20345961827331,90.1864230358253,-65.94789743987451,110.24577861501243,-48.51766301514493,129.6658491396265,-22.892256208156766,144.2074254395371,-15.672393563837318,158.39235883246997,-29.799920197992947,169.96270058868177,-42.11150046198122,176.04275503359978,-51.340755738098665,177.2776968943099,-61.840035212245425,176.53741793140316,-76.13102282656342,175.8734962406941,-85.43783155772076
80.86684720122801,-83.11272300366778,89.40034952640619,-65.21732117010521,109.05061704140272,-48.51905867014193,128.60040732391005,-22.85300532179781,143.10800710451397,-15.1622358597686,157.51685666110572,-29.209618982502434,169.254459959787,-41.434490254389516,175.46643629659204,-50.643346203478245,176.87926380709965,-61.14655392423845,176.46818229856896,-75.18593633015143,175.85083586296136,-84.54388570700183
80.61661009658425,-82.02234712793273,88.61778455378632,-64.47838279646902,107.86456236422313,-48.49865053994074,127.53621082510293,-22.82987767687382,142.0089783230787,-14.686898156556992,156.63868180715488,-28.626434352141132,168.54022661854825,-40.7510133561388,174.8839611912911,-49.937552688512426,176.47467351063065,-60.44148637157366,176.38587059051113,-74.23433265328686,175.81936550479818,-83.64089657594343
80.3672878313952,-80.93231968369923,87.8393283233265,-63.73119114392972,106.68778972298153,-48.456649430591824,126.47325002737139,-22.822221121215023,140.91033710903523,-14.245606328588451,155.75785821097227,-28.050472175760376,167.8200648059346,-40.06150232285955,174.29539319729028,-49.22373787104186,176.0640012742709,-59.725192797477064,176.29073004500796,-73.27647196537237,175.77923180312527,-82.72912239665999
80.1188859216272,-79.84262836359858,87.06558104038757,-62.9758550374508,105.52047425718567,-48.39326614814547,125.4115153148816,-22.82938350265158,139.8120814761875,-13.837586250248705,154.874409812913,-27.48183832221173,167.0940387629154,-39.366389710182034,173.7007957941831,-48.50226442890727,175.64732236738823,-58.998033445174826,176.18300789983763,-72.31261443581087,175.73058139486332,-81.80882140126579
79.87140988324668,-78.75326086026178,86.29714291033028,-62.212483301995974,104.36279110634345,-48.3087114986522,124.35099707179981,-22.850712669013774,138.71420943833945,-13.462063795923711,153.9883605533319,-26.920638660346526,166.36221273045967,-38.666108073736666,173.10023246156302,-47.773495039949296,175.2247120593506,-58.26036855789289,176.06295139277844,-71.34302023400517,175.6735609169332,-80.88025182187533
79.62486523222006,-77.66420486632012,85.53461413851542,-61.441184762528906,103.21491540996263,-48.20319628816242,123.2916856822923,-22.885556468131824,137.61671900929505,-13.118264839999199,153.09973437258392,-26.36697905901616,165.6246509495368,-37.96108996915365,172.49376667902342,-47.03779238200866,174.79624561952588,-57.51255837885736,175.93080776160863,-70.3679495293581,175.6083170062556,-79.94367189060296
79.37925748451366,-76.57544807440473,84.77859493030385,-60.66206824401314,102.077022307551,-48.076931322726466,122.23357153052515,-22.93326274783601,136.51960820285828,-12.805415256861068,152.20855521102405,-25.820965387072192,164.88141766111593,-37.25176795206346,171.8814619261577,-46.295519132926074,174.36199831728206,-56.754963151294305,175.7868242441065,-69.38766249127235,175.5349962997512,-78.99933983956305
