1,,2,,3,,4,,5,,6,,7,,8,,9,,10,,11,
46.50324034939416,-41.57109135011757,43.054381515919886,-34.898789293200196,30.431107354184178,-20.021359031154645,16.68075514229355,-4.986137842087146,7.68667230205682,-11.230150239945601,2.5246548323470392,-18.060243223884584,0,-25.521499915910738,1.487743026204555,-31.788053874772345,1.3975767821920897,-34.58320743915664,1.217244294167358,-38.16731563864954,0.6537052690898122,-41.097718569052404
46.56742927782676,-41.01205934663744,43.31812900615694,-34.45774925852237,30.873396182941633,-20.012142711320962,17.18305040837015,-4.849715002230539,8.074194395976207,-10.929890409210941,2.808363233599067,-17.699939599338848,0.20370769087912777,-25.101963348003267,1.5571752058399397,-31.279846440517474,1.3994727089958872,-34.083709505299225,1.2256742817926352,-37.66100280200442,0.6706710754725691,-40.58208385127489
46.63340650929541,-40.45426129070216,43.58039267981741,-34.01556481067831,31.314513484862232,-20.00187986735125,17.685262940265318,-4.726716267409756,8.46310946260428,-10.63409201950111,3.0952288612106713,-17.339696047263146,0.41108094940980777,-24.677761535709237,1.630847121256494,-30.76843762140004,1.4050924125857591,-33.58081614914994,1.2351869679057756,-37.15209684268143,0.6871870702425156,-40.06564396636219
46.701151447249856,-39.89767054874795,43.841128240702915,-33.572245084333474,31.754448416603054,-19.990495849782917,18.18739315392665,-4.616841751104062,8.853410321781666,-10.342785909575753,3.385220670737368,-16.97962915524505,0.6220722163222376,-24.249123363234048,1.7086526907654331,-30.253987124268008,1.4143337777293539,-33.07465254747132,1.2457575716752558,-36.64067427872044,0.7032562470737957,-39.54842019335268
46.77064349514001,-39.342260487211036,44.10029139261485,-33.12779921415313,32.19319013482101,-19.97791600915326,18.689441465301684,-4.5197915667929465,9.24508979334908,-10.056002918194679,3.678307617734589,-16.619855510872014,0.8366339323465866,-23.816277714782927,1.7904858326780015,-29.73665465596912,1.4270946891943481,-32.565343877025725,1.257361312269495,-36.12681162816136,0.718881599640639,-39.030433811284695
46.84186205641555,-38.7880044725278,44.35783783935483,-32.6822363348025,32.63072779617329,-19.964065695999636,19.191408290338074,-4.435265827955675,9.638140697147122,-9.773773884117475,3.9744586577578787,-16.26049170173161,1.0547185382130237,-23.379453474561274,1.8762404653054148,-29.21659992335134,1.4432730317484186,-32.053015314575816,1.2699734088569983,-35.61058540904395,0.7340661216171895,-38.511706099196715
46.9147865345264,-38.23487587113436,44.6137232847243,-32.23556558094697,33.06705055731675,-19.948870260859394,19.693294044983304,-4.362964648071625,10.032555853016476,-9.496129646103896,4.273642746362668,-15.901654315411292,1.2762784746518037,-22.93887952677437,1.9658105069588885,-28.693982633262465,1.4627666901592704,-31.537792036883957,1.2835690806061564,-35.09207213940806,0.7488128066776767,-37.99225833612712
46.98939633292224,-37.682848049467,44.86790343252477,-31.78779608725182,33.50214757490858,-19.932255054269945,20.195099145185026,-4.302588140620287,10.428328080797797,-9.22310104291364,4.575828839104503,-15.543459939498575,1.5012661823930387,-22.494784755627677,2.0590898759496383,-28.168962492550293,1.4854735491945519,-31.019799220712684,1.2981235466854457,-34.571348337293614,0.7631246484962446,-37.47211180111424
47.06567085505287,-37.131894373961984,45.120333986557796,-31.33893698838233,33.936008005605686,-19.914145426768528,20.69682400689075,-4.253836419080926,10.825450200331744,-8.954718913306408,4.880985891538785,-15.186025161580972,1.7296341021669548,-22.04739804532636,2.15597249058888,-27.641699208062846,1.5112914936219397,-30.499162042824537,1.3136120262633426,-34.048490520740415,0.7770046407471227,-36.95128777319661
47.14358950436815,-36.5819882110556,45.37097065062483,-30.88899741900383,34.368621006065155,-19.894466728892553,21.198469046048103,-4.21640959693292,11.223915031458972,-8.691014096041783,5.18908285922106,-14.829466569245938,1.9613346747037497,-21.59694828007588,2.2563522691878575,-27.112352486647808,1.5401184082090822,-29.976005679981995,1.3300097385082381,-33.52357520778827,0.7904557771044551,-36.42980753141251
47.22313168431788,-36.03310292718402,45.61976912852748,-30.437986513781652,34.79997573294406,-19.873144311179374,21.700034678604652,-4.190007787655645,11.623715394020167,-8.432017429879636,5.500088697706815,-14.473900750081043,2.196320340733564,-21.143664344081515,2.3601231300577865,-26.581082035153145,1.5718521777237129,-29.450455308947483,1.347291902588637,-32.99667891647704,0.8034810512424713,-35.90769235480036
