1,,2,,3,,4,,5,,6,,7,,8,,9,,10,,11,,12,,13,,14,,15,
128.21639898562984,-29.1994047393178,121.65680473372782,-21.287316827229944,119.28994082840245,5.6949316934801,123.88841927303463,15.094762631772568,129.50126796280642,21.45148283464661,135.4522400676247,25.37371444918591,140.65934065934067,26.816374353384276,143.70245139475912,29.83694352779972,149.3153000845308,30.783689089929823,151.74978867286563,31.39231123701353,155.60439560439545,33.9620491913669,158.5122569737955,36.19366373067379,160.83403775711463,36.126039047664506,163.71935756551147,37.275658658822465,165.88334742180905,38.695777002017735
127.55831926429556,-28.991903655569956,121.00193205855527,-21.34657142880866,118.9738625364825,5.100457055321215,123.34011229882606,14.659805563952574,128.8691464090794,21.14912561190664,134.8107977577722,25.05755491694626,139.97931343043206,26.72907167309279,143.05566822553908,29.604738850132122,148.65918568232883,30.60374085232715,151.08255713996346,31.281758660164712,154.92106511361396,33.87800576059942,157.83879323792019,36.031431034685426,160.18186818849256,36.01295759710072,163.06997110022394,37.213338988412005,165.21684815580807,38.6068601383746
126.90022528049286,-28.78463484049675,120.34753160179554,-21.401341498223303,118.65190333282982,4.510683322133332,122.7928382679001,14.222954616863518,128.2394725551461,20.842840927052407,134.17037810165516,24.745067646950986,139.30098268423114,26.634198445637992,142.4094248775409,29.375827090735186,148.00336424259763,30.428688539749487,150.41577738121146,31.174603028809685,154.23815313425666,33.795457435972935,157.16565871580735,35.87538702767753,159.5295688782935,35.90384177122357,162.42071677734918,37.1541262107977,164.55036989339783,38.523110283017274
126.24211699471778,-28.57759470238915,119.69360655720254,-21.451648345637352,118.32414225987935,3.9256584367076357,122.24660687923216,13.784232851355057,127.61226590472285,20.53264176506991,133.5309953993821,24.436031177672476,138.62437425693645,26.531855699028057,141.7637214459284,29.15004182552454,147.3478388221655,30.25833482146274,149.74945313987325,31.070664777358616,153.55566102194678,33.714289583564096,156.49285308508286,35.72534182815323,158.87713942365554,35.79858038389767,161.77159749717532,37.09790187429951,163.88391296662485,38.444365294750014
125.58399436746623,-28.37077964953815,119.04016011853025,-21.49751328121431,117.99065836006588,3.3454303418354243,121.70142783179756,13.34366332827679,126.98754596152588,20.218541110945182,132.89266395106165,24.130224047583084,137.94951398474666,26.422144461271188,141.11855802586513,28.9272166304157,146.6926124778612,30.09248236673278,149.08358815921292,30.9697643402217,152.87359013230719,33.63438756944953,155.8203760233729,35.581105554615704,158.2245794217165,35.69706224898778,161.12261615999034,37.04454752723734,163.21747770753586,38.37046303237716
124.92585735923421,-28.164186090234693,118.38719547953247,-21.538957615117738,117.65153067582418,2.77004698030791,121.15731082457182,12.901269108478317,126.36533222927153,19.900551949664248,132.25539805680245,23.827424795155196,137.2764277038603,26.30516576037553,140.4739347125148,28.707185081324212,146.03768826651321,29.93093384482546,148.41818618249442,30.87172215180911,152.191941820961,33.55563675970586,155.14822720830318,35.44248832556809,157.57188846961458,35.59917618035854,160.47377566608225,36.993944717931186,162.55106444817716,38.30124135470297
124.2677059305177,-27.957810432769747,117.73471583396315,-21.576002657511083,117.30683824958913,2.1995562949163343,120.61426555653026,12.457073252809266,125.74564421167611,19.57868726621311,131.6192120167131,23.527411958861137,136.60514125047604,26.181020624349287,139.829851601041,28.489780754165622,145.38306924494998,29.77349192500671,147.7532509529815,30.776358646531037,151.51071744353123,33.47792252040972,154.47640631750005,35.30930025951352,156.91906616448784,35.50481099187465,159.82507891573925,36.945974994700975,161.88467352059536,38.236538120531776
123.60954004181275,-27.75164908543431,117.08272437557628,-21.608669718557877,116.95666012379559,1.6340062284519377,120.07230172664828,12.011098822119237,125.12850141245588,19.252960045577765,130.98412013090223,23.22996407717335,135.93568046079247,26.049810081200604,139.18630878660747,28.27483722485553,144.72875847000023,29.619959276542374,147.08878621393808,30.68349425879768,150.82991835564087,33.401130217637785,153.80491302858923,35.18135147495519,156.26611210347426,35.41385549740079,159.17652880924925,36.900519905866645,161.21830525683708,38.176191188667815
122.95135965361527,-27.545698456519318,116.4312242981257,-21.636980108421625,116.60107534087831,1.0734447237059328,119.5314290339013,11.563368877257858,124.5139233353272,18.923383272744275,130.35013669947836,22.93485968856416,135.26807117100816,25.911635158937656,138.54330636437783,28.062188069309457,144.07475899849226,29.47013856869836,146.42479570862804,30.592949423019178,150.1495459129129,33.325145217466655,153.1337470191969,35.05845209039626,155.61302588371188,35.326198510801675,158.52812824690022,36.857460999748156,160.55195998894874,38.120038417915424
122.29316472642125,-27.339954954315772,115.78021879536533,-21.66095513726586,116.24016294327214,0.5179197234695891,118.9916571772647,11.113906479074728,123.9019294840063,18.589969932698608,129.7172760225502,22.641877331505924,134.60233921732174,25.766596885568646,137.90084442951576,27.851666863442972,143.4210738872548,29.323832470740513,145.76128318031544,30.504544573605784,149.46960147097036,33.249852885972956,152.46290796694905,34.94041222433981,154.9598071023388,35.241728845941964,157.8798801289804,36.816679824665414,159.88563804897706,38.06791766707889
