1,,2,,3,,4,,5,,6,,7,,8,,9,,10,
115.63820794590038,-29.522486760625668,110.363482671175,-20.055031139323916,97.37954353338972,3.54598323092128,75.46914623837705,30.122483653575586,69.78867286559597,44.66179050057468,63.431952662721926,57.307606223313485,57.48098055790365,65.15206945239214,45.44378698224858,74.28140165864735,37.5993237531699,79.75900098240066,32.45984784446338,83.14023513286546
114.96652868816636,-29.445703599446972,109.73500063408898,-20.14472787302188,97.28185873613177,3.02804896323903,75.84955768663846,29.533561862036038,69.88384197075322,44.010758779430375,63.54337518255602,56.57521004409395,57.69643993182419,64.48483273920661,45.97562567423367,73.78491287096861,38.2585957810966,79.41531797741925,33.10756723537099,82.78493457154647
114.29528059195985,-29.36657690908038,109.10629773253783,-20.236674734580305,97.17398112618997,2.5015131551587046,76.22530384167834,28.94189231259429,69.97905904007123,43.35772309538689,63.65686823233017,55.84397539041157,57.91086660874845,63.816923437562366,46.50178940810318,73.28420334961584,38.91116471517506,79.06219984465048,33.75082735828644,82.42500362700582
113.62447071044357,-29.285110389712827,108.47737481534045,-20.330690919395664,97.05618314643465,1.96684307803568,76.5961161591008,28.347521627761125,70.07432388929175,42.70275285953193,63.77239581926048,55.11387026100459,58.12424394586114,63.148356365020106,47.02226811810419,72.77929638777951,39.55696464121763,78.69977494579447,34.38960289301224,82.06044651732955
112.95410609678038,-29.201307741531252,107.84823273131593,-20.426595622864397,96.92873723973628,1.424506003225332,76.96172609451,27.75049643004732,70.16963633415642,42.045917482953286,63.889921950563036,54.384862654611254,58.336555300347015,62.47914633914044,47.53705173848371,72.27021527865,40.19592964503664,78.32817164255138,35.0238685193508,81.69126746060374
112.28419380413294,-29.115172664722763,107.2188723292831,-20.52420804038303,96.79191584896517,0.8749692020830366,77.32186510351005,27.150863341963657,70.26499619040695,41.387286376738615,64.00941063345391,53.65692056996983,58.54778402939081,61.80930817748413,48.04613020348884,71.75698331541778,40.82799381244439,77.94751829662133,35.65359891710463,81.31747067491438
111.61474088566405,-29.026708859474297,106.58929445806092,-20.623347367347975,96.6459914169917,0.3186999459641413,77.67626464170507,26.54866898602097,70.36040327378501,40.72692895197574,64.13082587514921,52.93001200581858,58.75791349017729,61.1388566976118,48.549493447366615,71.23962379127332,41.453091229253204,77.55794326970448,36.27876876607618,80.93906037834759
110.94575439453644,-28.93592002597279,105.95949996646846,-20.72383279915576,96.49123638668624,-0.24383449377594957,78.02465616469922,25.943959984730043,70.45585740003233,40.06491461975236,64.254131682865,52.20410496089576,58.9669270398912,60.46780671708413,49.04713140436411,70.71815999940699,42.07115598127541,77.15957492350097,36.899352746067905,80.55604078898935
110.27724138391284,-28.842809864405297,105.32948970332455,-20.82548353120282,96.3279232009192,-0.81216684578186,78.36677112809659,25.336782960601624,70.55135838489056,39.401312791156215,64.37929206381736,51.47916743393964,59.17480803571729,59.79617305346184,49.53903400872835,70.19261523300923,42.682122154323366,76.75254161971091,37.5153255368823,80.16841612492576
109.60920890695604,-28.74738207495875,104.69926451744823,-20.92811875888566,96.1563243025609,-1.385829838698271,78.70234098750134,24.727184536146524,70.64690604410143,38.736192877275045,64.50627102522239,50.75516742368842,59.38153983484028,59.12397052430558,50.02519119470642,69.66301278527052,43.28592383420937,76.33697172003448,38.12666181832179,79.77619060424283
