1,,2,,3,,4,,5,,6,,7,,8,,9,,10,
53.874330797407765,-18.092257672598976,46.255283178360116,-9.842046345464553,31.85122569737956,-13.065489568907651,21.391941391941316,-20.075915040871678,13.209354747816178,-32.60902295859495,7.844463229078599,-41.918687652875064,5.477599323753168,-52.19763947028849,3.043110735418452,-61.0339313835035,1.2623274161736049,-68.38248027051384,0,-73.95024583827944
54.11756349151648,-17.630333135454293,46.65091153063503,-9.595463692926728,32.217944649031665,-12.689197607246683,21.719594357655296,-19.70318346030558,13.435927393286363,-32.18358163844255,8.108294000387673,-41.52064193094594,5.63130540320293,-51.68815362815235,3.1509749429934004,-60.53429148041687,1.3400625167134876,-67.86363921630112,0.04422535072052369,-73.40642472968898
54.36009056561517,-17.168086793114867,47.0451519901394,-9.350077715083103,32.58676860579294,-12.318891205791886,22.049756151398583,-19.33072233979101,13.664755378629593,-31.75722007037092,8.371692698693835,-41.11537053006242,5.785846030673213,-51.17724910394031,3.2592863648272896,-60.03315402377808,1.4181744502494098,-67.34315364209289,0.08922574772276448,-72.86252045185972
54.60188939822888,-16.70551660551223,47.43799617083016,-9.105812459142214,32.95768602273688,-11.954499781928604,22.382402082036265,-18.958616831038057,13.895817398437202,-31.33000818977939,8.634659886427357,-40.70308362942228,5.941225171961037,-50.66497664042714,3.3680418783155233,-59.53055874169894,1.496660048751096,-66.82106443091112,0.13499315404760637,-72.31853733420814
54.84293736788243,-16.24262053257803,47.82943568666451,-8.862591972312657,33.33068535493692,-11.595952753042383,22.7175074584336,-18.58695208575665,14.12909214730064,-30.902015932067116,8.897196126018684,-40.2839914082233,6.09744679286365,-50.151386980387485,3.477238360853619,-59.026545362291074,1.575516144188498,-66.29741246577777,0.18151953273576282,-71.77447970615071
55.08321185310092,-15.779396534243972,48.21946215159949,-8.62034030180294,33.70575505746649,-11.243179536518596,23.05504758945574,-18.215813255656826,14.364558319811238,-30.47331323263336,9.15930197989826,-39.8583040456632,6.254514859178073,-49.636530866596104,3.586872689836923,-58.5211536136664,1.6547395685315678,-65.77223862971482,0.2287968468281747,-71.23035189710379
55.322690232409116,-15.315842570441589,48.608067179592126,-8.37898149482163,34.082883585399145,-10.896109549742675,23.394997783967824,-17.84528549244868,14.602194610560446,-30.043970026877275,9.42097801049647,-39.42623172093977,6.412433336701554,-49.1204590418277,3.6969417426610107,-58.01442322393666,1.73432715375003,-65.24558380574416,0.2768170593656123,-70.68615823648395
55.56134988433212,-14.851956601102586,48.99524238459952,-8.138439598577321,34.462059393808204,-10.554672210100051,23.737333350835,-17.47545394784214,14.841979714139711,-29.614056250198075,9.6822247802437,-38.987984613250774,6.571206191231113,-48.60322224885704,3.807442396721342,-57.5063939212136,1.8142757318138365,-64.71748887688784,0.3255721333889028,-70.14190305370761
55.79916818739474,-14.38773658615861,49.38097938057871,-7.898638660278522,34.843270937767215,-10.218796934976154,24.082029598922418,-17.106403773547243,15.083892325140312,-29.183641837995026,9.943042851570397,-38.543772901794,6.730837388563884,-48.08487123045876,3.918371529413321,-56.997105433608965,1.8945821346929392,-64.18799472616774,0.3750540319388733,-69.59759067819124
56.03612252012198,-13.923180485541252,49.765269781486836,-7.659502727133798,35.226506672349615,-9.888413141756445,24.429061837095333,-16.738220121274026,15.327911138153695,-28.752796725667395,10.203432786906887,-38.09380676576717,6.8913308944970595,-47.565456729407686,4.029726018132408,-56.48659748923461,1.9752431943570627,-63.657142236605864,0.4252547180564079,-69.05322543935125
