 ,Image,X (cm),Y (cm)
1,207_fs1-00001.jpg,562.500,220.000
2,207_fs1-00001.jpg,563.026,220.684
3,207_fs1-00001.jpg,563.553,221.369
4,207_fs1-00001.jpg,564.079,222.053
5,207_fs1-00001.jpg,564.605,222.737
6,207_fs1-00001.jpg,565.132,223.421
7,207_fs1-00001.jpg,565.658,224.106
8,207_fs1-00001.jpg,566.185,224.790
9,207_fs1-00001.jpg,566.711,225.474
10,207_fs1-00001.jpg,567.237,226.158
11,207_fs1-00001.jpg,568.000,226.563
12,207_fs1-00001.jpg,568.500,227.267
13,207_fs1-00001.jpg,569.000,227.970
14,207_fs1-00001.jpg,569.682,228.500
15,207_fs1-00001.jpg,570.430,228.930
16,207_fs1-00001.jpg,571.000,229.579
17,207_fs1-00001.jpg,571.362,230.362
18,207_fs1-00001.jpg,572.000,230.944
19,207_fs1-00001.jpg,572.661,231.500
20,207_fs1-00001.jpg,573.000,232.294
21,207_fs1-00001.jpg,573.838,232.500
22,207_fs1-00001.jpg,574.500,233.054
23,207_fs1-00001.jpg,574.846,233.846
24,207_fs1-00001.jpg,575.409,234.500
25,207_fs1-00001.jpg,576.112,235.000
26,207_fs1-00001.jpg,576.885,235.385
27,207_fs1-00001.jpg,577.491,236.000
28,207_fs1-00001.jpg,578.195,236.500
29,207_fs1-00001.jpg,578.938,236.938
30,207_fs1-00001.jpg,579.500,237.594
31,207_fs1-00001.jpg,580.000,238.298
32,207_fs1-00001.jpg,580.839,238.500
33,207_fs1-00001.jpg,581.000,239.348
34,207_fs1-00001.jpg,581.530,240.030
35,207_fs1-00001.jpg,582.254,240.500
36,207_fs1-00001.jpg,582.958,241.000
37,207_fs1-00001.jpg,583.000,241.862
38,207_fs1-00001.jpg,583.538,242.538
39,207_fs1-00001.jpg,584.000,243.267
40,207_fs1-00001.jpg,584.483,243.983
41,207_fs1-00001.jpg,585.000,244.674
42,207_fs1-00001.jpg,585.500,245.377
43,207_fs1-00001.jpg,586.000,246.081
