"points","Image","X","Y"
1,"206_fs3-00001.jpg",225.667,415.667
2,"206_fs3-00001.jpg",226.185463991725,415.724380027145
3,"206_fs3-00001.jpg",226.703922992327,415.780044516456
4,"206_fs3-00001.jpg",227.222377008501,415.834057802285
5,"206_fs3-00001.jpg",227.740826046941,415.886484218986
6,"206_fs3-00001.jpg",228.259270114343,415.937388100912
7,"206_fs3-00001.jpg",228.777709217403,415.986833782417
8,"206_fs3-00001.jpg",229.296143362814,416.034885597853
9,"206_fs3-00001.jpg",229.814572557273,416.081607881573
10,"206_fs3-00001.jpg",230.332996807474,416.127064967932
11,"206_fs3-00001.jpg",230.851416120112,416.171321191281
12,"206_fs3-00001.jpg",231.369830501882,416.214440885975
13,"206_fs3-00001.jpg",231.88823995948,416.256488386366
14,"206_fs3-00001.jpg",232.406644499601,416.297528026808
15,"206_fs3-00001.jpg",232.925044128939,416.337624141654
16,"206_fs3-00001.jpg",233.44343885419,416.376841065257
17,"206_fs3-00001.jpg",233.961828682048,416.41524313197
18,"206_fs3-00001.jpg",234.48021361921,416.452894676147
19,"206_fs3-00001.jpg",234.998593672369,416.489860032141
20,"206_fs3-00001.jpg",235.516968848221,416.526203534305
21,"206_fs3-00001.jpg",236.035339153462,416.561989516991
22,"206_fs3-00001.jpg",236.553704594785,416.597282314554
23,"206_fs3-00001.jpg",237.072065178887,416.632146261347
24,"206_fs3-00001.jpg",237.590420912462,416.666645691722
25,"206_fs3-00001.jpg",238.108771802206,416.700844940034
26,"206_fs3-00001.jpg",238.627117854812,416.734808340634
27,"206_fs3-00001.jpg",239.145459076978,416.768600227877
28,"206_fs3-00001.jpg",239.663795475397,416.802284936116
29,"206_fs3-00001.jpg",240.182127056765,416.835926799703
30,"206_fs3-00001.jpg",240.700453844827,416.869590152993
31,"206_fs3-00001.jpg",241.218912510692,416.903339330337
32,"206_fs3-00001.jpg",241.737613665524,416.93723866609
33,"206_fs3-00001.jpg",242.256527375456,416.971352494605
34,"206_fs3-00001.jpg",242.775623706619,417.005745150235
35,"206_fs3-00001.jpg",243.294872725146,417.040480967332
36,"206_fs3-00001.jpg",243.814244497168,417.075624280251
37,"206_fs3-00001.jpg",244.333709088818,417.111239423345
38,"206_fs3-00001.jpg",244.853236566226,417.147390730966
39,"206_fs3-00001.jpg",245.372796995526,417.184142537467
40,"206_fs3-00001.jpg",245.892360442848,417.221559177204
41,"206_fs3-00001.jpg",246.411896974325,417.259704984527
42,"206_fs3-00001.jpg",246.931376656088,417.298644293791
43,"206_fs3-00001.jpg",247.45076955427,417.338441439348
44,"206_fs3-00001.jpg",247.970045735001,417.379160755552
45,"206_fs3-00001.jpg",248.489175264415,417.420866576757
46,"206_fs3-00001.jpg",249.008128208643,417.463623237315
47,"206_fs3-00001.jpg",249.526874633817,417.507495071579
48,"206_fs3-00001.jpg",250.045384606068,417.552546413903
49,"206_fs3-00001.jpg",250.563628191528,417.59884159864
50,"206_fs3-00001.jpg",251.081575456331,417.646444960143
51,"206_fs3-00001.jpg",251.599196466606,417.695420832766
52,"206_fs3-00001.jpg",252.116461288486,417.745833550861
53,"206_fs3-00001.jpg",252.633339988103,417.797747448782
54,"206_fs3-00001.jpg",253.149802631589,417.851226860882
55,"206_fs3-00001.jpg",253.665819285076,417.906336121514
56,"206_fs3-00001.jpg",254.181360014695,417.963139565032
57,"206_fs3-00001.jpg",254.696394886579,418.021701525788
58,"206_fs3-00001.jpg",255.210908049921,418.082086366565
59,"206_fs3-00001.jpg",255.725457947141,418.144367042386
60,"206_fs3-00001.jpg",256.240295573659,418.208637124718
61,"206_fs3-00001.jpg",256.755350899047,418.274993213375
62,"206_fs3-00001.jpg",257.270553892875,418.343531908172
63,"206_fs3-00001.jpg",257.785834524716,418.414349808926
64,"206_fs3-00001.jpg",258.301122764139,418.487543515449
65,"206_fs3-00001.jpg",258.816348580716,418.563209627559
66,"206_fs3-00001.jpg",259.331441944017,418.64144474507
67,"206_fs3-00001.jpg",259.846332823615,418.722345467797
68,"206_fs3-00001.jpg",260.360951189079,418.806008395555
69,"206_fs3-00001.jpg",260.875227009981,418.89253012816
70,"206_fs3-00001.jpg",261.389090255891,418.982007265426
71,"206_fs3-00001.jpg",261.902470896381,419.07453640717
72,"206_fs3-00001.jpg",262.415298901022,419.170214153205
73,"206_fs3-00001.jpg",262.927504239385,419.269137103347
74,"206_fs3-00001.jpg",263.43901688104,419.371401857412
75,"206_fs3-00001.jpg",263.949766795559,419.477105015214
76,"206_fs3-00001.jpg",264.459683952512,419.586343176568
77,"206_fs3-00001.jpg",264.968698321471,419.69921294129
78,"206_fs3-00001.jpg",265.476739872006,419.815810909195
79,"206_fs3-00001.jpg",265.983738573689,419.936233680098
80,"206_fs3-00001.jpg",266.489624396091,420.060577853814
81,"206_fs3-00001.jpg",266.994327308782,420.188940030158
82,"206_fs3-00001.jpg",267.497777281334,420.321416808946
83,"206_fs3-00001.jpg",267.999904283317,420.458104789992
84,"206_fs3-00001.jpg",268.500638284302,420.599100573112
85,"206_fs3-00001.jpg",268.999909253861,420.74450075812
86,"206_fs3-00001.jpg",269.497651272054,420.894399562769
87,"206_fs3-00001.jpg",269.993876367569,421.048788240274
88,"206_fs3-00001.jpg",270.48864483611,421.207517965566
89,"206_fs3-00001.jpg",270.982014376003,421.370429887592
90,"206_fs3-00001.jpg",271.474042685573,421.537365155298
91,"206_fs3-00001.jpg",271.964787463145,421.70816491763
92,"206_fs3-00001.jpg",272.454306407044,421.882670323533
93,"206_fs3-00001.jpg",272.942657215596,422.060722521953
94,"206_fs3-00001.jpg",273.429897587125,422.242162661837
95,"206_fs3-00001.jpg",273.916085219956,422.426831892129
96,"206_fs3-00001.jpg",274.401277812415,422.614571361775
97,"206_fs3-00001.jpg",274.885533062827,422.805222219723
98,"206_fs3-00001.jpg",275.368908669517,422.998625614916
99,"206_fs3-00001.jpg",275.85146233081,423.194622696301
100,"206_fs3-00001.jpg",276.333251745031,423.393054612824
101,"206_fs3-00001.jpg",276.814334610505,423.593762513431
102,"206_fs3-00001.jpg",277.294768625558,423.796587547067
103,"206_fs3-00001.jpg",277.774611488514,424.001370862678
104,"206_fs3-00001.jpg",278.253798301733,424.207957192035
105,"206_fs3-00001.jpg",278.731893269493,424.416243580931
106,"206_fs3-00001.jpg",279.208900979859,424.626166694063
107,"206_fs3-00001.jpg",279.684877718484,424.837664178275
108,"206_fs3-00001.jpg",280.159879771022,425.050673680411
109,"206_fs3-00001.jpg",280.633963423125,425.265132847314
110,"206_fs3-00001.jpg",281.107184960448,425.48097932583
111,"206_fs3-00001.jpg",281.579600668643,425.698150762802
112,"206_fs3-00001.jpg",282.051266833365,425.916584805074
113,"206_fs3-00001.jpg",282.522239740267,426.136219099489
114,"206_fs3-00001.jpg",282.992575675002,426.356991292893
115,"206_fs3-00001.jpg",283.462330923223,426.578839032129
116,"206_fs3-00001.jpg",283.931561770586,426.80169996404
117,"206_fs3-00001.jpg",284.400324502742,427.025511735471
118,"206_fs3-00001.jpg",284.868675405345,427.250211993267
119,"206_fs3-00001.jpg",285.336670764049,427.47573838427
120,"206_fs3-00001.jpg",285.804367582365,427.702028558807
121,"206_fs3-00001.jpg",286.272039670747,427.929042630498
122,"206_fs3-00001.jpg",286.739808025497,428.156816541865
123,"206_fs3-00001.jpg",287.20757211691,428.385402219619
124,"206_fs3-00001.jpg",287.675231415284,428.614851590472
125,"206_fs3-00001.jpg",288.142685390916,428.845216581136
126,"206_fs3-00001.jpg",288.609833514103,429.076549118324
127,"206_fs3-00001.jpg",289.076575255142,429.308901128747
128,"206_fs3-00001.jpg",289.542810084329,429.542324539117
129,"206_fs3-00001.jpg",290.008437471962,429.776871276146
130,"206_fs3-00001.jpg",290.473356888338,430.012593266547
131,"206_fs3-00001.jpg",290.937467803753,430.24954243703
132,"206_fs3-00001.jpg",291.400669688505,430.487770714308
133,"206_fs3-00001.jpg",291.86286201289,430.727330025093
134,"206_fs3-00001.jpg",292.323944247206,430.968272296097
135,"206_fs3-00001.jpg",292.783815861749,431.210649454032
136,"206_fs3-00001.jpg",293.242376326817,431.45451342561
137,"206_fs3-00001.jpg",293.699525112706,431.699916137542
138,"206_fs3-00001.jpg",294.155161689713,431.946909516541
139,"206_fs3-00001.jpg",294.609185528136,432.195545489319
140,"206_fs3-00001.jpg",295.061496098271,432.445875982588
141,"206_fs3-00001.jpg",295.512345254858,432.69794686795
142,"206_fs3-00001.jpg",295.962434339455,432.951758174968
143,"206_fs3-00001.jpg",296.411791379766,433.207288951841
144,"206_fs3-00001.jpg",296.860421005522,433.46451813812
145,"206_fs3-00001.jpg",297.308327846454,433.723424673356
146,"206_fs3-00001.jpg",297.755516532294,433.983987497096
147,"206_fs3-00001.jpg",298.201991692772,434.246185548891
148,"206_fs3-00001.jpg",298.647757957619,434.50999776829
149,"206_fs3-00001.jpg",299.092819956566,434.775403094843
150,"206_fs3-00001.jpg",299.537182319344,435.0423804681
151,"206_fs3-00001.jpg",299.980849675685,435.310908827611
152,"206_fs3-00001.jpg",300.423826655319,435.580967112924
153,"206_fs3-00001.jpg",300.866117887977,435.85253426359
154,"206_fs3-00001.jpg",301.307728003391,436.125589219158
155,"206_fs3-00001.jpg",301.748661631291,436.400110919178
156,"206_fs3-00001.jpg",302.188923401408,436.676078303199
157,"206_fs3-00001.jpg",302.628517943474,436.953470310771
158,"206_fs3-00001.jpg",303.067449887219,437.232265881443
159,"206_fs3-00001.jpg",303.505723862375,437.512443954766
160,"206_fs3-00001.jpg",303.943344498672,437.793983470289
161,"206_fs3-00001.jpg",304.380316425841,438.076863367561
162,"206_fs3-00001.jpg",304.816644273614,438.361062586133
163,"206_fs3-00001.jpg",305.252332671722,438.646560065553
164,"206_fs3-00001.jpg",305.687386249895,438.933334745371
165,"206_fs3-00001.jpg",306.121809637864,439.221365565137
166,"206_fs3-00001.jpg",306.555607465361,439.510631464401
167,"206_fs3-00001.jpg",306.988784362116,439.801111382712
168,"206_fs3-00001.jpg",307.421344957861,440.09278425962
169,"206_fs3-00001.jpg",307.853293882327,440.385629034675
170,"206_fs3-00001.jpg",308.284635765244,440.679624647425
171,"206_fs3-00001.jpg",308.715375236344,440.974750037421
172,"206_fs3-00001.jpg",309.145516925357,441.270984144212
173,"206_fs3-00001.jpg",309.575065462015,441.568305907349
174,"206_fs3-00001.jpg",310.004025476049,441.86669426638
175,"206_fs3-00001.jpg",310.432401597189,442.166128160854
176,"206_fs3-00001.jpg",310.860198455167,442.466586530323
177,"206_fs3-00001.jpg",311.287420679714,442.768048314335
178,"206_fs3-00001.jpg",311.71407290056,443.07049245244
179,"206_fs3-00001.jpg",312.140159747437,443.373897884188
180,"206_fs3-00001.jpg",312.565685850076,443.678243549128
181,"206_fs3-00001.jpg",312.990655838207,443.98350838681
182,"206_fs3-00001.jpg",313.41484440394,444.289671336783
183,"206_fs3-00001.jpg",313.837829588239,444.596711338597
184,"206_fs3-00001.jpg",314.25964088465,444.904607331802
185,"206_fs3-00001.jpg",314.680319446117,445.213338255948
186,"206_fs3-00001.jpg",315.099906425584,445.522883050583
187,"206_fs3-00001.jpg",315.518442975997,445.833220655258
188,"206_fs3-00001.jpg",315.935970250299,446.144330009522
189,"206_fs3-00001.jpg",316.352529401435,446.456190052925
190,"206_fs3-00001.jpg",316.76816158235,446.768779725017
191,"206_fs3-00001.jpg",317.182907945988,447.082077965346
192,"206_fs3-00001.jpg",317.596809645293,447.396063713463
193,"206_fs3-00001.jpg",318.009907833209,447.710715908918
194,"206_fs3-00001.jpg",318.422243662682,448.026013491259
195,"206_fs3-00001.jpg",318.833858286656,448.341935400037
196,"206_fs3-00001.jpg",319.244792858075,448.658460574801
197,"206_fs3-00001.jpg",319.655088529884,448.975567955101
198,"206_fs3-00001.jpg",320.064786455027,449.293236480486
199,"206_fs3-00001.jpg",320.473927786448,449.611445090506
200,"206_fs3-00001.jpg",320.882553677092,449.930172724711
1,"206_fs3-00002.jpg",226.333,419.5
2,"206_fs3-00002.jpg",226.838174416786,419.459323065894
3,"206_fs3-00002.jpg",227.343398123964,419.418050387938
4,"206_fs3-00002.jpg",227.84867122489,419.376243004718
5,"206_fs3-00002.jpg",228.35399382292,419.333961954823
6,"206_fs3-00002.jpg",228.859366021409,419.291268276841
7,"206_fs3-00002.jpg",229.364787923714,419.248223009358
8,"206_fs3-00002.jpg",229.870259633189,419.204887190963
9,"206_fs3-00002.jpg",230.375781253192,419.161321860243
10,"206_fs3-00002.jpg",230.881352887077,419.117588055786
11,"206_fs3-00002.jpg",231.3869746382,419.073746816179
12,"206_fs3-00002.jpg",231.892646609917,419.02985918001
13,"206_fs3-00002.jpg",232.398368905585,418.985986185866
14,"206_fs3-00002.jpg",232.904141628558,418.942188872336
15,"206_fs3-00002.jpg",233.409964882192,418.898528278007
16,"206_fs3-00002.jpg",233.915838769843,418.855065441466
17,"206_fs3-00002.jpg",234.421763394867,418.811861401301
18,"206_fs3-00002.jpg",234.92773886062,418.768977196099
19,"206_fs3-00002.jpg",235.433765270457,418.726473864449
20,"206_fs3-00002.jpg",235.939842727735,418.684412444938
21,"206_fs3-00002.jpg",236.445971335808,418.642853976154
22,"206_fs3-00002.jpg",236.952151198033,418.601859496683
23,"206_fs3-00002.jpg",237.458382417765,418.561490045115
24,"206_fs3-00002.jpg",237.964669499107,418.521806660035
25,"206_fs3-00002.jpg",238.471048012936,418.482870380033
26,"206_fs3-00002.jpg",238.977520182925,418.444742243695
27,"206_fs3-00002.jpg",239.484079163029,418.40748328961
28,"206_fs3-00002.jpg",239.990718107207,418.371154556364
29,"206_fs3-00002.jpg",240.497430169413,418.335817082546
30,"206_fs3-00002.jpg",241.004208503606,418.301531906743
31,"206_fs3-00002.jpg",241.511046263743,418.268360067543
32,"206_fs3-00002.jpg",242.017936603779,418.236362603533
33,"206_fs3-00002.jpg",242.524872677672,418.205600553301
34,"206_fs3-00002.jpg",243.031847639378,418.176134955434
35,"206_fs3-00002.jpg",243.538854642855,418.148026848521
36,"206_fs3-00002.jpg",244.04588684206,418.121337271148
37,"206_fs3-00002.jpg",244.552937390948,418.096127261904
38,"206_fs3-00002.jpg",245.059999443478,418.072457859376
39,"206_fs3-00002.jpg",245.567066153605,418.050390102152
40,"206_fs3-00002.jpg",246.074130675286,418.029985028818
41,"206_fs3-00002.jpg",246.581186162479,418.011303677964
