"points","Image","X","Y"
1,"208_fs1-00001.jpg",417.5,228.5
2,"208_fs1-00001.jpg",417.090883643744,229.023146348743
3,"208_fs1-00001.jpg",416.682401884408,229.548052552384
4,"208_fs1-00001.jpg",416.274567739948,230.074688859574
5,"208_fs1-00001.jpg",415.867394228319,230.603025518963
6,"208_fs1-00001.jpg",415.460894367477,231.133032779203
7,"208_fs1-00001.jpg",415.055081175377,231.664680888944
8,"208_fs1-00001.jpg",414.649967669975,232.197940096837
9,"208_fs1-00001.jpg",414.245566869227,232.732780651533
10,"208_fs1-00001.jpg",413.841891791089,233.269172801682
11,"208_fs1-00001.jpg",413.438955453516,233.807086795937
12,"208_fs1-00001.jpg",413.036770874464,234.346492882947
13,"208_fs1-00001.jpg",412.635351071888,234.887361311364
14,"208_fs1-00001.jpg",412.234709063744,235.429662329838
15,"208_fs1-00001.jpg",411.834857867988,235.97336618702
16,"208_fs1-00001.jpg",411.435810502576,236.518443131561
17,"208_fs1-00001.jpg",411.037579985463,237.064863412112
18,"208_fs1-00001.jpg",410.640179334605,237.612597277324
19,"208_fs1-00001.jpg",410.243621567957,238.161614975848
20,"208_fs1-00001.jpg",409.847919703475,238.711886756334
21,"208_fs1-00001.jpg",409.453086759116,239.263382867434
22,"208_fs1-00001.jpg",409.059135752833,239.816073557797
23,"208_fs1-00001.jpg",408.666079702584,240.369929076076
24,"208_fs1-00001.jpg",408.273931626324,240.924919670921
25,"208_fs1-00001.jpg",407.882704542008,241.481015590983
26,"208_fs1-00001.jpg",407.492411467592,242.038187084912
27,"208_fs1-00001.jpg",407.103065421032,242.59640440136
28,"208_fs1-00001.jpg",406.714679420284,243.155637788977
29,"208_fs1-00001.jpg",406.327266483302,243.715857496415
30,"208_fs1-00001.jpg",405.940839628044,244.277033772324
31,"208_fs1-00001.jpg",405.555411872464,244.839136865355
32,"208_fs1-00001.jpg",405.170996234518,245.402137024158
33,"208_fs1-00001.jpg",404.787605732162,245.966004497386
34,"208_fs1-00001.jpg",404.405253383351,246.530709533688
35,"208_fs1-00001.jpg",404.023952206042,247.096222381716
36,"208_fs1-00001.jpg",403.643715218189,247.66251329012
37,"208_fs1-00001.jpg",403.264555437749,248.229552507551
38,"208_fs1-00001.jpg",402.886485978036,248.797310282661
39,"208_fs1-00001.jpg",402.509831756094,249.365756864099
40,"208_fs1-00001.jpg",402.134847735497,249.934862500517
41,"208_fs1-00001.jpg",401.761474378602,250.504597440566
42,"208_fs1-00001.jpg",401.389652147767,251.074931932897
43,"208_fs1-00001.jpg",401.019321505347,251.64583622616
44,"208_fs1-00001.jpg",400.650422913699,252.217280569006
45,"208_fs1-00001.jpg",400.282896835181,252.789235210086
46,"208_fs1-00001.jpg",399.916683732148,253.361670398051
47,"208_fs1-00001.jpg",399.551724066958,253.934556381553
48,"208_fs1-00001.jpg",399.187958301966,254.50786340924
49,"208_fs1-00001.jpg",398.82532689953,255.081561729766
50,"208_fs1-00001.jpg",398.463770322007,255.65562159178
51,"208_fs1-00001.jpg",398.103229031752,256.230013243934
52,"208_fs1-00001.jpg",397.743643491123,256.804706934877
53,"208_fs1-00001.jpg",397.384954162476,257.379672913262
54,"208_fs1-00001.jpg",397.027101508168,257.954881427739
55,"208_fs1-00001.jpg",396.670025990556,258.530302726958
56,"208_fs1-00001.jpg",396.313668071996,259.105907059571
57,"208_fs1-00001.jpg",395.957968214845,259.681664674229
58,"208_fs1-00001.jpg",395.602866881459,260.257545819582
59,"208_fs1-00001.jpg",395.248304534195,260.833520744282
60,"208_fs1-00001.jpg",394.89422163541,261.409559696978
61,"208_fs1-00001.jpg",394.540558647461,261.985632926323
62,"208_fs1-00001.jpg",394.187256032703,262.561710680966
63,"208_fs1-00001.jpg",393.834254253495,263.137763209559
64,"208_fs1-00001.jpg",393.481493772192,263.713760760753
65,"208_fs1-00001.jpg",393.12891505115,264.289673583198
66,"208_fs1-00001.jpg",392.776458552728,264.865471925546
67,"208_fs1-00001.jpg",392.424064739281,265.441126036447
