frame,segment,x0,y0,x1,y1
0,0,133.8968723584108,-16.847124365548467,120.91714051137814,-5.657617428275671
0,1,120.91714051137814,-5.657617428275671,105.83167853514493,6.6928586133869885
0,2,105.83167853514493,6.6928586133869885,94.56882550079547,15.348729745391722
0,3,94.56882550079547,15.348729745391722,81.77632451303919,24.39147704312333
0,4,81.77632451303919,24.39147704312333,69.68913790926592,31.989732851849368
0,5,69.68913790926592,31.989732851849368,57.30051636863533,39.03341450978601
0,6,57.30051636863533,39.03341450978601,44.192515371115974,45.969038884414914
0,7,44.192515371115974,45.969038884414914,32.65549635645425,54.12911726152882
0,8,32.65549635645425,54.12911726152882,25.16057951349717,64.43526681214493
1,0,123.88841927303469,-15.765129437399708,116.0546557366859,-1.9610552880069747
1,1,116.0546557366859,-1.9610552880069747,104.71572995058568,11.95475541771222
1,2,104.71572995058568,11.95475541771222,94.61944964932252,20.282480362503776
1,3,94.61944964932252,20.282480362503776,81.95046681796731,27.350163683113692
1,4,81.95046681796731,27.350163683113692,69.77578319385356,32.46415100237812
1,5,69.77578319385356,32.46415100237812,57.62775377331923,37.160290492849896
1,6,57.62775377331923,37.160290492849896,44.888929816189375,42.77037981930542
1,7,44.888929816189375,42.77037981930542,33.86616627433244,49.90339697633209
1,8,33.86616627433244,49.90339697633209,25.961145947775833,58.42335383098708
2,0,94.40405748098061,-26.990826816943297,105.5041088167543,-14.816087307657881
2,1,105.5041088167543,-14.816087307657881,109.63975107687554,2.807213175645302
2,2,109.63975107687554,2.807213175645302,109.9840947842199,15.975717505089108
2,3,109.9840947842199,15.975717505089108,100.83749599740696,28.374637679897944
2,4,100.83749599740696,28.374637679897944,89.77885912656569,35.260360720768546
2,5,89.77885912656569,35.260360720768546,76.51506427737445,37.40762417229891
2,6,76.51506427737445,37.40762417229891,61.79345344738624,36.55824676723529
2,7,61.79345344738624,36.55824676723529,48.413828095248505,35.429834081851595
2,8,48.413828095248505,35.429834081851595,37.74137245895258,37.97127628769064
3,0,67.15131022823329,-26.58507871888753,84.26061549140331,-19.999748227920946
3,1,84.26061549140331,-19.999748227920946,101.10550954493948,-9.414511427172158
3,2,101.10550954493948,-9.414511427172158,111.34490756936054,1.7259475853123547
3,3,111.34490756936054,1.7259475853123547,112.01198027302257,17.788233167047792
3,4,112.01198027302257,17.788233167047792,109.80188727479492,31.4510578576228
3,5,109.80188727479492,31.4510578576228,95.82451884068018,39.457273091891864
3,6,95.82451884068018,39.457273091891864,81.03720246222179,39.31874184761074
3,7,81.03720246222179,39.31874184761074,66.17975695073494,34.74428711066372
3,8,66.17975695073494,34.74428711066372,53.164309451186455,31.879332601541023
4,0,54.84361792054091,-32.40080145768718,68.54779757579149,-21.955820648671192
4,1,68.54779757579149,-21.955820648671192,85.49600822756179,-13.881621760238346
4,2,85.49600822756179,-13.881621760238346,97.92130647008685,-7.679368184738223
4,3,97.92130647008685,-7.679368184738223,110.94629845455478,1.780575928688478
4,4,110.94629845455478,1.780575928688478,117.30597710861326,13.492641460522947
4,5,117.30597710861326,13.492641460522947,119.05168112545476,27.543159812532025
4,6,119.05168112545476,27.543159812532025,111.41899868315755,40.38079020282376
4,7,111.41899868315755,40.38079020282376,98.20176548171167,44.11123458997005
4,8,98.20176548171167,44.11123458997005,85.93545437847473,41.500153742639554
