frame,segment,x0,y0,x1,y1
0,0,79.72950126796286,65.36334562595923,66.74043922504723,49.19128752046663
0,1,66.74043922504723,49.19128752046663,54.483679373986774,33.869771375326366
0,2,54.483679373986774,33.869771375326366,44.19581450110212,19.772255762863324
0,3,44.19581450110212,19.772255762863324,37.05824290442689,5.109328623379099
0,4,37.05824290442689,5.109328623379099,32.198332372528114,-9.039940769934105
0,5,32.198332372528114,-9.039940769934105,29.638818800145827,-23.641903770440933
0,6,29.638818800145827,-23.641903770440933,28.37237936128537,-36.77214851546603
0,7,28.37237936128537,-36.77214851546603,27.71926272482756,-49.939223425725174
0,8,27.71926272482756,-49.939223425725174,27.559778438754677,-63.93570913651314
0,9,27.559778438754677,-63.93570913651314,28.27408649120605,-79.57065507534787
1,0,82.56973795435346,55.152018491555054,66.60629859287104,44.06516725199293
1,1,66.60629859287104,44.06516725199293,51.311766629004865,33.69517151436247
1,2,51.311766629004865,33.69517151436247,40.54262743043404,22.06519305085658
1,3,40.54262743043404,22.06519305085658,34.025168736261435,7.927036874839985
1,4,34.025168736261435,7.927036874839985,31.006178322195296,-5.71940423075057
1,5,31.006178322195296,-5.71940423075057,29.887780240551763,-19.435345969008324
1,6,29.887780240551763,-19.435345969008324,32.14207793240013,-31.578578250926967
1,7,32.14207793240013,-31.578578250926967,33.23090574001884,-43.82334529557403
1,8,33.23090574001884,-43.82334529557403,32.99814875974198,-56.88687371437595
1,9,32.99814875974198,-56.88687371437595,29.157230025150227,-71.08758124380051
2,0,89.26458157227387,22.82742001311044,72.36376172382074,32.131141123268776
2,1,72.36376172382074,32.131141123268776,54.107340781154846,33.571243238605234
2,2,54.107340781154846,33.571243238605234,39.30185169563663,27.874051118334705
2,3,39.30185169563663,27.874051118334705,28.854547794795337,16.370492060826166
2,4,28.854547794795337,16.370492060826166,25.57899297683599,3.0566898002278435
2,5,25.57899297683599,3.0566898002278435,24.904515837808788,-10.443096268324041
2,6,24.904515837808788,-10.443096268324041,30.622366397051792,-21.08510420709564
2,7,30.622366397051792,-21.08510420709564,36.62503772472655,-31.839168077836803
2,8,36.62503772472655,-31.839168077836803,39.76219309837603,-44.217673846784294
2,9,39.76219309837603,-44.217673846784294,39.04125448393165,-58.5949964017521
3,0,97.71766694843632,2.201891695274412,82.05777697475997,13.389961333923281
3,1,82.05777697475997,13.389961333923281,66.6299363205352,23.5202623005045
3,2,66.6299363205352,23.5202623005045,51.216432971252345,29.374091631065255
3,3,51.216432971252345,29.374091631065255,35.72274775906067,29.66019908270539
3,4,35.72274775906067,29.66019908270539,22.12752130689904,23.79933721953705
3,5,22.12752130689904,23.79933721953705,17.770824344979587,11.717874783037928
3,6,17.770824344979587,11.717874783037928,17.54993896312868,-1.2798542991022828
3,7,17.54993896312868,-1.2798542991022828,21.964345414447166,-11.889919154058248
3,8,21.964345414447166,-11.889919154058248,32.298339766560446,-20.150636431856242
3,9,32.298339766560446,-20.150636431856242,39.31434271228335,-32.33048928138345
4,0,112.12172442941676,0.8493980350885977,91.31988233289991,3.500690297635117
4,1,91.31988233289991,3.500690297635117,72.65330397652991,11.010441676615983
4,2,72.65330397652991,11.010441676615983,57.49405803572313,19.996244312287388
4,3,57.49405803572313,19.996244312287388,42.90745851911089,28.94780647144654
4,4,42.90745851911089,28.94780647144654,28.38050104873605,33.824652853451084
4,5,28.38050104873605,33.824652853451084,13.746848871877205,29.85844684589773
4,6,13.746848871877205,29.85844684589773,5.416631745451468,19.293463440679318
4,7,5.416631745451468,19.293463440679318,6.168795503649676,5.941243724167634
4,8,6.168795503649676,5.941243724167634,13.900391583543978,-5.704286836266533
4,9,13.900391583543978,-5.704286836266533,26.384502042868007,-15.474759711302852
5,0,119.83093829247673,8.490987215139171,101.8109800141566,1.6657095364454335
5,1,101.8109800141566,1.6657095364454335,83.52915392360393,0.5841920445201936
5,2,83.52915392360393,0.5841920445201936,68.42730061266491,5.231824560609937
5,3,68.42730061266491,5.231824560609937,56.0276848953381,14.307654743676665
5,4,56.0276848953381,14.307654743676665,46.20562513993957,24.571108274306084
5,5,46.20562513993957,24.571108274306084,36.8177690613374,34.35279664350537
5,6,36.8177690613374,34.35279664350537,26.003867801048102,40.2738564742952
5,7,26.003867801048102,40.2738564742952,13.631870922749329,40.293538279227164
5,8,13.631870922749329,40.293538279227164,1.6201323977462607,33.03559688338885
5,9,1.6201323977462607,33.03559688338885,0.05731510060718392,19.352526911883558
6,0,125.24091293322078,14.306709953938935,109.97932784423404,3.0886232796084983
6,1,109.97932784423404,3.0886232796084983,92.87696227601106,-4.1517509079017145
6,2,92.87696227601106,-4.1517509079017145,77.21612855499751,-4.4193407832254366
6,3,77.21612855499751,-4.4193407832254366,63.093932577392934,1.8752906237621687
6,4,63.093932577392934,1.8752906237621687,53.484036456351646,11.311533266849551
6,5,53.484036456351646,11.311533266849551,45.85634711236014,22.646816082059615
6,6,45.85634711236014,22.646816082059615,38.23074434983363,33.02729422613322
6,7,38.23074434983363,33.02729422613322,29.5195875111462,40.92181550368878
6,8,29.5195875111462,40.92181550368878,16.66825496627024,43.10919124087678
6,9,16.66825496627024,43.10919124087678,4.232826430196269,36.94418406495129
7,0,129.9971823048745,19.964641765716806,116.63332304474108,6.548795196154288
7,1,116.63332304474108,6.548795196154288,101.88238569356719,-4.368105078914823
7,2,101.88238569356719,-4.368105078914823,86.74049109164616,-9.73066466321535
7,3,86.74049109164616,-9.73066466321535,71.88557780719094,-7.963566517140066
7,4,71.88557780719094,-7.963566517140066,60.12305659966353,-0.5517585707929697
7,5,60.12305659966353,-0.5517585707929697,51.73839977015501,10.19727190986572
7,6,51.73839977015501,10.19727190986572,46.13450682489645,21.249856189451066
7,7,46.13450682489645,21.249856189451066,39.98184895701621,31.47223614542162
7,8,39.98184895701621,31.47223614542162,29.794174952686944,39.642084134229776
7,9,29.794174952686944,39.642084134229776,17.117893258586378,46.277019646321264
8,0,134.39278670047906,24.08974742928399,121.76314982292678,9.21058484314284
8,1,121.76314982292678,9.21058484314284,108.19191211289387,-3.977968960716339
8,2,108.19191211289387,-3.977968960716339,93.80594824082232,-12.411517316886147
8,3,93.80594824082232,-12.411517316886147,78.50237624584895,-13.693335119100595
8,4,78.50237624584895,-13.693335119100595,65.14217515510126,-8.187730583739324
8,5,65.14217515510126,-8.187730583739324,54.8231347762968,1.373793392490711
8,6,54.8231347762968,1.373793392490711,47.40779721576814,11.647167064765256
8,7,47.40779721576814,11.647167064765256,41.32421364965222,22.531126244678546
8,8,41.32421364965222,22.531126244678546,34.367926950368485,34.131080927192045
