"ID" "treatment" "Distance cumulated" "Latency to externe zone" "Time spent in external zone" "Latency to transition zone" "Time spent in transition zone" "Time spent in centre zone" "Acceleration Variance" "Mobility Variance" "Cumulated difference of Curvature angle" "Cumulated difference of Head center angle" "Cumulated difference of Center tail" "Variance of difference of Curvature angle" "Variance of difference of Head center angle" "Variance of difference of Center tail" "pool" "origin_treatment" "weight" "height"
"13" "Aval" 1667.09 0.049952 60.6459 110.196 1.89779 37.4397 12801.6 225.307 22715.6541065957 27224.2212649748 28259.9226737416 18.2998532938415 133.113843221097 132.920523670099 "Cauterets" "Cauterets.Aval" 1.626 57.644
"14" "Aval" 3035.85 0 92.9749 0.799276 6.24272 0.78242 2724.75 167.657 36329.3365491429 48987.3057481161 53283.9770385104 56.0382332846549 315.198016177065 333.415115815118 "Cauterets" "Cauterets.Aval" 1.704 56.881
"15" "Aval" 920.542 94.8653 66.7555 93.6164 2.04761 31.0138 349.249 103.354 17860.2430053473 14829.1673532076 12437.3022489615 14.7543266325293 10.3130511805022 10.9581881967257 "Cauterets" "Cauterets.Aval" 3.823 74.055
"16" "Aval" 1679.43 119.047 40.3696 118.397 15.3488 44.2817 1747.13 111.452 47373.7162023675 30000.3170974744 31042.0735301999 68.9575166871337 45.4801647071522 50.1708015911703 "Lees Athas" "Lees Athas.Aval" 7.844 94.31
"27" "Aval" 457.833 46.7083 81.2219 0 17.2465 1.53155 677.205 37.6256 23631.5402190693 15220.4285170282 12806.2516380313 19.7637053239977 11.1198724232691 7.16702089876071 "Lees Athas" "Lees Athas.Aval" 10.67 102.345
"28" "Aval" 494.065 262.965 10.7375 261.616 1.93108 87.3314 2467.18 48.2308 13566.2573650351 9374.52687652379 9161.88977208964 10.1430931940356 14.524480011062 6.48596160188922 "Lees Athas" "Lees Athas.Aval" 8.602 96.727
"29" "Aval" 1007.97 169.75 38.5217 169.051 3.41269 58.0656 410.529 171.492 20581.31947988 20065.0885591683 18214.8827505937 17.0444457343806 19.9719751886108 20.5314147380198 "Cauterets" "Cauterets.Aval" 1.844 60.564
"30" "Aval" 344.896 104.955 64.074 104.606 0.916056 35.01 293.256 30.301 21922.7946897118 12089.5482024879 12187.5532322647 17.4694779903288 6.28626674787956 7.15269375133504 "Lees Athas" "Lees Athas.Aval" 11.658 109.63
"31" "Aval" 2289.33 122.849 55.994 122.35 2.24775 41.7582 1381.68 234.114 27368.1320079955 25476.2401788753 28220.0262568812 25.4945645228142 40.9198421502849 41.162673678168 "Cauterets" "Cauterets.Aval" 2.88 67.903
"32" "Aval" 2127.97 62.3071 75.8575 62.0073 2.6307 21.5118 1442.26 168.082 29129.9752829956 27534.2643782218 30582.199597682 26.7830469940621 83.6184531042447 78.8261182305354 "Cauterets" "Cauterets.Aval" 3.955 74.397
"33" "Aval" 948.456 92.2387 60.5329 91.5891 7.21066 32.2565 870.147 139.681 18360.1296250818 18327.0238639843 15610.7256558318 12.9207781316465 20.0273617931312 21.6880755893957 "Cauterets" "Cauterets.Aval" 3.215 72.233
"34" "Aval" 753.507 0.299829 99.9001 NA 0 0 748.606 130.105 17672.4090210863 15044.9775859238 13848.0177640438 20.1675003564392 26.516672332532 22.7415455210078 "Lees Athas" "Lees Athas.Aval" 10.782 103.105
"35" "Aval" 1782.03 151.451 37.7186 150.752 9.47544 52.806 1213.36 164.923 30780.0825382437 45524.8290156769 35242.738094622 34.1735174631085 379.096780435568 348.69034785941 "Cauterets" "Cauterets.Aval" 2.675 67.709
"47" "Aval" 2630.52 45.8569 69.8685 45.2075 10.2547 19.8768 4242.09 134.604 36922.9780487048 30945.3892652342 36535.6714283352 43.496221682061 124.296965797166 132.285291645759 "Lees Athas" "Lees Athas.Aval" 9.887 98.734
"48" "Aval" 543.256 2.19798 98.868 0 1.13201 0 6560.23 63.1154 23672.4316234089 19093.0705054194 15678.3310382156 22.9006700254804 103.64179256659 96.9362514004673 "Cauterets" "Cauterets.Aval" 5.722 86.029
"49" "Aval" 100.964 NA 0 NA 0 100 42.574 0.0777447 22922.7977249058 13060.5223343483 11212.2721448317 22.9654392019416 5.41380983556418 6.0513661727929 "Cauterets" "Cauterets.Aval" 8.197 95.314
"50" "Aval" 819.111 111.85 32.3622 111.051 24.0553 43.5492 401.203 125.228 19334.3318858633 17716.3858606069 14851.1747328474 12.8793141821802 17.7362661228188 15.6074001584631 "Cauterets" "Cauterets.Aval" 2.417 65.489
"51" "Aval" 130.225 0 100 NA 0 0 124.299 10.7562 12250.2078666396 8899.94896091658 6598.6454871508 5.71303633045036 2.89645950621526 2.78500301296181 "Lees Athas" "Lees Athas.Aval" 8.754 94.894
"52" "Aval" 2893.58 59.0087 66.6667 58.2092 8.84116 24.4922 2526.41 107.934 29741.6287943928 23065.6127092894 26232.9806604077 23.2591428146551 43.0193921482485 45.7979402366969 "Lees Athas" "Lees Athas.Aval" 14.689 116.429
"53" "Aval" 219.016 0 99.1342 296.785 0.782551 0.0832501 233.02 13.0859 15036.9826104616 12059.9094585684 5620.60848284433 7.44245408337928 5.59917614730765 2.32923492562182 "Lees Athas" "Lees Athas.Aval" 6.491 88.548
"54" "Aval" 2666.72 78.0944 64.5854 77.7946 6.06061 29.354 2418.99 134.534 31526.9873169652 23584.0316038099 25844.04197219 23.7067326107766 23.7197455279761 22.7051443362686 "Lees Athas" "Lees Athas.Aval" 13.986 114.807
"55" "Aval" 161.792 0.149905 99.95 NA 0 0 11362.4 3.90714 23687.7814410863 13894.898281218 12158.8467618233 36.8668207896606 9.41180968519583 9.5896818715867 "Cauterets" "Cauterets.Aval" 4.884 80.379
"56" "Aval" 389.311 169.867 41.7357 169.106 1.47183 56.7417 166.558 39.8925 20986.0156931591 12598.3704116777 11770.3418443885 12.4619003919873 5.47276525812558 5.67744020339005 "Cauterets" "Cauterets.Aval" 6.897 88.118
"68" "Aval" 2072.91 0.299714 83.4526 84.2697 13.0681 3.37939 1538.21 119.387 25621.8263935079 19203.4954041302 21478.9746179384 21.5896180948034 23.6166152592594 26.1843375672529 "Lees Athas" "Lees Athas.Aval" 7.347 95.096
"69" "Aval" 2327.24 0 95.1889 48.3034 4.56135 0.249709 2455.08 204.519 33164.4055812377 28435.4200024407 29721.905678768 29.5770959028609 63.2486206492678 70.120036425937 "Lees Athas" "Lees Athas.Aval" 12.279 112.583
"70" "Aval" 290.296 116.238 61.0288 115.788 0.382887 38.5883 148.161 36.8389 17217.6731311289 13289.2399939492 8846.50464854877 12.6975636985268 15.9999426083565 14.8662584648808 "Cauterets" "Cauterets.Aval" 4.954 82.252
"71" "Aval" 774.359 0.349692 85.9164 36.6177 1.21525 12.7518 11511.1 71.8693 37119.5426116227 23584.2084653749 21586.933908265 69.8918758514534 45.4117313330277 40.4521659956145 "Lees Athas" "Lees Athas.Aval" 7.828 95.649
"87" "Aval" 137.359 NA 0 NA 0 99.9001 110.376 0.820275 26595.1012876322 14606.0039839862 14413.6395490715 29.908659203591 6.95433181818805 7.61181117689528 "Cauterets" "Cauterets.Aval" 5.374 82.978
"88" "Aval" 1796.84 1.24881 95.3721 0.799238 3.57916 1.04878 686.075 63.5896 24432.0110353011 20200.3714932127 22819.0143168419 14.423609535974 15.3609232487578 15.468563206924 "Lees Athas" "Lees Athas.Aval" 4.732 81.207
"89" "Aval" 213.991 113.543 61.6614 113.044 0.48277 37.8558 326.111 15.8479 12296.8153024147 8832.60368272804 11681.7539677973 29.9645483897904 33.6463722320176 59.0790749391248 "Lees Athas" "Lees Athas.Aval" 11.107 106.739
"90" "Aval" 299.731 0.14986 99.8169 0.049953 0.166472 0.016647 526.849 25.9671 15089.4546702513 12826.2599651087 8164.62752487296 8.79098219611716 35.4406202841391 30.3518284057792 "Lees Athas" "Lees Athas.Aval" 6.623 91.634
"91" "Aval" 1305.34 0.499536 91.1603 0.399628 6.0596 2.69685 1816.8 138.88 36784.8580616392 32594.0609091671 35812.8615811437 44.9519615314815 131.410092722989 116.007107608476 "Lees Athas" "Lees Athas.Aval" 5.182 81.039
"92" "Aval" 749.362 98.3669 48.7431 97.6175 17.8292 33.411 2727.88 47.3965 14197.5830760627 13762.7739085938 10938.0007613383 55.1335297206011 53.9448145217339 32.6064970136547 "Lees Athas" "Lees Athas.Aval" 17.592 123.995
"93" "Aval" 370.068 284.61 4.24505 284.16 0.632595 95.1224 2172.6 29.1014 15865.9463233349 12058.5864167099 8754.07409645852 9.52007832183363 17.0465573648081 15.203653053719 "Lees Athas" "Lees Athas.Aval" 7.158 91.554
"94" "Aval" 1621.87 0 95.3713 0.699434 3.44655 1.18215 9513.03 118 28839.0520096798 23169.3335113953 21692.0981912976 85.3977244675297 53.7439287878604 51.7509264908225 "Lees Athas" "Lees Athas.Aval" 11.915 111.997
"95" "Aval" 322.275 0.09993 98.618 0 0.815851 0.566101 928.068 21.6727 12072.9391166864 10572.3139893798 7964.4524634033 14.2332461954844 70.8291445585331 32.070143954643 "Lees Athas" "Lees Athas.Aval" 12.102 107.682
"96" "Aval" 315.545 207.844 25.9407 204.947 3.6297 70.3297 120.533 31.6352 15588.6649601117 10269.342825192 9367.58023624402 7.42418547737029 4.83131393403067 5.07199867964651 "Lees Athas" "Lees Athas.Aval" 4.77 79.769
"107" "Aval" 2854.58 0.249762 77.11 0.299714 17.4463 5.36041 23190.8 86.9444 27930.4789343653 22957.0047218167 27335.5512095884 19.1900567061415 21.6240723943464 19.6591704042199 "Cauterets" "Cauterets.Aval" 4.443 79.485
"110" "Aval" 1170.39 165.241 13.9837 162.193 21.3584 64.6579 255.201 98.9641 21300.9873235333 16113.3983217861 15954.147355882 15.0897818048878 13.6764436609364 11.946894208847 "Lees Athas" "Lees Athas.Aval" 8.374 97.671
"111" "Aval" 1753.61 15.7848 88.3969 15.3352 4.94423 6.45913 742.984 106.044 32404.9424290226 26590.9022745684 30129.3771169927 28.5510751580318 41.6374843006031 38.8330286826183 "Cauterets" "Cauterets.Aval" 3.532 71.505
"112" "Aval" 276.089 NA 0 NA 0 99.8835 600.705 20.2692 21749.6116059538 76144.6195728534 64012.3276036751 42.0349526954363 1358.68474396603 1518.53016857954 "Cauterets" "Cauterets.Aval" 1.338 54.498
"114" "Aval" 1239.9 65.9451 65.0017 64.846 7.34266 27.5391 5016.16 95.644 22251.3032808054 15018.5336184647 15646.9834252248 17.7183125653374 13.1165696000414 13.67035516507 "Lees Athas" "Lees Athas.Aval" 10.475 105.777
"128" "Aval" 1915.39 8.89142 93.8905 8.64166 1.99767 4.11187 1861.89 116.936 32921.5000349892 24523.4781617419 22456.1340250672 42.4564055727333 25.1299214479561 18.2203730757674 "Cauterets" "Cauterets.Aval" 6.9 89.097
"129" "Aval" 3334.51 0.049947 88.7816 0.699258 8.03928 3.16245 1093.77 85.9902 28686.298735821 24504.0235999143 29313.443842088 21.7396401956585 22.8034176342204 22.7452694810413 "Cauterets" "Cauterets.Aval" 3.826 75.519
"130" "Aval" 3627.75 0 87.1483 47.0546 8.78975 4.06193 926.816 45.8471 28835.9648109329 24439.9395643989 28098.8890069727 18.4237010210151 18.4042014988518 16.4152175244129 "Cauterets" "Cauterets.Aval" 5.27 83.44
"131" "Aval" 3104.8 0.34967 75.5452 46.1066 21.0754 3.26286 17667.4 106.477 29105.4612603084 24354.6660418336 28592.2683569903 24.3187608741853 43.3312540593685 40.1632803180431 "Lees Athas" "Lees Athas.Aval" 5.483 83.042
"132" "Aval" 3128.66 0 82.2873 12.4383 11.2036 6.50907 7253.13 125.661 34017.7660167947 31594.1457898955 34435.6393229277 62.3215672599351 162.848598299733 130.868009944007 "Lees Athas" "Lees Athas.Aval" 14.555 117.454
"134" "Aval" 2172.07 65.9943 74.7128 65.4947 2.53038 22.6403 1386.82 213.31 33953.0640934776 28837.9999677938 33024.448003521 37.6890942751728 38.1599988087791 41.0702274947357 "Cauterets" "Cauterets.Aval" 3.176 71.707
"135" "Aval" 2616.48 2.0482 96.4541 1.84837 2.49709 1.01548 1076.55 181.989 28841.5205861554 26994.8927066275 27960.0213141274 23.4827139519568 25.8725140904676 30.0727400680622 "Lees Athas" "Lees Athas.Aval" 3.267 71.076
"136" "Aval" 232.515 0.399691 99.5504 223.078 0.31635 0 44168.7 18.0063 30392.474829074 17253.4987825082 15959.128327944 38.4762069972569 15.0826175924569 15.0941509278773 "Lees Athas" "Lees Athas.Aval" 7.261 90.339
"137" "Aval" 756.762 0.049962 97.9021 93.9796 1.5318 0.54945 480.861 74.304 19024.5663810766 15207.7942158734 12073.381703487 12.3783410918559 11.2100297869842 10.6738467545803 "Lees Athas" "Lees Athas.Aval" 6.336 87.058
"150" "Aval" 1340.16 1.09895 92.8417 0.599428 5.144 1.81455 1151.01 91.6647 19761.6801724959 15082.0030448921 14187.8488486696 21.1031281543388 22.56592523131 15.8377523202079 "Lees Athas" "Lees Athas.Aval" 10.416 103.842
"157" "Aval" 2600.75 0.249764 97.8359 42.9596 2.08091 0 1436.61 131.924 32537.7877717057 29725.2773301501 33455.2271353118 32.1751147510965 39.4302654434855 41.5331269570945 "Cauterets" "Cauterets.Aval" 2.877 67.255
"158" "Aval" 3911.44 1.84824 83.3694 1.29876 12.2357 4.37823 1534.32 77.5755 38456.782749974 33026.6867889512 40399.7130522627 33.0346274990572 37.2235221811244 33.1562662857878 "Cauterets" "Cauterets.Aval" 3.415 71.998
"159" "Aval" 2273.69 55.3466 72.4155 54.2976 7.70767 19.8768 800.673 169.374 31266.8780087468 31417.276923483 33309.5490742155 29.3604223084722 42.9414858681368 37.8341771745741 "Cauterets" "Cauterets.Aval" 1.665 56.512
"160" "Aval" 228.436 0.349662 99.8835 NA 0 0 207.97 32.68 24203.6832234396 16542.6563019353 13217.7898965229 21.3728604806465 27.5560728436539 23.5614978736805 "Cauterets" "Cauterets.Aval" 2.03 61.201
"161" "Aval" 1342.71 0 77.7593 124.439 15.1157 7.12502 604.573 119.674 18669.6614735075 17643.6194505673 16263.5033274395 15.8500341300123 20.3629472726464 19.3004848090061 "Lees Athas" "Lees Athas.Aval" 2.961 67.597
"162" "Aval" 92.1308 NA 0 NA 0 100 32.1726 0.117795 29203.375668026 16807.3017302839 13657.2656047868 48.9270832764949 11.7939388556178 12.3643832730985 "Lees Athas" "Lees Athas.Aval" 8.93 99.034
"163" "Aval" 276.042 94.5792 67.1662 90.3324 2.2311 30.5861 190.1 57.9804 18293.1737159291 23415.4615263741 15461.9644291243 9.27419982457288 164.8447050731 162.07322677449 "Cauterets" "Cauterets.Aval" 1.48 55.331
"164" "Aval" 682.434 124.798 48.1019 124.348 8.34166 43.4898 286.786 80.786 35145.1148368624 21764.3424162403 19946.8658843148 37.5302189480593 15.0776137469344 16.6009539442352 "Lees Athas" "Lees Athas.Aval" 7.167 97.331
"165" "Aval" 1489.71 105.065 54.2458 102.967 10.989 34.5654 807.68 119.835 24159.2116502786 28741.9697488077 23226.4100047527 17.3984197270787 102.075703996985 91.1942599927567 "Cauterets" "Cauterets.Aval" 2.024 67.005
"167" "Aval" 4062.63 0.599421 96.7371 3.34677 2.91327 0.149825 2201.11 82.854 36018.4420889824 32388.8764126501 38586.2355552501 37.1857745627232 57.7262986833605 63.1732133245669 "Cauterets" "Cauterets.Aval" 4.136 76.319
"168" "Aval" 527.459 125.93 55.4853 125.281 1.89779 42.6169 469.059 37.109 19793.1402116624 13741.1812911058 10021.5880415023 15.5106227682463 8.44363755261353 8.73531536211349 "Lees Athas" "Lees Athas.Aval" 16.622 119.652
"169" "Aval" 389.191 0.499529 97.7193 225.238 2.1142 0 1960.53 39.5739 18650.5247085796 11146.5579285621 10713.8035430332 44.4793611197146 9.24866788182451 21.778729043855 "Lees Athas" "Lees Athas.Aval" 13.534 113.838
"170" "Aval" 1202.5 165.94 38.8547 165.59 4.04528 56.9669 565.233 197.747 21547.5474365888 19754.0698882928 18871.1637674523 19.2913604590186 26.0991412220859 26.5672551700122 "Cauterets" "Cauterets.Aval" 2.561 68.693
"171" "Aval" 2430.68 83.6213 61.7779 82.5723 8.27368 29.8985 1267.54 118.042 30527.3449674909 24591.3674707268 28019.5055701773 28.5230779660632 58.8038928243843 60.1486449269295 "Cauterets" "Cauterets.Aval" 5.604 83.219
"172" "Aval" 140.723 1.44867 99.5172 0.399633 0.316297 0.0332947 12163.3 8.23963 8669.08591109883 8984.35717682151 5050.49960316572 1.99511075275043 1.85672531224073 1.67861140565255 "Cauterets" "Cauterets.Aval" 1.404 53.6
"173" "Aval" 397.58 191.59 34.8152 191.091 0.749251 64.4356 187.687 36.0221 17053.3499677512 12343.6705144214 8727.90437538437 8.23204623533486 5.26834671634901 5.25280938199753 "Cauterets" "Cauterets.Aval" 5.598 84.504
"174" "Aval" 2658.05 0 90.9091 80.5387 5.89411 3.1968 970.804 77.9738 24535.8430614924 22926.3766893579 27864.0984846021 13.7205155422014 27.7958775317682 28.991404969108 "Cauterets" "Cauterets.Aval" 1.872 60.633
"175" "Aval" 1702.12 5.39602 91.7416 4.79647 5.07825 2.9637 5799.26 92.4642 22961.3944229356 21049.1848544002 18029.5951492088 20.522832599493 62.1651302022609 61.570091173808 "Lees Athas" "Lees Athas.Aval" 10.149 102.67
"176" "Aval" 3916.41 0.449701 92.6395 0 6.01166 1.34888 6093.77 160.555 42137.8738702445 40762.2161819631 47290.8696421131 56.9711956380093 178.905371727223 179.691413870116 "Lees Athas" "Lees Athas.Aval" 8.603 98.595
"181" "Aval" 1823.94 47.2538 79.5905 46.9042 3.04644 17.3631 1818.04 161.463 25139.6405638291 23320.2410340561 26600.4846181708 29.4312307313481 128.722115703623 134.35452501235 "Cauterets" "Cauterets.Aval" 2.262 69.277
"188" "Aval" 804.701 0.249762 93.0415 0.949095 4.71117 2.16414 14561.4 78.1552 21551.3545396072 19328.2362219937 13164.0007596168 13.6314713149962 22.467566002993 22.1390118028098 "Lees Athas" "Lees Athas.Aval" 3.672 75.823
"189" "Aval" 367.802 0.299714 21.2585 0 28.4501 50.2913 1288.63 64.8679 10456.3840716011 8326.34949230729 7346.66181364883 5.91281036798788 8.2600125909359 8.2839366732285 "Lees Athas" "Lees Athas.Aval" 3.638 77.426
"190" "Aval" 2138.14 0.199811 91.3101 0.649388 6.79208 1.8312 16918.1 148.318 34264.4266045157 32166.6074986197 29005.595127432 74.7631774824993 202.044948286234 71.8747814421263 "Lees Athas" "Lees Athas.Aval" 9.128 97.663
"191" "Aval" 385.623 119.904 51.4652 116.008 4.1958 44.339 619.972 61.2195 17426.8877309325 11021.3895498909 12403.9899841523 8.72051894021704 10.5173725863317 10.4824861383667 "Lees Athas" "Lees Athas.Aval" 3.526 75.941
"192" "Aval" 866.096 52.4563 77.8721 51.8568 2.78055 19.3307 464.44 82.8898 23657.0502758439 16164.8065501603 15928.3723720874 22.5915423547117 24.4212180974536 23.1518823549768 "Lees Athas" "Lees Athas.Aval" 5.939 84.346
"193" "Aval" 2729.46 0.349742 50.9824 106.522 9.79021 39.1109 7200.66 214.055 30525.3259324534 26194.6097567606 30868.6258359256 24.8875531144131 35.0440034180634 38.8944126802297 "Cauterets" "Cauterets.Aval" 2.258 64.321
